A	Vg	Vf	k	w
-76.78	1.37588e+70	0	1.335e-67	4.3758e-65
-76.77	1.34846e+70	0	1.36196e-67	4.46389e-65
-76.76	1.32159e+70	0	1.38948e-67	4.55375e-65
-76.75	1.29526e+70	0	1.41755e-67	4.64542e-65
-76.74	1.26944e+70	0	1.44618e-67	4.73893e-65
-76.73	1.24415e+70	0	1.47539e-67	4.83433e-65
-76.72	1.21935e+70	0	1.5052e-67	4.93165e-65
-76.71	1.19506e+70	0	1.5356e-67	5.03092e-65
-76.7	1.17124e+70	0	1.56662e-67	5.1322e-65
-76.69	1.1479e+70	0	1.59827e-67	5.23551e-65
-76.68	1.12503e+70	0	1.63056e-67	5.34091e-65
-76.67	1.10261e+70	0	1.66349e-67	5.44842e-65
-76.66	1.08064e+70	0	1.6971e-67	5.5581e-65
-76.65	1.0591e+70	0	1.73138e-67	5.66999e-65
-76.64	1.038e+70	0	1.76635e-67	5.78413e-65
-76.63	1.01731e+70	0	1.80203e-67	5.90057e-65
-76.62	9.97038e+69	0	1.83844e-67	6.01935e-65
-76.61	9.7717e+69	0	1.87557e-67	6.14052e-65
-76.6	9.57697e+69	0	1.91346e-67	6.26413e-65
-76.59	9.38612e+69	0	1.95211e-67	6.39023e-65
-76.58	9.19908e+69	0	1.99155e-67	6.51887e-65
-76.57	9.01576e+69	0	2.03178e-67	6.6501e-65
-76.56	8.8361e+69	0	2.07282e-67	6.78397e-65
-76.55	8.66001e+69	0	2.11469e-67	6.92053e-65
-76.54	8.48744e+69	0	2.15741e-67	7.05984e-65
-76.53	8.3183e+69	0	2.20099e-67	7.20196e-65
-76.52	8.15254e+69	0	2.24545e-67	7.34694e-65
-76.51	7.99007e+69	0	2.29081e-67	7.49483e-65
-76.5	7.83085e+69	0	2.33709e-67	7.64571e-65
-76.49	7.6748e+69	0	2.3843e-67	7.79962e-65
-76.48	7.52185e+69	0	2.43246e-67	7.95663e-65
-76.47	7.37196e+69	0	2.4816e-67	8.1168e-65
-76.46	7.22505e+69	0	2.53173e-67	8.28019e-65
-76.45	7.08107e+69	0	2.58287e-67	8.44687e-65
-76.44	6.93996e+69	0	2.63505e-67	8.61691e-65
-76.43	6.80166e+69	0	2.68827e-67	8.79037e-65
-76.42	6.66612e+69	0	2.74258e-67	8.96733e-65
-76.41	6.53327e+69	0	2.79798e-67	9.14784e-65
-76.4	6.40308e+69	0	2.8545e-67	9.33199e-65
-76.39	6.27548e+69	0	2.91216e-67	9.51985e-65
-76.38	6.15042e+69	0	2.97099e-67	9.71148e-65
-76.37	6.02785e+69	0	3.03101e-67	9.90698e-65
-76.36	5.90773e+69	0	3.09223e-67	1.01064e-64
-76.35	5.79e+69	0	3.1547e-67	1.03099e-64
-76.34	5.67462e+69	0	3.21842e-67	1.05174e-64
-76.33	5.56153e+69	0	3.28344e-67	1.07291e-64
-76.32	5.4507e+69	0	3.34976e-67	1.09451e-64
-76.31	5.34208e+69	0	3.41743e-67	1.11654e-64
-76.3	5.23562e+69	0	3.48646e-67	1.13902e-64
-76.29	5.13128e+69	0	3.55689e-67	1.16195e-64
-76.28	5.02903e+69	0	3.62874e-67	1.18534e-64
-76.27	4.92881e+69	0	3.70205e-67	1.2092e-64
-76.26	4.83058e+69	0	3.77683e-67	1.23354e-64
-76.25	4.73432e+69	0	3.85312e-67	1.25837e-64
-76.24	4.63997e+69	0	3.93096e-67	1.2837e-64
-76.23	4.54751e+69	0	4.01036e-67	1.30954e-64
-76.22	4.45688e+69	0	4.09138e-67	1.3359e-64
-76.21	4.36806e+69	0	4.17402e-67	1.36279e-64
-76.2	4.28101e+69	0	4.25834e-67	1.39023e-64
-76.19	4.1957e+69	0	4.34436e-67	1.41821e-64
-76.18	4.11209e+69	0	4.43212e-67	1.44676e-64
-76.17	4.03014e+69	0	4.52165e-67	1.47589e-64
-76.16	3.94983e+69	0	4.61299e-67	1.5056e-64
-76.15	3.87111e+69	0	4.70617e-67	1.5359e-64
-76.14	3.79397e+69	0	4.80124e-67	1.56682e-64
-76.13	3.71836e+69	0	4.89823e-67	1.59836e-64
-76.12	3.64426e+69	0	4.99717e-67	1.63054e-64
-76.11	3.57163e+69	0	5.09812e-67	1.66336e-64
-76.1	3.50046e+69	0	5.2011e-67	1.69684e-64
-76.09	3.4307e+69	0	5.30617e-67	1.731e-64
-76.08	3.36233e+69	0	5.41336e-67	1.76584e-64
-76.07	3.29532e+69	0	5.52271e-67	1.80139e-64
-76.06	3.22965e+69	0	5.63427e-67	1.83765e-64
-76.05	3.16529e+69	0	5.74808e-67	1.87464e-64
-76.04	3.10221e+69	0	5.8642e-67	1.91238e-64
-76.03	3.04039e+69	0	5.98266e-67	1.95088e-64
-76.02	2.97979e+69	0	6.10351e-67	1.99015e-64
-76.01	2.92041e+69	0	6.2268e-67	2.03021e-64
-76	2.86221e+69	0	6.35259e-67	2.07108e-64
-75.99	2.80517e+69	0	6.48091e-67	2.11277e-64
-75.98	2.74927e+69	0	6.61183e-67	2.1553e-64
-75.97	2.69448e+69	0	6.74539e-67	2.19868e-64
-75.96	2.64078e+69	0	6.88165e-67	2.24294e-64
-75.95	2.58815e+69	0	7.02066e-67	2.28809e-64
-75.94	2.53657e+69	0	7.16249e-67	2.33415e-64
-75.93	2.48602e+69	0	7.30717e-67	2.38114e-64
-75.92	2.43648e+69	0	7.45478e-67	2.42907e-64
-75.91	2.38792e+69	0	7.60537e-67	2.47796e-64
-75.9	2.34034e+69	0	7.759e-67	2.52785e-64
-75.89	2.29369e+69	0	7.91574e-67	2.57873e-64
-75.88	2.24798e+69	0	8.07564e-67	2.63064e-64
-75.87	2.20318e+69	0	8.23877e-67	2.68359e-64
-75.86	2.15928e+69	0	8.4052e-67	2.73761e-64
-75.85	2.11625e+69	0	8.57498e-67	2.79272e-64
-75.84	2.07407e+69	0	8.7482e-67	2.84894e-64
-75.83	2.03274e+69	0	8.92492e-67	2.90629e-64
-75.82	1.99223e+69	0	9.10521e-67	2.96479e-64
-75.81	1.95252e+69	0	9.28914e-67	3.02447e-64
-75.8	1.91361e+69	0	9.47678e-67	3.08535e-64
-75.79	1.87547e+69	0	9.66822e-67	3.14746e-64
-75.78	1.8381e+69	0	9.86352e-67	3.21081e-64
-75.77	1.80147e+69	0	1.00628e-66	3.27545e-64
-75.76	1.76557e+69	0	1.0266e-66	3.34138e-64
-75.75	1.73038e+69	0	1.04734e-66	3.40864e-64
-75.74	1.69589e+69	0	1.0685e-66	3.47726e-64
-75.73	1.6621e+69	0	1.09008e-66	3.54725e-64
-75.72	1.62897e+69	0	1.1121e-66	3.61866e-64
-75.71	1.59651e+69	0	1.13457e-66	3.6915e-64
-75.7	1.56469e+69	0	1.15749e-66	3.76581e-64
-75.69	1.53351e+69	0	1.18087e-66	3.84161e-64
-75.68	1.50295e+69	0	1.20472e-66	3.91894e-64
-75.67	1.47299e+69	0	1.22906e-66	3.99783e-64
-75.66	1.44364e+69	0	1.25389e-66	4.0783e-64
-75.65	1.41487e+69	0	1.27922e-66	4.1604e-64
-75.64	1.38667e+69	0	1.30506e-66	4.24414e-64
-75.63	1.35903e+69	0	1.33142e-66	4.32957e-64
-75.62	1.33195e+69	0	1.35831e-66	4.41673e-64
-75.61	1.30541e+69	0	1.38575e-66	4.50563e-64
-75.6	1.27939e+69	0	1.41375e-66	4.59633e-64
-75.59	1.25389e+69	0	1.4423e-66	4.68885e-64
-75.58	1.2289e+69	0	1.47144e-66	4.78323e-64
-75.57	1.20441e+69	0	1.50116e-66	4.87952e-64
-75.56	1.18041e+69	0	1.53149e-66	4.97774e-64
-75.55	1.15688e+69	0	1.56242e-66	5.07794e-64
-75.54	1.13383e+69	0	1.59398e-66	5.18016e-64
-75.53	1.11123e+69	0	1.62618e-66	5.28443e-64
-75.52	1.08908e+69	0	1.65903e-66	5.3908e-64
-75.51	1.06738e+69	0	1.69255e-66	5.49931e-64
-75.5	1.04611e+69	0	1.72674e-66	5.61001e-64
-75.49	1.02526e+69	0	1.76162e-66	5.72294e-64
-75.48	1.00483e+69	0	1.7972e-66	5.83814e-64
-75.47	9.848e+68	0	1.83351e-66	5.95566e-64
-75.46	9.65173e+68	0	1.87055e-66	6.07554e-64
-75.45	9.45938e+68	0	1.90833e-66	6.19783e-64
-75.44	9.27086e+68	0	1.94688e-66	6.32259e-64
-75.43	9.08609e+68	0	1.98621e-66	6.44986e-64
-75.42	8.90501e+68	0	2.02633e-66	6.57969e-64
-75.41	8.72754e+68	0	2.06726e-66	6.71214e-64
-75.4	8.5536e+68	0	2.10902e-66	6.84725e-64
-75.39	8.38313e+68	0	2.15163e-66	6.98508e-64
-75.38	8.21605e+68	0	2.19509e-66	7.12568e-64
-75.37	8.05231e+68	0	2.23943e-66	7.26912e-64
-75.36	7.89183e+68	0	2.28467e-66	7.41544e-64
-75.35	7.73455e+68	0	2.33082e-66	7.56471e-64
-75.34	7.5804e+68	0	2.3779e-66	7.71698e-64
-75.33	7.42932e+68	0	2.42594e-66	7.87231e-64
-75.32	7.28126e+68	0	2.47494e-66	8.03078e-64
-75.31	7.13614e+68	0	2.52494e-66	8.19243e-64
-75.3	6.99392e+68	0	2.57594e-66	8.35734e-64
-75.29	6.85453e+68	0	2.62798e-66	8.52556e-64
-75.28	6.71792e+68	0	2.68106e-66	8.69717e-64
-75.27	6.58404e+68	0	2.73522e-66	8.87224e-64
-75.26	6.45282e+68	0	2.79048e-66	9.05083e-64
-75.25	6.32421e+68	0	2.84685e-66	9.23302e-64
-75.24	6.19817e+68	0	2.90435e-66	9.41887e-64
-75.23	6.07464e+68	0	2.96302e-66	9.60846e-64
-75.22	5.95357e+68	0	3.02288e-66	9.80187e-64
-75.21	5.83492e+68	0	3.08394e-66	9.99917e-64
-75.2	5.71863e+68	0	3.14624e-66	1.02004e-63
-75.19	5.60466e+68	0	3.20979e-66	1.04058e-63
-75.18	5.49296e+68	0	3.27463e-66	1.06152e-63
-75.17	5.38348e+68	0	3.34078e-66	1.08289e-63
-75.16	5.27619e+68	0	3.40827e-66	1.10469e-63
-75.15	5.17103e+68	0	3.47711e-66	1.12692e-63
-75.14	5.06797e+68	0	3.54735e-66	1.14961e-63
-75.13	4.96697e+68	0	3.61901e-66	1.17275e-63
-75.12	4.86798e+68	0	3.69212e-66	1.19635e-63
-75.11	4.77096e+68	0	3.7667e-66	1.22044e-63
-75.1	4.67587e+68	0	3.84279e-66	1.245e-63
-75.09	4.58268e+68	0	3.92041e-66	1.27006e-63
-75.08	4.49134e+68	0	3.99961e-66	1.29563e-63
-75.07	4.40183e+68	0	4.0804e-66	1.32171e-63
-75.06	4.3141e+68	0	4.16283e-66	1.34831e-63
-75.05	4.22812e+68	0	4.24692e-66	1.37545e-63
-75.04	4.14385e+68	0	4.33271e-66	1.40314e-63
-75.03	4.06126e+68	0	4.42023e-66	1.43138e-63
-75.02	3.98032e+68	0	4.50952e-66	1.46019e-63
-75.01	3.90099e+68	0	4.60062e-66	1.48959e-63
-75	3.82324e+68	0	4.69355e-66	1.51957e-63
-74.99	3.74705e+68	0	4.78836e-66	1.55016e-63
-74.98	3.67237e+68	0	4.88509e-66	1.58136e-63
-74.97	3.59917e+68	0	4.98377e-66	1.61319e-63
-74.96	3.52744e+68	0	5.08444e-66	1.64566e-63
-74.95	3.45714e+68	0	5.18715e-66	1.67879e-63
-74.94	3.38823e+68	0	5.29193e-66	1.71258e-63
-74.93	3.32071e+68	0	5.39883e-66	1.74705e-63
-74.92	3.25452e+68	0	5.50789e-66	1.78222e-63
-74.91	3.18966e+68	0	5.61915e-66	1.81809e-63
-74.9	3.12609e+68	0	5.73266e-66	1.85469e-63
-74.89	3.06378e+68	0	5.84847e-66	1.89202e-63
-74.88	3.00272e+68	0	5.96661e-66	1.9301e-63
-74.87	2.94287e+68	0	6.08714e-66	1.96895e-63
-74.86	2.88422e+68	0	6.2101e-66	2.00859e-63
-74.85	2.82674e+68	0	6.33554e-66	2.04902e-63
-74.84	2.7704e+68	0	6.46353e-66	2.09026e-63
-74.83	2.71518e+68	0	6.59409e-66	2.13234e-63
-74.82	2.66107e+68	0	6.72729e-66	2.17526e-63
-74.81	2.60803e+68	0	6.86319e-66	2.21904e-63
-74.8	2.55605e+68	0	7.00183e-66	2.26371e-63
-74.79	2.5051e+68	0	7.14327e-66	2.30927e-63
-74.78	2.45518e+68	0	7.28757e-66	2.35576e-63
-74.77	2.40624e+68	0	7.43478e-66	2.40317e-63
-74.76	2.35828e+68	0	7.58496e-66	2.45155e-63
-74.75	2.31128e+68	0	7.73818e-66	2.50089e-63
-74.74	2.26522e+68	0	7.8945e-66	2.55123e-63
-74.73	2.22007e+68	0	8.05397e-66	2.60258e-63
-74.72	2.17582e+68	0	8.21666e-66	2.65497e-63
-74.71	2.13245e+68	0	8.38264e-66	2.70841e-63
-74.7	2.08995e+68	0	8.55198e-66	2.76293e-63
-74.69	2.0483e+68	0	8.72473e-66	2.81854e-63
-74.68	2.00747e+68	0	8.90097e-66	2.87527e-63
-74.67	1.96746e+68	0	9.08078e-66	2.93315e-63
-74.66	1.92825e+68	0	9.26421e-66	2.99219e-63
-74.65	1.88982e+68	0	9.45135e-66	3.05242e-63
-74.64	1.85215e+68	0	9.64227e-66	3.11386e-63
-74.63	1.81524e+68	0	9.83705e-66	3.17654e-63
-74.62	1.77906e+68	0	1.00358e-65	3.24047e-63
-74.61	1.7436e+68	0	1.02385e-65	3.3057e-63
-74.6	1.70885e+68	0	1.04453e-65	3.37224e-63
-74.59	1.67479e+68	0	1.06563e-65	3.44012e-63
-74.58	1.64141e+68	0	1.08716e-65	3.50936e-63
-74.57	1.60869e+68	0	1.10912e-65	3.58e-63
-74.56	1.57663e+68	0	1.13152e-65	3.65206e-63
-74.55	1.54521e+68	0	1.15438e-65	3.72557e-63
-74.54	1.51441e+68	0	1.1777e-65	3.80056e-63
-74.53	1.48422e+68	0	1.20149e-65	3.87706e-63
-74.52	1.45464e+68	0	1.22576e-65	3.9551e-63
-74.51	1.42565e+68	0	1.25052e-65	4.03471e-63
-74.5	1.39723e+68	0	1.27578e-65	4.11592e-63
-74.49	1.36938e+68	0	1.30155e-65	4.19876e-63
-74.48	1.34209e+68	0	1.32785e-65	4.28328e-63
-74.47	1.31534e+68	0	1.35467e-65	4.36949e-63
-74.46	1.28913e+68	0	1.38203e-65	4.45744e-63
-74.45	1.26343e+68	0	1.40995e-65	4.54716e-63
-74.44	1.23825e+68	0	1.43843e-65	4.63869e-63
-74.43	1.21357e+68	0	1.46749e-65	4.73206e-63
-74.42	1.18938e+68	0	1.49713e-65	4.82731e-63
-74.41	1.16568e+68	0	1.52738e-65	4.92447e-63
-74.4	1.14244e+68	0	1.55823e-65	5.02359e-63
-74.39	1.11967e+68	0	1.58971e-65	5.12471e-63
-74.38	1.09735e+68	0	1.62182e-65	5.22786e-63
-74.37	1.07548e+68	0	1.65458e-65	5.33309e-63
-74.36	1.05405e+68	0	1.688e-65	5.44043e-63
-74.35	1.03304e+68	0	1.7221e-65	5.54994e-63
-74.34	1.01245e+68	0	1.75689e-65	5.66165e-63
-74.33	9.92269e+67	0	1.79238e-65	5.77561e-63
-74.32	9.72491e+67	0	1.82859e-65	5.89186e-63
-74.31	9.53108e+67	0	1.86552e-65	6.01045e-63
-74.3	9.34111e+67	0	1.90321e-65	6.13143e-63
-74.29	9.15493e+67	0	1.94165e-65	6.25485e-63
-74.28	8.97245e+67	0	1.98088e-65	6.38074e-63
-74.27	8.79362e+67	0	2.02089e-65	6.50918e-63
-74.26	8.61835e+67	0	2.06171e-65	6.64019e-63
-74.25	8.44657e+67	0	2.10336e-65	6.77385e-63
-74.24	8.27821e+67	0	2.14585e-65	6.91019e-63
-74.23	8.11322e+67	0	2.1892e-65	7.04928e-63
-74.22	7.95151e+67	0	2.23342e-65	7.19117e-63
-74.21	7.79302e+67	0	2.27854e-65	7.33591e-63
-74.2	7.63769e+67	0	2.32456e-65	7.48357e-63
-74.19	7.48546e+67	0	2.37152e-65	7.6342e-63
-74.18	7.33626e+67	0	2.41943e-65	7.78786e-63
-74.17	7.19003e+67	0	2.4683e-65	7.94462e-63
-74.16	7.04672e+67	0	2.51816e-65	8.10452e-63
-74.15	6.90627e+67	0	2.56903e-65	8.26765e-63
-74.14	6.76861e+67	0	2.62092e-65	8.43406e-63
-74.13	6.6337e+67	0	2.67387e-65	8.60382e-63
-74.12	6.50148e+67	0	2.72788e-65	8.777e-63
-74.11	6.37189e+67	0	2.78298e-65	8.95366e-63
-74.1	6.24489e+67	0	2.8392e-65	9.13388e-63
-74.09	6.12042e+67	0	2.89655e-65	9.31773e-63
-74.08	5.99843e+67	0	2.95507e-65	9.50527e-63
-74.07	5.87887e+67	0	3.01476e-65	9.69659e-63
-74.06	5.76169e+67	0	3.07566e-65	9.89177e-63
-74.05	5.64685e+67	0	3.13779e-65	1.00909e-62
-74.04	5.53429e+67	0	3.20117e-65	1.0294e-62
-74.03	5.42398e+67	0	3.26584e-65	1.05012e-62
-74.02	5.31587e+67	0	3.33181e-65	1.07125e-62
-74.01	5.20992e+67	0	3.39911e-65	1.09282e-62
-74	5.10607e+67	0	3.46778e-65	1.11481e-62
-73.99	5.0043e+67	0	3.53783e-65	1.13725e-62
-73.98	4.90455e+67	0	3.60929e-65	1.16014e-62
-73.97	4.80679e+67	0	3.6822e-65	1.18349e-62
-73.96	4.71098e+67	0	3.75658e-65	1.20731e-62
-73.95	4.61708e+67	0	3.83247e-65	1.23161e-62
-73.94	4.52505e+67	0	3.90989e-65	1.2564e-62
-73.93	4.43486e+67	0	3.98887e-65	1.28169e-62
-73.92	4.34646e+67	0	4.06944e-65	1.30749e-62
-73.91	4.25983e+67	0	4.15165e-65	1.33381e-62
-73.9	4.17492e+67	0	4.23551e-65	1.36065e-62
-73.89	4.0917e+67	0	4.32107e-65	1.38804e-62
-73.88	4.01015e+67	0	4.40836e-65	1.41598e-62
-73.87	3.93022e+67	0	4.49741e-65	1.44448e-62
-73.86	3.85188e+67	0	4.58826e-65	1.47355e-62
-73.85	3.7751e+67	0	4.68095e-65	1.50321e-62
-73.84	3.69985e+67	0	4.7755e-65	1.53347e-62
-73.83	3.62611e+67	0	4.87197e-65	1.56433e-62
-73.82	3.55383e+67	0	4.97038e-65	1.59582e-62
-73.81	3.48299e+67	0	5.07079e-65	1.62794e-62
-73.8	3.41357e+67	0	5.17322e-65	1.6607e-62
-73.79	3.34553e+67	0	5.27772e-65	1.69413e-62
-73.78	3.27884e+67	0	5.38433e-65	1.72823e-62
-73.77	3.21349e+67	0	5.4931e-65	1.76301e-62
-73.76	3.14943e+67	0	5.60406e-65	1.7985e-62
-73.75	3.08666e+67	0	5.71727e-65	1.8347e-62
-73.74	3.02513e+67	0	5.83276e-65	1.87163e-62
-73.73	2.96483e+67	0	5.95058e-65	1.9093e-62
-73.72	2.90574e+67	0	6.07079e-65	1.94773e-62
-73.71	2.84782e+67	0	6.19342e-65	1.98693e-62
-73.7	2.79105e+67	0	6.31853e-65	2.02692e-62
-73.69	2.73542e+67	0	6.44616e-65	2.06772e-62
-73.68	2.6809e+67	0	6.57638e-65	2.10934e-62
-73.67	2.62746e+67	0	6.70922e-65	2.15179e-62
-73.66	2.57509e+67	0	6.84475e-65	2.1951e-62
-73.65	2.52376e+67	0	6.98302e-65	2.23928e-62
-73.64	2.47345e+67	0	7.12408e-65	2.28435e-62
-73.63	2.42415e+67	0	7.26799e-65	2.33033e-62
-73.62	2.37583e+67	0	7.41481e-65	2.37724e-62
-73.61	2.32847e+67	0	7.56459e-65	2.42508e-62
-73.6	2.28206e+67	0	7.7174e-65	2.47389e-62
-73.59	2.23657e+67	0	7.87329e-65	2.52369e-62
-73.58	2.19199e+67	0	8.03233e-65	2.57448e-62
-73.57	2.1483e+67	0	8.19459e-65	2.6263e-62
-73.56	2.10548e+67	0	8.36012e-65	2.67916e-62
-73.55	2.06351e+67	0	8.529e-65	2.73308e-62
-73.54	2.02238e+67	0	8.70129e-65	2.78809e-62
-73.53	1.98207e+67	0	8.87706e-65	2.84421e-62
-73.52	1.94256e+67	0	9.05638e-65	2.90146e-62
-73.51	1.90384e+67	0	9.23932e-65	2.95986e-62
-73.5	1.86589e+67	0	9.42596e-65	3.01943e-62
-73.49	1.82869e+67	0	9.61637e-65	3.0802e-62
-73.48	1.79224e+67	0	9.81062e-65	3.1422e-62
-73.47	1.75652e+67	0	1.00088e-64	3.20544e-62
-73.46	1.72151e+67	0	1.0211e-64	3.26996e-62
-73.45	1.68719e+67	0	1.04172e-64	3.33577e-62
-73.44	1.65356e+67	0	1.06277e-64	3.40291e-62
-73.43	1.6206e+67	0	1.08424e-64	3.47141e-62
-73.42	1.5883e+67	0	1.10614e-64	3.54128e-62
-73.41	1.55664e+67	0	1.12848e-64	3.61255e-62
-73.4	1.52561e+67	0	1.15128e-64	3.68526e-62
-73.39	1.4952e+67	0	1.17454e-64	3.75944e-62
-73.38	1.46539e+67	0	1.19826e-64	3.8351e-62
-73.37	1.43618e+67	0	1.22247e-64	3.91229e-62
-73.36	1.40755e+67	0	1.24716e-64	3.99103e-62
-73.35	1.3795e+67	0	1.27235e-64	4.07136e-62
