A	q	Phi	tau	dq/dA	dPhi/dA	dtau/dA	d2q/dA2	d2Phi/dA2	d2tau/dA2	d3tau/dA3
-76.78	-2.55485e-35	119.993	8.50343	-2.57125e-35	-1.50481	-0.0686162	-2.58796e-35	-6.17893e-05	-0.00033472	-0.0673729
-76.77	-2.58069e-35	119.978	8.50274	-2.59726e-35	-1.50481	-0.0686196	-2.61415e-35	-6.18052e-05	-0.00033478	-0.0674749
-76.76	-2.6068e-35	119.963	8.50205	-2.62353e-35	-1.50481	-0.0686229	-2.64059e-35	-6.18211e-05	-0.00033484	-0.067577
-76.75	-2.63317e-35	119.948	8.50137	-2.65007e-35	-1.50481	-0.0686263	-2.66731e-35	-6.18371e-05	-0.0003349	-0.0676793
-76.74	-2.6598e-35	119.933	8.50068	-2.67688e-35	-1.50481	-0.0686296	-2.69429e-35	-6.1853e-05	-0.00033496	-0.0677817
-76.73	-2.6867e-35	119.917	8.49999	-2.70396e-35	-1.50481	-0.068633	-2.72155e-35	-6.18689e-05	-0.000335021	-0.0678842
-76.72	-2.71388e-35	119.902	8.49931	-2.73131e-35	-1.50481	-0.0686363	-2.74908e-35	-6.18849e-05	-0.000335081	-0.0679868
-76.71	-2.74133e-35	119.887	8.49862	-2.75894e-35	-1.50481	-0.0686397	-2.77689e-35	-6.19008e-05	-0.000335141	-0.0680896
-76.7	-2.76906e-35	119.872	8.49794	-2.78685e-35	-1.50481	-0.068643	-2.80499e-35	-6.19168e-05	-0.000335201	-0.0681925
-76.69	-2.79707e-35	119.857	8.49725	-2.81504e-35	-1.50481	-0.0686464	-2.83336e-35	-6.19328e-05	-0.000335261	-0.0682955
-76.68	-2.82536e-35	119.842	8.49656	-2.84352e-35	-1.50481	-0.0686497	-2.86203e-35	-6.19487e-05	-0.000335321	-0.0683987
-76.67	-2.85394e-35	119.827	8.49588	-2.87228e-35	-1.50481	-0.0686531	-2.89098e-35	-6.19647e-05	-0.000335382	-0.068502
-76.66	-2.88281e-35	119.812	8.49519	-2.90134e-35	-1.50481	-0.0686564	-2.92023e-35	-6.19807e-05	-0.000335442	-0.0686054
-76.65	-2.91197e-35	119.797	8.4945	-2.93069e-35	-1.50481	-0.0686598	-2.94977e-35	-6.19967e-05	-0.000335502	-0.0687089
-76.64	-2.94142e-35	119.782	8.49382	-2.96034e-35	-1.50481	-0.0686631	-2.97961e-35	-6.20127e-05	-0.000335562	-0.0688125
-76.63	-2.97118e-35	119.767	8.49313	-2.99028e-35	-1.50482	-0.0686665	-3.00976e-35	-6.20287e-05	-0.000335623	-0.0689163
-76.62	-3.00123e-35	119.752	8.49244	-3.02053e-35	-1.50482	-0.0686699	-3.04021e-35	-6.20447e-05	-0.000335683	-0.0690202
-76.61	-3.03159e-35	119.737	8.49176	-3.05109e-35	-1.50482	-0.0686732	-3.07097e-35	-6.20607e-05	-0.000335743	-0.0691243
-76.6	-3.06225e-35	119.722	8.49107	-3.08195e-35	-1.50482	-0.0686766	-3.10203e-35	-6.20767e-05	-0.000335804	-0.0692284
-76.59	-3.09323e-35	119.707	8.49038	-3.11313e-35	-1.50482	-0.0686799	-3.13342e-35	-6.20928e-05	-0.000335864	-0.0693327
-76.58	-3.12452e-35	119.692	8.4897	-3.14462e-35	-1.50482	-0.0686833	-3.16512e-35	-6.21088e-05	-0.000335925	-0.0694371
-76.57	-3.15612e-35	119.677	8.48901	-3.17643e-35	-1.50482	-0.0686867	-3.19714e-35	-6.21248e-05	-0.000335985	-0.0695417
-76.56	-3.18805e-35	119.662	8.48832	-3.20857e-35	-1.50482	-0.06869	-3.22948e-35	-6.21409e-05	-0.000336045	-0.0696463
-76.55	-3.22029e-35	119.647	8.48764	-3.24102e-35	-1.50482	-0.0686934	-3.26216e-35	-6.21569e-05	-0.000336106	-0.0697511
-76.54	-3.25287e-35	119.632	8.48695	-3.27381e-35	-1.50482	-0.0686967	-3.29516e-35	-6.2173e-05	-0.000336166	-0.0698561
-76.53	-3.28577e-35	119.617	8.48626	-3.30693e-35	-1.50482	-0.0687001	-3.32849e-35	-6.21891e-05	-0.000336227	-0.0699611
-76.52	-3.31901e-35	119.601	8.48557	-3.34038e-35	-1.50482	-0.0687035	-3.36217e-35	-6.22051e-05	-0.000336287	-0.0700663
-76.51	-3.35258e-35	119.586	8.48489	-3.37417e-35	-1.50482	-0.0687068	-3.39618e-35	-6.22212e-05	-0.000336348	-0.0701716
-76.5	-3.38649e-35	119.571	8.4842	-3.40831e-35	-1.50482	-0.0687102	-3.43054e-35	-6.22373e-05	-0.000336408	-0.070277
-76.49	-3.42075e-35	119.556	8.48351	-3.44278e-35	-1.50482	-0.0687135	-3.46525e-35	-6.22534e-05	-0.000336469	-0.0703826
-76.48	-3.45535e-35	119.541	8.48283	-3.47761e-35	-1.50482	-0.0687169	-3.50031e-35	-6.22695e-05	-0.00033653	-0.0704883
-76.47	-3.4903e-35	119.526	8.48214	-3.51279e-35	-1.50483	-0.0687203	-3.53572e-35	-6.22856e-05	-0.00033659	-0.0705941
-76.46	-3.52561e-35	119.511	8.48145	-3.54833e-35	-1.50483	-0.0687236	-3.57149e-35	-6.23017e-05	-0.000336651	-0.0707001
-76.45	-3.56127e-35	119.496	8.48076	-3.58422e-35	-1.50483	-0.068727	-3.60762e-35	-6.23178e-05	-0.000336711	-0.0708062
-76.44	-3.59729e-35	119.481	8.48008	-3.62048e-35	-1.50483	-0.0687304	-3.64412e-35	-6.23339e-05	-0.000336772	-0.0709124
-76.43	-3.63368e-35	119.466	8.47939	-3.65711e-35	-1.50483	-0.0687337	-3.68099e-35	-6.23501e-05	-0.000336833	-0.0710187
-76.42	-3.67044e-35	119.451	8.4787	-3.6941e-35	-1.50483	-0.0687371	-3.71823e-35	-6.23662e-05	-0.000336893	-0.0711252
-76.41	-3.70756e-35	119.436	8.47802	-3.73147e-35	-1.50483	-0.0687405	-3.75585e-35	-6.23823e-05	-0.000336954	-0.0712318
-76.4	-3.74507e-35	119.421	8.47733	-3.76922e-35	-1.50483	-0.0687439	-3.79384e-35	-6.23985e-05	-0.000337015	-0.0713385
-76.39	-3.78295e-35	119.406	8.47664	-3.80735e-35	-1.50483	-0.0687472	-3.83223e-35	-6.24146e-05	-0.000337076	-0.0714453
-76.38	-3.82121e-35	119.391	8.47595	-3.84587e-35	-1.50483	-0.0687506	-3.871e-35	-6.24308e-05	-0.000337136	-0.0715523
-76.37	-3.85987e-35	119.376	8.47527	-3.88477e-35	-1.50483	-0.068754	-3.91016e-35	-6.2447e-05	-0.000337197	-0.0716594
-76.36	-3.89891e-35	119.361	8.47458	-3.92407e-35	-1.50483	-0.0687573	-3.94972e-35	-6.24631e-05	-0.000337258	-0.0717667
-76.35	-3.93835e-35	119.346	8.47389	-3.96377e-35	-1.50483	-0.0687607	-3.98968e-35	-6.24793e-05	-0.000337319	-0.071874
-76.34	-3.97819e-35	119.331	8.4732	-4.00387e-35	-1.50483	-0.0687641	-4.03004e-35	-6.24955e-05	-0.00033738	-0.0719815
-76.33	-4.01843e-35	119.316	8.47251	-4.04437e-35	-1.50483	-0.0687675	-4.07081e-35	-6.25117e-05	-0.000337441	-0.0720891
