A	q	Phi	tau	dq/dA	dPhi/dA	dtau/dA	d2q/dA2	d2Phi/dA2	d2tau/dA2	d3tau/dA3
-76.78	-2.55485e-35	119.993	210.283	-2.57125e-35	-1.50481	-1.03313	-2.58796e-35	-6.17893e-05	-0.00833843	-0.000176237
-76.77	-2.58069e-35	119.978	210.273	-2.59726e-35	-1.50481	-1.03322	-2.61415e-35	-6.18052e-05	-0.0083402	-0.000176252
-76.76	-2.6068e-35	119.963	210.263	-2.62353e-35	-1.50481	-1.0333	-2.64059e-35	-6.18211e-05	-0.00834196	-0.000176215
-76.75	-2.63317e-35	119.948	210.252	-2.65007e-35	-1.50481	-1.03338	-2.66731e-35	-6.18371e-05	-0.00834372	-0.000176308
-76.74	-2.6598e-35	119.933	210.242	-2.67688e-35	-1.50481	-1.03347	-2.69429e-35	-6.1853e-05	-0.00834548	-0.00017648
-76.73	-2.6867e-35	119.917	210.232	-2.70396e-35	-1.50481	-1.03355	-2.72155e-35	-6.1869e-05	-0.00834725	-0.000176489
-76.72	-2.71388e-35	119.902	210.221	-2.73131e-35	-1.50481	-1.03363	-2.74908e-35	-6.18849e-05	-0.00834901	-0.000176458
-76.71	-2.74133e-35	119.887	210.211	-2.75894e-35	-1.50481	-1.03372	-2.77689e-35	-6.19009e-05	-0.00835078	-0.000176561
-76.7	-2.76906e-35	119.872	210.201	-2.78685e-35	-1.50481	-1.0338	-2.80499e-35	-6.19168e-05	-0.00835254	-0.000176718
-76.69	-2.79707e-35	119.857	210.19	-2.81504e-35	-1.50481	-1.03388	-2.83336e-35	-6.19328e-05	-0.00835431	-0.000176717
-76.68	-2.82536e-35	119.842	210.18	-2.84352e-35	-1.50481	-1.03397	-2.86203e-35	-6.19487e-05	-0.00835608	-0.000176693
-76.67	-2.85394e-35	119.827	210.17	-2.87228e-35	-1.50481	-1.03405	-2.89098e-35	-6.19647e-05	-0.00835784	-0.00017681
-76.66	-2.88281e-35	119.812	210.159	-2.90134e-35	-1.50481	-1.03413	-2.92023e-35	-6.19807e-05	-0.00835961	-0.000176963
-76.65	-2.91197e-35	119.797	210.149	-2.93069e-35	-1.50481	-1.03422	-2.94977e-35	-6.19967e-05	-0.00836138	-0.00017695
-76.64	-2.94142e-35	119.782	210.139	-2.96034e-35	-1.50481	-1.0343	-2.97961e-35	-6.20127e-05	-0.00836315	-0.000176939
-76.63	-2.97118e-35	119.767	210.128	-2.99028e-35	-1.50482	-1.03439	-3.00976e-35	-6.20287e-05	-0.00836492	-0.000177067
-76.62	-3.00123e-35	119.752	210.118	-3.02053e-35	-1.50482	-1.03447	-3.04021e-35	-6.20447e-05	-0.00836669	-0.000177203
-76.61	-3.03159e-35	119.737	210.108	-3.05109e-35	-1.50482	-1.03455	-3.07097e-35	-6.20607e-05	-0.00836846	-0.000177186
-76.6	-3.06225e-35	119.722	210.097	-3.08195e-35	-1.50482	-1.03464	-3.10203e-35	-6.20768e-05	-0.00837023	-0.00017718
-76.59	-3.09323e-35	119.707	210.087	-3.11313e-35	-1.50482	-1.03472	-3.13342e-35	-6.20928e-05	-0.00837201	-0.000177316
-76.58	-3.12452e-35	119.692	210.077	-3.14462e-35	-1.50482	-1.0348	-3.16512e-35	-6.21088e-05	-0.00837378	-0.000177451
-76.57	-3.15612e-35	119.677	210.066	-3.17643e-35	-1.50482	-1.03489	-3.19714e-35	-6.21249e-05	-0.00837555	-0.000177426
-76.56	-3.18805e-35	119.662	210.056	-3.20857e-35	-1.50482	-1.03497	-3.22948e-35	-6.21409e-05	-0.00837733	-0.000177419
-76.55	-3.22029e-35	119.647	210.046	-3.24102e-35	-1.50482	-1.03506	-3.26216e-35	-6.2157e-05	-0.0083791	-0.000177572
-76.54	-3.25287e-35	119.632	210.035	-3.27381e-35	-1.50482	-1.03514	-3.29516e-35	-6.2173e-05	-0.00838088	-0.000177685
-76.53	-3.28577e-35	119.617	210.025	-3.30693e-35	-1.50482	-1.03522	-3.32849e-35	-6.21891e-05	-0.00838265	-0.000177663
-76.52	-3.31901e-35	119.601	210.015	-3.34038e-35	-1.50482	-1.03531	-3.36217e-35	-6.22051e-05	-0.00838443	-0.000177663
-76.51	-3.35258e-35	119.586	210.004	-3.37417e-35	-1.50482	-1.03539	-3.39618e-35	-6.22212e-05	-0.00838621	-0.000177825
-76.5	-3.38649e-35	119.571	209.994	-3.40831e-35	-1.50482	-1.03547	-3.43054e-35	-6.22373e-05	-0.00838799	-0.000177928
-76.49	-3.42075e-35	119.556	209.983	-3.44278e-35	-1.50482	-1.03556	-3.46525e-35	-6.22534e-05	-0.00838976	-0.000177894
-76.48	-3.45535e-35	119.541	209.973	-3.47761e-35	-1.50482	-1.03564	-3.50031e-35	-6.22695e-05	-0.00839154	-0.000177909
-76.47	-3.4903e-35	119.526	209.963	-3.51279e-35	-1.50483	-1.03573	-3.53572e-35	-6.22856e-05	-0.00839332	-0.000178079
-76.46	-3.52561e-35	119.511	209.952	-3.54833e-35	-1.50483	-1.03581	-3.57149e-35	-6.23017e-05	-0.0083951	-0.000178169
-76.45	-3.56127e-35	119.496	209.942	-3.58422e-35	-1.50483	-1.03589	-3.60762e-35	-6.23178e-05	-0.00839688	-0.000178133
-76.44	-3.59729e-35	119.481	209.932	-3.62048e-35	-1.50483	-1.03598	-3.64412e-35	-6.23339e-05	-0.00839867	-0.000178154
-76.43	-3.63368e-35	119.466	209.921	-3.65711e-35	-1.50483	-1.03606	-3.68099e-35	-6.23501e-05	-0.00840045	-0.000178336
-76.42	-3.67044e-35	119.451	209.911	-3.6941e-35	-1.50483	-1.03615	-3.71823e-35	-6.23662e-05	-0.00840223	-0.000178404
-76.41	-3.70756e-35	119.436	209.901	-3.73147e-35	-1.50483	-1.03623	-3.75585e-35	-6.23823e-05	-0.00840401	-0.000178364
-76.4	-3.74507e-35	119.421	209.89	-3.76922e-35	-1.50483	-1.03631	-3.79384e-35	-6.23985e-05	-0.0084058	-0.000178406
-76.39	-3.78295e-35	119.406	209.88	-3.80735e-35	-1.50483	-1.0364	-3.83223e-35	-6.24146e-05	-0.00840758	-0.000178591
-76.38	-3.82121e-35	119.391	209.87	-3.84587e-35	-1.50483	-1.03648	-3.871e-35	-6.24308e-05	-0.00840937	-0.000178642
-76.37	-3.85987e-35	119.376	209.859	-3.88477e-35	-1.50483	-1.03657	-3.91016e-35	-6.2447e-05	-0.00841115	-0.000178607
-76.36	-3.89891e-35	119.361	209.849	-3.92407e-35	-1.50483	-1.03665	-3.94972e-35	-6.24631e-05	-0.00841294	-0.000178662
-76.35	-3.93835e-35	119.346	209.838	-3.96377e-35	-1.50483	-1.03673	-3.98968e-35	-6.24793e-05	-0.00841473	-0.000178846
-76.34	-3.97819e-35	119.331	209.828	-4.00387e-35	-1.50483	-1.03682	-4.03004e-35	-6.24955e-05	-0.00841651	-0.000178885
