A	Vg	Vf	k	w
-76.79	1.40565e+70	1.37452e+75	1.46058e-67	2.23236e-66
-76.78	1.37764e+70	1.34116e+75	1.49008e-67	2.27731e-66
-76.77	1.35019e+70	1.30862e+75	1.52018e-67	2.32316e-66
-76.76	1.32328e+70	1.27686e+75	1.55089e-67	2.36994e-66
-76.75	1.29691e+70	1.24587e+75	1.58222e-67	2.41765e-66
-76.74	1.27107e+70	1.21564e+75	1.61418e-67	2.46633e-66
-76.73	1.24574e+70	1.18614e+75	1.64679e-67	2.51599e-66
-76.72	1.22091e+70	1.15736e+75	1.68006e-67	2.56664e-66
-76.71	1.19658e+70	1.12927e+75	1.714e-67	2.61832e-66
-76.7	1.17274e+70	1.10187e+75	1.74862e-67	2.67104e-66
-76.69	1.14937e+70	1.07513e+75	1.78394e-67	2.72482e-66
-76.68	1.12647e+70	1.04904e+75	1.81998e-67	2.77968e-66
-76.67	1.10402e+70	1.02358e+75	1.85675e-67	2.83565e-66
-76.66	1.08202e+70	9.98745e+74	1.89425e-67	2.89274e-66
-76.65	1.06046e+70	9.7451e+74	1.93252e-67	2.95098e-66
-76.64	1.03932e+70	9.50864e+74	1.97156e-67	3.0104e-66
-76.63	1.01861e+70	9.27791e+74	2.01139e-67	3.07101e-66
-76.62	9.98315e+69	9.05278e+74	2.05202e-67	3.13284e-66
-76.61	9.78421e+69	8.83312e+74	2.09347e-67	3.19592e-66
-76.6	9.58924e+69	8.61879e+74	2.13576e-67	3.26027e-66
-76.59	9.39815e+69	8.40966e+74	2.1789e-67	3.32591e-66
-76.58	9.21086e+69	8.20561e+74	2.22292e-67	3.39287e-66
-76.57	9.02731e+69	8.00651e+74	2.26782e-67	3.46119e-66
-76.56	8.84742e+69	7.81224e+74	2.31364e-67	3.53087e-66
-76.55	8.67111e+69	7.62269e+74	2.36037e-67	3.60196e-66
-76.54	8.49832e+69	7.43774e+74	2.40806e-67	3.67449e-66
-76.53	8.32897e+69	7.25728e+74	2.4567e-67	3.74847e-66
-76.52	8.16299e+69	7.0812e+74	2.50633e-67	3.82394e-66
-76.51	8.00032e+69	6.90939e+74	2.55696e-67	3.90093e-66
-76.5	7.84089e+69	6.74175e+74	2.60861e-67	3.97947e-66
-76.49	7.68464e+69	6.57818e+74	2.66131e-67	4.0596e-66
-76.48	7.5315e+69	6.41858e+74	2.71507e-67	4.14133e-66
-76.47	7.38142e+69	6.26286e+74	2.76991e-67	4.22471e-66
-76.46	7.23432e+69	6.11091e+74	2.82587e-67	4.30977e-66
-76.45	7.09016e+69	5.96265e+74	2.88295e-67	4.39655e-66
-76.44	6.94887e+69	5.81799e+74	2.94119e-67	4.48507e-66
-76.43	6.81039e+69	5.67685e+74	3.00061e-67	4.57537e-66
-76.42	6.67468e+69	5.53912e+74	3.06122e-67	4.66749e-66
-76.41	6.54166e+69	5.40474e+74	3.12306e-67	4.76146e-66
-76.4	6.4113e+69	5.27362e+74	3.18615e-67	4.85733e-66
-76.39	6.28354e+69	5.14568e+74	3.25051e-67	4.95513e-66
-76.38	6.15832e+69	5.02085e+74	3.31617e-67	5.05489e-66
-76.37	6.0356e+69	4.89905e+74	3.38316e-67	5.15667e-66
-76.36	5.91532e+69	4.7802e+74	3.45151e-67	5.26049e-66
-76.35	5.79744e+69	4.66424e+74	3.52123e-67	5.3664e-66
-76.34	5.68191e+69	4.55109e+74	3.59236e-67	5.47445e-66
-76.33	5.56868e+69	4.44068e+74	3.66493e-67	5.58467e-66
-76.32	5.45771e+69	4.33296e+74	3.73897e-67	5.69711e-66
-76.31	5.34895e+69	4.22785e+74	3.8145e-67	5.81182e-66
-76.3	5.24235e+69	4.12529e+74	3.89155e-67	5.92883e-66
-76.29	5.13788e+69	4.02522e+74	3.97016e-67	6.0482e-66
-76.28	5.0355e+69	3.92758e+74	4.05037e-67	6.16998e-66
-76.27	4.93515e+69	3.8323e+74	4.13219e-67	6.2942e-66
-76.26	4.8368e+69	3.73934e+74	4.21566e-67	6.42093e-66
-76.25	4.74041e+69	3.64864e+74	4.30082e-67	6.5502e-66
-76.24	4.64594e+69	3.56013e+74	4.3877e-67	6.68208e-66
-76.23	4.55336e+69	3.47378e+74	4.47633e-67	6.81662e-66
-76.22	4.46262e+69	3.38952e+74	4.56676e-67	6.95386e-66
-76.21	4.37369e+69	3.3073e+74	4.65901e-67	7.09387e-66
-76.2	4.28653e+69	3.22708e+74	4.75313e-67	7.2367e-66
-76.19	4.2011e+69	3.1488e+74	4.84915e-67	7.3824e-66
-76.18	4.11738e+69	3.07243e+74	4.9471e-67	7.53103e-66
-76.17	4.03533e+69	2.9979e+74	5.04704e-67	7.68266e-66
-76.16	3.95491e+69	2.92519e+74	5.14899e-67	7.83734e-66
-76.15	3.8761e+69	2.85424e+74	5.25301e-67	7.99514e-66
-76.14	3.79886e+69	2.78501e+74	5.35912e-67	8.15611e-66
-76.13	3.72315e+69	2.71746e+74	5.46738e-67	8.32032e-66
-76.12	3.64896e+69	2.65155e+74	5.57783e-67	8.48784e-66
-76.11	3.57624e+69	2.58724e+74	5.6905e-67	8.65873e-66
-76.1	3.50497e+69	2.52449e+74	5.80546e-67	8.83306e-66
-76.09	3.43512e+69	2.46326e+74	5.92273e-67	9.0109e-66
-76.08	3.36666e+69	2.40352e+74	6.04238e-67	9.19233e-66
-76.07	3.29957e+69	2.34523e+74	6.16444e-67	9.3774e-66
-76.06	3.23382e+69	2.28835e+74	6.28896e-67	9.5662e-66
-76.05	3.16937e+69	2.23285e+74	6.41601e-67	9.7588e-66
-76.04	3.10621e+69	2.1787e+74	6.54562e-67	9.95528e-66
-76.03	3.04431e+69	2.12586e+74	6.67784e-67	1.01557e-65
-76.02	2.98364e+69	2.0743e+74	6.81274e-67	1.03602e-65
-76.01	2.92418e+69	2.024e+74	6.95036e-67	1.05688e-65
-76	2.86591e+69	1.97491e+74	7.09077e-67	1.07816e-65
-75.99	2.80879e+69	1.92702e+74	7.23401e-67	1.09986e-65
-75.98	2.75282e+69	1.88028e+74	7.38014e-67	1.12201e-65
-75.97	2.69796e+69	1.83469e+74	7.52922e-67	1.1446e-65
-75.96	2.64419e+69	1.79019e+74	7.68132e-67	1.16764e-65
-75.95	2.5915e+69	1.74678e+74	7.83649e-67	1.19115e-65
-75.94	2.53985e+69	1.70442e+74	7.99479e-67	1.21513e-65
-75.93	2.48924e+69	1.66309e+74	8.1563e-67	1.2396e-65
-75.92	2.43963e+69	1.62276e+74	8.32106e-67	1.26456e-65
-75.91	2.39101e+69	1.58341e+74	8.48915e-67	1.29002e-65
-75.9	2.34336e+69	1.54501e+74	8.66064e-67	1.31599e-65
-75.89	2.29666e+69	1.50754e+74	8.83559e-67	1.34248e-65
-75.88	2.25089e+69	1.47099e+74	9.01408e-67	1.36951e-65
-75.87	2.20603e+69	1.43532e+74	9.19617e-67	1.39709e-65
-75.86	2.16207e+69	1.40051e+74	9.38194e-67	1.42521e-65
-75.85	2.11898e+69	1.36655e+74	9.57146e-67	1.45391e-65
-75.84	2.07675e+69	1.33342e+74	9.76482e-67	1.48318e-65
-75.83	2.03537e+69	1.30108e+74	9.96207e-67	1.51304e-65
-75.82	1.9948e+69	1.26954e+74	1.01633e-66	1.5435e-65
-75.81	1.95505e+69	1.23875e+74	1.03686e-66	1.57458e-65
-75.8	1.91609e+69	1.20872e+74	1.05781e-66	1.60628e-65
-75.79	1.8779e+69	1.17941e+74	1.07918e-66	1.63862e-65
-75.78	1.84048e+69	1.15081e+74	1.10098e-66	1.67161e-65
-75.77	1.8038e+69	1.12291e+74	1.12322e-66	1.70527e-65
-75.76	1.76785e+69	1.09568e+74	1.14591e-66	1.7396e-65
-75.75	1.73262e+69	1.06911e+74	1.16906e-66	1.77462e-65
-75.74	1.69809e+69	1.04319e+74	1.19267e-66	1.81035e-65
-75.73	1.66425e+69	1.0179e+74	1.21676e-66	1.8468e-65
-75.72	1.63108e+69	9.9322e+73	1.24134e-66	1.88398e-65
-75.71	1.59858e+69	9.69139e+73	1.26642e-66	1.92191e-65
-75.7	1.56672e+69	9.45642e+73	1.292e-66	1.96061e-65
-75.69	1.5355e+69	9.22715e+73	1.3181e-66	2.00008e-65
-75.68	1.50489e+69	9.00344e+73	1.34473e-66	2.04035e-65
-75.67	1.4749e+69	8.78515e+73	1.37189e-66	2.08143e-65
-75.66	1.44551e+69	8.57216e+73	1.39961e-66	2.12334e-65
-75.65	1.4167e+69	8.36434e+73	1.42788e-66	2.16609e-65
-75.64	1.38847e+69	8.16155e+73	1.45673e-66	2.2097e-65
-75.63	1.3608e+69	7.96369e+73	1.48615e-66	2.25418e-65
-75.62	1.33368e+69	7.77062e+73	1.51617e-66	2.29957e-65
-75.61	1.3071e+69	7.58223e+73	1.5468e-66	2.34587e-65
-75.6	1.28105e+69	7.39842e+73	1.57805e-66	2.3931e-65
-75.59	1.25552e+69	7.21906e+73	1.60993e-66	2.44128e-65
-75.58	1.2305e+69	7.04405e+73	1.64245e-66	2.49043e-65
-75.57	1.20598e+69	6.87329e+73	1.67563e-66	2.54057e-65
-75.56	1.18194e+69	6.70666e+73	1.70948e-66	2.59172e-65
-75.55	1.15839e+69	6.54408e+73	1.74401e-66	2.6439e-65
-75.54	1.1353e+69	6.38544e+73	1.77924e-66	2.69713e-65
-75.53	1.11267e+69	6.23065e+73	1.81518e-66	2.75143e-65
-75.52	1.0905e+69	6.07961e+73	1.85185e-66	2.80682e-65
-75.51	1.06877e+69	5.93223e+73	1.88926e-66	2.86333e-65
-75.5	1.04747e+69	5.78843e+73	1.92742e-66	2.92098e-65
-75.49	1.02659e+69	5.64811e+73	1.96636e-66	2.97979e-65
-75.48	1.00613e+69	5.5112e+73	2.00608e-66	3.03978e-65
-75.47	9.8608e+68	5.37761e+73	2.04661e-66	3.10098e-65
-75.46	9.66428e+68	5.24725e+73	2.08795e-66	3.16341e-65
-75.45	9.47168e+68	5.12006e+73	2.13013e-66	3.2271e-65
-75.44	9.28291e+68	4.99595e+73	2.17316e-66	3.29207e-65
-75.43	9.09791e+68	4.87485e+73	2.21706e-66	3.35835e-65
-75.42	8.91659e+68	4.75669e+73	2.26184e-66	3.42597e-65
-75.41	8.73889e+68	4.64139e+73	2.30753e-66	3.49494e-65
-75.4	8.56473e+68	4.52889e+73	2.35415e-66	3.56531e-65
-75.39	8.39404e+68	4.41912e+73	2.4017e-66	3.63709e-65
-75.38	8.22675e+68	4.312e+73	2.45022e-66	3.71031e-65
-75.37	8.06279e+68	4.20749e+73	2.49972e-66	3.78501e-65
-75.36	7.9021e+68	4.10551e+73	2.55021e-66	3.86121e-65
-75.35	7.74462e+68	4.006e+73	2.60173e-66	3.93895e-65
-75.34	7.59027e+68	3.90891e+73	2.65429e-66	4.01825e-65
-75.33	7.439e+68	3.81416e+73	2.70791e-66	4.09915e-65
-75.32	7.29074e+68	3.72172e+73	2.76261e-66	4.18168e-65
-75.31	7.14544e+68	3.63152e+73	2.81841e-66	4.26587e-65
-75.3	7.00303e+68	3.5435e+73	2.87535e-66	4.35176e-65
-75.29	6.86347e+68	3.45762e+73	2.93343e-66	4.43937e-65
-75.28	6.72668e+68	3.37382e+73	2.99269e-66	4.52875e-65
-75.27	6.59262e+68	3.29205e+73	3.05315e-66	4.61992e-65
-75.26	6.46123e+68	3.21227e+73	3.11482e-66	4.71294e-65
-75.25	6.33246e+68	3.13442e+73	3.17774e-66	4.80782e-65
-75.24	6.20625e+68	3.05845e+73	3.24194e-66	4.90462e-65
-75.23	6.08256e+68	2.98433e+73	3.30743e-66	5.00336e-65
-75.22	5.96134e+68	2.91201e+73	3.37424e-66	5.10409e-65
-75.21	5.84253e+68	2.84144e+73	3.4424e-66	5.20685e-65
-75.2	5.72609e+68	2.77257e+73	3.51194e-66	5.31168e-65
-75.19	5.61197e+68	2.70538e+73	3.58289e-66	5.41862e-65
-75.18	5.50012e+68	2.63982e+73	3.65526e-66	5.52771e-65
-75.17	5.39051e+68	2.57585e+73	3.7291e-66	5.639e-65
-75.16	5.28307e+68	2.51343e+73	3.80443e-66	5.75253e-65
-75.15	5.17778e+68	2.45252e+73	3.88129e-66	5.86834e-65
-75.14	5.07459e+68	2.39309e+73	3.95969e-66	5.98649e-65
-75.13	4.97345e+68	2.33509e+73	4.03968e-66	6.10701e-65
-75.12	4.87433e+68	2.27851e+73	4.12129e-66	6.22996e-65
-75.11	4.77719e+68	2.22329e+73	4.20454e-66	6.35539e-65
-75.1	4.68198e+68	2.16942e+73	4.28947e-66	6.48334e-65
-75.09	4.58867e+68	2.11685e+73	4.37613e-66	6.61387e-65
-75.08	4.49721e+68	2.06555e+73	4.46453e-66	6.74702e-65
-75.07	4.40758e+68	2.0155e+73	4.55471e-66	6.88286e-65
