z	u	VVM	VAVM	VPSM	VSM	VSAVM
8.43962	9.96499	466.744	488.827	492.295	373.037	1.05099e+124
8.43905	9.96427	466.675	488.758	492.225	372.855	1.01141e+124
8.43847	9.96354	466.606	488.688	492.156	372.673	9.73325e+123
8.4379	9.96282	466.537	488.618	492.086	372.49	9.3667e+123
8.43732	9.9621	466.468	488.549	492.016	372.308	9.01395e+123
8.43674	9.96137	466.399	488.479	491.947	372.125	8.67448e+123
8.43617	9.96065	466.33	488.409	491.877	371.943	8.34779e+123
8.43559	9.95993	466.261	488.34	491.807	371.76	8.0334e+123
8.43502	9.9592	466.192	488.27	491.738	371.577	7.73085e+123
8.43444	9.95848	466.123	488.201	491.668	371.394	7.43969e+123
8.43387	9.95775	466.054	488.131	491.598	371.211	7.1595e+123
8.43329	9.95703	465.985	488.061	491.529	371.028	6.88985e+123
8.43272	9.95631	465.916	487.992	491.459	370.845	6.63036e+123
8.43214	9.95558	465.847	487.922	491.39	370.662	6.38064e+123
8.43156	9.95486	465.779	487.852	491.32	370.479	6.14032e+123
8.43099	9.95413	465.71	487.783	491.25	370.295	5.90905e+123
8.43041	9.95341	465.641	487.713	491.181	370.112	5.68649e+123
8.42984	9.95268	465.572	487.643	491.111	369.928	5.47231e+123
8.42926	9.95196	465.503	487.574	491.041	369.744	5.26619e+123
8.42868	9.95124	465.434	487.504	490.972	369.56	5.06784e+123
8.42811	9.95051	465.365	487.435	490.902	369.376	4.87696e+123
8.42753	9.94979	465.296	487.365	490.832	369.192	4.69326e+123
8.42696	9.94906	465.227	487.295	490.763	369.008	4.51648e+123
8.42638	9.94834	465.158	487.226	490.693	368.824	4.34636e+123
8.4258	9.94761	465.089	487.156	490.624	368.64	4.18264e+123
8.42523	9.94689	465.02	487.086	490.554	368.455	4.02509e+123
8.42465	9.94616	464.951	487.017	490.484	368.271	3.87348e+123
8.42407	9.94544	464.882	486.947	490.415	368.086	3.72757e+123
8.4235	9.94471	464.813	486.877	490.345	367.902	3.58716e+123
8.42292	9.94399	464.744	486.808	490.275	367.717	3.45203e+123
8.42235	9.94326	464.675	486.738	490.206	367.532	3.322e+123
8.42177	9.94254	464.607	486.669	490.136	367.347	3.19686e+123
8.42119	9.94181	464.538	486.599	490.067	367.162	3.07643e+123
8.42062	9.94109	464.469	486.529	489.997	366.977	2.96054e+123
8.42004	9.94036	464.4	486.46	489.927	366.792	2.84902e+123
8.41946	9.93964	464.331	486.39	489.858	366.607	2.74169e+123
8.41889	9.93891	464.262	486.32	489.788	366.421	2.63841e+123
8.41831	9.93819	464.193	486.251	489.719	366.236	2.53901e+123
8.41773	9.93746	464.124	486.181	489.649	366.05	2.44336e+123
8.41716	9.93674	464.055	486.112	489.579	365.864	2.35131e+123
8.41658	9.93601	463.986	486.042	489.51	365.679	2.26273e+123
8.416	9.93529	463.917	485.972	489.44	365.493	2.17749e+123
8.41542	9.93456	463.848	485.903	489.37	365.307	2.09546e+123
8.41485	9.93384	463.779	485.833	489.301	365.121	2.01651e+123
8.41427	9.93311	463.711	485.764	489.231	364.934	1.94054e+123
8.41369	9.93239	463.642	485.694	489.162	364.748	1.86743e+123
8.41312	9.93166	463.573	485.624	489.092	364.562	1.79708e+123
8.41254	9.93094	463.504	485.555	489.022	364.375	1.72937e+123
8.41196	9.93021	463.435	485.485	488.953	364.189	1.66421e+123
8.41139	9.92948	463.366	485.415	488.883	364.002	1.60151e+123
8.41081	9.92876	463.297	485.346	488.814	363.816	1.54117e+123
8.41023	9.92803	463.228	485.276	488.744	363.629	1.48311e+123
8.40965	9.92731	463.159	485.207	488.674	363.442	1.42723e+123
8.40908	9.92658	463.09	485.137	488.605	363.255	1.37345e+123
8.4085	9.92586	463.021	485.067	488.535	363.068	1.32171e+123
8.40792	9.92513	462.952	484.998	488.466	362.881	1.27191e+123
8.40734	9.9244	462.884	484.928	488.396	362.693	1.22398e+123
8.40677	9.92368	462.815	484.859	488.326	362.506	1.17786e+123
8.40619	9.92295	462.746	484.789	488.257	362.318	1.13348e+123
8.40561	9.92222	462.677	484.719	488.187	362.131	1.09077e+123
8.40503	9.9215	462.608	484.65	488.118	361.943	1.04967e+123
8.40446	9.92077	462.539	484.58	488.048	361.756	1.01012e+123
8.40388	9.92005	462.47	484.511	487.978	361.568	9.72059e+122
8.4033	9.91932	462.401	484.441	487.909	361.38	9.35431e+122
8.40272	9.91859	462.332	484.371	487.839	361.192	9.00182e+122
8.40215	9.91787	462.263	484.302	487.77	361.004	8.66262e+122
8.40157	9.91714	462.194	484.232	487.7	360.815	8.33619e+122
8.40099	9.91641	462.126	484.163	487.63	360.627	8.02207e+122
8.40041	9.91569	462.057	484.093	487.561	360.439	7.71977e+122
8.39983	9.91496	461.988	484.023	487.491	360.25	7.42887e+122
8.39926	9.91423	461.919	483.954	487.422	360.062	7.14892e+122
8.39868	9.91351	461.85	483.884	487.352	359.873	6.87952e+122
8.3981	9.91278	461.781	483.815	487.283	359.684	6.62027e+122
8.39752	9.91205	461.712	483.745	487.213	359.495	6.37079e+122
8.39694	9.91133	461.643	483.676	487.143	359.306	6.1307e+122
8.39637	9.9106	461.574	483.606	487.074	359.117	5.89967e+122
8.39579	9.90987	461.506	483.536	487.004	358.928	5.67733e+122
8.39521	9.90915	461.437	483.467	486.935	358.739	5.46338e+122
8.39463	9.90842	461.368	483.397	486.865	358.55	5.25748e+122
8.39405	9.90769	461.299	483.328	486.795	358.36	5.05935e+122
8.39347	9.90697	461.23	483.258	486.726	358.171	4.86867e+122
8.3929	9.90624	461.161	483.188	486.656	357.981	4.68519e+122
8.39232	9.90551	461.092	483.119	486.587	357.791	4.50861e+122
8.39174	9.90478	461.023	483.049	486.517	357.602	4.33869e+122
8.39116	9.90406	460.954	482.98	486.448	357.412	4.17517e+122
8.39058	9.90333	460.886	482.91	486.378	357.222	4.01781e+122
8.39	9.9026	460.817	482.841	486.308	357.032	3.86638e+122
8.38942	9.90188	460.748	482.771	486.239	356.841	3.72066e+122
8.38885	9.90115	460.679	482.701	486.169	356.651	3.58043e+122
8.38827	9.90042	460.61	482.632	486.1	356.461	3.44548e+122
8.38769	9.89969	460.541	482.562	486.03	356.27	3.31562e+122
8.38711	9.89897	460.472	482.493	485.961	356.08	3.19065e+122
8.38653	9.89824	460.403	482.423	485.891	355.889	3.07039e+122
8.38595	9.89751	460.335	482.353	485.821	355.699	2.95466e+122
8.38537	9.89678	460.266	482.284	485.752	355.508	2.8433e+122
8.38479	9.89605	460.197	482.214	485.682	355.317	2.73612e+122
8.38422	9.89533	460.128	482.145	485.613	355.126	2.63299e+122
8.38364	9.8946	460.059	482.075	485.543	354.935	2.53375e+122
8.38306	9.89387	459.99	482.006	485.474	354.744	2.43824e+122
8.38248	9.89314	459.921	481.936	485.404	354.552	2.34633e+122
8.3819	9.89242	459.852	481.866	485.334	354.361	2.25789e+122
8.38132	9.89169	459.784	481.797	485.265	354.169	2.17278e+122
8.38074	9.89096	459.715	481.727	485.195	353.978	2.09088e+122
8.38016	9.89023	459.646	481.658	485.126	353.786	2.01206e+122
8.37958	9.8895	459.577	481.588	485.056	353.594	1.93622e+122
8.379	9.88877	459.508	481.519	484.987	353.403	1.86323e+122
8.37842	9.88805	459.439	481.449	484.917	353.211	1.79299e+122
8.37784	9.88732	459.37	481.38	484.848	353.019	1.7254e+122
8.37726	9.88659	459.301	481.31	484.778	352.827	1.66036e+122
8.37668	9.88586	459.233	481.24	484.708	352.634	1.59777e+122
8.37611	9.88513	459.164	481.171	484.639	352.442	1.53753e+122
8.37553	9.8844	459.095	481.101	484.569	352.25	1.47957e+122
8.37495	9.88368	459.026	481.032	484.5	352.057	1.42379e+122
8.37437	9.88295	458.957	480.962	484.43	351.865	1.37012e+122
8.37379	9.88222	458.888	480.893	484.361	351.672	1.31847e+122
8.37321	9.88149	458.819	480.823	484.291	351.479	1.26876e+122
8.37263	9.88076	458.751	480.754	484.222	351.286	1.22093e+122
8.37205	9.88003	458.682	480.684	484.152	351.093	1.1749e+122
8.37147	9.8793	458.613	480.614	484.083	350.9	1.13061e+122
8.37089	9.87858	458.544	480.545	484.013	350.707	1.08798e+122
8.37031	9.87785	458.475	480.475	483.943	350.514	1.04696e+122
8.36973	9.87712	458.406	480.406	483.874	350.321	1.00749e+122
8.36915	9.87639	458.337	480.336	483.804	350.127	9.69505e+121
8.36857	9.87566	458.269	480.267	483.735	349.934	9.32952e+121
8.36799	9.87493	458.2	480.197	483.665	349.74	8.97777e+121
8.36741	9.8742	458.131	480.128	483.596	349.546	8.63928e+121
8.36683	9.87347	458.062	480.058	483.526	349.353	8.31355e+121
8.36625	9.87274	457.993	479.988	483.457	349.159	8.0001e+121
8.36567	9.87201	457.924	479.919	483.387	348.965	7.69846e+121
8.36509	9.87128	457.856	479.849	483.318	348.771	7.40819e+121
8.36451	9.87056	457.787	479.78	483.248	348.577	7.12887e+121
8.36393	9.86983	457.718	479.71	483.178	348.382	6.86007e+121
8.36335	9.8691	457.649	479.641	483.109	348.188	6.60141e+121
8.36277	9.86837	457.58	479.571	483.039	347.994	6.3525e+121
8.36218	9.86764	457.511	479.502	482.97	347.799	6.11297e+121
8.3616	9.86691	457.443	479.432	482.9	347.604	5.88247e+121
8.36102	9.86618	457.374	479.363	482.831	347.41	5.66066e+121
8.36044	9.86545	457.305	479.293	482.761	347.215	5.44721e+121
8.35986	9.86472	457.236	479.224	482.692	347.02	5.2418e+121
8.35928	9.86399	457.167	479.154	482.622	346.825	5.04415e+121
8.3587	9.86326	457.098	479.084	482.553	346.63	4.85394e+121
8.35812	9.86253	457.03	479.015	482.483	346.435	4.6709e+121
8.35754	9.8618	456.961	478.945	482.414	346.24	4.49477e+121
8.35696	9.86107	456.892	478.876	482.344	346.044	4.32527e+121
8.35638	9.86034	456.823	478.806	482.275	345.849	4.16216e+121
8.3558	9.85961	456.754	478.737	482.205	345.653	4.00521e+121
8.35522	9.85888	456.685	478.667	482.136	345.458	3.85417e+121
8.35464	9.85815	456.617	478.598	482.066	345.262	3.70882e+121
8.35405	9.85742	456.548	478.528	481.996	345.066	3.56896e+121
