z	u	VVM	VAVM	VPSM	VSM	VSAVM
8.59218	146.753	67891.7	67894.2	67898.5	67891.9	67894.2
8.59161	146.745	67885.1	67887.6	67891.9	67885.3	67887.6
8.59105	146.736	67878.5	67881	67885.2	67878.7	67881
8.59048	146.728	67871.8	67874.4	67878.6	67872.1	67874.4
8.58992	146.72	67865.2	67867.7	67872	67865.4	67867.7
8.58935	146.711	67858.6	67861.1	67865.4	67858.8	67861.1
8.58878	146.703	67852	67854.5	67858.7	67852.2	67854.5
8.58822	146.695	67845.3	67847.9	67852.1	67845.6	67847.9
8.58765	146.686	67838.7	67841.2	67845.5	67838.9	67841.2
8.58709	146.678	67832.1	67834.6	67838.9	67832.3	67834.6
8.58652	146.669	67825.5	67828	67832.2	67825.7	67828
8.58595	146.661	67818.8	67821.3	67825.6	67819.1	67821.3
8.58539	146.653	67812.2	67814.7	67819	67812.4	67814.7
8.58482	146.644	67805.6	67808.1	67812.4	67805.8	67808.1
8.58426	146.636	67799	67801.5	67805.7	67799.2	67801.5
8.58369	146.627	67792.3	67794.8	67799.1	67792.6	67794.8
8.58312	146.619	67785.7	67788.2	67792.5	67785.9	67788.2
8.58256	146.611	67779.1	67781.6	67785.9	67779.3	67781.6
8.58199	146.602	67772.4	67775	67779.2	67772.7	67775
8.58143	146.594	67765.8	67768.3	67772.6	67766	67768.3
8.58086	146.586	67759.2	67761.7	67766	67759.4	67761.7
8.58029	146.577	67752.6	67755.1	67759.3	67752.8	67755.1
8.57973	146.569	67745.9	67748.4	67752.7	67746.2	67748.4
8.57916	146.56	67739.3	67741.8	67746.1	67739.5	67741.8
8.57859	146.552	67732.7	67735.2	67739.5	67732.9	67735.2
8.57803	146.544	67726	67728.6	67732.8	67726.3	67728.6
8.57746	146.535	67719.4	67721.9	67726.2	67719.6	67721.9
8.57689	146.527	67712.8	67715.3	67719.6	67713	67715.3
8.57633	146.518	67706.2	67708.7	67712.9	67706.4	67708.7
8.57576	146.51	67699.5	67702	67706.3	67699.8	67702
8.57519	146.502	67692.9	67695.4	67699.7	67693.1	67695.4
8.57463	146.493	67686.3	67688.8	67693	67686.5	67688.8
8.57406	146.485	67679.6	67682.2	67686.4	67679.9	67682.2
8.57349	146.476	67673	67675.5	67679.8	67673.2	67675.5
8.57293	146.468	67666.4	67668.9	67673.2	67666.6	67668.9
8.57236	146.46	67659.7	67662.3	67666.5	67660	67662.3
8.57179	146.451	67653.1	67655.6	67659.9	67653.3	67655.6
8.57123	146.443	67646.5	67649	67653.3	67646.7	67649
8.57066	146.434	67639.8	67642.4	67646.6	67640.1	67642.4
8.57009	146.426	67633.2	67635.7	67640	67633.4	67635.7
8.56953	146.418	67626.6	67629.1	67633.4	67626.8	67629.1
8.56896	146.409	67620	67622.5	67626.7	67620.2	67622.5
8.56839	146.401	67613.3	67615.8	67620.1	67613.6	67615.8
8.56782	146.392	67606.7	67609.2	67613.5	67606.9	67609.2
8.56726	146.384	67600.1	67602.6	67606.8	67600.3	67602.6
8.56669	146.376	67593.4	67595.9	67600.2	67593.7	67595.9
8.56612	146.367	67586.8	67589.3	67593.6	67587	67589.3
8.56556	146.359	67580.2	67582.7	67586.9	67580.4	67582.7
8.56499	146.35	67573.5	67576	67580.3	67573.8	67576
8.56442	146.342	67566.9	67569.4	67573.7	67567.1	67569.4
8.56385	146.334	67560.3	67562.8	67567	67560.5	67562.8
8.56329	146.325	67553.6	67556.1	67560.4	67553.9	67556.1
8.56272	146.317	67547	67549.5	67553.8	67547.2	67549.5
8.56215	146.308	67540.3	67542.9	67547.1	67540.6	67542.9
8.56158	146.3	67533.7	67536.2	67540.5	67533.9	67536.2
8.56102	146.291	67527.1	67529.6	67533.9	67527.3	67529.6
8.56045	146.283	67520.4	67523	67527.2	67520.7	67523
8.55988	146.275	67513.8	67516.3	67520.6	67514	67516.3
8.55931	146.266	67507.2	67509.7	67514	67507.4	67509.7
8.55875	146.258	67500.5	67503.1	67507.3	67500.8	67503.1
8.55818	146.249	67493.9	67496.4	67500.7	67494.1	67496.4
8.55761	146.241	67487.3	67489.8	67494.1	67487.5	67489.8
8.55704	146.233	67480.6	67483.1	67487.4	67480.9	67483.1
8.55647	146.224	67474	67476.5	67480.8	67474.2	67476.5
8.55591	146.216	67467.4	67469.9	67474.1	67467.6	67469.9
8.55534	146.207	67460.7	67463.2	67467.5	67460.9	67463.2
8.55477	146.199	67454.1	67456.6	67460.9	67454.3	67456.6
8.5542	146.19	67447.4	67450	67454.2	67447.7	67450
8.55363	146.182	67440.8	67443.3	67447.6	67441	67443.3
8.55307	146.174	67434.2	67436.7	67441	67434.4	67436.7
8.5525	146.165	67427.5	67430	67434.3	67427.8	67430
8.55193	146.157	67420.9	67423.4	67427.7	67421.1	67423.4
8.55136	146.148	67414.2	67416.8	67421	67414.5	67416.8
8.55079	146.14	67407.6	67410.1	67414.4	67407.8	67410.1
8.55022	146.132	67401	67403.5	67407.8	67401.2	67403.5
8.54966	146.123	67394.3	67396.9	67401.1	67394.6	67396.9
8.54909	146.115	67387.7	67390.2	67394.5	67387.9	67390.2
8.54852	146.106	67381.1	67383.6	67387.8	67381.3	67383.6
8.54795	146.098	67374.4	67376.9	67381.2	67374.6	67376.9
8.54738	146.089	67367.8	67370.3	67374.6	67368	67370.3
8.54681	146.081	67361.1	67363.7	67367.9	67361.4	67363.7
8.54625	146.073	67354.5	67357	67361.3	67354.7	67357
8.54568	146.064	67347.8	67350.4	67354.6	67348.1	67350.4
8.54511	146.056	67341.2	67343.7	67348	67341.4	67343.7
8.54454	146.047	67334.6	67337.1	67341.4	67334.8	67337.1
8.54397	146.039	67327.9	67330.4	67334.7	67328.2	67330.4
8.5434	146.03	67321.3	67323.8	67328.1	67321.5	67323.8
8.54283	146.022	67314.6	67317.2	67321.4	67314.9	67317.2
8.54227	146.013	67308	67310.5	67314.8	67308.2	67310.5
8.5417	146.005	67301.4	67303.9	67308.1	67301.6	67303.9
8.54113	145.997	67294.7	67297.2	67301.5	67294.9	67297.2
8.54056	145.988	67288.1	67290.6	67294.9	67288.3	67290.6
8.53999	145.98	67281.4	67284	67288.2	67281.7	67284
8.53942	145.971	67274.8	67277.3	67281.6	67275	67277.3
8.53885	145.963	67268.1	67270.7	67274.9	67268.4	67270.7
8.53828	145.954	67261.5	67264	67268.3	67261.7	67264
8.53771	145.946	67254.9	67257.4	67261.6	67255.1	67257.4
8.53714	145.938	67248.2	67250.7	67255	67248.4	67250.7
8.53658	145.929	67241.6	67244.1	67248.4	67241.8	67244.1
8.53601	145.921	67234.9	67237.4	67241.7	67235.2	67237.4
8.53544	145.912	67228.3	67230.8	67235.1	67228.5	67230.8
8.53487	145.904	67221.6	67224.2	67228.4	67221.9	67224.2
8.5343	145.895	67215	67217.5	67221.8	67215.2	67217.5
8.53373	145.887	67208.3	67210.9	67215.1	67208.6	67210.9
8.53316	145.878	67201.7	67204.2	67208.5	67201.9	67204.2
8.53259	145.87	67195.1	67197.6	67201.8	67195.3	67197.6
8.53202	145.862	67188.4	67190.9	67195.2	67188.6	67190.9
8.53145	145.853	67181.8	67184.3	67188.6	67182	67184.3
8.53088	145.845	67175.1	67177.6	67181.9	67175.3	67177.6
8.53031	145.836	67168.5	67171	67175.3	67168.7	67171
8.52974	145.828	67161.8	67164.3	67168.6	67162.1	67164.3
8.52917	145.819	67155.2	67157.7	67162	67155.4	67157.7
8.5286	145.811	67148.5	67151.1	67155.3	67148.8	67151.1
8.52803	145.802	67141.9	67144.4	67148.7	67142.1	67144.4
8.52746	145.794	67135.2	67137.8	67142	67135.5	67137.8
8.52689	145.785	67128.6	67131.1	67135.4	67128.8	67131.1
8.52632	145.777	67121.9	67124.5	67128.7	67122.2	67124.5
8.52575	145.769	67115.3	67117.8	67122.1	67115.5	67117.8
8.52518	145.76	67108.6	67111.2	67115.4	67108.9	67111.2
8.52461	145.752	67102	67104.5	67108.8	67102.2	67104.5
8.52404	145.743	67095.3	67097.9	67102.1	67095.6	67097.9
8.52347	145.735	67088.7	67091.2	67095.5	67088.9	67091.2
8.5229	145.726	67082	67084.6	67088.8	67082.3	67084.6
8.52233	145.718	67075.4	67077.9	67082.2	67075.6	67077.9
8.52176	145.709	67068.7	67071.3	67075.5	67069	67071.3
8.52119	145.701	67062.1	67064.6	67068.9	67062.3	67064.6
8.52062	145.692	67055.4	67058	67062.2	67055.7	67058
8.52005	145.684	67048.8	67051.3	67055.6	67049	67051.3
8.51948	145.676	67042.1	67044.7	67048.9	67042.4	67044.7
8.51891	145.667	67035.5	67038	67042.3	67035.7	67038
8.51834	145.659	67028.8	67031.4	67035.6	67029.1	67031.4
8.51777	145.65	67022.2	67024.7	67029	67022.4	67024.7
8.5172	145.642	67015.5	67018.1	67022.3	67015.8	67018.1
8.51663	145.633	67008.9	67011.4	67015.7	67009.1	67011.4
8.51606	145.625	67002.2	67004.8	67009	67002.5	67004.8
8.51549	145.616	66995.6	66998.1	67002.4	66995.8	66998.1
8.51492	145.608	66988.9	66991.5	66995.7	66989.2	66991.5
8.51435	145.599	66982.3	66984.8	66989.1	66982.5	66984.8
8.51378	145.591	66975.6	66978.2	66982.4	66975.9	66978.2
8.51321	145.582	66969	66971.5	66975.8	66969.2	66971.5
8.51264	145.574	66962.3	66964.9	66969.1	66962.6	66964.9
8.51207	145.565	66955.7	66958.2	66962.5	66955.9	66958.2
8.5115	145.557	66949	66951.5	66955.8	66949.3	66951.5
8.51092	145.549	66942.4	66944.9	66949.2	66942.6	66944.9
8.51035	145.54	66935.7	66938.2	66942.5	66935.9	66938.2
8.50978	145.532	66929.1	66931.6	66935.9	66929.3	66931.6
8.50921	145.523	66922.4	66924.9	66929.2	66922.6	66924.9
8.50864	145.515	66915.7	66918.3	66922.5	66916	66918.3
8.50807	145.506	66909.1	66911.6	66915.9	66909.3	66911.6
8.5075	145.498	66902.4	66905	66909.2	66902.7	66905
8.50693	145.489	66895.8	66898.3	66902.6	66896	66898.3
8.50636	145.481	66889.1	66891.7	66895.9	66889.4	66891.7
8.50579	145.472	66882.5	66885	66889.3	66882.7	66885
8.50521	145.464	66875.8	66878.3	66882.6	66876.1	66878.3
8.50464	145.455	66869.2	66871.7	66876	66869.4	66871.7
8.50407	145.447	66862.5	66865	66869.3	66862.7	66865
8.5035	145.438	66855.8	66858.4	66862.6	66856.1	66858.4
8.50293	145.43	66849.2	66851.7	66856	66849.4	66851.7
8.50236	145.421	66842.5	66845.1	66849.3	66842.8	66845.1
8.50179	145.413	66835.9	66838.4	66842.7	66836.1	66838.4
8.50122	145.404	66829.2	66831.8	66836	66829.5	66831.8
8.50064	145.396	66822.6	66825.1	66829.4	66822.8	66825.1
8.50007	145.387	66815.9	66818.4	66822.7	66816.1	66818.4
8.4995	145.379	66809.2	66811.8	66816	66809.5	66811.8
8.49893	145.37	66802.6	66805.1	66809.4	66802.8	66805.1
8.49836	145.362	66795.9	66798.5	66802.7	66796.2	66798.5
8.49779	145.353	66789.3	66791.8	66796.1	66789.5	66791.8
8.49721	145.345	66782.6	66785.1	66789.4	66782.8	66785.1
8.49664	145.336	66776	66778.5	66782.8	66776.2	66778.5
8.49607	145.328	66769.3	66771.8	66776.1	66769.5	66771.8
8.4955	145.319	66762.6	66765.2	66769.4	66762.9	66765.2
8.49493	145.311	66756	66758.5	66762.8	66756.2	66758.5
8.49435	145.302	66749.3	66751.8	66756.1	66749.6	66751.8
8.49378	145.294	66742.7	66745.2	66749.5	66742.9	66745.2
8.49321	145.286	66736	66738.5	66742.8	66736.2	66738.5
8.49264	145.277	66729.3	66731.9	66736.1	66729.6	66731.9
8.49207	145.269	66722.7	66725.2	66729.5	66722.9	66725.2
8.49149	145.26	66716	66718.5	66722.8	66716.2	66718.5
8.49092	145.252	66709.4	66711.9	66716.2	66709.6	66711.9
8.49035	145.243	66702.7	66705.2	66709.5	66702.9	66705.2
8.48978	145.235	66696	66698.6	66702.8	66696.3	66698.6
8.48921	145.226	66689.4	66691.9	66696.2	66689.6	66691.9
8.48863	145.218	66682.7	66685.2	66689.5	66682.9	66685.2
8.48806	145.209	66676	66678.6	66682.8	66676.3	66678.6
8.48749	145.201	66669.4	66671.9	66676.2	66669.6	66671.9
8.48692	145.192	66662.7	66665.3	66669.5	66663	66665.3
8.48634	145.184	66656.1	66658.6	66662.9	66656.3	66658.6
8.48577	145.175	66649.4	66651.9	66656.2	66649.6	66651.9
8.4852	145.167	66642.7	66645.3	66649.5	66643	66645.3
8.48463	145.158	66636.1	66638.6	66642.9	66636.3	66638.6
8.48405	145.15	66629.4	66631.9	66636.2	66629.6	66631.9
8.48348	145.141	66622.7	66625.3	66629.5	66623	66625.3
8.48291	145.132	66616.1	66618.6	66622.9	66616.3	66618.6
8.48234	145.124	66609.4	66611.9	66616.2	66609.6	66611.9
8.48176	145.115	66602.7	66605.3	66609.6	66603	66605.3
8.48119	145.107	66596.1	66598.6	66602.9	66596.3	66598.6
8.48062	145.098	66589.4	66592	66596.2	66589.7	66592
8.48004	145.09	66582.8	66585.3	66589.6	66583	66585.3
8.47947	145.081	66576.1	66578.6	66582.9	66576.3	66578.6
