A	q	Phi	tau	dq/dA	dPhi/dA	dtau/dA	d2q/dA2	d2Phi/dA2	d2tau/dA2	d3tau/dA3
-76.91	-2.24077e-35	119.996	0.470672	-2.25512e-35	-1.50479	-0.00139731	-2.26974e-35	-6.14984e-05	-1.38703e-05	2.29264e+26
-76.9	-2.26343e-35	119.981	0.470658	-2.27793e-35	-1.5048	-0.00139745	-2.2927e-35	-6.15142e-05	-1.38735e-05	2.27031e+26
-76.89	-2.28633e-35	119.966	0.470645	-2.30097e-35	-1.5048	-0.00139759	-2.3159e-35	-6.15301e-05	-1.38766e-05	2.2482e+26
-76.88	-2.30945e-35	119.951	0.470631	-2.32425e-35	-1.5048	-0.00139773	-2.33932e-35	-6.15458e-05	-1.38798e-05	2.2263e+26
-76.87	-2.33281e-35	119.936	0.470617	-2.34776e-35	-1.5048	-0.00139787	-2.36299e-35	-6.15618e-05	-1.3883e-05	2.20461e+26
-76.86	-2.35641e-35	119.921	0.470603	-2.37151e-35	-1.5048	-0.001398	-2.3869e-35	-6.15774e-05	-1.38862e-05	2.18314e+26
-76.85	-2.38024e-35	119.906	0.470589	-2.3955e-35	-1.5048	-0.00139814	-2.41104e-35	-6.15934e-05	-1.38893e-05	2.16188e+26
-76.84	-2.40432e-35	119.891	0.470575	-2.41973e-35	-1.5048	-0.00139828	-2.43543e-35	-6.16092e-05	-1.38925e-05	2.14082e+26
-76.83	-2.42864e-35	119.876	0.470561	-2.44421e-35	-1.5048	-0.00139842	-2.46007e-35	-6.1625e-05	-1.38957e-05	2.11997e+26
-76.82	-2.45321e-35	119.861	0.470547	-2.46893e-35	-1.5048	-0.00139856	-2.48496e-35	-6.16409e-05	-1.38989e-05	2.09932e+26
-76.81	-2.47802e-35	119.846	0.470533	-2.49391e-35	-1.5048	-0.0013987	-2.5101e-35	-6.16567e-05	-1.39021e-05	2.07887e+26
-76.8	-2.50308e-35	119.831	0.470519	-2.51913e-35	-1.5048	-0.00139884	-2.53549e-35	-6.16727e-05	-1.39053e-05	2.05862e+26
-76.79	-2.5284e-35	119.816	0.470505	-2.54462e-35	-1.5048	-0.00139898	-2.56114e-35	-6.16884e-05	-1.39084e-05	2.03857e+26
-76.78	-2.55398e-35	119.801	0.470491	-2.57036e-35	-1.5048	-0.00139912	-2.58705e-35	-6.17044e-05	-1.39116e-05	2.01871e+26
-76.77	-2.57981e-35	119.786	0.470477	-2.59636e-35	-1.5048	-0.00139926	-2.61323e-35	-6.17202e-05	-1.39148e-05	1.99905e+26
-76.76	-2.60591e-35	119.771	0.470463	-2.62262e-35	-1.5048	-0.00139939	-2.63966e-35	-6.17362e-05	-1.3918e-05	1.97958e+26
-76.75	-2.63226e-35	119.756	0.470449	-2.64915e-35	-1.5048	-0.00139953	-2.66637e-35	-6.1752e-05	-1.39212e-05	1.9603e+26
-76.74	-2.65889e-35	119.74	0.470435	-2.67595e-35	-1.50481	-0.00139967	-2.69334e-35	-6.17679e-05	-1.39244e-05	1.9412e+26
-76.73	-2.68578e-35	119.725	0.470421	-2.70302e-35	-1.50481	-0.00139981	-2.72059e-35	-6.17839e-05	-1.39276e-05	1.9223e+26
-76.72	-2.71295e-35	119.71	0.470407	-2.73036e-35	-1.50481	-0.00139995	-2.74811e-35	-6.17997e-05	-1.39308e-05	1.90357e+26
