A	q	Phi	tau	dq/dA	dPhi/dA	dtau/dA	d2q/dA2	d2Phi/dA2	d2tau/dA2	d3tau/dA3
-76.78	-2.55485e-35	119.993	0.154317	-2.57125e-35	-1.50481	-0.0106206	-2.58796e-35	-6.17893e-05	0.000589136	5.02067e+27
-76.77	-2.58069e-35	119.978	0.15421	-2.59726e-35	-1.50481	-0.0106147	-2.61415e-35	-6.18051e-05	0.000588888	4.96225e+27
-76.76	-2.6068e-35	119.963	0.154104	-2.62353e-35	-1.50481	-0.0106088	-2.64059e-35	-6.18211e-05	0.00058864	4.90452e+27
-76.75	-2.63317e-35	119.948	0.153998	-2.65007e-35	-1.50481	-0.0106029	-2.66731e-35	-6.1837e-05	0.000588392	4.84745e+27
-76.74	-2.6598e-35	119.933	0.153892	-2.67688e-35	-1.50481	-0.010597	-2.69429e-35	-6.1853e-05	0.000588144	4.79105e+27
-76.73	-2.6867e-35	119.917	0.153786	-2.70396e-35	-1.50481	-0.0105911	-2.72155e-35	-6.18689e-05	0.000587896	4.7353e+27
-76.72	-2.71388e-35	119.902	0.15368	-2.73131e-35	-1.50481	-0.0105853	-2.74908e-35	-6.18848e-05	0.000587648	4.68019e+27
-76.71	-2.74133e-35	119.887	0.153575	-2.75894e-35	-1.50481	-0.0105794	-2.77689e-35	-6.19008e-05	0.000587401	4.62573e+27
-76.7	-2.76906e-35	119.872	0.153469	-2.78685e-35	-1.50481	-0.0105735	-2.80499e-35	-6.19167e-05	0.000587153	4.5719e+27
-76.69	-2.79707e-35	119.857	0.153363	-2.81504e-35	-1.50481	-0.0105676	-2.83336e-35	-6.19327e-05	0.000586905	4.5187e+27
-76.68	-2.82536e-35	119.842	0.153258	-2.84352e-35	-1.50481	-0.0105618	-2.86203e-35	-6.19487e-05	0.000586658	4.46611e+27
-76.67	-2.85394e-35	119.827	0.153152	-2.87228e-35	-1.50481	-0.0105559	-2.89098e-35	-6.19647e-05	0.000586411	4.41414e+27
-76.66	-2.88281e-35	119.812	0.153046	-2.90134e-35	-1.50481	-0.0105501	-2.92023e-35	-6.19806e-05	0.000586163	4.36277e+27
-76.65	-2.91197e-35	119.797	0.152941	-2.93069e-35	-1.50481	-0.0105442	-2.94977e-35	-6.19967e-05	0.000585916	4.31199e+27
-76.64	-2.94142e-35	119.782	0.152836	-2.96034e-35	-1.50481	-0.0105383	-2.97961e-35	-6.20126e-05	0.000585669	4.26181e+27
-76.63	-2.97118e-35	119.767	0.15273	-2.99028e-35	-1.50482	-0.0105325	-3.00976e-35	-6.20287e-05	0.000585422	4.21221e+27
-76.62	-3.00123e-35	119.752	0.152625	-3.02053e-35	-1.50482	-0.0105266	-3.04021e-35	-6.20446e-05	0.000585175	4.16318e+27
-76.61	-3.03159e-35	119.737	0.15252	-3.05109e-35	-1.50482	-0.0105208	-3.07097e-35	-6.20607e-05	0.000584928	4.11472e+27
-76.6	-3.06225e-35	119.722	0.152414	-3.08195e-35	-1.50482	-0.0105149	-3.10203e-35	-6.20766e-05	0.000584681	4.06683e+27
-76.59	-3.09323e-35	119.707	0.152309	-3.11313e-35	-1.50482	-0.0105091	-3.13342e-35	-6.20928e-05	0.000584434	4.01949e+27
-76.58	-3.12452e-35	119.692	0.152204	-3.14462e-35	-1.50482	-0.0105032	-3.16512e-35	-6.21087e-05	0.000584187	3.9727e+27
-76.57	-3.15612e-35	119.677	0.152099	-3.17643e-35	-1.50482	-0.0104974	-3.19714e-35	-6.21248e-05	0.00058394	3.92646e+27
-76.56	-3.18805e-35	119.662	0.151994	-3.20857e-35	-1.50482	-0.0104916	-3.22948e-35	-6.21408e-05	0.000583694	3.88075e+27
