z	aF	bF	cF	dF	eF
1.42254	-0.00638486	0.298447	0.369572	-0.236621	0.039466
1.42087	-0.00670339	0.298903	0.369586	-0.237083	0.0393173
1.4192	-0.00702256	0.299359	0.3696	-0.237546	0.0391691
1.41753	-0.00734238	0.299817	0.369614	-0.238011	0.0390212
1.41586	-0.00766284	0.300275	0.36963	-0.238476	0.0388739
1.41419	-0.00798395	0.300734	0.369645	-0.238943	0.0387269
1.41252	-0.00830571	0.301194	0.369662	-0.23941	0.0385804
1.41085	-0.00862813	0.301655	0.369679	-0.239879	0.0384343
1.40919	-0.00895122	0.302117	0.369697	-0.240349	0.0382887
1.40752	-0.00927497	0.302579	0.369715	-0.240819	0.0381435
1.40586	-0.00959938	0.303042	0.369734	-0.241291	0.0379987
1.40419	-0.00992447	0.303507	0.369754	-0.241764	0.0378543
1.40253	-0.0102502	0.303972	0.369775	-0.242238	0.0377104
1.40087	-0.0105767	0.304438	0.369796	-0.242714	0.0375669
1.3992	-0.0109038	0.304904	0.369817	-0.24319	0.0374238
1.39754	-0.0112316	0.305372	0.36984	-0.243668	0.0372811
1.39588	-0.0115601	0.30584	0.369863	-0.244146	0.0371389
1.39422	-0.0118893	0.30631	0.369886	-0.244626	0.0369971
1.39256	-0.0122192	0.30678	0.369911	-0.245107	0.0368557
1.39091	-0.0125498	0.307251	0.369936	-0.245588	0.0367148
1.38925	-0.0128811	0.307723	0.369961	-0.246071	0.0365742
1.38759	-0.0132132	0.308196	0.369988	-0.246556	0.0364341
1.38594	-0.0135459	0.308669	0.370015	-0.247041	0.0362945
1.38428	-0.0138794	0.309144	0.370042	-0.247527	0.0361552
1.38263	-0.0142135	0.309619	0.37007	-0.248015	0.0360164
1.38098	-0.0145484	0.310095	0.370099	-0.248503	0.0358779
1.37933	-0.0148841	0.310572	0.370129	-0.248993	0.0357399
1.37768	-0.0152204	0.31105	0.370159	-0.249484	0.0356024
1.37603	-0.0155575	0.311529	0.37019	-0.249976	0.0354652
1.37438	-0.0158954	0.312009	0.370222	-0.250469	0.0353285
1.37273	-0.0162339	0.312489	0.370254	-0.250964	0.0351921
1.37108	-0.0165733	0.312971	0.370287	-0.251459	0.0350562
1.36944	-0.0169134	0.313453	0.37032	-0.251956	0.0349207
1.36779	-0.0172542	0.313936	0.370355	-0.252454	0.0347857
1.36614	-0.0175958	0.31442	0.370389	-0.252953	0.034651
1.3645	-0.0179382	0.314905	0.370425	-0.253453	0.0345167
1.36286	-0.0182814	0.315391	0.370461	-0.253954	0.0343829
1.36122	-0.0186253	0.315878	0.370498	-0.254457	0.0342495
1.35957	-0.01897	0.316365	0.370536	-0.25496	0.0341165
1.35793	-0.0193155	0.316854	0.370574	-0.255465	0.0339839
1.3563	-0.0196617	0.317343	0.370613	-0.255971	0.0338517
1.35466	-0.0200088	0.317834	0.370652	-0.256478	0.0337199
1.35302	-0.0203567	0.318325	0.370693	-0.256987	0.0335885
1.35138	-0.0207053	0.318817	0.370733	-0.257496	0.0334576
1.34975	-0.0210548	0.31931	0.370775	-0.258007	0.033327
1.34811	-0.0214051	0.319804	0.370817	-0.258519	0.0331968
1.34648	-0.0217561	0.320298	0.37086	-0.259032	0.0330671
1.34485	-0.022108	0.320794	0.370904	-0.259546	0.0329377
1.34321	-0.0224608	0.32129	0.370948	-0.260062	0.0328088
1.34158	-0.0228143	0.321788	0.370993	-0.260578	0.0326803
1.33995	-0.0231687	0.322286	0.371039	-0.261096	0.0325521
1.33832	-0.0235239	0.322785	0.371085	-0.261615	0.0324244
1.3367	-0.0238799	0.323286	0.371132	-0.262136	0.0322971
1.33507	-0.0242368	0.323787	0.37118	-0.262657	0.0321701
1.33344	-0.0245946	0.324289	0.371228	-0.26318	0.0320436
1.33182	-0.0249532	0.324792	0.371277	-0.263704	0.0319175
1.33019	-0.0253126	0.325295	0.371327	-0.264229	0.0317917
1.32857	-0.0256729	0.3258	0.371378	-0.264756	0.0316664
1.32695	-0.0260341	0.326306	0.371429	-0.265284	0.0315415
1.32532	-0.0263961	0.326812	0.371481	-0.265813	0.0314169
1.3237	-0.026759	0.32732	0.371533	-0.266343	0.0312927
1.32208	-0.0271228	0.327828	0.371586	-0.266874	0.031169
1.32046	-0.0274875	0.328338	0.37164	-0.267407	0.0310456
1.31885	-0.0278531	0.328848	0.371695	-0.267941	0.0309226
1.31723	-0.0282195	0.329359	0.37175	-0.268476	0.0308001
1.31561	-0.0285869	0.329871	0.371806	-0.269012	0.0306779
1.314	-0.0289551	0.330384	0.371863	-0.26955	0.0305561
1.31238	-0.0293243	0.330899	0.37192	-0.270089	0.0304346
1.31077	-0.0296944	0.331413	0.371978	-0.270629	0.0303136
1.30916	-0.0300654	0.331929	0.372037	-0.271171	0.030193
1.30755	-0.0304373	0.332446	0.372096	-0.271714	0.0300727
1.30594	-0.0308101	0.332964	0.372156	-0.272258	0.0299528
1.30433	-0.0311839	0.333483	0.372217	-0.272803	0.0298333
1.30272	-0.0315586	0.334003	0.372279	-0.27335	0.0297142
1.30111	-0.0319342	0.334523	0.372341	-0.273898	0.0295955
1.29951	-0.0323108	0.335045	0.372404	-0.274447	0.0294772
1.2979	-0.0326883	0.335568	0.372468	-0.274998	0.0293592
1.2963	-0.0330668	0.336091	0.372532	-0.27555	0.0292416
1.29469	-0.0334462	0.336616	0.372597	-0.276103	0.0291244
1.29309	-0.0338266	0.337141	0.372663	-0.276657	0.0290076
1.29149	-0.0342079	0.337668	0.37273	-0.277213	0.0288912
1.28989	-0.0345903	0.338195	0.372797	-0.27777	0.0287751
1.28829	-0.0349736	0.338724	0.372865	-0.278329	0.0286594
1.28669	-0.0353579	0.339253	0.372934	-0.278888	0.0285441
1.28509	-0.0357431	0.339783	0.373003	-0.27945	0.0284292
1.2835	-0.0361294	0.340315	0.373073	-0.280012	0.0283146
1.2819	-0.0365167	0.340847	0.373144	-0.280576	0.0282004
1.2803	-0.0369049	0.341381	0.373215	-0.281141	0.0280866
1.27871	-0.0372942	0.341915	0.373288	-0.281708	0.0279732
1.27712	-0.0376845	0.34245	0.373361	-0.282275	0.0278601
1.27553	-0.0380758	0.342987	0.373434	-0.282845	0.0277474
1.27394	-0.0384681	0.343524	0.373509	-0.283415	0.027635
1.27235	-0.0388614	0.344062	0.373584	-0.283987	0.027523
1.27076	-0.0392558	0.344602	0.37366	-0.284561	0.0274114
1.26917	-0.0396512	0.345142	0.373736	-0.285135	0.0273002
1.26758	-0.0400476	0.345683	0.373814	-0.285711	0.0271893
1.266	-0.0404451	0.346226	0.373892	-0.286289	0.0270788
1.26441	-0.0408437	0.346769	0.37397	-0.286868	0.0269687
1.26283	-0.0412433	0.347314	0.37405	-0.287448	0.0268589
1.26125	-0.0416439	0.347859	0.37413	-0.28803	0.0267494
1.25966	-0.0420456	0.348406	0.374211	-0.288613	0.0266404
1.25808	-0.0424484	0.348953	0.374293	-0.289197	0.0265317
1.2565	-0.0428523	0.349502	0.374375	-0.289783	0.0264233
1.25492	-0.0432572	0.350051	0.374459	-0.290371	0.0263153
1.25335	-0.0436633	0.350602	0.374543	-0.290959	0.0262077
1.25177	-0.0440704	0.351153	0.374627	-0.291549	0.0261004
1.25019	-0.0444786	0.351706	0.374713	-0.292141	0.0259935
1.24862	-0.0448879	0.35226	0.374799	-0.292734	0.025887
1.24704	-0.0452983	0.352815	0.374886	-0.293328	0.0257808
1.24547	-0.0457099	0.353371	0.374973	-0.293924	0.0256749
1.2439	-0.0461225	0.353927	0.375062	-0.294522	0.0255694
1.24233	-0.0465363	0.354485	0.375151	-0.295121	0.0254643
1.24076	-0.0469512	0.355044	0.375241	-0.295721	0.0253595
1.23919	-0.0473672	0.355605	0.375331	-0.296323	0.025255
1.23762	-0.0477844	0.356166	0.375423	-0.296926	0.0251509
1.23605	-0.0482027	0.356728	0.375515	-0.29753	0.0250472
1.23449	-0.0486222	0.357291	0.375608	-0.298137	0.0249438
1.23292	-0.0490428	0.357856	0.375702	-0.298744	0.0248407
1.23136	-0.0494645	0.358421	0.375796	-0.299353	0.024738
1.2298	-0.0498875	0.358988	0.375891	-0.299964	0.0246356
1.22823	-0.0503116	0.359555	0.375987	-0.300576	0.0245336
1.22667	-0.0507368	0.360124	0.376084	-0.30119	0.0244319
1.22511	-0.0511633	0.360694	0.376181	-0.301805	0.0243306
1.22355	-0.0515909	0.361265	0.37628	-0.302421	0.0242296
1.222	-0.0520198	0.361837	0.376379	-0.30304	0.0241289
1.22044	-0.0524498	0.36241	0.376479	-0.303659	0.0240286
1.21888	-0.052881	0.362984	0.376579	-0.304281	0.0239287
1.21733	-0.0533134	0.36356	0.376681	-0.304903	0.023829
1.21577	-0.0537471	0.364136	0.376783	-0.305528	0.0237297
1.21422	-0.054182	0.364714	0.376886	-0.306153	0.0236308
1.21267	-0.054618	0.365293	0.376989	-0.306781	0.0235321
1.21112	-0.0550554	0.365873	0.377094	-0.30741	0.0234338
1.20957	-0.0554939	0.366454	0.377199	-0.30804	0.0233359
1.20802	-0.0559337	0.367036	0.377305	-0.308672	0.0232383
1.20647	-0.0563747	0.367619	0.377412	-0.309306	0.023141
1.20493	-0.056817	0.368203	0.377519	-0.309941	0.023044
1.20338	-0.0572606	0.368789	0.377628	-0.310578	0.0229474
1.20183	-0.0577054	0.369376	0.377737	-0.311216	0.0228511
1.20029	-0.0581514	0.369964	0.377847	-0.311856	0.0227551
1.19875	-0.0585988	0.370553	0.377957	-0.312498	0.0226595
1.19721	-0.0590474	0.371143	0.378069	-0.313141	0.0225642
1.19566	-0.0594973	0.371734	0.378181	-0.313785	0.0224692
1.19412	-0.0599485	0.372327	0.378294	-0.314432	0.0223745
1.19259	-0.060401	0.37292	0.378408	-0.31508	0.0222802
1.19105	-0.0608548	0.373515	0.378523	-0.315729	0.0221862
1.18951	-0.0613099	0.374111	0.378639	-0.316381	0.0220925
1.18798	-0.0617663	0.374709	0.378755	-0.317033	0.0219991
1.18644	-0.0622241	0.375307	0.378872	-0.317688	0.0219061
1.18491	-0.0626831	0.375907	0.37899	-0.318344	0.0218133
1.18337	-0.0631435	0.376507	0.379109	-0.319002	0.0217209
1.18184	-0.0636052	0.377109	0.379228	-0.319661	0.0216289
1.18031	-0.0640683	0.377713	0.379349	-0.320322	0.0215371
1.17878	-0.0645327	0.378317	0.37947	-0.320985	0.0214456
1.17725	-0.0649985	0.378923	0.379592	-0.321649	0.0213545
1.17573	-0.0654656	0.379529	0.379715	-0.322316	0.0212637
1.1742	-0.0659341	0.380138	0.379838	-0.322983	0.0211732
1.17267	-0.066404	0.380747	0.379963	-0.323653	0.021083
1.17115	-0.0668752	0.381357	0.380088	-0.324324	0.0209932
1.16963	-0.0673479	0.381969	0.380214	-0.324997	0.0209036
1.1681	-0.0678219	0.382582	0.380341	-0.325672	0.0208144
1.16658	-0.0682973	0.383196	0.380469	-0.326348	0.0207254
1.16506	-0.0687741	0.383812	0.380597	-0.327026	0.0206368
1.16354	-0.0692523	0.384429	0.380727	-0.327706	0.0205485
1.16202	-0.069732	0.385046	0.380857	-0.328387	0.0204605
1.1605	-0.070213	0.385666	0.380988	-0.32907	0.0203728
1.15899	-0.0706955	0.386286	0.38112	-0.329755	0.0202854
1.15747	-0.0711794	0.386908	0.381253	-0.330442	0.0201983
1.15596	-0.0716648	0.387531	0.381386	-0.331131	0.0201116
1.15444	-0.0721516	0.388155	0.381521	-0.331821	0.0200251
1.15293	-0.0726398	0.388781	0.381656	-0.332513	0.0199389
1.15142	-0.0731295	0.389408	0.381792	-0.333207	0.0198531
1.14991	-0.0736207	0.390036	0.381929	-0.333902	0.0197675
1.1484	-0.0741133	0.390665	0.382067	-0.334599	0.0196822
1.14689	-0.0746074	0.391296	0.382206	-0.335299	0.0195973
1.14539	-0.075103	0.391928	0.382345	-0.336	0.0195126
1.14388	-0.0756001	0.392561	0.382486	-0.336702	0.0194283
1.14237	-0.0760987	0.393196	0.382627	-0.337407	0.0193442
1.14087	-0.0765988	0.393832	0.382769	-0.338113	0.0192605
1.13937	-0.0771003	0.394469	0.382912	-0.338821	0.019177
1.13786	-0.0776034	0.395108	0.383056	-0.339531	0.0190938
1.13636	-0.078108	0.395748	0.3832	-0.340243	0.019011
1.13486	-0.0786142	0.396389	0.383346	-0.340957	0.0189284
1.13336	-0.0791219	0.397032	0.383493	-0.341673	0.0188461
1.13186	-0.0796311	0.397676	0.38364	-0.34239	0.0187641
1.13037	-0.0801418	0.398321	0.383788	-0.343109	0.0186824
1.12887	-0.0806541	0.398968	0.383937	-0.34383	0.018601
1.12738	-0.081168	0.399616	0.384087	-0.344553	0.0185199
1.12588	-0.0816834	0.400265	0.384238	-0.345278	0.0184391
1.12439	-0.0822004	0.400916	0.38439	-0.346005	0.0183586
1.1229	-0.082719	0.401568	0.384542	-0.346734	0.0182783
1.12141	-0.0832392	0.402222	0.384696	-0.347464	0.0181984
1.11992	-0.0837609	0.402877	0.38485	-0.348197	0.0181187
1.11843	-0.0842843	0.403533	0.385005	-0.348931	0.0180393
1.11694	-0.0848092	0.40419	0.385161	-0.349668	0.0179602
1.11545	-0.0853358	0.40485	0.385318	-0.350406	0.0178814
1.11397	-0.085864	0.40551	0.385476	-0.351146	0.0178029
1.11248	-0.0863938	0.406172	0.385635	-0.351888	0.0177246
1.111	-0.0869252	0.406835	0.385795	-0.352632	0.0176467
1.10951	-0.0874583	0.4075	0.385956	-0.353378	0.017569
1.10803	-0.087993	0.408166	0.386117	-0.354126	0.0174916
1.10655	-0.0885294	0.408834	0.38628	-0.354876	0.0174145
1.10507	-0.0890674	0.409503	0.386443	-0.355628	0.0173377
1.10359	-0.0896071	0.410173	0.386607	-0.356382	0.0172611
1.10211	-0.0901485	0.410845	0.386772	-0.357138	0.0171848
1.10064	-0.0906915	0.411518	0.386939	-0.357896	0.0171088
1.09916	-0.0912363	0.412193	0.387106	-0.358656	0.0170331
1.09769	-0.0917827	0.412869	0.387274	-0.359418	0.0169576
1.09621	-0.0923308	0.413547	0.387442	-0.360182	0.0168825
1.09474	-0.0928807	0.414226	0.387612	-0.360948	0.0168076
1.09327	-0.0934322	0.414907	0.387783	-0.361716	0.0167329
1.0918	-0.0939855	0.415589	0.387955	-0.362486	0.0166586
1.09033	-0.0945405	0.416272	0.388127	-0.363259	0.0165845
1.08886	-0.0950972	0.416957	0.388301	-0.364033	0.0165107
1.08739	-0.0956557	0.417644	0.388475	-0.364809	0.0164372
1.08593	-0.0962159	0.418332	0.388651	-0.365587	0.0163639
1.08446	-0.0967779	0.419022	0.388827	-0.366368	0.0162909
1.083	-0.0973416	0.419713	0.389004	-0.36715	0.0162182
1.08153	-0.0979071	0.420406	0.389183	-0.367935	0.0161457
1.08007	-0.0984744	0.4211	0.389362	-0.368722	0.0160735
1.07861	-0.0990435	0.421795	0.389542	-0.369511	0.0160016
1.07715	-0.0996144	0.422493	0.389723	-0.370302	0.0159299
1.07569	-0.100187	0.423191	0.389905	-0.371095	0.0158585
1.07423	-0.100762	0.423892	0.390088	-0.37189	0.0157874
1.07277	-0.101338	0.424594	0.390272	-0.372687	0.0157165
1.07132	-0.101916	0.425297	0.390457	-0.373487	0.0156459
1.06986	-0.102496	0.426002	0.390643	-0.374289	0.0155755
1.06841	-0.103078	0.426709	0.39083	-0.375092	0.0155054
1.06695	-0.103661	0.427417	0.391018	-0.375898	0.0154356
1.0655	-0.104247	0.428126	0.391207	-0.376707	0.015366
1.06405	-0.104834	0.428838	0.391396	-0.377517	0.0152967
1.0626	-0.105423	0.429551	0.391587	-0.37833	0.0152277
1.06115	-0.106014	0.430265	0.391779	-0.379144	0.0151589
1.0597	-0.106607	0.430981	0.391972	-0.379961	0.0150904
1.05826	-0.107202	0.431699	0.392165	-0.380781	0.0150221
1.05681	-0.107799	0.432418	0.39236	-0.381602	0.0149541
1.05536	-0.108398	0.433139	0.392556	-0.382426	0.0148863
1.05392	-0.108998	0.433862	0.392753	-0.383252	0.0148188
1.05248	-0.109601	0.434586	0.39295	-0.38408	0.0147515
1.05104	-0.110205	0.435312	0.393149	-0.384911	0.0146845
1.04959	-0.110811	0.43604	0.393349	-0.385743	0.0146177
1.04815	-0.11142	0.436769	0.393549	-0.386578	0.0145512
1.04672	-0.11203	0.4375	0.393751	-0.387416	0.014485
1.04528	-0.112642	0.438232	0.393954	-0.388255	0.014419
1.04384	-0.113256	0.438967	0.394158	-0.389097	0.0143532
1.04241	-0.113873	0.439702	0.394363	-0.389941	0.0142877
1.04097	-0.114491	0.44044	0.394568	-0.390788	0.0142224
1.03954	-0.115111	0.441179	0.394775	-0.391637	0.0141574
1.0381	-0.115733	0.44192	0.394983	-0.392488	0.0140927
1.03667	-0.116357	0.442663	0.395192	-0.393342	0.0140281
1.03524	-0.116983	0.443407	0.395402	-0.394198	0.0139639
1.03381	-0.117611	0.444153	0.395613	-0.395056	0.0138998
1.03238	-0.118242	0.444901	0.395825	-0.395917	0.013836
1.03096	-0.118874	0.445651	0.396038	-0.39678	0.0137725
1.02953	-0.119508	0.446402	0.396252	-0.397645	0.0137092
1.0281	-0.120145	0.447155	0.396467	-0.398513	0.0136461
1.02668	-0.120783	0.44791	0.396683	-0.399383	0.0135833
1.02526	-0.121424	0.448667	0.3969	-0.400256	0.0135207
1.02383	-0.122066	0.449425	0.397118	-0.401131	0.0134584
1.02241	-0.122711	0.450185	0.397338	-0.402009	0.0133963
1.02099	-0.123358	0.450947	0.397558	-0.402889	0.0133344
1.01957	-0.124006	0.451711	0.39778	-0.403771	0.0132728
1.01815	-0.124657	0.452476	0.398002	-0.404656	0.0132114
1.01674	-0.125311	0.453244	0.398226	-0.405544	0.0131502
1.01532	-0.125966	0.454013	0.39845	-0.406434	0.0130893
1.0139	-0.126623	0.454784	0.398676	-0.407326	0.0130286
1.01249	-0.127283	0.455556	0.398903	-0.408221	0.0129682
1.01108	-0.127945	0.456331	0.399131	-0.409118	0.0129079
1.00966	-0.128608	0.457107	0.39936	-0.410018	0.0128479
1.00825	-0.129274	0.457886	0.39959	-0.410921	0.0127882
1.00684	-0.129943	0.458666	0.399821	-0.411826	0.0127287
1.00543	-0.130613	0.459448	0.400053	-0.412733	0.0126694
1.00403	-0.131286	0.460232	0.400286	-0.413644	0.0126103
1.00262	-0.131961	0.461017	0.400521	-0.414556	0.0125515
1.00121	-0.132638	0.461805	0.400756	-0.415472	0.0124929
0.999807	-0.133317	0.462594	0.400993	-0.416389	0.0124345
0.998403	-0.133999	0.463386	0.40123	-0.41731	0.0123763
0.997	-0.134682	0.464179	0.401469	-0.418233	0.0123184
0.995598	-0.135368	0.464974	0.401709	-0.419159	0.0122607
0.994197	-0.136057	0.465771	0.40195	-0.420087	0.0122032
0.992797	-0.136747	0.466571	0.402192	-0.421018	0.012146
0.991398	-0.13744	0.467372	0.402436	-0.421952	0.0120889
0.99	-0.138135	0.468174	0.40268	-0.422888	0.0120321
0.988603	-0.138833	0.468979	0.402926	-0.423827	0.0119755
0.987207	-0.139533	0.469786	0.403172	-0.424769	0.0119192
0.985812	-0.140235	0.470595	0.40342	-0.425713	0.011863
0.984419	-0.140939	0.471406	0.403669	-0.42666	0.0118071
0.983026	-0.141646	0.472219	0.403919	-0.42761	0.0117514
0.981634	-0.142355	0.473033	0.404171	-0.428562	0.0116959
0.980243	-0.143066	0.47385	0.404423	-0.429518	0.0116407
0.978854	-0.14378	0.474669	0.404677	-0.430475	0.0115856
0.977465	-0.144496	0.47549	0.404931	-0.431436	0.0115308
0.976078	-0.145215	0.476312	0.405187	-0.4324	0.0114762
0.974691	-0.145936	0.477137	0.405444	-0.433366	0.0114218
0.973305	-0.14666	0.477964	0.405702	-0.434335	0.0113676
0.971921	-0.147385	0.478793	0.405962	-0.435307	0.0113137
0.970537	-0.148114	0.479624	0.406222	-0.436282	0.0112599
0.969155	-0.148844	0.480457	0.406484	-0.437259	0.0112064
0.967773	-0.149577	0.481292	0.406747	-0.438239	0.0111531
0.966393	-0.150313	0.482129	0.407011	-0.439222	0.0110999
0.965013	-0.151051	0.482968	0.407276	-0.440208	0.011047
0.963635	-0.151792	0.48381	0.407543	-0.441197	0.0109943
0.962258	-0.152535	0.484653	0.40781	-0.442189	0.0109419
0.960881	-0.15328	0.485499	0.408079	-0.443184	0.0108896
0.959506	-0.154028	0.486347	0.408349	-0.444181	0.0108375
0.958132	-0.154779	0.487196	0.40862	-0.445182	0.0107857
0.956759	-0.155532	0.488048	0.408893	-0.446185	0.010734
0.955386	-0.156287	0.488902	0.409167	-0.447191	0.0106826
0.954015	-0.157046	0.489759	0.409441	-0.448201	0.0106314
0.952645	-0.157806	0.490617	0.409718	-0.449213	0.0105803
0.951276	-0.158569	0.491478	0.409995	-0.450228	0.0105295
0.949908	-0.159335	0.49234	0.410273	-0.451246	0.0104789
0.948541	-0.160104	0.493205	0.410553	-0.452267	0.0104285
0.947175	-0.160875	0.494073	0.410834	-0.453291	0.0103783
0.945809	-0.161648	0.494942	0.411117	-0.454318	0.0103283
0.944445	-0.162425	0.495814	0.4114	-0.455348	0.0102784
0.943082	-0.163204	0.496687	0.411685	-0.456382	0.0102288
0.941721	-0.163985	0.497563	0.411971	-0.457418	0.0101794
0.94036	-0.164769	0.498442	0.412258	-0.458457	0.0101302
0.939	-0.165556	0.499322	0.412546	-0.4595	0.0100812
0.937641	-0.166346	0.500205	0.412836	-0.460545	0.0100324
0.936283	-0.167138	0.50109	0.413127	-0.461594	0.00998381
0.934926	-0.167933	0.501978	0.41342	-0.462645	0.0099354
0.93357	-0.16873	0.502867	0.413713	-0.4637	0.00988718
0.932216	-0.169531	0.503759	0.414008	-0.464758	0.00983916
0.930862	-0.170334	0.504654	0.414304	-0.465819	0.00979134
0.929509	-0.171139	0.50555	0.414601	-0.466883	0.00974371
0.928157	-0.171948	0.506449	0.4149	-0.467951	0.00969628
0.926807	-0.172759	0.50735	0.4152	-0.469021	0.00964904
0.925457	-0.173573	0.508254	0.415501	-0.470095	0.00960199
0.924108	-0.17439	0.50916	0.415804	-0.471172	0.00955514
0.922761	-0.17521	0.510068	0.416108	-0.472252	0.00950848
0.921414	-0.176032	0.510979	0.416413	-0.473335	0.00946201
0.920069	-0.176857	0.511892	0.416719	-0.474422	0.00941573
0.918724	-0.177685	0.512808	0.417027	-0.475512	0.00936964
0.917381	-0.178516	0.513725	0.417336	-0.476605	0.00932374
0.916038	-0.17935	0.514646	0.417647	-0.477702	0.00927803
0.914697	-0.180187	0.515569	0.417958	-0.478802	0.00923251
0.913356	-0.181026	0.516494	0.418272	-0.479905	0.00918718
0.912017	-0.181869	0.517421	0.418586	-0.481011	0.00914203
0.910679	-0.182714	0.518351	0.418902	-0.482121	0.00909707
0.909341	-0.183562	0.519284	0.419219	-0.483234	0.0090523
0.908005	-0.184413	0.520219	0.419537	-0.48435	0.00900771
0.90667	-0.185267	0.521157	0.419857	-0.48547	0.00896331
0.905336	-0.186124	0.522097	0.420178	-0.486594	0.00891909
0.904002	-0.186984	0.523039	0.420501	-0.48772	0.00887505
0.90267	-0.187847	0.523984	0.420825	-0.48885	0.0088312
0.901339	-0.188713	0.524932	0.42115	-0.489984	0.00878753
0.900009	-0.189582	0.525882	0.421477	-0.491121	0.00874404
0.89868	-0.190454	0.526835	0.421805	-0.492261	0.00870073
0.897352	-0.191329	0.52779	0.422134	-0.493405	0.00865761
0.896025	-0.192207	0.528748	0.422465	-0.494553	0.00861466
0.894698	-0.193088	0.529708	0.422797	-0.495703	0.0085719
0.893373	-0.193972	0.530671	0.42313	-0.496858	0.00852931
0.892049	-0.194859	0.531637	0.423465	-0.498016	0.0084869
0.890727	-0.195749	0.532605	0.423802	-0.499177	0.00844467
0.889405	-0.196642	0.533576	0.42414	-0.500342	0.00840262
0.888084	-0.197539	0.534549	0.424479	-0.501511	0.00836074
0.886764	-0.198438	0.535525	0.424819	-0.502683	0.00831904
0.885445	-0.199341	0.536504	0.425161	-0.503859	0.00827751
0.884127	-0.200247	0.537485	0.425505	-0.505038	0.00823616
0.88281	-0.201156	0.538469	0.42585	-0.506222	0.00819499
0.881494	-0.202068	0.539456	0.426196	-0.507408	0.00815399
0.88018	-0.202983	0.540446	0.426544	-0.508599	0.00811316
0.878866	-0.203902	0.541438	0.426893	-0.509793	0.0080725
0.877553	-0.204823	0.542433	0.427244	-0.51099	0.00803202
0.876242	-0.205748	0.543431	0.427596	-0.512192	0.0079917
0.874931	-0.206677	0.544431	0.427949	-0.513397	0.00795156
0.873621	-0.207608	0.545434	0.428304	-0.514606	0.00791159
0.872313	-0.208543	0.54644	0.428661	-0.515819	0.00787179
0.871005	-0.209481	0.547449	0.429019	-0.517035	0.00783216
0.869699	-0.210422	0.548461	0.429378	-0.518255	0.0077927
0.868393	-0.211366	0.549475	0.429739	-0.519479	0.0077534
0.867089	-0.212314	0.550492	0.430102	-0.520707	0.00771427
0.865785	-0.213265	0.551512	0.430465	-0.521939	0.00767531
0.864483	-0.21422	0.552535	0.430831	-0.523175	0.00763652
0.863181	-0.215178	0.553561	0.431198	-0.524414	0.00759789
0.861881	-0.216139	0.55459	0.431566	-0.525657	0.00755943
0.860581	-0.217104	0.555621	0.431936	-0.526904	0.00752113
0.859283	-0.218072	0.556656	0.432307	-0.528155	0.007483
0.857986	-0.219043	0.557693	0.43268	-0.52941	0.00744503
0.856689	-0.220018	0.558733	0.433055	-0.530669	0.00740722
0.855394	-0.220997	0.559776	0.433431	-0.531932	0.00736958
0.8541	-0.221978	0.560822	0.433808	-0.533199	0.0073321
0.852807	-0.222964	0.561871	0.434188	-0.53447	0.00729478
0.851514	-0.223952	0.562923	0.434568	-0.535745	0.00725762
0.850223	-0.224945	0.563978	0.43495	-0.537024	0.00722062
0.848933	-0.22594	0.565036	0.435334	-0.538307	0.00718378
0.847644	-0.22694	0.566097	0.435719	-0.539594	0.0071471
0.846356	-0.227942	0.567161	0.436106	-0.540885	0.00711058
0.845069	-0.228949	0.568228	0.436495	-0.54218	0.00707422
0.843783	-0.229959	0.569299	0.436885	-0.543479	0.00703802
0.842498	-0.230972	0.570372	0.437276	-0.544783	0.00700197
0.841214	-0.23199	0.571448	0.43767	-0.54609	0.00696608
0.839931	-0.23301	0.572527	0.438064	-0.547402	0.00693035
0.838649	-0.234035	0.57361	0.438461	-0.548718	0.00689477
0.837368	-0.235063	0.574695	0.438859	-0.550038	0.00685935
0.836088	-0.236095	0.575784	0.439258	-0.551363	0.00682408
0.834809	-0.23713	0.576876	0.43966	-0.552691	0.00678896
0.833531	-0.238169	0.577971	0.440062	-0.554024	0.006754
0.832254	-0.239212	0.579069	0.440467	-0.555361	0.0067192
0.830979	-0.240258	0.58017	0.440873	-0.556702	0.00668454
0.829704	-0.241309	0.581274	0.441281	-0.558048	0.00665004
0.82843	-0.242363	0.582382	0.44169	-0.559398	0.00661569
0.827157	-0.24342	0.583493	0.442101	-0.560752	0.00658148
0.825885	-0.244482	0.584607	0.442514	-0.562111	0.00654743
0.824615	-0.245547	0.585725	0.442928	-0.563474	0.00651353
0.823345	-0.246617	0.586845	0.443344	-0.564841	0.00647978
0.822076	-0.24769	0.587969	0.443762	-0.566213	0.00644618
0.820809	-0.248767	0.589096	0.444181	-0.56759	0.00641272
0.819542	-0.249847	0.590227	0.444602	-0.56897	0.00637942
0.818277	-0.250932	0.591361	0.445025	-0.570355	0.00634626
0.817012	-0.252021	0.592498	0.445449	-0.571745	0.00631325
0.815749	-0.253113	0.593639	0.445875	-0.573139	0.00628038
0.814486	-0.25421	0.594782	0.446303	-0.574538	0.00624766
0.813225	-0.25531	0.59593	0.446733	-0.575941	0.00621509
0.811964	-0.256414	0.59708	0.447164	-0.577349	0.00618265
0.810705	-0.257523	0.598234	0.447597	-0.578762	0.00615037
0.809446	-0.258635	0.599392	0.448032	-0.580179	0.00611823
