z	aF	bF	cF	dF	eF
4.20864	0.159257	-0.00152783	1.40224	0.0751417	2.18153
4.20754	0.159432	-0.00144804	1.40183	0.0751272	2.17908
4.20644	0.159607	-0.00136818	1.40141	0.0751127	2.17664
4.20535	0.159782	-0.00128823	1.401	0.0750981	2.1742
4.20426	0.159958	-0.0012082	1.40058	0.0750835	2.17178
4.20317	0.160133	-0.00112809	1.40017	0.0750687	2.16937
4.20209	0.160309	-0.0010479	1.39976	0.075054	2.16696
4.20101	0.160485	-0.000967628	1.39935	0.0750391	2.16457
4.19993	0.16066	-0.000887282	1.39894	0.0750242	2.16219
4.19886	0.160837	-0.000806861	1.39854	0.0750093	2.15981
4.19779	0.161013	-0.000726363	1.39813	0.0749943	2.15745
4.19673	0.161189	-0.000645791	1.39772	0.0749792	2.15509
4.19567	0.161366	-0.000565146	1.39732	0.0749641	2.15275
4.19461	0.161543	-0.000484427	1.39692	0.0749489	2.15041
4.19356	0.161719	-0.000403636	1.39651	0.0749336	2.14808
4.19251	0.161896	-0.000322774	1.39611	0.0749183	2.14577
4.19146	0.162074	-0.000241842	1.39571	0.0749029	2.14346
4.19042	0.162251	-0.00016084	1.39531	0.0748875	2.14116
4.18938	0.162428	-7.97686e-05	1.39491	0.074872	2.13887
4.18834	0.162606	1.37034e-06	1.39452	0.0748565	2.13659
4.18731	0.162783	8.25766e-05	1.39412	0.0748409	2.13432
4.18628	0.162961	0.000163849	1.39372	0.0748252	2.13205
4.18525	0.163139	0.000245188	1.39333	0.0748095	2.1298
4.18423	0.163317	0.000326591	1.39293	0.0747937	2.12755
4.18321	0.163495	0.000408059	1.39254	0.0747779	2.12531
4.1822	0.163674	0.00048959	1.39215	0.074762	2.12309
4.18118	0.163852	0.000571183	1.39176	0.0747461	2.12087
4.18017	0.164031	0.000652839	1.39137	0.0747301	2.11865
4.17917	0.164209	0.000734556	1.39098	0.074714	2.11645
4.17816	0.164388	0.000816334	1.39059	0.0746979	2.11426
4.17716	0.164567	0.000898172	1.3902	0.0746818	2.11207
4.17617	0.164746	0.000980068	1.38981	0.0746656	2.10989
4.17517	0.164925	0.00106202	1.38943	0.0746493	2.10772
4.17418	0.165104	0.00114404	1.38904	0.074633	2.10556
4.1732	0.165284	0.00122611	1.38866	0.0746166	2.1034
4.17221	0.165463	0.00130823	1.38827	0.0746002	2.10126
4.17123	0.165643	0.00139042	1.38789	0.0745837	2.09912
4.17025	0.165822	0.00147265	1.38751	0.0745671	2.09699
4.16928	0.166002	0.00155495	1.38713	0.0745506	2.09486
4.1683	0.166182	0.00163729	1.38675	0.0745339	2.09275
4.16733	0.166362	0.00171969	1.38637	0.0745172	2.09064
4.16637	0.166542	0.00180215	1.38599	0.0745005	2.08854
4.1654	0.166722	0.00188465	1.38561	0.0744837	2.08645
4.16444	0.166902	0.00196721	1.38523	0.0744669	2.08436
4.16349	0.167083	0.00204981	1.38486	0.07445	2.08228
4.16253	0.167263	0.00213247	1.38448	0.074433	2.08021
4.16158	0.167444	0.00221518	1.38411	0.074416	2.07815
4.16063	0.167624	0.00229794	1.38373	0.074399	2.07609
4.15968	0.167805	0.00238074	1.38336	0.0743819	2.07405
4.15874	0.167986	0.00246359	1.38299	0.0743647	2.072
4.1578	0.168167	0.00254649	1.38261	0.0743475	2.06997
4.15686	0.168348	0.00262944	1.38224	0.0743303	2.06794
4.15593	0.168529	0.00271243	1.38187	0.074313	2.06592
4.15499	0.16871	0.00279547	1.3815	0.0742957	2.06391
4.15406	0.168891	0.00287856	1.38113	0.0742783	2.0619
4.15314	0.169072	0.00296169	1.38077	0.0742608	2.0599
4.15221	0.169254	0.00304486	1.3804	0.0742433	2.05791
4.15129	0.169435	0.00312808	1.38003	0.0742258	2.05593
4.15037	0.169617	0.00321134	1.37966	0.0742082	2.05395
4.14945	0.169798	0.00329464	1.3793	0.0741906	2.05197
4.14854	0.16998	0.00337798	1.37893	0.0741729	2.05001
4.14763	0.170162	0.00346137	1.37857	0.0741552	2.04805
4.14672	0.170344	0.0035448	1.37821	0.0741374	2.0461
4.14581	0.170526	0.00362827	1.37784	0.0741196	2.04415
4.14491	0.170707	0.00371177	1.37748	0.0741017	2.04221
4.144	0.17089	0.00379532	1.37712	0.0740838	2.04028
4.1431	0.171072	0.00387891	1.37676	0.0740658	2.03835
4.14221	0.171254	0.00396253	1.3764	0.0740478	2.03643
4.14131	0.171436	0.0040462	1.37604	0.0740298	2.03452
4.14042	0.171618	0.0041299	1.37568	0.0740117	2.03261
4.13953	0.171801	0.00421364	1.37532	0.0739935	2.03071
4.13864	0.171983	0.00429741	1.37496	0.0739753	2.02881
4.13776	0.172166	0.00438122	1.37461	0.0739571	2.02692
4.13688	0.172348	0.00446507	1.37425	0.0739388	2.02504
4.136	0.172531	0.00454895	1.3739	0.0739205	2.02316
4.13512	0.172713	0.00463287	1.37354	0.0739021	2.02129
4.13424	0.172896	0.00471682	1.37319	0.0738837	2.01942
4.13337	0.173079	0.00480081	1.37283	0.0738653	2.01756
4.1325	0.173262	0.00488483	1.37248	0.0738468	2.01571
4.13163	0.173445	0.00496888	1.37213	0.0738282	2.01386
4.13077	0.173628	0.00505297	1.37177	0.0738096	2.01202
4.1299	0.17381	0.00513709	1.37142	0.073791	2.01018
4.12904	0.173994	0.00522124	1.37107	0.0737723	2.00835
4.12818	0.174177	0.00530542	1.37072	0.0737536	2.00653
4.12732	0.17436	0.00538963	1.37037	0.0737348	2.00471
4.12647	0.174543	0.00547388	1.37002	0.073716	2.00289
4.12561	0.174726	0.00555815	1.36967	0.0736972	2.00109
4.12476	0.174909	0.00564245	1.36932	0.0736783	1.99928
4.12391	0.175093	0.00572679	1.36898	0.0736593	1.99749
4.12307	0.175276	0.00581115	1.36863	0.0736404	1.99569
4.12222	0.175459	0.00589554	1.36828	0.0736214	1.99391
4.12138	0.175643	0.00597996	1.36794	0.0736023	1.99213
4.12054	0.175826	0.00606441	1.36759	0.0735832	1.99035
4.1197	0.17601	0.00614888	1.36725	0.073564	1.98858
4.11887	0.176194	0.00623338	1.3669	0.0735449	1.98682
4.11803	0.176377	0.00631791	1.36656	0.0735256	1.98506
4.1172	0.176561	0.00640247	1.36622	0.0735064	1.9833
4.11637	0.176744	0.00648705	1.36587	0.0734871	1.98155
4.11554	0.176928	0.00657165	1.36553	0.0734677	1.97981
4.11472	0.177112	0.00665629	1.36519	0.0734483	1.97807
4.11389	0.177296	0.00674094	1.36485	0.0734289	1.97634
4.11307	0.17748	0.00682562	1.36451	0.0734094	1.97461
4.11225	0.177663	0.00691033	1.36417	0.0733899	1.97288
4.11143	0.177847	0.00699506	1.36383	0.0733704	1.97116
4.11062	0.178031	0.00707981	1.36349	0.0733508	1.96945
4.1098	0.178215	0.00716459	1.36315	0.0733311	1.96774
4.10899	0.178399	0.00724939	1.36281	0.0733115	1.96604
4.10818	0.178583	0.00733421	1.36247	0.0732917	1.96434
4.10737	0.178767	0.00741905	1.36214	0.073272	1.96265
4.10656	0.178951	0.00750391	1.3618	0.0732522	1.96096
4.10576	0.179135	0.0075888	1.36146	0.0732324	1.95927
4.10496	0.179319	0.00767371	1.36113	0.0732125	1.95759
4.10416	0.179503	0.00775864	1.36079	0.0731926	1.95592
4.10336	0.179688	0.00784358	1.36046	0.0731727	1.95425
4.10256	0.179872	0.00792855	1.36012	0.0731527	1.95258
4.10176	0.180056	0.00801354	1.35979	0.0731327	1.95092
4.10097	0.18024	0.00809855	1.35946	0.0731126	1.94926
4.10018	0.180424	0.00818358	1.35912	0.0730925	1.94761
4.09939	0.180609	0.00826862	1.35879	0.0730724	1.94596
4.0986	0.180793	0.00835369	1.35846	0.0730522	1.94432
4.09781	0.180977	0.00843877	1.35813	0.073032	1.94268
4.09703	0.181162	0.00852387	1.3578	0.0730117	1.94105
4.09625	0.181346	0.00860899	1.35746	0.0729914	1.93942
4.09546	0.18153	0.00869412	1.35713	0.0729711	1.9378
4.09469	0.181715	0.00877927	1.3568	0.0729507	1.93618
4.09391	0.181899	0.00886444	1.35647	0.0729303	1.93456
4.09313	0.182083	0.00894963	1.35615	0.0729099	1.93295
4.09236	0.182268	0.00903483	1.35582	0.0728894	1.93134
4.09158	0.182452	0.00912004	1.35549	0.0728689	1.92974
4.09081	0.182637	0.00920527	1.35516	0.0728484	1.92814
4.09004	0.182821	0.00929052	1.35483	0.0728278	1.92655
4.08928	0.183005	0.00937578	1.35451	0.0728072	1.92496
4.08851	0.18319	0.00946106	1.35418	0.0727865	1.92337
4.08775	0.183374	0.00954635	1.35385	0.0727658	1.92179
4.08698	0.183559	0.00963165	1.35353	0.0727451	1.92021
4.08622	0.183743	0.00971697	1.3532	0.0727243	1.91864
4.08546	0.183928	0.0098023	1.35288	0.0727035	1.91707
4.0847	0.184112	0.00988765	1.35255	0.0726827	1.9155
4.08395	0.184297	0.00997301	1.35223	0.0726618	1.91394
4.08319	0.184481	0.0100584	1.35191	0.0726409	1.91238
4.08244	0.184666	0.0101438	1.35158	0.07262	1.91083
4.08169	0.18485	0.0102292	1.35126	0.072599	1.90928
4.08094	0.185035	0.0103146	1.35094	0.072578	1.90774
4.08019	0.185219	0.0104	1.35062	0.0725569	1.9062
4.07944	0.185404	0.0104854	1.3503	0.0725358	1.90466
4.0787	0.185588	0.0105708	1.34997	0.0725147	1.90313
4.07796	0.185773	0.0106563	1.34965	0.0724936	1.9016
4.07721	0.185957	0.0107418	1.34933	0.0724724	1.90007
4.07647	0.186142	0.0108272	1.34901	0.0724511	1.89855
4.07573	0.186326	0.0109127	1.34869	0.0724299	1.89703
4.075	0.186511	0.0109982	1.34837	0.0724086	1.89552
4.07426	0.186695	0.0110837	1.34805	0.0723873	1.89401
4.07353	0.18688	0.0111692	1.34774	0.0723659	1.8925
4.07279	0.187064	0.0112547	1.34742	0.0723445	1.891
4.07206	0.187249	0.0113402	1.3471	0.0723231	1.8895
4.07133	0.187433	0.0114258	1.34678	0.0723016	1.88801
4.0706	0.187618	0.0115113	1.34646	0.0722801	1.88652
4.06987	0.187802	0.0115969	1.34615	0.0722586	1.88503
4.06915	0.187987	0.0116824	1.34583	0.072237	1.88354
4.06842	0.188171	0.011768	1.34552	0.0722154	1.88206
4.0677	0.188355	0.0118536	1.3452	0.0721938	1.88059
4.06698	0.18854	0.0119392	1.34488	0.0721722	1.87911
4.06626	0.188724	0.0120247	1.34457	0.0721505	1.87764
4.06554	0.188909	0.0121103	1.34425	0.0721287	1.87618
4.06482	0.189093	0.0121959	1.34394	0.072107	1.87472
4.06411	0.189277	0.0122815	1.34363	0.0720852	1.87326
4.06339	0.189462	0.0123671	1.34331	0.0720633	1.8718
4.06268	0.189646	0.0124528	1.343	0.0720415	1.87035
4.06197	0.189831	0.0125384	1.34269	0.0720196	1.8689
4.06126	0.190015	0.012624	1.34237	0.0719977	1.86746
4.06055	0.190199	0.0127096	1.34206	0.0719757	1.86601
4.05984	0.190384	0.0127953	1.34175	0.0719537	1.86458
4.05913	0.190568	0.0128809	1.34144	0.0719317	1.86314
4.05843	0.190752	0.0129666	1.34113	0.0719097	1.86171
4.05772	0.190936	0.0130522	1.34081	0.0718876	1.86028
4.05702	0.191121	0.0131379	1.3405	0.0718655	1.85886
4.05632	0.191305	0.0132235	1.34019	0.0718433	1.85744
4.05562	0.191489	0.0133092	1.33988	0.0718211	1.85602
4.05492	0.191673	0.0133948	1.33957	0.0717989	1.8546
4.05422	0.191857	0.0134805	1.33926	0.0717767	1.85319
4.05353	0.192042	0.0135662	1.33895	0.0717544	1.85178
4.05283	0.192226	0.0136518	1.33865	0.0717321	1.85038
4.05214	0.19241	0.0137375	1.33834	0.0717098	1.84898
4.05145	0.192594	0.0138232	1.33803	0.0716874	1.84758
4.05076	0.192778	0.0139089	1.33772	0.071665	1.84618
4.05007	0.192962	0.0139945	1.33741	0.0716426	1.84479
4.04938	0.193146	0.0140802	1.33711	0.0716201	1.8434
4.04869	0.19333	0.0141659	1.3368	0.0715976	1.84202
4.04801	0.193514	0.0142516	1.33649	0.0715751	1.84063
4.04732	0.193698	0.0143372	1.33619	0.0715525	1.83926
4.04664	0.193882	0.0144229	1.33588	0.0715299	1.83788
4.04596	0.194066	0.0145086	1.33557	0.0715073	1.83651
4.04528	0.19425	0.0145943	1.33527	0.0714847	1.83514
4.0446	0.194433	0.01468	1.33496	0.071462	1.83377
4.04392	0.194617	0.0147657	1.33466	0.0714393	1.8324
4.04324	0.194801	0.0148513	1.33435	0.0714166	1.83104
4.04256	0.194985	0.014937	1.33405	0.0713938	1.82969
4.04189	0.195169	0.0150227	1.33374	0.071371	1.82833
4.04121	0.195352	0.0151084	1.33344	0.0713482	1.82698
4.04054	0.195536	0.015194	1.33314	0.0713253	1.82563
4.03987	0.19572	0.0152797	1.33283	0.0713025	1.82428
4.0392	0.195903	0.0153654	1.33253	0.0712796	1.82294
4.03853	0.196087	0.0154511	1.33223	0.0712566	1.8216
4.03786	0.19627	0.0155367	1.33193	0.0712336	1.82026
4.0372	0.196454	0.0156224	1.33162	0.0712106	1.81893
4.03653	0.196637	0.0157081	1.33132	0.0711876	1.8176
4.03587	0.196821	0.0157937	1.33102	0.0711646	1.81627
4.0352	0.197004	0.0158794	1.33072	0.0711415	1.81494
4.03454	0.197188	0.015965	1.33042	0.0711183	1.81362
4.03388	0.197371	0.0160507	1.33012	0.0710952	1.8123
4.03322	0.197554	0.0161363	1.32982	0.071072	1.81098
4.03256	0.197738	0.016222	1.32952	0.0710488	1.80967
4.0319	0.197921	0.0163076	1.32922	0.0710256	1.80836
4.03125	0.198104	0.0163933	1.32892	0.0710023	1.80705
4.03059	0.198287	0.0164789	1.32862	0.070979	1.80574
4.02994	0.19847	0.0165645	1.32832	0.0709557	1.80444
4.02928	0.198654	0.0166502	1.32802	0.0709324	1.80314
4.02863	0.198837	0.0167358	1.32772	0.070909	1.80184
4.02798	0.19902	0.0168214	1.32742	0.0708856	1.80055
4.02733	0.199203	0.016907	1.32712	0.0708622	1.79925
4.02668	0.199386	0.0169926	1.32682	0.0708387	1.79797
4.02603	0.199569	0.0170782	1.32653	0.0708152	1.79668
4.02539	0.199751	0.0171638	1.32623	0.0707917	1.79539
4.02474	0.199934	0.0172494	1.32593	0.0707682	1.79411
4.02409	0.200117	0.017335	1.32563	0.0707446	1.79283
4.02345	0.2003	0.0174206	1.32534	0.070721	1.79156
4.02281	0.200483	0.0175061	1.32504	0.0706974	1.79028
4.02217	0.200665	0.0175917	1.32474	0.0706737	1.78901
4.02153	0.200848	0.0176773	1.32445	0.07065	1.78774
4.02089	0.201031	0.0177628	1.32415	0.0706263	1.78648
4.02025	0.201213	0.0178484	1.32386	0.0706026	1.78522
4.01961	0.201396	0.0179339	1.32356	0.0705788	1.78396
4.01897	0.201578	0.0180194	1.32327	0.0705551	1.7827
4.01834	0.20176	0.018105	1.32297	0.0705312	1.78144
4.0177	0.201943	0.0181905	1.32268	0.0705074	1.78019
4.01707	0.202125	0.018276	1.32238	0.0704835	1.77894
4.01644	0.202307	0.0183615	1.32209	0.0704596	1.77769
4.01581	0.20249	0.018447	1.32179	0.0704357	1.77645
4.01517	0.202672	0.0185325	1.3215	0.0704118	1.7752
4.01454	0.202854	0.0186179	1.32121	0.0703878	1.77396
4.01392	0.203036	0.0187034	1.32091	0.0703638	1.77272
4.01329	0.203218	0.0187889	1.32062	0.0703397	1.77149
4.01266	0.2034	0.0188743	1.32033	0.0703157	1.77026
4.01204	0.203582	0.0189598	1.32004	0.0702916	1.76903
4.01141	0.203764	0.0190452	1.31974	0.0702675	1.7678
4.01079	0.203946	0.0191306	1.31945	0.0702434	1.76657
4.01016	0.204128	0.019216	1.31916	0.0702192	1.76535
4.00954	0.20431	0.0193014	1.31887	0.070195	1.76413
4.00892	0.204491	0.0193868	1.31858	0.0701708	1.76291
4.0083	0.204673	0.0194722	1.31828	0.0701465	1.76169
4.00768	0.204855	0.0195576	1.31799	0.0701223	1.76048
4.00706	0.205036	0.019643	1.3177	0.070098	1.75927
4.00645	0.205218	0.0197283	1.31741	0.0700737	1.75806
4.00583	0.205399	0.0198137	1.31712	0.0700493	1.75685
4.00522	0.205581	0.019899	1.31683	0.070025	1.75565
4.0046	0.205762	0.0199843	1.31654	0.0700006	1.75445
4.00399	0.205943	0.0200697	1.31625	0.0699761	1.75325
4.00338	0.206125	0.020155	1.31596	0.0699517	1.75205
4.00276	0.206306	0.0202403	1.31567	0.0699272	1.75085
4.00215	0.206487	0.0203255	1.31538	0.0699027	1.74966
4.00154	0.206668	0.0204108	1.31509	0.0698782	1.74847
4.00093	0.206849	0.0204961	1.31481	0.0698537	1.74728
4.00033	0.20703	0.0205813	1.31452	0.0698291	1.74609
3.99972	0.207211	0.0206665	1.31423	0.0698045	1.74491
3.99911	0.207392	0.0207518	1.31394	0.0697799	1.74373
3.99851	0.207573	0.020837	1.31365	0.0697552	1.74255
3.9979	0.207754	0.0209222	1.31336	0.0697306	1.74137
3.9973	0.207934	0.0210074	1.31308	0.0697059	1.7402
3.9967	0.208115	0.0210925	1.31279	0.0696811	1.73903
3.99609	0.208296	0.0211777	1.3125	0.0696564	1.73785
3.99549	0.208476	0.0212629	1.31222	0.0696316	1.73669
3.99489	0.208657	0.021348	1.31193	0.0696068	1.73552
3.99429	0.208837	0.0214331	1.31164	0.069582	1.73436
3.9937	0.209017	0.0215182	1.31136	0.0695572	1.73319
3.9931	0.209198	0.0216033	1.31107	0.0695323	1.73203
3.9925	0.209378	0.0216884	1.31078	0.0695074	1.73088
3.9919	0.209558	0.0217735	1.3105	0.0694825	1.72972
3.99131	0.209738	0.0218585	1.31021	0.0694575	1.72857
3.99072	0.209918	0.0219436	1.30993	0.0694326	1.72742
3.99012	0.210098	0.0220286	1.30964	0.0694076	1.72627
3.98953	0.210278	0.0221136	1.30936	0.0693826	1.72512
3.98894	0.210458	0.0221986	1.30907	0.0693575	1.72398
3.98835	0.210638	0.0222836	1.30879	0.0693325	1.72283
3.98776	0.210818	0.0223686	1.3085	0.0693074	1.72169
3.98717	0.210998	0.0224535	1.30822	0.0692823	1.72055
3.98658	0.211177	0.0225385	1.30793	0.0692571	1.71942
3.98599	0.211357	0.0226234	1.30765	0.069232	1.71828
3.9854	0.211536	0.0227083	1.30737	0.0692068	1.71715
3.98482	0.211716	0.0227932	1.30708	0.0691816	1.71602
3.98423	0.211895	0.0228781	1.3068	0.0691564	1.71489
3.98365	0.212075	0.022963	1.30652	0.0691311	1.71376
3.98307	0.212254	0.0230478	1.30623	0.0691058	1.71264
3.98248	0.212433	0.0231327	1.30595	0.0690805	1.71152
3.9819	0.212612	0.0232175	1.30567	0.0690552	1.7104
3.98132	0.212791	0.0233023	1.30538	0.0690299	1.70928
3.98074	0.21297	0.0233871	1.3051	0.0690045	1.70816
3.98016	0.213149	0.0234719	1.30482	0.0689791	1.70705
3.97958	0.213328	0.0235566	1.30454	0.0689537	1.70594
3.979	0.213507	0.0236414	1.30426	0.0689283	1.70482
3.97842	0.213686	0.0237261	1.30397	0.0689028	1.70372
3.97785	0.213865	0.0238108	1.30369	0.0688773	1.70261
3.97727	0.214043	0.0238955	1.30341	0.0688518	1.7015
3.9767	0.214222	0.0239802	1.30313	0.0688263	1.7004
3.97612	0.2144	0.0240648	1.30285	0.0688007	1.6993
3.97555	0.214579	0.0241495	1.30257	0.0687752	1.6982
3.97498	0.214757	0.0242341	1.30229	0.0687496	1.6971
3.9744	0.214935	0.0243187	1.30201	0.068724	1.69601
3.97383	0.215114	0.0244033	1.30173	0.0686983	1.69492
3.97326	0.215292	0.0244879	1.30145	0.0686727	1.69382
3.97269	0.21547	0.0245724	1.30117	0.068647	1.69273
3.97212	0.215648	0.024657	1.30089	0.0686213	1.69165
3.97156	0.215826	0.0247415	1.30061	0.0685955	1.69056
3.97099	0.216004	0.024826	1.30033	0.0685698	1.68948
3.97042	0.216181	0.0249105	1.30005	0.068544	1.68839
3.96985	0.216359	0.024995	1.29977	0.0685182	1.68731
3.96929	0.216537	0.0250794	1.29949	0.0684924	1.68624
3.96872	0.216714	0.0251638	1.29921	0.0684665	1.68516
3.96816	0.216892	0.0252483	1.29893	0.0684407	1.68408
3.9676	0.217069	0.0253327	1.29865	0.0684148	1.68301
3.96703	0.217247	0.025417	1.29838	0.0683889	1.68194
3.96647	0.217424	0.0255014	1.2981	0.068363	1.68087
3.96591	0.217601	0.0255857	1.29782	0.068337	1.6798
3.96535	0.217779	0.0256701	1.29754	0.068311	1.67874
3.96479	0.217956	0.0257544	1.29726	0.068285	1.67767
3.96423	0.218133	0.0258386	1.29699	0.068259	1.67661
3.96367	0.21831	0.0259229	1.29671	0.068233	1.67555
3.96312	0.218487	0.0260072	1.29643	0.0682069	1.67449
3.96256	0.218663	0.0260914	1.29615	0.0681808	1.67344
3.962	0.21884	0.0261756	1.29588	0.0681547	1.67238
3.96145	0.219017	0.0262598	1.2956	0.0681286	1.67133
3.96089	0.219193	0.0263439	1.29532	0.0681025	1.67027
3.96034	0.21937	0.0264281	1.29505	0.0680763	1.66922
3.95979	0.219546	0.0265122	1.29477	0.0680501	1.66818
3.95923	0.219723	0.0265963	1.29449	0.0680239	1.66713
3.95868	0.219899	0.0266804	1.29422	0.0679977	1.66608
3.95813	0.220075	0.0267645	1.29394	0.0679714	1.66504
3.95758	0.220251	0.0268485	1.29367	0.0679452	1.664
3.95703	0.220428	0.0269326	1.29339	0.0679189	1.66296
3.95648	0.220604	0.0270166	1.29312	0.0678926	1.66192
3.95593	0.220779	0.0271005	1.29284	0.0678662	1.66089
3.95538	0.220955	0.0271845	1.29256	0.0678399	1.65985
3.95484	0.221131	0.0272685	1.29229	0.0678135	1.65882
3.95429	0.221307	0.0273524	1.29201	0.0677871	1.65779
3.95374	0.221482	0.0274363	1.29174	0.0677607	1.65676
3.9532	0.221658	0.0275202	1.29147	0.0677342	1.65573
3.95265	0.221833	0.027604	1.29119	0.0677078	1.6547
3.95211	0.222009	0.0276879	1.29092	0.0676813	1.65368
3.95157	0.222184	0.0277717	1.29064	0.0676548	1.65265
3.95102	0.222359	0.0278555	1.29037	0.0676283	1.65163
3.95048	0.222534	0.0279393	1.29009	0.0676018	1.65061
3.94994	0.222709	0.028023	1.28982	0.0675752	1.6496
3.9494	0.222884	0.0281067	1.28955	0.0675486	1.64858
3.94886	0.223059	0.0281905	1.28927	0.067522	1.64756
3.94832	0.223234	0.0282741	1.289	0.0674954	1.64655
3.94778	0.223409	0.0283578	1.28873	0.0674687	1.64554
3.94724	0.223584	0.0284415	1.28845	0.0674421	1.64453
3.9467	0.223758	0.0285251	1.28818	0.0674154	1.64352
3.94617	0.223933	0.0286087	1.28791	0.0673887	1.64251
3.94563	0.224107	0.0286923	1.28763	0.067362	1.64151
3.94509	0.224282	0.0287758	1.28736	0.0673352	1.6405
3.94456	0.224456	0.0288594	1.28709	0.0673085	1.6395
3.94403	0.22463	0.0289429	1.28682	0.0672817	1.6385
3.94349	0.224804	0.0290264	1.28655	0.0672549	1.6375
3.94296	0.224978	0.0291098	1.28627	0.0672281	1.6365
3.94243	0.225152	0.0291933	1.286	0.0672012	1.63551
3.94189	0.225326	0.0292767	1.28573	0.0671744	1.63451
3.94136	0.2255	0.0293601	1.28546	0.0671475	1.63352
3.94083	0.225674	0.0294435	1.28519	0.0671206	1.63253
3.9403	0.225847	0.0295268	1.28491	0.0670937	1.63154
3.93977	0.226021	0.0296101	1.28464	0.0670667	1.63055
3.93924	0.226194	0.0296935	1.28437	0.0670398	1.62956
3.93871	0.226368	0.0297767	1.2841	0.0670128	1.62858
3.93819	0.226541	0.02986	1.28383	0.0669858	1.62759
3.93766	0.226714	0.0299432	1.28356	0.0669588	1.62661
3.93713	0.226887	0.0300264	1.28329	0.0669318	1.62563
3.93661	0.22706	0.0301096	1.28302	0.0669047	1.62465
3.93608	0.227233	0.0301928	1.28275	0.0668776	1.62367
3.93555	0.227406	0.0302759	1.28248	0.0668505	1.62269
3.93503	0.227579	0.0303591	1.28221	0.0668234	1.62172
3.93451	0.227752	0.0304421	1.28194	0.0667963	1.62075
3.93398	0.227924	0.0305252	1.28167	0.0667692	1.61977
3.93346	0.228097	0.0306083	1.2814	0.066742	1.6188
3.93294	0.228269	0.0306913	1.28113	0.0667148	1.61783
3.93242	0.228442	0.0307743	1.28086	0.0666876	1.61687
3.9319	0.228614	0.0308572	1.28059	0.0666604	1.6159
3.93138	0.228786	0.0309402	1.28032	0.0666331	1.61493
3.93086	0.228958	0.0310231	1.28005	0.0666059	1.61397
3.93034	0.22913	0.031106	1.27978	0.0665786	1.61301
3.92982	0.229302	0.0311889	1.27951	0.0665513	1.61205
3.9293	0.229474	0.0312717	1.27924	0.066524	1.61109
3.92878	0.229646	0.0313546	1.27897	0.0664966	1.61013
3.92827	0.229817	0.0314374	1.27871	0.0664693	1.60918
3.92775	0.229989	0.0315201	1.27844	0.0664419	1.60822
3.92723	0.23016	0.0316029	1.27817	0.0664145	1.60727
3.92672	0.230332	0.0316856	1.2779	0.0663871	1.60631
3.9262	0.230503	0.0317683	1.27763	0.0663597	1.60536
3.92569	0.230674	0.031851	1.27737	0.0663322	1.60441
3.92518	0.230846	0.0319336	1.2771	0.0663048	1.60347
3.92466	0.231017	0.0320163	1.27683	0.0662773	1.60252
3.92415	0.231188	0.0320988	1.27656	0.0662498	1.60158
3.92364	0.231359	0.0321814	1.27629	0.0662223	1.60063
3.92313	0.231529	0.032264	1.27603	0.0661947	1.59969
3.92262	0.2317	0.0323465	1.27576	0.0661672	1.59875
3.92211	0.231871	0.032429	1.27549	0.0661396	1.59781
3.9216	0.232041	0.0325114	1.27523	0.066112	1.59687
3.92109	0.232212	0.0325939	1.27496	0.0660844	1.59593
3.92058	0.232382	0.0326763	1.27469	0.0660568	1.595
3.92007	0.232552	0.0327587	1.27442	0.0660291	1.59406
3.91956	0.232723	0.0328411	1.27416	0.0660015	1.59313
3.91906	0.232893	0.0329234	1.27389	0.0659738	1.5922
3.91855	0.233063	0.0330057	1.27363	0.0659461	1.59127
3.91804	0.233233	0.033088	1.27336	0.0659184	1.59034
3.91754	0.233402	0.0331703	1.27309	0.0658906	1.58941
3.91703	0.233572	0.0332525	1.27283	0.0658629	1.58848
3.91653	0.233742	0.0333347	1.27256	0.0658351	1.58756
3.91602	0.233911	0.0334169	1.27229	0.0658073	1.58664
3.91552	0.234081	0.033499	1.27203	0.0657795	1.58571
3.91502	0.23425	0.0335812	1.27176	0.0657517	1.58479
3.91451	0.234419	0.0336633	1.2715	0.0657238	1.58387
3.91401	0.234589	0.0337453	1.27123	0.065696	1.58295
3.91351	0.234758	0.0338274	1.27097	0.0656681	1.58204
3.91301	0.234927	0.0339094	1.2707	0.0656402	1.58112
3.91251	0.235096	0.0339914	1.27044	0.0656123	1.58021
3.91201	0.235265	0.0340733	1.27017	0.0655844	1.57929
3.91151	0.235433	0.0341553	1.26991	0.0655565	1.57838
3.91101	0.235602	0.0342372	1.26964	0.0655285	1.57747
3.91051	0.23577	0.0343191	1.26938	0.0655005	1.57656
3.91002	0.235939	0.0344009	1.26911	0.0654725	1.57565
3.90952	0.236107	0.0344828	1.26885	0.0654445	1.57474
3.90902	0.236276	0.0345646	1.26858	0.0654165	1.57384
3.90853	0.236444	0.0346463	1.26832	0.0653884	1.57293
3.90803	0.236612	0.0347281	1.26806	0.0653604	1.57203
3.90753	0.23678	0.0348098	1.26779	0.0653323	1.57113
3.90704	0.236948	0.0348915	1.26753	0.0653042	1.57023
3.90654	0.237115	0.0349731	1.26726	0.0652761	1.56933
3.90605	0.237283	0.0350548	1.267	0.065248	1.56843
3.90556	0.237451	0.0351364	1.26674	0.0652198	1.56753
3.90506	0.237618	0.035218	1.26647	0.0651916	1.56664
3.90457	0.237786	0.0352995	1.26621	0.0651635	1.56574
