z	u	VVM	VAVM	VPSM	VSM	VSAVM
8.5885	8.58886	304.064	304.07	270.965	2.50322e+29	1.19769e+152
8.58793	8.5883	304.023	304.029	270.924	2.47209e+29	1.13935e+152
8.58736	8.58773	303.983	303.988	270.884	2.44136e+29	1.08386e+152
8.5868	8.58717	303.942	303.948	270.843	2.411e+29	1.03106e+152
8.58623	8.5866	303.901	303.907	270.802	2.38102e+29	9.80842e+151
8.58567	8.58603	303.86	303.866	270.761	2.35142e+29	9.33068e+151
8.5851	8.58547	303.82	303.825	270.72	2.32218e+29	8.8762e+151
8.58454	8.5849	303.779	303.785	270.679	2.2933e+29	8.44386e+151
8.58397	8.58433	303.738	303.744	270.639	2.26479e+29	8.03258e+151
8.5834	8.58377	303.697	303.703	270.598	2.23662e+29	7.64133e+151
8.58284	8.5832	303.657	303.662	270.557	2.20881e+29	7.26913e+151
8.58227	8.58263	303.616	303.622	270.516	2.18134e+29	6.91507e+151
8.58171	8.58207	303.575	303.581	270.475	2.15421e+29	6.57825e+151
8.58114	8.5815	303.534	303.54	270.435	2.12741e+29	6.25784e+151
8.58057	8.58094	303.494	303.499	270.394	2.10095e+29	5.95303e+151
8.58001	8.58037	303.453	303.458	270.353	2.07482e+29	5.66307e+151
8.57944	8.5798	303.412	303.418	270.312	2.04901e+29	5.38723e+151
8.57888	8.57924	303.371	303.377	270.271	2.02353e+29	5.12483e+151
8.57831	8.57867	303.331	303.336	270.231	1.99836e+29	4.87521e+151
8.57774	8.5781	303.29	303.295	270.19	1.9735e+29	4.63775e+151
8.57718	8.57754	303.249	303.255	270.149	1.94895e+29	4.41185e+151
8.57661	8.57697	303.208	303.214	270.108	1.9247e+29	4.19696e+151
8.57604	8.5764	303.167	303.173	270.067	1.90076e+29	3.99253e+151
8.57548	8.57583	303.127	303.132	270.027	1.87711e+29	3.79806e+151
8.57491	8.57527	303.086	303.092	269.986	1.85375e+29	3.61306e+151
8.57435	8.5747	303.045	303.051	269.945	1.83069e+29	3.43708e+151
8.57378	8.57413	303.004	303.01	269.904	1.80791e+29	3.26966e+151
8.57321	8.57357	302.964	302.969	269.863	1.78542e+29	3.1104e+151
8.57265	8.573	302.923	302.929	269.823	1.7632e+29	2.9589e+151
8.57208	8.57243	302.882	302.888	269.782	1.74126e+29	2.81477e+151
8.57151	8.57187	302.841	302.847	269.741	1.71959e+29	2.67767e+151
8.57095	8.5713	302.801	302.806	269.7	1.69819e+29	2.54724e+151
8.57038	8.57073	302.76	302.766	269.659	1.67706e+29	2.42317e+151
8.56981	8.57016	302.719	302.725	269.619	1.65619e+29	2.30514e+151
8.56925	8.5696	302.678	302.684	269.578	1.63558e+29	2.19286e+151
8.56868	8.56903	302.638	302.643	269.537	1.61522e+29	2.08605e+151
8.56811	8.56846	302.597	302.603	269.496	1.59512e+29	1.98444e+151
8.56754	8.56789	302.556	302.562	269.455	1.57526e+29	1.88778e+151
8.56698	8.56733	302.516	302.521	269.415	1.55566e+29	1.79583e+151
8.56641	8.56676	302.475	302.48	269.374	1.53629e+29	1.70836e+151
8.56584	8.56619	302.434	302.44	269.333	1.51717e+29	1.62514e+151
8.56528	8.56563	302.393	302.399	269.292	1.49828e+29	1.54598e+151
8.56471	8.56506	302.353	302.358	269.251	1.47963e+29	1.47068e+151
8.56414	8.56449	302.312	302.317	269.211	1.46121e+29	1.39905e+151
8.56358	8.56392	302.271	302.277	269.17	1.44302e+29	1.3309e+151
8.56301	8.56335	302.23	302.236	269.129	1.42506e+29	1.26607e+151
8.56244	8.56279	302.19	302.195	269.088	1.40732e+29	1.2044e+151
8.56187	8.56222	302.149	302.154	269.048	1.38979e+29	1.14574e+151
8.56131	8.56165	302.108	302.114	269.007	1.37249e+29	1.08993e+151
8.56074	8.56108	302.067	302.073	268.966	1.3554e+29	1.03684e+151
8.56017	8.56052	302.027	302.032	268.925	1.33852e+29	9.86336e+150
8.5596	8.55995	301.986	301.991	268.884	1.32186e+29	9.38293e+150
8.55904	8.55938	301.945	301.951	268.844	1.3054e+29	8.92589e+150
8.55847	8.55881	301.904	301.91	268.803	1.28914e+29	8.49111e+150
8.5579	8.55824	301.864	301.869	268.762	1.27309e+29	8.07752e+150
8.55733	8.55768	301.823	301.828	268.721	1.25723e+29	7.68407e+150
8.55677	8.55711	301.782	301.788	268.681	1.24158e+29	7.30978e+150
8.5562	8.55654	301.742	301.747	268.64	1.22611e+29	6.95372e+150
8.55563	8.55597	301.701	301.706	268.599	1.21084e+29	6.61501e+150
8.55506	8.5554	301.66	301.665	268.558	1.19576e+29	6.2928e+150
8.5545	8.55484	301.619	301.625	268.517	1.18087e+29	5.98628e+150
8.55393	8.55427	301.579	301.584	268.477	1.16616e+29	5.69469e+150
8.55336	8.5537	301.538	301.543	268.436	1.15163e+29	5.4173e+150
8.55279	8.55313	301.497	301.503	268.395	1.13729e+29	5.15342e+150
8.55222	8.55256	301.456	301.462	268.354	1.12312e+29	4.9024e+150
8.55166	8.55199	301.416	301.421	268.314	1.10913e+29	4.66361e+150
8.55109	8.55143	301.375	301.38	268.273	1.09531e+29	4.43644e+150
8.55052	8.55086	301.334	301.34	268.232	1.08167e+29	4.22035e+150
8.54995	8.55029	301.294	301.299	268.191	1.06819e+29	4.01477e+150
8.54938	8.54972	301.253	301.258	268.151	1.05488e+29	3.81921e+150
8.54882	8.54915	301.212	301.217	268.11	1.04174e+29	3.63318e+150
8.54825	8.54858	301.171	301.177	268.069	1.02876e+29	3.45621e+150
8.54768	8.54801	301.131	301.136	268.028	1.01594e+29	3.28786e+150
8.54711	8.54745	301.09	301.095	267.988	1.00328e+29	3.1277e+150
8.54654	8.54688	301.049	301.055	267.947	9.90782e+28	2.97535e+150
8.54597	8.54631	301.009	301.014	267.906	9.78435e+28	2.83042e+150
8.54541	8.54574	300.968	300.973	267.865	9.66242e+28	2.69255e+150
8.54484	8.54517	300.927	300.932	267.825	9.54201e+28	2.5614e+150
8.54427	8.5446	300.886	300.892	267.784	9.4231e+28	2.43663e+150
8.5437	8.54403	300.846	300.851	267.743	9.30566e+28	2.31794e+150
8.54313	8.54346	300.805	300.81	267.702	9.18968e+28	2.20504e+150
8.54256	8.54289	300.764	300.77	267.662	9.07515e+28	2.09763e+150
8.542	8.54233	300.724	300.729	267.621	8.96204e+28	1.99545e+150
8.54143	8.54176	300.683	300.688	267.58	8.85033e+28	1.89825e+150
8.54086	8.54119	300.642	300.647	267.539	8.74002e+28	1.80579e+150
8.54029	8.54062	300.601	300.607	267.499	8.63107e+28	1.71783e+150
8.53972	8.54005	300.561	300.566	267.458	8.52348e+28	1.63415e+150
8.53915	8.53948	300.52	300.525	267.417	8.41723e+28	1.55455e+150
8.53858	8.53891	300.479	300.485	267.376	8.3123e+28	1.47883e+150
8.53801	8.53834	300.439	300.444	267.336	8.20867e+28	1.40679e+150
8.53745	8.53777	300.398	300.403	267.295	8.10634e+28	1.33827e+150
8.53688	8.5372	300.357	300.362	267.254	8.00527e+28	1.27308e+150
8.53631	8.53663	300.317	300.322	267.213	7.90547e+28	1.21107e+150
8.53574	8.53606	300.276	300.281	267.173	7.8069e+28	1.15207e+150
8.53517	8.53549	300.235	300.24	267.132	7.70956e+28	1.09596e+150
8.5346	8.53493	300.194	300.2	267.091	7.61343e+28	1.04257e+150
8.53403	8.53436	300.154	300.159	267.05	7.5185e+28	9.91787e+149
8.53346	8.53379	300.113	300.118	267.01	7.42474e+28	9.43476e+149
8.53289	8.53322	300.072	300.077	266.969	7.33216e+28	8.97519e+149
8.53232	8.53265	300.032	300.037	266.928	7.24072e+28	8.538e+149
8.53176	8.53208	299.991	299.996	266.887	7.15043e+28	8.1221e+149
8.53119	8.53151	299.95	299.955	266.847	7.06125e+28	7.72647e+149
8.53062	8.53094	299.91	299.915	266.806	6.97319e+28	7.3501e+149
8.53005	8.53037	299.869	299.874	266.765	6.88622e+28	6.99207e+149
8.52948	8.5298	299.828	299.833	266.724	6.80033e+28	6.65148e+149
8.52891	8.52923	299.787	299.793	266.684	6.71551e+28	6.32748e+149
8.52834	8.52866	299.747	299.752	266.643	6.63175e+28	6.01926e+149
8.52777	8.52809	299.706	299.711	266.602	6.54903e+28	5.72606e+149
8.5272	8.52752	299.665	299.67	266.562	6.46734e+28	5.44713e+149
8.52663	8.52695	299.625	299.63	266.521	6.38666e+28	5.1818e+149
8.52606	8.52638	299.584	299.589	266.48	6.30699e+28	4.92939e+149
8.52549	8.52581	299.543	299.548	266.439	6.22831e+28	4.68927e+149
8.52492	8.52524	299.503	299.508	266.399	6.15061e+28	4.46085e+149
8.52435	8.52467	299.462	299.467	266.358	6.07387e+28	4.24355e+149
