#: table_doi: 10.17182/hepdata.47450.v1/t2
#: name: Table 2
#: description: Measured values of F2 for the FD sample.

#: data_file: Table2.yaml
#: keyword reactions: E- GAMMA --> E- HADRONS | E+ GAMMA --> E+ HADRONS | GAMMA* GAMMA --> HADRONS
#: keyword observables: F2
#: keyword phrases: Exclusive | Structure Function | Photoproduction | Electron production
#: keyword cmenergies: 0.001
#: SQRT(S(C=EE)) [GEV],,,161 TO 172
#: RE,,,E+- GAMMA --> E+- HADRONS
#: Q**2 [GEV**2],,,20 TO 40 (MEAN=30)
#: SQRT(S) [GeV],,,0.001
X,X LOW,X HIGH,F2/ALPHAE,stat +,stat -,sys +,sys -
0.07500000000000001,0.05,0.1,0.32,0.04,-0.04,0.11,-0.02
0.22499999999999998,0.1,0.35,0.52,0.05,-0.05,0.06,-0.13
0.475,0.35,0.6,0.41,0.09,-0.09,0.2,-0.05
0.7,0.6,0.8,0.46,0.15,-0.15,0.39,-0.14

#: SQRT(S(C=EE)) [GEV],,,161 TO 172
#: RE,,,E+- GAMMA --> E+- HADRONS
#: Q**2 [GEV**2],,,40 TO 100 (MEAN=59)
#: SQRT(S) [GeV],,,0.001
X,X LOW,X HIGH,F2/ALPHAE,stat +,stat -,sys +,sys -
0.07500000000000001,0.05,0.1,0.37,0.06,-0.06,0.28,-0.07
0.22499999999999998,0.1,0.35,0.44,0.07,-0.07,0.08,-0.07
0.475,0.35,0.6,0.48,0.09,-0.09,0.16,-0.1
0.7,0.6,0.8,0.51,0.14,-0.14,0.48,-0.02

#: SQRT(S(C=EE)) [GEV],,,161 TO 172
#: RE,,,E+- GAMMA --> E+- HADRONS
#: Q**2 [GEV**2],,,20 TO 100 (MEAN=41)
#: SQRT(S) [GeV],,,0.001
X,X LOW,X HIGH,F2/ALPHAE,stat +,stat -,sys +,sys -
0.07500000000000001,0.05,0.1,0.33,0.03,-0.03,0.15,-0.03
0.22499999999999998,0.1,0.35,0.49,0.04,-0.04,0.02,-0.12
0.475,0.35,0.6,0.43,0.07,-0.07,0.15,-0.05
0.7,0.6,0.8,0.54,0.11,-0.11,0.41,-0.11

