j	t1(j)	t2(j)	t3(j)	t4(j)
1.26	0.141318	0.496323	0.901192	1.41073
1.27	0.159106	0.522747	0.929298	1.43839
1.28	0.176685	0.548948	0.957419	1.46615
1.29	0.194067	0.574924	0.985548	1.49401
1.3	0.211263	0.600673	1.01368	1.52195
1.31	0.228284	0.626196	1.0418	1.54998
1.32	0.245139	0.651494	1.06991	1.5781
1.33	0.261837	0.67657	1.09799	1.6063
1.34	0.278385	0.701426	1.12605	1.63458
1.35	0.294791	0.726067	1.15407	1.66294
1.36	0.311063	0.750496	1.18204	1.69138
1.37	0.327205	0.774718	1.20997	1.71988
1.38	0.343225	0.798738	1.23784	1.74846
1.39	0.359128	0.822561	1.26565	1.77709
1.4	0.374918	0.846191	1.29339	1.80579
1.41	0.390601	0.869636	1.32107	1.83454
1.42	0.406181	0.892899	1.34866	1.86335
1.43	0.421662	0.915987	1.37618	1.89221
1.44	0.437048	0.938904	1.40361	1.9211
1.45	0.452344	0.961657	1.43095	1.95004
1.46	0.467552	0.98425	1.4582	1.97902
1.47	0.482676	1.00669	1.48537	2.00802
1.48	0.497719	1.02898	1.51243	2.03705
1.49	0.512684	1.05113	1.5394	2.0661
1.5	0.527574	1.07313	1.56627	2.09517
1.51	0.542391	1.095	1.59304	2.12425
1.52	0.557139	1.11675	1.61971	2.15334
1.53	0.571819	1.13836	1.64628	2.18244
1.54	0.586435	1.15986	1.67275	2.21153
1.55	0.600987	1.18124	1.69912	2.24063
1.56	0.615479	1.2025	1.72539	2.26971
1.57	0.629913	1.22366	1.75155	2.29878
1.58	0.64429	1.24471	1.77762	2.32784
1.59	0.658612	1.26566	1.80358	2.35687
1.6	0.672881	1.2865	1.82945	2.38589
1.61	0.687099	1.30726	1.85522	2.41488
1.62	0.701268	1.32792	1.88089	2.44384
1.63	0.715388	1.34849	1.90647	2.47276
1.64	0.729463	1.36898	1.93195	2.50166
1.65	0.743492	1.38938	1.95733	2.53051
1.66	0.757478	1.4097	1.98263	2.55932
1.67	0.771422	1.42995	2.00783	2.5881
1.68	0.785326	1.45011	2.03295	2.61682
1.69	0.79919	1.47021	2.05797	2.6455
1.7	0.813016	1.49023	2.08291	2.67413
1.71	0.826804	1.51019	2.10776	2.70271
1.72	0.840558	1.53007	2.13253	2.73124
1.73	0.854276	1.5499	2.15722	2.75971
1.74	0.867961	1.56966	2.18182	2.78813
1.75	0.881613	1.58936	2.20635	2.81649
1.76	0.895234	1.609	2.2308	2.84479
1.77	0.908825	1.62858	2.25517	2.87303
1.78	0.922386	1.64811	2.27947	2.90122
1.79	0.935918	1.66758	2.30369	2.92934
1.8	0.949423	1.687	2.32784	2.95741
1.81	0.9629	1.70637	2.35192	2.98541
1.82	0.976352	1.72569	2.37593	3.01335
1.83	0.989779	1.74497	2.39987	3.04123
1.84	1.00318	1.76419	2.42374	3.06904
1.85	1.01656	1.78337	2.44755	3.0968
1.86	1.02992	1.80251	2.47129	3.12449
1.87	1.04325	1.8216	2.49497	3.15211
1.88	1.05656	1.84065	2.51859	3.17968
1.89	1.06985	1.85966	2.54215	3.20718
