j	t1(j)	t2(j)	t3(j)	t4(j)
2.38	1.94789	3.62337	5.39476	7.23057
2.39	1.95762	3.63766	5.41356	7.25362
2.4	1.96735	3.65197	5.43236	7.27666
2.41	1.97709	3.66627	5.45116	7.29969
2.42	1.98685	3.68059	5.46995	7.32271
2.43	1.99661	3.69491	5.48874	7.34573
2.44	2.00638	3.70923	5.50754	7.36874
2.45	2.01617	3.72356	5.52633	7.39175
2.46	2.02596	3.7379	5.54512	7.41475
2.47	2.03577	3.75224	5.56391	7.43774
2.48	2.04558	3.76659	5.5827	7.46073
2.49	2.05541	3.78094	5.60149	7.48371
2.5	2.06524	3.7953	5.62028	7.50668
2.51	2.07509	3.80967	5.63907	7.52965
2.52	2.08495	3.82404	5.65786	7.55261
2.53	2.09482	3.83842	5.67665	7.57557
2.54	2.1047	3.8528	5.69544	7.59852
2.55	2.11459	3.86719	5.71423	7.62146
2.56	2.12449	3.88158	5.73302	7.6444
2.57	2.1344	3.89599	5.75181	7.66733
2.58	2.14432	3.91039	5.77059	7.69026
2.59	2.15426	3.92481	5.78938	7.71318
2.6	2.1642	3.93923	5.80817	7.7361
2.61	2.17416	3.95366	5.82696	7.75901
2.62	2.18413	3.96809	5.84575	7.78192
2.63	2.19411	3.98253	5.86454	7.80482
2.64	2.2041	3.99698	5.88333	7.82772
2.65	2.21411	4.01143	5.90212	7.85061
2.66	2.22412	4.02589	5.92092	7.8735
2.67	2.23415	4.04036	5.93971	7.89638
2.68	2.24419	4.05483	5.9585	7.91926
2.69	2.25424	4.06931	5.9773	7.94213
2.7	2.2643	4.0838	5.99609	7.965
2.71	2.27437	4.0983	6.01489	7.98786
2.72	2.28446	4.1128	6.03368	8.01072
2.73	2.29455	4.1273	6.05248	8.03357
2.74	2.30466	4.14182	6.07128	8.05643
2.75	2.31479	4.15634	6.09008	8.07927
2.76	2.32492	4.17087	6.10888	8.10211
2.77	2.33506	4.18541	6.12768	8.12495
2.78	2.34522	4.19995	6.14648	8.14779
2.79	2.35539	4.2145	6.16529	8.17062
2.8	2.36557	4.22906	6.18409	8.19344
2.81	2.37577	4.24362	6.2029	8.21627
2.82	2.38598	4.25819	6.22171	8.23909
2.83	2.3962	4.27277	6.24052	8.2619
2.84	2.40643	4.28736	6.25933	8.28471
2.85	2.41667	4.30195	6.27814	8.30752
2.86	2.42693	4.31655	6.29696	8.33033
2.87	2.4372	4.33116	6.31578	8.35313
2.88	2.44748	4.34578	6.33459	8.37593
2.89	2.45777	4.3604	6.35341	8.39872
2.9	2.46808	4.37503	6.37224	8.42151
2.91	2.4784	4.38967	6.39106	8.4443
2.92	2.48873	4.40432	6.40989	8.46709
2.93	2.49908	4.41897	6.42872	8.48987
2.94	2.50944	4.43364	6.44755	8.51265
2.95	2.51981	4.4483	6.46638	8.53543
2.96	2.53019	4.46298	6.48521	8.5582
2.97	2.54058	4.47767	6.50405	8.58097
2.98	2.55099	4.49236	6.52289	8.60374
2.99	2.56142	4.50706	6.54173	8.62651
3	2.57185	4.52177	6.56057	8.64927
3.01	2.5823	4.53648	6.57942	8.67203
3.02	2.59276	4.55121	6.59826	8.69479
3.03	2.60323	4.56594	6.61712	8.71755
3.04	2.61372	4.58068	6.63597	8.7403
3.05	2.62422	4.59543	6.65482	8.76306
3.06	2.63473	4.61018	6.67368	8.78581
