j	t1(j)	t2(j)	t3(j)	t4(j)
1.4	0.973075	2.17783	3.45705	4.82151
1.41	0.981949	2.19073	3.47456	4.84347
1.42	0.99081	2.20363	3.49208	4.86542
1.43	0.99966	2.21653	3.50958	4.88736
1.44	1.0085	2.22943	3.52709	4.90929
1.45	1.01733	2.24233	3.54459	4.93121
1.46	1.02614	2.25524	3.56209	4.95311
1.47	1.03495	2.26814	3.57959	4.97501
1.48	1.04375	2.28104	3.59708	4.9969
1.49	1.05254	2.29395	3.61457	5.01877
1.5	1.06132	2.30686	3.63206	5.04064
1.51	1.07009	2.31976	3.64954	5.06249
1.52	1.07886	2.33267	3.66702	5.08434
1.53	1.08762	2.34558	3.6845	5.10617
1.54	1.09637	2.35849	3.70198	5.128
1.55	1.10511	2.37141	3.71945	5.14981
1.56	1.11385	2.38432	3.73692	5.17162
1.57	1.12259	2.39724	3.75439	5.19342
1.58	1.13131	2.41015	3.77185	5.2152
1.59	1.14004	2.42307	3.78931	5.23698
1.6	1.14876	2.436	3.80677	5.25874
1.61	1.15747	2.44892	3.82423	5.2805
1.62	1.16618	2.46185	3.84168	5.30225
1.63	1.17489	2.47477	3.85913	5.32398
1.64	1.1836	2.4877	3.87658	5.34571
1.65	1.1923	2.50064	3.89402	5.36743
1.66	1.201	2.51357	3.91147	5.38914
1.67	1.20969	2.52651	3.92891	5.41084
1.68	1.21839	2.53945	3.94635	5.43254
1.69	1.22708	2.55239	3.96378	5.45422
1.7	1.23577	2.56534	3.98121	5.47589
1.71	1.24447	2.57829	3.99864	5.49756
1.72	1.25316	2.59124	4.01607	5.51921
1.73	1.26185	2.60419	4.0335	5.54086
1.74	1.27054	2.61715	4.05092	5.5625
1.75	1.27923	2.63011	4.06835	5.58413
1.76	1.28792	2.64307	4.08577	5.60575
1.77	1.29661	2.65604	4.10318	5.62737
1.78	1.3053	2.66901	4.1206	5.64897
1.79	1.314	2.68199	4.13801	5.67057
1.8	1.32269	2.69496	4.15543	5.69216
1.81	1.33139	2.70794	4.17284	5.71374
1.82	1.34009	2.72093	4.19024	5.73531
1.83	1.34879	2.73392	4.20765	5.75688
1.84	1.35749	2.74691	4.22506	5.77843
1.85	1.3662	2.7599	4.24246	5.79998
1.86	1.3749	2.7729	4.25986	5.82152
1.87	1.38362	2.78591	4.27726	5.84306
1.88	1.39233	2.79891	4.29466	5.86458
1.89	1.40105	2.81192	4.31206	5.8861
1.9	1.40977	2.82494	4.32945	5.90761
1.91	1.41849	2.83796	4.34685	5.92912
1.92	1.42722	2.85098	4.36424	5.95061
1.93	1.43596	2.86401	4.38163	5.9721
1.94	1.44469	2.87704	4.39902	5.99359
1.95	1.45344	2.89008	4.41641	6.01506
1.96	1.46218	2.90312	4.4338	6.03653
1.97	1.47093	2.91616	4.45119	6.05799
1.98	1.47969	2.92921	4.46857	6.07945
1.99	1.48845	2.94227	4.48596	6.10089
2	1.49722	2.95533	4.50334	6.12234
2.01	1.50599	2.96839	4.52072	6.14377
2.02	1.51477	2.98146	4.53811	6.1652
2.03	1.52356	2.99453	4.55549	6.18662
2.04	1.53235	3.00761	4.57287	6.20804
2.05	1.54114	3.0207	4.59025	6.22944
2.06	1.54995	3.03378	4.60763	6.25085
2.07	1.55876	3.04688	4.62501	6.27224
2.08	1.56757	3.05997	4.64239	6.29363
2.09	1.57639	3.07308	4.65976	6.31502
2.1	1.58522	3.08619	4.67714	6.3364
2.11	1.59406	3.0993	4.69452	6.35777
2.12	1.6029	3.11242	4.7119	6.37914
2.13	1.61175	3.12554	4.72927	6.4005
2.14	1.62061	3.13867	4.74665	6.42185
2.15	1.62948	3.15181	4.76402	6.4432
2.16	1.63835	3.16495	4.7814	6.46455
2.17	1.64723	3.17809	4.79878	6.48589
2.18	1.65612	3.19125	4.81615	6.50722
2.19	1.66502	3.2044	4.83353	6.52855
2.2	1.67392	3.21757	4.8509	6.54987
2.21	1.68283	3.23073	4.86828	6.57119
2.22	1.69175	3.24391	4.88566	6.5925
2.23	1.70068	3.25709	4.90303	6.61381
2.24	1.70962	3.27027	4.92041	6.63511
2.25	1.71857	3.28346	4.93779	6.65641
2.26	1.72752	3.29666	4.95516	6.6777
2.27	1.73649	3.30987	4.97254	6.69899
2.28	1.74546	3.32307	4.98992	6.72027
2.29	1.75444	3.33629	5.0073	6.74155
2.3	1.76343	3.34951	5.02468	6.76282
2.31	1.77243	3.36274	5.04206	6.78409
2.32	1.78144	3.37597	5.05944	6.80536
2.33	1.79046	3.38921	5.07682	6.82662
2.34	1.79948	3.40246	5.0942	6.84787
2.35	1.80852	3.41571	5.11158	6.86912
2.36	1.81757	3.42897	5.12897	6.89037
2.37	1.82662	3.44223	5.14635	6.91162
2.38	1.83569	3.4555	5.16374	6.93286
2.39	1.84476	3.46878	5.18112	6.95409
2.4	1.85385	3.48206	5.19851	6.97532
2.41	1.86295	3.49535	5.2159	6.99655
2.42	1.87205	3.50865	5.23329	7.01777
2.43	1.88117	3.52195	5.25068	7.03899
2.44	1.89029	3.53526	5.26807	7.06021
2.45	1.89943	3.54858	5.28547	7.08142
2.46	1.90857	3.5619	5.30286	7.10263
2.47	1.91773	3.57523	5.32026	7.12384
2.48	1.9269	3.58857	5.33765	7.14504
2.49	1.93607	3.60191	5.35505	7.16624
2.5	1.94526	3.61526	5.37245	7.18743
2.51	1.95446	3.62862	5.38985	7.20862
2.52	1.96367	3.64198	5.40725	7.22981
2.53	1.97289	3.65536	5.42466	7.251
2.54	1.98212	3.66873	5.44207	7.27218
2.55	1.99136	3.68212	5.45947	7.29336
2.56	2.00061	3.69551	5.47688	7.31453
2.57	2.00987	3.70891	5.49429	7.33571
2.58	2.01914	3.72231	5.51171	7.35688
2.59	2.02843	3.73572	5.52912	7.37804
2.6	2.03772	3.74914	5.54654	7.39921
2.61	2.04703	3.76257	5.56396	7.42037
2.62	2.05635	3.776	5.58138	7.44153
2.63	2.06568	3.78945	5.5988	7.46269
2.64	2.07502	3.80289	5.61623	7.48384
2.65	2.08437	3.81635	5.63365	7.50499
2.66	2.09373	3.82981	5.65108	7.52614
2.67	2.10311	3.84328	5.66851	7.54729
2.68	2.11249	3.85676	5.68595	7.56843
2.69	2.12189	3.87024	5.70338	7.58957
2.7	2.1313	3.88374	5.72082	7.61071
2.71	2.14072	3.89724	5.73826	7.63185
2.72	2.15015	3.91074	5.7557	7.65298
2.73	2.15959	3.92426	5.77315	7.67412
2.74	2.16905	3.93778	5.79059	7.69525
2.75	2.17851	3.95131	5.80804	7.71638
2.76	2.18799	3.96484	5.82549	7.7375
2.77	2.19748	3.97839	5.84295	7.75863
2.78	2.20698	3.99194	5.86041	7.77975
2.79	2.2165	4.0055	5.87787	7.80087
2.8	2.22602	4.01907	5.89533	7.82199
2.81	2.23556	4.03264	5.91279	7.84311
2.82	2.24511	4.04623	5.93026	7.86423
2.83	2.25467	4.05982	5.94773	7.88534
2.84	2.26424	4.07341	5.9652	7.90646
2.85	2.27383	4.08702	5.98268	7.92757
2.86	2.28342	4.10063	6.00016	7.94868
2.87	2.29303	4.11425	6.01764	7.96979
2.88	2.30265	4.12788	6.03513	7.99089
2.89	2.31228	4.14152	6.05261	8.012
2.9	2.32193	4.15516	6.07011	8.0331
2.91	2.33159	4.16882	6.0876	8.05421
2.92	2.34126	4.18248	6.1051	8.07531
2.93	2.35094	4.19615	6.1226	8.09641
2.94	2.36063	4.20982	6.1401	8.11751
2.95	2.37034	4.22351	6.15761	8.13861
2.96	2.38006	4.2372	6.17511	8.15971
2.97	2.38979	4.2509	6.19263	8.18081
2.98	2.39953	4.26461	6.21014	8.2019
2.99	2.40929	4.27832	6.22766	8.223
3	2.41905	4.29205	6.24518	8.24409
3.01	2.42883	4.30578	6.26271	8.26519
3.02	2.43862	4.31952	6.28024	8.28628
3.03	2.44843	4.33327	6.29777	8.30737
3.04	2.45825	4.34703	6.31531	8.32846
3.05	2.46808	4.36079	6.33285	8.34955
3.06	2.47792	4.37457	6.35039	8.37064
3.07	2.48777	4.38835	6.36794	8.39173
3.08	2.49764	4.40214	6.38549	8.41282
3.09	2.50752	4.41594	6.40304	8.43391
3.1	2.51741	4.42974	6.4206	8.455
3.11	2.52732	4.44356	6.43816	8.47609
3.12	2.53723	4.45738	6.45572	8.49717
3.13	2.54716	4.47121	6.47329	8.51826
3.14	2.55711	4.48505	6.49086	8.53935
3.15	2.56706	4.4989	6.50844	8.56044
3.16	2.57703	4.51275	6.52602	8.58152
3.17	2.58701	4.52662	6.5436	8.60261
3.18	2.597	4.54049	6.56119	8.6237
3.19	2.60701	4.55437	6.57878	8.64478
3.2	2.61702	4.56826	6.59638	8.66587
3.21	2.62705	4.58216	6.61398	8.68695
3.22	2.6371	4.59606	6.63158	8.70804
3.23	2.64715	4.60998	6.64919	8.72913
3.24	2.65722	4.6239	6.6668	8.75021
3.25	2.6673	4.63783	6.68441	8.7713
3.26	2.6774	4.65177	6.70203	8.79239
3.27	2.68751	4.66572	6.71965	8.81348
3.28	2.69763	4.67968	6.73728	8.83456
3.29	2.70776	4.69365	6.75491	8.85565
3.3	2.7179	4.70762	6.77255	8.87674
3.31	2.72806	4.7216	6.79019	8.89783
3.32	2.73823	4.73559	6.80783	8.91892
3.33	2.74842	4.7496	6.82548	8.94001
3.34	2.75861	4.7636	6.84313	8.9611
3.35	2.76882	4.77762	6.86079	8.98219
3.36	2.77904	4.79165	6.87845	9.00328
3.37	2.78928	4.80568	6.89612	9.02437
3.38	2.79953	4.81973	6.91379	9.04546
3.39	2.80979	4.83378	6.93146	9.06655
3.4	2.82006	4.84784	6.94914	9.08765
3.41	2.83034	4.86191	6.96682	9.10874
3.42	2.84064	4.87599	6.98451	9.12984
3.43	2.85096	4.89007	7.0022	9.15093
3.44	2.86128	4.90417	7.0199	9.17203
3.45	2.87162	4.91827	7.0376	9.19313
3.46	2.88197	4.93238	7.05531	9.21422
3.47	2.89233	4.94651	7.07302	9.23532
3.48	2.90271	4.96064	7.09073	9.25642
3.49	2.9131	4.97478	7.10845	9.27753
3.5	2.9235	4.98892	7.12617	9.29863
3.51	2.93391	5.00308	7.1439	9.31973
3.52	2.94434	5.01725	7.16164	9.34084
