j	t1(j)	t2(j)	t3(j)	t4(j)
1.26	-0.185875	0.41676	0.977483	1.55106
1.27	-0.166566	0.439717	1.00282	1.57814
1.28	-0.147273	0.462652	1.02814	1.60519
1.29	-0.127993	0.485564	1.05343	1.63223
1.3	-0.108728	0.508453	1.0787	1.65925
1.31	-0.0894767	0.531319	1.10395	1.68624
1.32	-0.0702389	0.554164	1.12917	1.71322
1.33	-0.0510144	0.576987	1.15436	1.74018
1.34	-0.031803	0.599788	1.17954	1.76712
1.35	-0.0126046	0.622568	1.20469	1.79403
1.36	0.0065812	0.645327	1.22981	1.82093
1.37	0.0257545	0.668064	1.25492	1.84781
1.38	0.0449155	0.690782	1.28	1.87467
1.39	0.0640645	0.713479	1.30506	1.90151
1.4	0.0832016	0.736155	1.3301	1.92833
1.41	0.102327	0.758812	1.35511	1.95514
1.42	0.121441	0.781449	1.38011	1.98192
1.43	0.140543	0.804066	1.40508	2.00869
1.44	0.159635	0.826664	1.43003	2.03543
1.45	0.178715	0.849243	1.45496	2.06216
1.46	0.197785	0.871804	1.47987	2.08887
1.47	0.216844	0.894345	1.50476	2.11556
1.48	0.235892	0.916868	1.52962	2.14223
1.49	0.254931	0.939372	1.55447	2.16889
1.5	0.273958	0.961859	1.57929	2.19552
1.51	0.292976	0.984327	1.6041	2.22214
1.52	0.311984	1.00678	1.62888	2.24874
1.53	0.330983	1.02921	1.65365	2.27532
1.54	0.349971	1.05163	1.67839	2.30189
1.55	0.36895	1.07402	1.70312	2.32843
1.56	0.38792	1.09641	1.72782	2.35496
1.57	0.406881	1.11877	1.75251	2.38147
1.58	0.425832	1.14112	1.77718	2.40796
1.59	0.444775	1.16345	1.80183	2.43444
1.6	0.463708	1.18576	1.82646	2.4609
1.61	0.482633	1.20806	1.85107	2.48734
1.62	0.501549	1.23034	1.87566	2.51376
1.63	0.520457	1.25261	1.90023	2.54017
1.64	0.539356	1.27486	1.92479	2.56656
1.65	0.558247	1.29709	1.94933	2.59293
1.66	0.57713	1.31931	1.97384	2.61928
1.67	0.596004	1.34151	1.99835	2.64562
1.68	0.614871	1.3637	2.02283	2.67194
1.69	0.633729	1.38587	2.04729	2.69825
1.7	0.65258	1.40803	2.07174	2.72453
1.71	0.671424	1.43017	2.09617	2.7508
1.72	0.690259	1.4523	2.12058	2.77706
1.73	0.709087	1.47442	2.14498	2.80329
1.74	0.727908	1.49651	2.16936	2.82951
1.75	0.746721	1.5186	2.19372	2.85572
1.76	0.765527	1.54067	2.21807	2.88191
1.77	0.784325	1.56272	2.24239	2.90808
1.78	0.803117	1.58477	2.26671	2.93423
1.79	0.821902	1.60679	2.291	2.96037
1.8	0.840679	1.62881	2.31528	2.9865
1.81	0.85945	1.65081	2.33954	3.0126
1.82	0.878214	1.6728	2.36379	3.03869
1.83	0.896971	1.69477	2.38802	3.06477
1.84	0.915722	1.71673	2.41223	3.09083
1.85	0.934466	1.73868	2.43643	3.11687
1.86	0.953203	1.76061	2.46062	3.1429
1.87	0.971934	1.78253	2.48478	3.16891
1.88	0.990659	1.80444	2.50893	3.19491
1.89	1.00938	1.82633	2.53307	3.22089
1.9	1.02809	1.84821	2.55719	3.24685
1.91	1.0468	1.87008	2.5813	3.2728
1.92	1.0655	1.89194	2.60539	3.29874
1.93	1.08419	1.91379	2.62946	3.32465
1.94	1.10288	1.93562	2.65352	3.35056
1.95	1.12156	1.95744	2.67757	3.37645
1.96	1.14024	1.97924	2.7016	3.40232
1.97	1.15891	2.00104	2.72562	3.42818
1.98	1.17757	2.02282	2.74962	3.45402
1.99	1.19623	2.0446	2.77361	3.47985
2	1.21488	2.06636	2.79758	3.50566
2.01	1.23353	2.0881	2.82154	3.53146
2.02	1.25217	2.10984	2.84548	3.55725
2.03	1.27081	2.13156	2.86942	3.58302
2.04	1.28944	2.15328	2.89333	3.60877
2.05	1.30806	2.17498	2.91723	3.63451
2.06	1.32669	2.19667	2.94112	3.66024
2.07	1.3453	2.21835	2.965	3.68595
2.08	1.36391	2.24002	2.98886	3.71164
2.09	1.38252	2.26168	3.01271	3.73732
2.1	1.40111	2.28332	3.03654	3.76299
2.11	1.41971	2.30496	3.06036	3.78865
2.12	1.4383	2.32658	3.08417	3.81429
2.13	1.45688	2.3482	3.10797	3.83991
2.14	1.47546	2.3698	3.13175	3.86552
2.15	1.49404	2.39139	3.15552	3.89112
2.16	1.51261	2.41297	3.17927	3.9167
2.17	1.53117	2.43454	3.20302	3.94227
2.18	1.54973	2.4561	3.22674	3.96783
2.19	1.56829	2.47766	3.25046	3.99337
2.2	1.58684	2.4992	3.27417	4.0189
2.21	1.60538	2.52073	3.29786	4.04441
2.22	1.62393	2.54225	3.32154	4.06991
2.23	1.64246	2.56376	3.3452	4.0954
2.24	1.661	2.58526	3.36886	4.12088
2.25	1.67952	2.60675	3.3925	4.14634
2.26	1.69805	2.62823	3.41613	4.17178
2.27	1.71657	2.6497	3.43975	4.19722
2.28	1.73508	2.67116	3.46335	4.22264
2.29	1.75359	2.69261	3.48694	4.24805
2.3	1.7721	2.71405	3.51052	4.27344
2.31	1.7906	2.73548	3.53409	4.29882
2.32	1.8091	2.7569	3.55765	4.32419
2.33	1.82759	2.77832	3.5812	4.34954
2.34	1.84608	2.79972	3.60473	4.37489
2.35	1.86456	2.82111	3.62825	4.40022
2.36	1.88304	2.8425	3.65176	4.42553
2.37	1.90152	2.86387	3.67526	4.45084
2.38	1.91999	2.88524	3.69875	4.47613
2.39	1.93846	2.9066	3.72223	4.50141
2.4	1.95692	2.92794	3.74569	4.52667
2.41	1.97539	2.94928	3.76915	4.55192
2.42	1.99384	2.97061	3.79259	4.57717
2.43	2.01229	2.99194	3.81602	4.60239
2.44	2.03074	3.01325	3.83944	4.62761
2.45	2.04919	3.03455	3.86285	4.65281
2.46	2.06763	3.05585	3.88625	4.67801
2.47	2.08607	3.07713	3.90963	4.70318
2.48	2.1045	3.09841	3.93301	4.72835
2.49	2.12293	3.11968	3.95638	4.75351
2.5	2.14136	3.14094	3.97973	4.77865
2.51	2.15978	3.16219	4.00307	4.80378
2.52	2.1782	3.18344	4.02641	4.8289
2.53	2.19661	3.20467	4.04973	4.85401
2.54	2.21503	3.2259	4.07304	4.8791
2.55	2.23343	3.24712	4.09634	4.90418
2.56	2.25184	3.26833	4.11964	4.92926
2.57	2.27024	3.28953	4.14292	4.95431
2.58	2.28864	3.31073	4.16619	4.97936
2.59	2.30703	3.33191	4.18945	5.0044
2.6	2.32542	3.35309	4.2127	5.02942
2.61	2.34381	3.37426	4.23594	5.05444
2.62	2.36219	3.39542	4.25917	5.07944
2.63	2.38057	3.41658	4.28239	5.10443
2.64	2.39895	3.43773	4.3056	5.12941
2.65	2.41732	3.45886	4.3288	5.15438
2.66	2.43569	3.47999	4.35199	5.17933
2.67	2.45406	3.50112	4.37517	5.20428
2.68	2.47242	3.52223	4.39834	5.22921
2.69	2.49078	3.54334	4.4215	5.25413
2.7	2.50914	3.56444	4.44465	5.27905
2.71	2.5275	3.58553	4.46779	5.30395
2.72	2.54585	3.60662	4.49093	5.32884
2.73	2.5642	3.6277	4.51405	5.35372
