A	q	Phi	tau	dq/dA	dPhi/dA	dtau/dA	d2q/dA2	d2Phi/dA2	d2tau/dA2	d3tau/dA3
-76.78	-2.55485e-35	119.993	8.52482	-2.57125e-35	-1.50481	-0.0684358	-2.58796e-35	-6.17893e-05	-0.000336347	-0.0627358
-76.77	-2.58069e-35	119.978	8.52413	-2.59726e-35	-1.50481	-0.0684391	-2.61415e-35	-6.18052e-05	-0.000336408	-0.0628311
-76.76	-2.6068e-35	119.963	8.52345	-2.62353e-35	-1.50481	-0.0684425	-2.64059e-35	-6.18211e-05	-0.000336468	-0.0629266
-76.75	-2.63317e-35	119.948	8.52276	-2.65007e-35	-1.50481	-0.0684459	-2.66731e-35	-6.18371e-05	-0.000336529	-0.0630221
-76.74	-2.6598e-35	119.933	8.52208	-2.67688e-35	-1.50481	-0.0684492	-2.69429e-35	-6.1853e-05	-0.000336589	-0.0631178
-76.73	-2.6867e-35	119.917	8.52139	-2.70396e-35	-1.50481	-0.0684526	-2.72155e-35	-6.18689e-05	-0.00033665	-0.0632135
-76.72	-2.71388e-35	119.902	8.52071	-2.73131e-35	-1.50481	-0.068456	-2.74908e-35	-6.18849e-05	-0.00033671	-0.0633094
-76.71	-2.74133e-35	119.887	8.52003	-2.75894e-35	-1.50481	-0.0684593	-2.77689e-35	-6.19008e-05	-0.000336771	-0.0634054
-76.7	-2.76906e-35	119.872	8.51934	-2.78685e-35	-1.50481	-0.0684627	-2.80499e-35	-6.19168e-05	-0.000336831	-0.0635016
-76.69	-2.79707e-35	119.857	8.51866	-2.81504e-35	-1.50481	-0.0684661	-2.83336e-35	-6.19328e-05	-0.000336892	-0.0635978
-76.68	-2.82536e-35	119.842	8.51797	-2.84352e-35	-1.50481	-0.0684695	-2.86203e-35	-6.19487e-05	-0.000336953	-0.0636942
-76.67	-2.85394e-35	119.827	8.51729	-2.87228e-35	-1.50481	-0.0684728	-2.89098e-35	-6.19647e-05	-0.000337013	-0.0637907
-76.66	-2.88281e-35	119.812	8.5166	-2.90134e-35	-1.50481	-0.0684762	-2.92023e-35	-6.19807e-05	-0.000337074	-0.0638873
-76.65	-2.91197e-35	119.797	8.51592	-2.93069e-35	-1.50481	-0.0684796	-2.94977e-35	-6.19967e-05	-0.000337135	-0.063984
-76.64	-2.94142e-35	119.782	8.51523	-2.96034e-35	-1.50481	-0.0684829	-2.97961e-35	-6.20127e-05	-0.000337195	-0.0640809
-76.63	-2.97118e-35	119.767	8.51455	-2.99028e-35	-1.50482	-0.0684863	-3.00976e-35	-6.20287e-05	-0.000337256	-0.0641779
-76.62	-3.00123e-35	119.752	8.51386	-3.02053e-35	-1.50482	-0.0684897	-3.04021e-35	-6.20447e-05	-0.000337317	-0.064275
-76.61	-3.03159e-35	119.737	8.51318	-3.05109e-35	-1.50482	-0.0684931	-3.07097e-35	-6.20607e-05	-0.000337377	-0.0643722
