z	u	VVM	VAVM	VPSM	VSM	VSAVM
2.86234	16.2491	5886.7	6488.21	6492.28	5886.52	6488.21
2.86084	16.2313	5874.96	6475.83	6479.91	5874.78	6475.83
2.85935	16.2136	5863.23	6463.47	6467.55	5863.05	6463.47
2.85785	16.1958	5851.52	6451.13	6455.2	5851.34	6451.13
2.85636	16.1781	5839.81	6438.79	6442.86	5839.63	6438.79
2.85486	16.1604	5828.13	6426.47	6430.54	5827.95	6426.47
2.85337	16.1427	5816.45	6414.16	6418.23	5816.27	6414.16
2.85187	16.1249	5804.79	6401.87	6405.93	5804.6	6401.87
2.85037	16.1072	5793.14	6389.58	6393.65	5792.95	6389.58
2.84887	16.0895	5781.5	6377.31	6381.38	5781.31	6377.31
2.84738	16.0717	5769.88	6365.05	6369.12	5769.69	6365.05
2.84588	16.054	5758.26	6352.81	6356.87	5758.07	6352.81
2.84438	16.0363	5746.66	6340.57	6344.64	5746.47	6340.57
2.84287	16.0186	5735.08	6328.35	6332.42	5734.89	6328.35
2.84137	16.0008	5723.5	6316.15	6320.21	5723.31	6316.15
2.83987	15.9831	5711.94	6303.95	6308.01	5711.75	6303.95
2.83837	15.9654	5700.39	6291.77	6295.83	5700.2	6291.77
2.83686	15.9477	5688.86	6279.6	6283.66	5688.66	6279.6
2.83536	15.93	5677.33	6267.44	6271.5	5677.14	6267.44
2.83385	15.9122	5665.82	6255.3	6259.35	5665.62	6255.3
2.83235	15.8945	5654.32	6243.16	6247.22	5654.12	6243.16
2.83084	15.8768	5642.84	6231.05	6235.1	5642.64	6231.05
2.82933	15.8591	5631.37	6218.94	6222.99	5631.16	6218.94
2.82782	15.8414	5619.9	6206.84	6210.9	5619.7	6206.84
2.82632	15.8237	5608.46	6194.76	6198.82	5608.25	6194.76
2.82481	15.8059	5597.02	6182.69	6186.75	5596.82	6182.69
2.8233	15.7882	5585.6	6170.64	6174.69	5585.39	6170.64
2.82179	15.7705	5574.19	6158.6	6162.64	5573.98	6158.6
2.82027	15.7528	5562.79	6146.56	6150.61	5562.59	6146.56
2.81876	15.7351	5551.41	6134.55	6138.59	5551.2	6134.55
2.81725	15.7174	5540.04	6122.54	6126.59	5539.83	6122.54
2.81574	15.6997	5528.68	6110.55	6114.59	5528.47	6110.55
2.81422	15.682	5517.33	6098.57	6102.61	5517.12	6098.57
2.81271	15.6643	5506	6086.6	6090.64	5505.79	6086.6
2.81119	15.6466	5494.68	6074.64	6078.69	5494.46	6074.64
2.80967	15.6289	5483.37	6062.7	6066.74	5483.15	6062.7
2.80816	15.6112	5472.07	6050.77	6054.81	5471.86	6050.77
2.80664	15.5935	5460.79	6038.85	6042.89	5460.57	6038.85
2.80512	15.5758	5449.52	6026.95	6030.99	5449.3	6026.95
2.8036	15.5581	5438.26	6015.06	6019.1	5438.04	6015.06
2.80208	15.5404	5427.02	6003.18	6007.21	5426.79	6003.18
2.80056	15.5227	5415.78	5991.31	5995.35	5415.56	5991.31
2.79904	15.505	5404.56	5979.46	5983.49	5404.34	5979.46
2.79752	15.4873	5393.36	5967.62	5971.65	5393.13	5967.62
2.79599	15.4696	5382.16	5955.79	5959.82	5381.93	5955.79
2.79447	15.4519	5370.98	5943.97	5948	5370.75	5943.97
2.79295	15.4342	5359.81	5932.17	5936.19	5359.58	5932.17
2.79142	15.4165	5348.65	5920.37	5924.4	5348.42	5920.37
2.7899	15.3988	5337.51	5908.59	5912.62	5337.28	5908.59
2.78837	15.3812	5326.38	5896.83	5900.85	5326.14	5896.83
2.78684	15.3635	5315.26	5885.07	5889.1	5315.02	5885.07
2.78532	15.3458	5304.15	5873.33	5877.36	5303.91	5873.33
2.78379	15.3281	5293.06	5861.6	5865.63	5292.82	5861.6
2.78226	15.3104	5281.98	5849.89	5853.91	5281.74	5849.89
2.78073	15.2927	5270.91	5838.18	5842.21	5270.67	5838.18
2.7792	15.2751	5259.85	5826.49	5830.51	5259.61	5826.49
2.77767	15.2574	5248.81	5814.81	5818.83	5248.56	5814.81
2.77613	15.2397	5237.78	5803.15	5807.17	5237.53	5803.15
2.7746	15.222	5226.76	5791.5	5795.51	5226.51	5791.5
2.77307	15.2043	5215.75	5779.85	5783.87	5215.5	5779.85
2.77153	15.1867	5204.76	5768.23	5772.24	5204.51	5768.23
2.77	15.169	5193.78	5756.61	5760.62	5193.53	5756.61
2.76846	15.1513	5182.81	5745.01	5749.02	5182.56	5745.01
2.76692	15.1336	5171.85	5733.42	5737.43	5171.6	5733.42
2.76539	15.116	5160.91	5721.84	5725.85	5160.66	5721.84
2.76385	15.0983	5149.98	5710.27	5714.28	5149.72	5710.27
2.76231	15.0806	5139.06	5698.72	5702.73	5138.81	5698.72
2.76077	15.063	5128.16	5687.18	5691.18	5127.9	5687.18
2.75923	15.0453	5117.26	5675.65	5679.65	5117	5675.65
2.75769	15.0276	5106.38	5664.13	5668.14	5106.12	5664.13
2.75615	15.01	5095.51	5652.63	5656.63	5095.25	5652.63
2.75461	14.9923	5084.66	5641.14	5645.14	5084.4	5641.14
2.75306	14.9746	5073.82	5629.66	5633.66	5073.55	5629.66
2.75152	14.957	5062.99	5618.2	5622.19	5062.72	5618.2
2.74997	14.9393	5052.17	5606.74	5610.74	5051.9	5606.74
2.74843	14.9216	5041.36	5595.3	5599.3	5041.09	5595.3
2.74688	14.904	5030.57	5583.87	5587.87	5030.3	5583.87
2.74534	14.8863	5019.79	5572.46	5576.45	5019.52	5572.46
2.74379	14.8687	5009.02	5561.05	5565.05	5008.75	5561.05
2.74224	14.851	4998.27	5549.66	5553.66	4997.99	5549.66
2.74069	14.8334	4987.52	5538.28	5542.28	4987.25	5538.28
2.73914	14.8157	4976.79	5526.92	5530.91	4976.52	5526.92
2.73759	14.798	4966.08	5515.56	5519.55	4965.8	5515.56
2.73604	14.7804	4955.37	5504.22	5508.21	4955.09	5504.22
2.73449	14.7627	4944.68	5492.9	5496.88	4944.4	5492.9
2.73293	14.7451	4934	5481.58	5485.56	4933.72	5481.58
2.73138	14.7274	4923.33	5470.28	5474.26	4923.05	5470.28
2.72983	14.7098	4912.68	5458.98	5462.97	4912.39	5458.98
2.72827	14.6922	4902.03	5447.71	5451.69	4901.75	5447.71
2.72671	14.6745	4891.4	5436.44	5440.42	4891.12	5436.44
2.72516	14.6569	4880.78	5425.19	5429.16	4880.5	5425.19
2.7236	14.6392	4870.18	5413.94	5417.92	4869.89	5413.94
2.72204	14.6216	4859.59	5402.71	5406.69	4859.3	5402.71
2.72048	14.6039	4849.01	5391.5	5395.47	4848.71	5391.5
2.71892	14.5863	4838.44	5380.29	5384.27	4838.14	5380.29
2.71736	14.5687	4827.88	5369.1	5373.08	4827.59	5369.1
2.7158	14.551	4817.34	5357.92	5361.89	4817.04	5357.92
2.71424	14.5334	4806.81	5346.76	5350.73	4806.51	5346.76
2.71268	14.5157	4796.29	5335.6	5339.57	4795.99	5335.6
2.71111	14.4981	4785.79	5324.46	5328.43	4785.49	5324.46
2.70955	14.4805	4775.29	5313.33	5317.3	4774.99	5313.33
2.70798	14.4628	4764.81	5302.21	5306.18	4764.51	5302.21
2.70642	14.4452	4754.34	5291.11	5295.07	4754.04	5291.11
2.70485	14.4276	4743.89	5280.02	5283.98	4743.58	5280.02
2.70328	14.4099	4733.45	5268.94	5272.9	4733.14	5268.94
2.70171	14.3923	4723.01	5257.87	5261.83	4722.71	5257.87
2.70015	14.3747	4712.6	5246.81	5250.77	4712.29	5246.81
2.69858	14.3571	4702.19	5235.77	5239.73	4701.88	5235.77
2.69701	14.3394	4691.8	5224.74	5228.7	4691.48	5224.74
2.69543	14.3218	4681.42	5213.72	5217.68	4681.1	5213.72
2.69386	14.3042	4671.05	5202.72	5206.67	4670.73	5202.72
2.69229	14.2866	4660.69	5191.72	5195.67	4660.37	5191.72
2.69071	14.2689	4650.35	5180.74	5184.69	4650.03	5180.74
2.68914	14.2513	4640.02	5169.77	5173.72	4639.69	5169.77
2.68757	14.2337	4629.7	5158.82	5162.76	4629.37	5158.82
2.68599	14.2161	4619.39	5147.87	5151.82	4619.07	5147.87
2.68441	14.1985	4609.1	5136.94	5140.89	4608.77	5136.94
2.68283	14.1809	4598.81	5126.02	5129.97	4598.49	5126.02
2.68126	14.1632	4588.55	5115.11	5119.06	4588.22	5115.11
2.67968	14.1456	4578.29	5104.22	5108.16	4577.96	5104.22
2.6781	14.128	4568.04	5093.34	5097.28	4567.71	5093.34
2.67652	14.1104	4557.81	5082.47	5086.41	4557.48	5082.47
2.67493	14.0928	4547.59	5071.61	5075.55	4547.26	5071.61
2.67335	14.0752	4537.38	5060.77	5064.7	4537.05	5060.77
2.67177	14.0576	4527.19	5049.93	5053.87	4526.85	5049.93
2.67018	14.04	4517.01	5039.11	5043.05	4516.67	5039.11
2.6686	14.0224	4506.84	5028.3	5032.24	4506.5	5028.3
2.66701	14.0048	4496.68	5017.51	5021.44	4496.34	5017.51
2.66543	13.9872	4486.53	5006.72	5010.65	4486.19	5006.72
2.66384	13.9696	4476.4	4995.95	4999.88	4476.05	4995.95
2.66225	13.9519	4466.28	4985.19	4989.12	4465.93	4985.19
2.66066	13.9343	4456.17	4974.45	4978.37	4455.82	4974.45
2.65907	13.9167	4446.07	4963.71	4967.64	4445.72	4963.71
2.65748	13.8992	4435.99	4952.99	4956.91	4435.64	4952.99
2.65589	13.8816	4425.92	4942.28	4946.2	4425.57	4942.28
2.6543	13.864	4415.86	4931.58	4935.5	4415.51	4931.58
2.65271	13.8464	4405.81	4920.9	4924.82	4405.46	4920.9
2.65111	13.8288	4395.78	4910.23	4914.14	4395.42	4910.23
2.64952	13.8112	4385.76	4899.57	4903.48	4385.4	4899.57
2.64792	13.7936	4375.75	4888.92	4892.83	4375.39	4888.92
2.64633	13.776	4365.75	4878.28	4882.19	4365.39	4878.28
2.64473	13.7584	4355.76	4867.66	4871.57	4355.4	4867.66
2.64313	13.7408	4345.79	4857.05	4860.96	4345.43	4857.05
2.64153	13.7232	4335.83	4846.45	4850.36	4335.46	4846.45
2.63993	13.7056	4325.88	4835.86	4839.77	4325.52	4835.86
2.63833	13.6881	4315.95	4825.28	4829.19	4315.58	4825.28
2.63673	13.6705	4306.02	4814.72	4818.63	4305.65	4814.72
2.63513	13.6529	4296.11	4804.17	4808.08	4295.74	4804.17
2.63353	13.6353	4286.21	4793.63	4797.54	4285.84	4793.63
2.63192	13.6177	4276.33	4783.11	4787.01	4275.95	4783.11
2.63032	13.6002	4266.45	4772.59	4776.49	4266.08	4772.59
2.62871	13.5826	4256.59	4762.09	4765.99	4256.21	4762.09
2.62711	13.565	4246.74	4751.6	4755.5	4246.36	4751.6
2.6255	13.5474	4236.9	4741.13	4745.02	4236.52	4741.13
2.62389	13.5298	4227.08	4730.66	4734.56	4226.69	4730.66
2.62229	13.5123	4217.27	4720.21	4724.1	4216.88	4720.21
2.62068	13.4947	4207.47	4709.77	4713.66	4207.08	4709.77
2.61907	13.4771	4197.68	4699.34	4703.23	4197.29	4699.34
2.61745	13.4596	4187.9	4688.93	4692.81	4187.51	4688.93
2.61584	13.442	4178.14	4678.52	4682.41	4177.75	4678.52
2.61423	13.4244	4168.39	4668.13	4672.02	4167.99	4668.13
2.61262	13.4069	4158.65	4657.75	4661.64	4158.25	4657.75
2.611	13.3893	4148.92	4647.39	4651.27	4148.52	4647.39
2.60939	13.3717	4139.2	4637.03	4640.91	4138.81	4637.03
2.60777	13.3542	4129.5	4626.69	4630.57	4129.1	4626.69
2.60615	13.3366	4119.81	4616.36	4620.24	4119.41	4616.36
2.60453	13.319	4110.13	4606.04	4609.92	4109.73	4606.04
2.60292	13.3015	4100.47	4595.73	4599.61	4100.06	4595.73
2.6013	13.2839	4090.81	4585.44	4589.31	4090.41	4585.44
2.59968	13.2664	4081.17	4575.16	4579.03	4080.76	4575.16
2.59805	13.2488	4071.54	4564.89	4568.76	4071.13	4564.89
2.59643	13.2313	4061.93	4554.63	4558.5	4061.52	4554.63
2.59481	13.2137	4052.32	4544.39	4548.25	4051.91	4544.39
2.59319	13.1962	4042.73	4534.15	4538.02	4042.31	4534.15
2.59156	13.1786	4033.15	4523.93	4527.8	4032.73	4523.93
2.58994	13.1611	4023.58	4513.72	4517.59	4023.16	4513.72
2.58831	13.1435	4014.02	4503.53	4507.39	4013.61	4503.53
2.58668	13.126	4004.48	4493.34	4497.2	4004.06	4493.34
2.58505	13.1084	3994.95	4483.17	4487.03	3994.53	4483.17
2.58342	13.0909	3985.43	4473.01	4476.87	3985.01	4473.01
2.58179	13.0733	3975.92	4462.86	4466.72	3975.5	4462.86
2.58016	13.0558	3966.43	4452.73	4456.58	3966	4452.73
2.57853	13.0382	3956.95	4442.6	4446.45	3956.52	4442.6
2.5769	13.0207	3947.48	4432.49	4436.34	3947.04	4432.49
2.57527	13.0032	3938.02	4422.39	4426.24	3937.58	4422.39
2.57363	12.9856	3928.57	4412.3	4416.15	3928.14	4412.3
2.572	12.9681	3919.14	4402.23	4406.07	3918.7	4402.23
2.57036	12.9505	3909.71	4392.16	4396.01	3909.28	4392.16
2.56872	12.933	3900.3	4382.11	4385.95	3899.87	4382.11
2.56709	12.9155	3890.91	4372.07	4375.91	3890.47	4372.07
