A	q	Phi	tau	dq/dA	dPhi/dA	dtau/dA	d2q/dA2	d2Phi/dA2	d2tau/dA2	d3tau/dA3
-78.61	-4.04091e-36	123.259	102.739	-4.06612e-36	-1.50467	-2.23579	-4.09181e-36	-5.83884e-05	0.0205613	6.81904e-05
-78.6	-4.08178e-36	123.244	102.717	-4.10725e-36	-1.50467	-2.23558	-4.1332e-36	-5.8403e-05	0.020562	6.8095e-05
-78.59	-4.12306e-36	123.229	102.695	-4.14879e-36	-1.50467	-2.23537	-4.175e-36	-5.84176e-05	0.0205627	6.82374e-05
-78.58	-4.16476e-36	123.214	102.672	-4.19075e-36	-1.50467	-2.23517	-4.21723e-36	-5.84323e-05	0.0205634	6.83765e-05
-78.57	-4.20688e-36	123.199	102.65	-4.23314e-36	-1.50467	-2.23496	-4.25989e-36	-5.84469e-05	0.0205641	6.84236e-05
-78.56	-4.24942e-36	123.184	102.628	-4.27595e-36	-1.50467	-2.23476	-4.30298e-36	-5.84615e-05	0.0205648	6.83009e-05
-78.55	-4.2924e-36	123.169	102.605	-4.3192e-36	-1.50468	-2.23455	-4.3465e-36	-5.84762e-05	0.0205654	6.81562e-05
-78.54	-4.33581e-36	123.154	102.583	-4.36288e-36	-1.50468	-2.23435	-4.39046e-36	-5.84908e-05	0.0205661	6.82276e-05
-78.53	-4.37965e-36	123.139	102.56	-4.40701e-36	-1.50468	-2.23414	-4.43487e-36	-5.85055e-05	0.0205668	6.84117e-05
-78.52	-4.42395e-36	123.124	102.538	-4.45158e-36	-1.50468	-2.23393	-4.47973e-36	-5.85202e-05	0.0205675	6.84876e-05
-78.51	-4.46869e-36	123.109	102.516	-4.4966e-36	-1.50468	-2.23373	-4.52504e-36	-5.85348e-05	0.0205682	6.84027e-05
-78.5	-4.51388e-36	123.094	102.493	-4.54208e-36	-1.50468	-2.23352	-4.57081e-36	-5.85495e-05	0.0205689	6.82318e-05
-78.49	-4.55953e-36	123.079	102.471	-4.58802e-36	-1.50468	-2.23332	-4.61705e-36	-5.85642e-05	0.0205695	6.82785e-05
-78.48	-4.60564e-36	123.064	102.449	-4.63442e-36	-1.50468	-2.23311	-4.66375e-36	-5.85789e-05	0.0205702	6.84116e-05
-78.47	-4.65222e-36	123.049	102.426	-4.6813e-36	-1.50468	-2.23291	-4.71092e-36	-5.85936e-05	0.0205709	6.85308e-05
-78.46	-4.69927e-36	123.034	102.404	-4.72864e-36	-1.50468	-2.2327	-4.75857e-36	-5.86083e-05	0.0205716	6.84999e-05
-78.45	-4.7468e-36	123.019	102.382	-4.77647e-36	-1.50468	-2.23249	-4.8067e-36	-5.8623e-05	0.0205723	6.83367e-05
-78.44	-4.7948e-36	123.004	102.36	-4.82478e-36	-1.50468	-2.23229	-4.85532e-36	-5.86377e-05	0.020573	6.82995e-05
-78.43	-4.84329e-36	122.989	102.337	-4.87358e-36	-1.50468	-2.23208	-4.90443e-36	-5.86524e-05	0.0205737	6.84263e-05
-78.42	-4.89227e-36	122.974	102.315	-4.92287e-36	-1.50468	-2.23188	-4.95404e-36	-5.86671e-05	0.0205743	6.85802e-05
-78.41	-4.94175e-36	122.958	102.293	-4.97266e-36	-1.50468	-2.23167	-5.00415e-36	-5.86818e-05	0.020575	6.85751e-05
-78.4	-4.99173e-36	122.943	102.27	-5.02296e-36	-1.50468	-2.23147	-5.05477e-36	-5.86966e-05	0.0205757	6.84081e-05
-78.39	-5.04221e-36	122.928	102.248	-5.07376e-36	-1.50468	-2.23126	-5.1059e-36	-5.87113e-05	0.0205764	6.83658e-05
-78.38	-5.09321e-36	122.913	102.226	-5.12507e-36	-1.50469	-2.23105	-5.15754e-36	-5.8726e-05	0.0205771	6.84607e-05
-78.37	-5.14472e-36	122.898	102.203	-5.17691e-36	-1.50469	-2.23085	-5.20971e-36	-5.87408e-05	0.0205778	6.86076e-05
-78.36	-5.19675e-36	122.883	102.181	-5.22927e-36	-1.50469	-2.23064	-5.26241e-36	-5.87555e-05	0.0205785	6.86578e-05
-78.35	-5.2493e-36	122.868	102.159	-5.28216e-36	-1.50469	-2.23044	-5.31564e-36	-5.87703e-05	0.0205791	6.85174e-05
-78.34	-5.30239e-36	122.853	102.136	-5.33559e-36	-1.50469	-2.23023	-5.3694e-36	-5.8785e-05	0.0205798	6.83958e-05
-78.33	-5.35602e-36	122.838	102.114	-5.38955e-36	-1.50469	-2.23003	-5.42372e-36	-5.87998e-05	0.0205805	6.84855e-05
-78.32	-5.41018e-36	122.823	102.092	-5.44406e-36	-1.50469	-2.22982	-5.47858e-36	-5.88146e-05	0.0205812	6.86275e-05
-78.31	-5.4649e-36	122.808	102.069	-5.49912e-36	-1.50469	-2.22961	-5.53399e-36	-5.88294e-05	0.0205819	6.87194e-05
-78.3	-5.52017e-36	122.793	102.047	-5.55474e-36	-1.50469	-2.22941	-5.58997e-36	-5.88442e-05	0.0205826	6.8637e-05
-78.29	-5.576e-36	122.778	102.025	-5.61093e-36	-1.50469	-2.2292	-5.64651e-36	-5.88589e-05	0.0205833	6.84758e-05
-78.28	-5.63239e-36	122.763	102.003	-5.66768e-36	-1.50469	-2.229	-5.70363e-36	-5.88737e-05	0.020584	6.84975e-05
-78.27	-5.68935e-36	122.748	101.98	-5.725e-36	-1.50469	-2.22879	-5.76132e-36	-5.88885e-05	0.0205846	6.86447e-05
-78.26	-5.74689e-36	122.733	101.958	-5.7829e-36	-1.50469	-2.22858	-5.8196e-36	-5.89034e-05	0.0205853	6.87885e-05
-78.25	-5.80501e-36	122.718	101.936	-5.84139e-36	-1.50469	-2.22838	-5.87846e-36	-5.89182e-05	0.020586	6.87558e-05
-78.24	-5.86372e-36	122.703	101.913	-5.90047e-36	-1.50469	-2.22817	-5.93792e-36	-5.8933e-05	0.0205867	6.85574e-05
-78.23	-5.92302e-36	122.688	101.891	-5.96015e-36	-1.50469	-2.22797	-5.99798e-36	-5.89478e-05	0.0205874	6.85485e-05
-78.22	-5.98293e-36	122.673	101.869	-6.02044e-36	-1.50469	-2.22776	-6.05865e-36	-5.89626e-05	0.0205881	6.8663e-05
-78.21	-6.04343e-36	122.658	101.847	-6.08133e-36	-1.5047	-2.22756	-6.11994e-36	-5.89775e-05	0.0205888	6.88083e-05
-78.2	-6.10455e-36	122.643	101.824	-6.14284e-36	-1.5047	-2.22735	-6.18184e-36	-5.89923e-05	0.0205894	6.88199e-05
-78.19	-6.16629e-36	122.627	101.802	-6.20497e-36	-1.5047	-2.22714	-6.24437e-36	-5.90072e-05	0.0205901	6.86692e-05
-78.18	-6.22866e-36	122.612	101.78	-6.26773e-36	-1.5047	-2.22694	-6.30754e-36	-5.9022e-05	0.0205908	6.85884e-05
-78.17	-6.29165e-36	122.597	101.758	-6.33112e-36	-1.5047	-2.22673	-6.37134e-36	-5.90369e-05	0.0205915	6.87e-05
