A	q	Phi	tau	dq/dA	dPhi/dA	dtau/dA	d2q/dA2	d2Phi/dA2	d2tau/dA2	d3tau/dA3
-78.98	-2.78476e-36	123.816	102.142	-2.80206e-36	-1.50465	-2.20732	-2.81967e-36	-5.78501e-05	0.0200946	6.74881e-05
-78.97	-2.81292e-36	123.801	102.12	-2.8304e-36	-1.50465	-2.20712	-2.84819e-36	-5.78646e-05	0.0200952	6.74178e-05
-78.96	-2.84137e-36	123.786	102.098	-2.85902e-36	-1.50465	-2.20692	-2.877e-36	-5.7879e-05	0.0200959	6.73332e-05
-78.95	-2.87011e-36	123.771	102.076	-2.88794e-36	-1.50465	-2.20672	-2.9061e-36	-5.78934e-05	0.0200966	6.7268e-05
-78.94	-2.89913e-36	123.756	102.054	-2.91714e-36	-1.50465	-2.20652	-2.93549e-36	-5.79078e-05	0.0200973	6.72892e-05
-78.93	-2.92845e-36	123.741	102.031	-2.94665e-36	-1.50465	-2.20632	-2.96518e-36	-5.79223e-05	0.0200979	6.74105e-05
-78.92	-2.95806e-36	123.726	102.009	-2.97645e-36	-1.50465	-2.20612	-2.99518e-36	-5.79367e-05	0.0200986	6.75406e-05
-78.91	-2.98798e-36	123.711	101.987	-3.00655e-36	-1.50465	-2.20592	-3.02547e-36	-5.79512e-05	0.0200993	6.76106e-05
-78.9	-3.0182e-36	123.696	101.965	-3.03696e-36	-1.50466	-2.20572	-3.05607e-36	-5.79656e-05	0.0201	6.76028e-05
-78.89	-3.04872e-36	123.681	101.943	-3.06767e-36	-1.50466	-2.20552	-3.08698e-36	-5.79801e-05	0.0201006	6.75368e-05
-78.88	-3.07955e-36	123.666	101.921	-3.0987e-36	-1.50466	-2.20531	-3.11821e-36	-5.79946e-05	0.0201013	6.74447e-05
-78.87	-3.11069e-36	123.651	101.899	-3.13004e-36	-1.50466	-2.20511	-3.14975e-36	-5.8009e-05	0.020102	6.73852e-05
-78.86	-3.14215e-36	123.636	101.877	-3.1617e-36	-1.50466	-2.20491	-3.1816e-36	-5.80235e-05	0.0201027	6.73709e-05
-78.85	-3.17393e-36	123.621	101.855	-3.19367e-36	-1.50466	-2.20471	-3.21378e-36	-5.8038e-05	0.0201033	6.74792e-05
-78.84	-3.20603e-36	123.606	101.833	-3.22597e-36	-1.50466	-2.20451	-3.24629e-36	-5.80525e-05	0.020104	6.76077e-05
-78.83	-3.23845e-36	123.591	101.811	-3.2586e-36	-1.50466	-2.20431	-3.27913e-36	-5.8067e-05	0.0201047	6.77001e-05
-78.82	-3.2712e-36	123.576	101.789	-3.29156e-36	-1.50466	-2.20411	-3.31229e-36	-5.80815e-05	0.0201054	6.77126e-05
-78.81	-3.30428e-36	123.561	101.767	-3.32485e-36	-1.50466	-2.20391	-3.34579e-36	-5.8096e-05	0.0201061	6.7663e-05
-78.8	-3.3377e-36	123.546	101.745	-3.35847e-36	-1.50466	-2.20371	-3.37964e-36	-5.81105e-05	0.0201067	6.75713e-05
-78.79	-3.37145e-36	123.531	101.723	-3.39244e-36	-1.50466	-2.20351	-3.41382e-36	-5.8125e-05	0.0201074	6.74912e-05
-78.78	-3.40555e-36	123.515	101.701	-3.42675e-36	-1.50466	-2.2033	-3.44835e-36	-5.81395e-05	0.0201081	6.74604e-05
-78.77	-3.43999e-36	123.5	101.679	-3.46141e-36	-1.50466	-2.2031	-3.48323e-36	-5.81541e-05	0.0201088	6.74991e-05
-78.76	-3.47478e-36	123.485	101.657	-3.49642e-36	-1.50466	-2.2029	-3.51846e-36	-5.81686e-05	0.0201094	6.76291e-05
-78.75	-3.50992e-36	123.47	101.635	-3.53178e-36	-1.50466	-2.2027	-3.55405e-36	-5.81831e-05	0.0201101	6.77672e-05
