A	Vg	Vf	k	w
-76.78	1.37588e+70	1.12341e+71	8.13224e-68	3.70291e-67
-76.77	1.34846e+70	1.1029e+71	8.29652e-68	3.77747e-67
-76.76	1.32159e+70	1.08277e+71	8.46412e-68	3.85354e-67
-76.75	1.29526e+70	1.063e+71	8.6351e-68	3.93113e-67
-76.74	1.26944e+70	1.04359e+71	8.80954e-68	4.01029e-67
-76.73	1.24415e+70	1.02453e+71	8.9875e-68	4.09103e-67
-76.72	1.21935e+70	1.00582e+71	9.16905e-68	4.17341e-67
-76.71	1.19506e+70	9.87456e+70	9.35428e-68	4.25744e-67
-76.7	1.17124e+70	9.69425e+70	9.54324e-68	4.34317e-67
-76.69	1.1479e+70	9.51722e+70	9.73602e-68	4.43062e-67
-76.68	1.12503e+70	9.34342e+70	9.9327e-68	4.51984e-67
-76.67	1.10261e+70	9.17279e+70	1.01333e-67	4.61085e-67
-76.66	1.08064e+70	9.00527e+70	1.03381e-67	4.70369e-67
-76.65	1.0591e+70	8.84081e+70	1.05469e-67	4.7984e-67
-76.64	1.038e+70	8.67935e+70	1.07599e-67	4.89502e-67
-76.63	1.01731e+70	8.52084e+70	1.09773e-67	4.99358e-67
-76.62	9.97038e+69	8.36522e+70	1.11991e-67	5.09413e-67
-76.61	9.7717e+69	8.21243e+70	1.14253e-67	5.19671e-67
-76.6	9.57697e+69	8.06244e+70	1.16561e-67	5.30134e-67
-76.59	9.38612e+69	7.91518e+70	1.18916e-67	5.40809e-67
-76.58	9.19908e+69	7.7706e+70	1.21318e-67	5.51698e-67
-76.57	9.01576e+69	7.62867e+70	1.23768e-67	5.62807e-67
-76.56	8.8361e+69	7.48932e+70	1.26269e-67	5.7414e-67
-76.55	8.66001e+69	7.35252e+70	1.28819e-67	5.857e-67
-76.54	8.48744e+69	7.21821e+70	1.31422e-67	5.97494e-67
-76.53	8.3183e+69	7.08636e+70	1.34077e-67	6.09524e-67
-76.52	8.15254e+69	6.95691e+70	1.36785e-67	6.21797e-67
-76.51	7.99007e+69	6.82982e+70	1.39548e-67	6.34318e-67
-76.5	7.83085e+69	6.70505e+70	1.42367e-67	6.4709e-67
-76.49	7.6748e+69	6.58256e+70	1.45243e-67	6.60119e-67
-76.48	7.52185e+69	6.4623e+70	1.48177e-67	6.73411e-67
-76.47	7.37196e+69	6.34424e+70	1.51171e-67	6.86971e-67
-76.46	7.22505e+69	6.22833e+70	1.54224e-67	7.00803e-67
-76.45	7.08107e+69	6.11453e+70	1.5734e-67	7.14914e-67
-76.44	6.93996e+69	6.00282e+70	1.60518e-67	7.29309e-67
-76.43	6.80166e+69	5.89314e+70	1.63761e-67	7.43994e-67
-76.42	6.66612e+69	5.78547e+70	1.67069e-67	7.58975e-67
-76.41	6.53327e+69	5.67975e+70	1.70444e-67	7.74257e-67
-76.4	6.40308e+69	5.57597e+70	1.73887e-67	7.89847e-67
-76.39	6.27548e+69	5.47409e+70	1.774e-67	8.05751e-67
-76.38	6.15042e+69	5.37406e+70	1.80983e-67	8.21975e-67
-76.37	6.02785e+69	5.27586e+70	1.84639e-67	8.38526e-67
-76.36	5.90773e+69	5.17945e+70	1.88369e-67	8.5541e-67
-76.35	5.79e+69	5.0848e+70	1.92174e-67	8.72634e-67
-76.34	5.67462e+69	4.99188e+70	1.96057e-67	8.90204e-67
-76.33	5.56153e+69	4.90065e+70	2.00017e-67	9.08129e-67
-76.32	5.4507e+69	4.81109e+70	2.04058e-67	9.26414e-67
-76.31	5.34208e+69	4.72317e+70	2.0818e-67	9.45068e-67
-76.3	5.23562e+69	4.63685e+70	2.12385e-67	9.64097e-67
-76.29	5.13128e+69	4.5521e+70	2.16676e-67	9.8351e-67
-76.28	5.02903e+69	4.46891e+70	2.21053e-67	1.00331e-66
-76.27	4.92881e+69	4.38723e+70	2.25518e-67	1.02351e-66
-76.26	4.83058e+69	4.30704e+70	2.30074e-67	1.04412e-66
-76.25	4.73432e+69	4.22832e+70	2.34721e-67	1.06515e-66
-76.24	4.63997e+69	4.15103e+70	2.39463e-67	1.08659e-66
-76.23	4.54751e+69	4.07516e+70	2.443e-67	1.10847e-66
-76.22	4.45688e+69	4.00067e+70	2.49235e-67	1.13079e-66
-76.21	4.36806e+69	3.92754e+70	2.5427e-67	1.15356e-66
-76.2	4.28101e+69	3.85574e+70	2.59407e-67	1.17679e-66
-76.19	4.1957e+69	3.78526e+70	2.64647e-67	1.20048e-66
-76.18	4.11209e+69	3.71606e+70	2.69993e-67	1.22466e-66
-76.17	4.03014e+69	3.64813e+70	2.75447e-67	1.24931e-66
-76.16	3.94983e+69	3.58144e+70	2.81011e-67	1.27447e-66
-76.15	3.87111e+69	3.51596e+70	2.86688e-67	1.30013e-66
-76.14	3.79397e+69	3.45168e+70	2.92479e-67	1.32631e-66
-76.13	3.71836e+69	3.38858e+70	2.98388e-67	1.35301e-66
-76.12	3.64426e+69	3.32663e+70	3.04416e-67	1.38026e-66
-76.11	3.57163e+69	3.26581e+70	3.10565e-67	1.40805e-66
-76.1	3.50046e+69	3.2061e+70	3.16839e-67	1.4364e-66
-76.09	3.4307e+69	3.14748e+70	3.23239e-67	1.46532e-66
-76.08	3.36233e+69	3.08993e+70	3.29769e-67	1.49483e-66
-76.07	3.29532e+69	3.03343e+70	3.3643e-67	1.52493e-66
-76.06	3.22965e+69	2.97796e+70	3.43227e-67	1.55563e-66
-76.05	3.16529e+69	2.92351e+70	3.5016e-67	1.58695e-66
-76.04	3.10221e+69	2.87005e+70	3.57234e-67	1.61891e-66
-76.03	3.04039e+69	2.81757e+70	3.6445e-67	1.6515e-66
-76.02	2.97979e+69	2.76604e+70	3.71812e-67	1.68476e-66
-76.01	2.92041e+69	2.71546e+70	3.79323e-67	1.71868e-66
-76	2.86221e+69	2.6658e+70	3.86986e-67	1.75328e-66
-75.99	2.80517e+69	2.61705e+70	3.94803e-67	1.78859e-66
-75.98	2.74927e+69	2.56919e+70	4.02779e-67	1.8246e-66
-75.97	2.69448e+69	2.5222e+70	4.10915e-67	1.86134e-66
-75.96	2.64078e+69	2.47608e+70	4.19216e-67	1.89882e-66
-75.95	2.58815e+69	2.43079e+70	4.27685e-67	1.93705e-66
-75.94	2.53657e+69	2.38633e+70	4.36324e-67	1.97605e-66
-75.93	2.48602e+69	2.34269e+70	4.45139e-67	2.01584e-66
-75.92	2.43648e+69	2.29984e+70	4.54131e-67	2.05643e-66
-75.91	2.38792e+69	2.25777e+70	4.63305e-67	2.09783e-66
-75.9	2.34034e+69	2.21647e+70	4.72664e-67	2.14007e-66
-75.89	2.29369e+69	2.17593e+70	4.82212e-67	2.18316e-66
-75.88	2.24798e+69	2.13613e+70	4.91953e-67	2.22712e-66
-75.87	2.20318e+69	2.09706e+70	5.01891e-67	2.27197e-66
-75.86	2.15928e+69	2.05869e+70	5.1203e-67	2.31771e-66
-75.85	2.11625e+69	2.02104e+70	5.22373e-67	2.36438e-66
-75.84	2.07407e+69	1.98406e+70	5.32926e-67	2.41199e-66
-75.83	2.03274e+69	1.94777e+70	5.43691e-67	2.46055e-66
-75.82	1.99223e+69	1.91213e+70	5.54674e-67	2.51009e-66
-75.81	1.95252e+69	1.87715e+70	5.65879e-67	2.56063e-66
-75.8	1.91361e+69	1.84281e+70	5.7731e-67	2.61219e-66
-75.79	1.87547e+69	1.8091e+70	5.88973e-67	2.66479e-66
-75.78	1.8381e+69	1.776e+70	6.0087e-67	2.71844e-66
-75.77	1.80147e+69	1.7435e+70	6.13008e-67	2.77318e-66
-75.76	1.76557e+69	1.7116e+70	6.25392e-67	2.82902e-66
-75.75	1.73038e+69	1.68029e+70	6.38025e-67	2.88598e-66
-75.74	1.69589e+69	1.64954e+70	6.50914e-67	2.94409e-66
-75.73	1.6621e+69	1.61936e+70	6.64063e-67	3.00336e-66
-75.72	1.62897e+69	1.58973e+70	6.77478e-67	3.06384e-66
-75.71	1.59651e+69	1.56064e+70	6.91163e-67	3.12553e-66
-75.7	1.56469e+69	1.53208e+70	7.05125e-67	3.18846e-66
-75.69	1.53351e+69	1.50405e+70	7.1937e-67	3.25266e-66
-75.68	1.50295e+69	1.47652e+70	7.33901e-67	3.31815e-66
-75.67	1.47299e+69	1.4495e+70	7.48727e-67	3.38496e-66
-75.66	1.44364e+69	1.42298e+70	7.63852e-67	3.45311e-66
-75.65	1.41487e+69	1.39693e+70	7.79282e-67	3.52264e-66
-75.64	1.38667e+69	1.37137e+70	7.95025e-67	3.59357e-66
-75.63	1.35903e+69	1.34627e+70	8.11085e-67	3.66592e-66
-75.62	1.33195e+69	1.32163e+70	8.27469e-67	3.73974e-66
-75.61	1.30541e+69	1.29744e+70	8.44185e-67	3.81504e-66
-75.6	1.27939e+69	1.2737e+70	8.61238e-67	3.89185e-66
-75.59	1.25389e+69	1.25038e+70	8.78636e-67	3.97021e-66
-75.58	1.2289e+69	1.2275e+70	8.96385e-67	4.05015e-66
-75.57	1.20441e+69	1.20503e+70	9.14493e-67	4.1317e-66
-75.56	1.18041e+69	1.18297e+70	9.32967e-67	4.21489e-66
-75.55	1.15688e+69	1.16132e+70	9.51814e-67	4.29975e-66
-75.54	1.13383e+69	1.14006e+70	9.71041e-67	4.38633e-66
-75.53	1.11123e+69	1.11919e+70	9.90657e-67	4.47465e-66
-75.52	1.08908e+69	1.0987e+70	1.01067e-66	4.56474e-66
-75.51	1.06738e+69	1.07859e+70	1.03109e-66	4.65665e-66
-75.5	1.04611e+69	1.05885e+70	1.05191e-66	4.75041e-66
-75.49	1.02526e+69	1.03946e+70	1.07316e-66	4.84606e-66
-75.48	1.00483e+69	1.02043e+70	1.09484e-66	4.94363e-66
-75.47	9.848e+68	1.00175e+70	1.11696e-66	5.04317e-66
-75.46	9.65173e+68	9.83411e+69	1.13952e-66	5.14471e-66
-75.45	9.45938e+68	9.65407e+69	1.16254e-66	5.2483e-66
-75.44	9.27086e+68	9.47731e+69	1.18603e-66	5.35397e-66
-75.43	9.08609e+68	9.30379e+69	1.20999e-66	5.46177e-66
-75.42	8.90501e+68	9.13345e+69	1.23443e-66	5.57174e-66
-75.41	8.72754e+68	8.96621e+69	1.25937e-66	5.68392e-66
-75.4	8.5536e+68	8.80204e+69	1.28481e-66	5.79837e-66
-75.39	8.38313e+68	8.64087e+69	1.31076e-66	5.91511e-66
