A	Vg	Vf	k	w
-76.78	1.37588e+70	1.04921e+71	8.17408e-68	4.66688e-67
-76.77	1.34846e+70	1.03005e+71	8.33921e-68	4.76084e-67
-76.76	1.32159e+70	1.01124e+71	8.50767e-68	4.8567e-67
-76.75	1.29526e+70	9.92776e+70	8.67953e-68	4.95449e-67
-76.74	1.26944e+70	9.74647e+70	8.85487e-68	5.05425e-67
-76.73	1.24415e+70	9.56849e+70	9.03374e-68	5.15601e-67
-76.72	1.21935e+70	9.39376e+70	9.21623e-68	5.25983e-67
-76.71	1.19506e+70	9.22221e+70	9.40241e-68	5.36573e-67
-76.7	1.17124e+70	9.0538e+70	9.59235e-68	5.47377e-67
-76.69	1.1479e+70	8.88845e+70	9.78612e-68	5.58398e-67
-76.68	1.12503e+70	8.72612e+70	9.98381e-68	5.69641e-67
-76.67	1.10261e+70	8.56676e+70	1.01855e-67	5.81111e-67
-76.66	1.08064e+70	8.4103e+70	1.03912e-67	5.92811e-67
-76.65	1.0591e+70	8.25669e+70	1.06012e-67	6.04747e-67
-76.64	1.038e+70	8.10589e+70	1.08153e-67	6.16924e-67
-76.63	1.01731e+70	7.95784e+70	1.10338e-67	6.29345e-67
-76.62	9.97038e+69	7.81249e+70	1.12567e-67	6.42017e-67
-76.61	9.7717e+69	7.66979e+70	1.14841e-67	6.54943e-67
-76.6	9.57697e+69	7.5297e+70	1.17161e-67	6.6813e-67
-76.59	9.38612e+69	7.39216e+70	1.19528e-67	6.81583e-67
-76.58	9.19908e+69	7.25713e+70	1.21942e-67	6.95306e-67
-76.57	9.01576e+69	7.12456e+70	1.24405e-67	7.09306e-67
-76.56	8.8361e+69	6.99442e+70	1.26919e-67	7.23587e-67
-76.55	8.66001e+69	6.86665e+70	1.29482e-67	7.38156e-67
-76.54	8.48744e+69	6.74121e+70	1.32098e-67	7.53019e-67
-76.53	8.3183e+69	6.61806e+70	1.34767e-67	7.6818e-67
-76.52	8.15254e+69	6.49715e+70	1.37489e-67	7.83647e-67
-76.51	7.99007e+69	6.37846e+70	1.40266e-67	7.99426e-67
-76.5	7.83085e+69	6.26192e+70	1.431e-67	8.15522e-67
-76.49	7.6748e+69	6.14752e+70	1.45991e-67	8.31942e-67
-76.48	7.52185e+69	6.0352e+70	1.4894e-67	8.48692e-67
-76.47	7.37196e+69	5.92494e+70	1.51949e-67	8.6578e-67
-76.46	7.22505e+69	5.81668e+70	1.55018e-67	8.83212e-67
