A	Vg	Vf	k	w
-76.91	1.78863e+70	3.03823e+102	1.69649e-67	-2.50575e-66
-76.9	1.75299e+70	2.94819e+102	1.73076e-67	-2.5562e-66
-76.89	1.71806e+70	2.86082e+102	1.76572e-67	-2.60767e-66
-76.88	1.68382e+70	2.77604e+102	1.80139e-67	-2.66017e-66
-76.87	1.65027e+70	2.69377e+102	1.83778e-67	-2.71373e-66
-76.86	1.61738e+70	2.61394e+102	1.8749e-67	-2.76837e-66
-76.85	1.58515e+70	2.53648e+102	1.91278e-67	-2.82411e-66
-76.84	1.55356e+70	2.46131e+102	1.95142e-67	-2.88097e-66
-76.83	1.52261e+70	2.38837e+102	1.99084e-67	-2.93898e-66
-76.82	1.49226e+70	2.31759e+102	2.03105e-67	-2.99815e-66
-76.81	1.46253e+70	2.24891e+102	2.07208e-67	-3.05852e-66
-76.8	1.43338e+70	2.18226e+102	2.11394e-67	-3.1201e-66
-76.79	1.40482e+70	2.11759e+102	2.15664e-67	-3.18292e-66
-76.78	1.37683e+70	2.05484e+102	2.20021e-67	-3.24701e-66
-76.77	1.34939e+70	1.99394e+102	2.24466e-67	-3.31238e-66
-76.76	1.3225e+70	1.93485e+102	2.29e-67	-3.37907e-66
-76.75	1.29615e+70	1.87751e+102	2.33626e-67	-3.44711e-66
-76.74	1.27032e+70	1.82187e+102	2.38345e-67	-3.51651e-66
-76.73	1.245e+70	1.76788e+102	2.4316e-67	-3.58732e-66
-76.72	1.22019e+70	1.71549e+102	2.48072e-67	-3.65954e-66
-76.71	1.19588e+70	1.66465e+102	2.53083e-67	-3.73323e-66
-76.7	1.17205e+70	1.61532e+102	2.58196e-67	-3.80839e-66
-76.69	1.14869e+70	1.56745e+102	2.63412e-67	-3.88507e-66
-76.68	1.1258e+70	1.521e+102	2.68733e-67	-3.96329e-66
-76.67	1.10337e+70	1.47592e+102	2.74161e-67	-4.04309e-66
-76.66	1.08138e+70	1.43219e+102	2.797e-67	-4.1245e-66
-76.65	1.05983e+70	1.38974e+102	2.8535e-67	-4.20754e-66
-76.64	1.03871e+70	1.34856e+102	2.91114e-67	-4.29225e-66
-76.63	1.01801e+70	1.30859e+102	2.96995e-67	-4.37867e-66
-76.62	9.97724e+69	1.26981e+102	3.02995e-67	-4.46684e-66
-76.61	9.77842e+69	1.23218e+102	3.09115e-67	-4.55677e-66
-76.6	9.58356e+69	1.19567e+102	3.1536e-67	-4.64852e-66
-76.59	9.39258e+69	1.16023e+102	3.2173e-67	-4.74211e-66
-76.58	9.20541e+69	1.12585e+102	3.28229e-67	-4.83759e-66
-76.57	9.02197e+69	1.09248e+102	3.3486e-67	-4.93499e-66
-76.56	8.84218e+69	1.06011e+102	3.41624e-67	-5.03435e-66
-76.55	8.66598e+69	1.02869e+102	3.48525e-67	-5.13571e-66
-76.54	8.49328e+69	9.98206e+101	3.55566e-67	-5.23912e-66
-76.53	8.32403e+69	9.68624e+101	3.62749e-67	-5.3446e-66
-76.52	8.15815e+69	9.39919e+101	3.70077e-67	-5.45221e-66
-76.51	7.99558e+69	9.12064e+101	3.77552e-67	-5.56198e-66
-76.5	7.83625e+69	8.85035e+101	3.85179e-67	-5.67397e-66
-76.49	7.68009e+69	8.58807e+101	3.9296e-67	-5.78821e-66
-76.48	7.52704e+69	8.33356e+101	4.00898e-67	-5.90475e-66
-76.47	7.37704e+69	8.08659e+101	4.08997e-67	-6.02363e-66
-76.46	7.23003e+69	7.84694e+101	4.17259e-67	-6.14491e-66
-76.45	7.08595e+69	7.6144e+101	4.25688e-67	-6.26863e-66
-76.44	6.94475e+69	7.38874e+101	4.34287e-67	-6.39485e-66
-76.43	6.80635e+69	7.16977e+101	4.4306e-67	-6.5236e-66
-76.42	6.67072e+69	6.9573e+101	4.5201e-67	-6.65495e-66
-76.41	6.53778e+69	6.75111e+101	4.61141e-67	-6.78894e-66
-76.4	6.4075e+69	6.55104e+101	4.70457e-67	-6.92562e-66
-76.39	6.27981e+69	6.3569e+101	4.7996e-67	-7.06506e-66
-76.38	6.15467e+69	6.16851e+101	4.89656e-67	-7.20731e-66
-76.37	6.03202e+69	5.98571e+101	4.99547e-67	-7.35242e-66
-76.36	5.91181e+69	5.80832e+101	5.09639e-67	-7.50046e-66
