A	Vg	Vf	k	w
-9.99	1.89429e+11	0	6.89158e-10	4.54293e-09
-9.98	1.85508e+11	0	7.03022e-10	4.63221e-09
-9.97	1.81668e+11	0	7.17165e-10	4.72325e-09
-9.96	1.77908e+11	0	7.31592e-10	4.81607e-09
-9.95	1.74225e+11	0	7.46309e-10	4.91072e-09
-9.94	1.70619e+11	0	7.61322e-10	5.00722e-09
-9.93	1.67087e+11	0	7.76636e-10	5.10561e-09
-9.92	1.63628e+11	0	7.92258e-10	5.20594e-09
-9.91	1.60241e+11	0	8.08195e-10	5.30823e-09
-9.9	1.56923e+11	0	8.24451e-10	5.41253e-09
-9.89	1.53674e+11	0	8.41034e-10	5.51888e-09
-9.88	1.50492e+11	0	8.57951e-10	5.62731e-09
-9.87	1.47376e+11	0	8.75207e-10	5.73787e-09
-9.86	1.44325e+11	0	8.9281e-10	5.8506e-09
-9.85	1.41336e+11	0	9.10767e-10	5.96553e-09
-9.84	1.38409e+11	0	9.29085e-10	6.08273e-09
-9.83	1.35543e+11	0	9.47771e-10	6.20222e-09
-9.82	1.32736e+11	0	9.66833e-10	6.32405e-09
-9.81	1.29987e+11	0	9.86277e-10	6.44827e-09
-9.8	1.27295e+11	0	1.00611e-09	6.57493e-09
-9.79	1.24658e+11	0	1.02635e-09	6.70408e-09
-9.78	1.22076e+11	0	1.04699e-09	6.83575e-09
-9.77	1.19547e+11	0	1.06804e-09	6.97001e-09
-9.76	1.17071e+11	0	1.08952e-09	7.1069e-09
-9.75	1.14646e+11	0	1.11143e-09	7.24647e-09
-9.74	1.12271e+11	0	1.13378e-09	7.38878e-09
-9.73	1.09945e+11	0	1.15658e-09	7.53388e-09
-9.72	1.07667e+11	0	1.17983e-09	7.68183e-09
-9.71	1.05436e+11	0	1.20356e-09	7.83267e-09
-9.7	1.03252e+11	0	1.22776e-09	7.98647e-09
-9.69	1.01112e+11	0	1.25244e-09	8.14329e-09
-9.68	9.9017e+10	0	1.27763e-09	8.30318e-09
-9.67	9.69652e+10	0	1.30332e-09	8.4662e-09
-9.66	9.49558e+10	0	1.32952e-09	8.63242e-09
-9.65	9.29879e+10	0	1.35625e-09	8.8019e-09
-9.64	9.10608e+10	0	1.38352e-09	8.9747e-09
-9.63	8.91735e+10	0	1.41133e-09	9.15088e-09
-9.62	8.73253e+10	0	1.43971e-09	9.33052e-09
-9.61	8.55153e+10	0	1.46865e-09	9.51368e-09
-9.6	8.37428e+10	0	1.49818e-09	9.70043e-09
-9.59	8.20069e+10	0	1.5283e-09	9.89083e-09
-9.58	8.03069e+10	0	1.55902e-09	1.0085e-08
-9.57	7.86421e+10	0	1.59036e-09	1.02829e-08
-9.56	7.70118e+10	0	1.62233e-09	1.04847e-08
-9.55	7.54151e+10	0	1.65494e-09	1.06905e-08
-9.54	7.38516e+10	0	1.68821e-09	1.09003e-08
-9.53	7.23203e+10	0	1.72214e-09	1.11142e-08
-9.52	7.08208e+10	0	1.75676e-09	1.13323e-08
-9.51	6.93523e+10	0	1.79207e-09	1.15547e-08
-9.5	6.79142e+10	0	1.82809e-09	1.17814e-08
-9.49	6.65058e+10	0	1.86483e-09	1.20126e-08
-9.48	6.51266e+10	0	1.90231e-09	1.22483e-08
-9.47	6.3776e+10	0	1.94055e-09	1.24886e-08
-9.46	6.24533e+10	0	1.97955e-09	1.27336e-08
-9.45	6.1158e+10	0	2.01933e-09	1.29835e-08
-9.44	5.98895e+10	0	2.05992e-09	1.32382e-08
-9.43	5.86472e+10	0	2.10132e-09	1.34979e-08
-9.42	5.74307e+10	0	2.14354e-09	1.37627e-08
-9.41	5.62393e+10	0	2.18662e-09	1.40326e-08
-9.4	5.50727e+10	0	2.23056e-09	1.43079e-08
-9.39	5.39301e+10	0	2.27539e-09	1.45886e-08
-9.38	5.28113e+10	0	2.32111e-09	1.48747e-08
-9.37	5.17156e+10	0	2.36775e-09	1.51664e-08
-9.36	5.06425e+10	0	2.41533e-09	1.54639e-08
-9.35	4.95917e+10	0	2.46386e-09	1.57672e-08
-9.34	4.85627e+10	0	2.51337e-09	1.60764e-08
-9.33	4.7555e+10	0	2.56387e-09	1.63917e-08
-9.32	4.65681e+10	0	2.61538e-09	1.67131e-08
-9.31	4.56017e+10	0	2.66793e-09	1.70408e-08
-9.3	4.46553e+10	0	2.72153e-09	1.7375e-08
-9.29	4.37285e+10	0	2.77621e-09	1.77157e-08
-9.28	4.28209e+10	0	2.83199e-09	1.8063e-08
-9.27	4.19321e+10	0	2.88888e-09	1.84172e-08
-9.26	4.10617e+10	0	2.94692e-09	1.87782e-08
-9.25	4.02094e+10	0	3.00612e-09	1.91464e-08
-9.24	3.93746e+10	0	3.06651e-09	1.95217e-08
-9.23	3.85572e+10	0	3.12811e-09	1.99044e-08
-9.22	3.77568e+10	0	3.19095e-09	2.02946e-08
-9.21	3.69729e+10	0	3.25504e-09	2.06924e-08
-9.2	3.62052e+10	0	3.32043e-09	2.1098e-08
-9.19	3.54535e+10	0	3.38712e-09	2.15115e-08
-9.18	3.47173e+10	0	3.45516e-09	2.19331e-08
-9.17	3.39964e+10	0	3.52456e-09	2.2363e-08
-9.16	3.32904e+10	0	3.59535e-09	2.28013e-08
-9.15	3.25991e+10	0	3.66756e-09	2.32481e-08
-9.14	3.19221e+10	0	3.74122e-09	2.37037e-08
-9.13	3.12591e+10	0	3.81635e-09	2.41682e-08
-9.12	3.06098e+10	0	3.893e-09	2.46418e-08
-9.11	2.99741e+10	0	3.97118e-09	2.51246e-08
