A	q	Phi	tau	dq/dA	dPhi/dA	dtau/dA	d2q/dA2	d2Phi/dA2	d2tau/dA2	d3tau/dA3
-0.74	-0.184863	4.49316	1.7188	-0.24557	-1.72884	-0.377842	-0.34902	-0.0802827	0.164309	0.249942
-0.73	-0.187337	4.47587	1.71503	-0.249084	-1.72963	-0.376186	-0.353628	-0.077929	0.166763	0.245222
-0.72	-0.189845	4.45857	1.71127	-0.252643	-1.73039	-0.374507	-0.358242	-0.0754374	0.169166	0.240025
-0.71	-0.19239	4.44126	1.70754	-0.256248	-1.73114	-0.372803	-0.362857	-0.072803	0.171511	0.234327
-0.7	-0.19497	4.42395	1.70382	-0.2599	-1.73185	-0.371077	-0.367469	-0.0700208	0.173794	0.2281
-0.69	-0.197588	4.40662	1.70012	-0.263598	-1.73254	-0.369327	-0.372074	-0.0670858	0.17601	0.22132
-0.68	-0.200242	4.3893	1.69643	-0.267342	-1.73319	-0.367557	-0.376667	-0.0639927	0.178153	0.213957
-0.67	-0.202935	4.37196	1.69277	-0.271131	-1.73382	-0.365765	-0.381241	-0.0607363	0.180218	0.205985
-0.66	-0.205665	4.35462	1.68912	-0.274966	-1.73441	-0.363953	-0.385791	-0.0573111	0.182197	0.197373
-0.65	-0.208434	4.33727	1.68549	-0.278847	-1.73496	-0.362121	-0.390311	-0.0537116	0.184084	0.188091
-0.64	-0.211242	4.31992	1.68187	-0.282772	-1.73548	-0.360271	-0.394795	-0.0499323	0.185873	0.178107
-0.63	-0.21409	4.30256	1.67828	-0.286743	-1.73596	-0.358404	-0.399236	-0.0459673	0.187556	0.167391
-0.62	-0.216977	4.2852	1.67471	-0.290757	-1.7364	-0.35652	-0.403627	-0.041811	0.189126	0.155908
-0.61	-0.219905	4.26783	1.67115	-0.294815	-1.73679	-0.354622	-0.407959	-0.0374574	0.190576	0.143625
-0.6	-0.222874	4.25047	1.66761	-0.298916	-1.73715	-0.352709	-0.412226	-0.0329005	0.191896	0.130509
-0.59	-0.225883	4.23309	1.6641	-0.303059	-1.73745	-0.350784	-0.416418	-0.0281345	0.19308	0.116523
-0.58	-0.228935	4.21572	1.6606	-0.307244	-1.73771	-0.348848	-0.420527	-0.023153	0.194117	0.101631
-0.57	-0.232028	4.19834	1.65712	-0.311469	-1.73791	-0.346903	-0.424543	-0.0179501	0.194999	0.0857987
-0.56	-0.235164	4.18096	1.65366	-0.315735	-1.73807	-0.344949	-0.428457	-0.0125195	0.195716	0.0689879
-0.55	-0.238343	4.16358	1.65022	-0.320038	-1.73816	-0.342989	-0.432259	-0.00685491	0.196259	0.0511617
-0.54	-0.241565	4.1462	1.6468	-0.324379	-1.7382	-0.341024	-0.435938	-0.000950141	0.196617	0.0322828
-0.53	-0.244831	4.12881	1.6434	-0.328757	-1.73818	-0.339057	-0.439483	0.00520111	0.196779	0.0123135
-0.52	-0.248141	4.11143	1.64002	-0.333168	-1.7381	-0.337089	-0.442883	0.0116051	0.196735	-0.00878368
-0.51	-0.251495	4.09405	1.63666	-0.337614	-1.73795	-0.335123	-0.446125	0.0182682	0.196474	-0.0310463
