A	q	Phi	tau	dq/dA	dPhi/dA	dtau/dA	d2q/dA2	d2Phi/dA2	d2tau/dA2	d3tau/dA3
-9.99	-6.84466e-06	19.3994	50.8198	-7.15341e-06	-1.53346	-5.26332	-7.50315e-06	-0.00290006	0.0117257	-0.00525812
-9.98	-6.91657e-06	19.3841	50.7672	-7.22884e-06	-1.53349	-5.2632	-7.58259e-06	-0.0029046	0.011673	-0.0052798
-9.97	-6.98924e-06	19.3688	50.7146	-7.30506e-06	-1.53352	-5.26309	-7.66288e-06	-0.00290915	0.0116201	-0.00530143
-9.96	-7.06267e-06	19.3534	50.6619	-7.3821e-06	-1.53355	-5.26297	-7.74402e-06	-0.0029137	0.011567	-0.00532305
-9.95	-7.13688e-06	19.3381	50.6093	-7.45995e-06	-1.53357	-5.26285	-7.82603e-06	-0.00291827	0.0115137	-0.00534483
-9.94	-7.21187e-06	19.3227	50.5567	-7.53862e-06	-1.5336	-5.26274	-7.90891e-06	-0.00292285	0.0114601	-0.00536671
-9.93	-7.28766e-06	19.3074	50.504	-7.61813e-06	-1.53363	-5.26262	-7.99267e-06	-0.00292743	0.0114063	-0.00538858
-9.92	-7.36424e-06	19.2921	50.4514	-7.69848e-06	-1.53366	-5.26251	-8.07732e-06	-0.00293202	0.0113523	-0.00541037
-9.91	-7.44163e-06	19.2767	50.3988	-7.77968e-06	-1.53369	-5.2624	-8.16288e-06	-0.00293663	0.0112981	-0.00543224
-9.9	-7.51983e-06	19.2614	50.3462	-7.86174e-06	-1.53372	-5.26229	-8.24934e-06	-0.00294124	0.0112437	-0.00545426
-9.89	-7.59887e-06	19.2461	50.2936	-7.94467e-06	-1.53375	-5.26217	-8.33673e-06	-0.00294586	0.011189	-0.00547633
-9.88	-7.67873e-06	19.2307	50.2409	-8.02848e-06	-1.53378	-5.26206	-8.42504e-06	-0.00295049	0.0111342	-0.00549836
-9.87	-7.75944e-06	19.2154	50.1883	-8.11317e-06	-1.53381	-5.26195	-8.51429e-06	-0.00295513	0.0110791	-0.00552035
-9.86	-7.841e-06	19.2	50.1357	-8.19877e-06	-1.53384	-5.26184	-8.6045e-06	-0.00295977	0.0110238	-0.00554247
-9.85	-7.92342e-06	19.1847	50.0831	-8.28527e-06	-1.53387	-5.26173	-8.69566e-06	-0.00296443	0.0109682	-0.0055647
-9.84	-8.00671e-06	19.1694	50.0305	-8.37268e-06	-1.5339	-5.26162	-8.7878e-06	-0.00296909	0.0109125	-0.00558695
-9.83	-8.09087e-06	19.154	49.9778	-8.46102e-06	-1.53393	-5.26151	-8.88092e-06	-0.00297377	0.0108565	-0.00560912
-9.82	-8.17593e-06	19.1387	49.9252	-8.5503e-06	-1.53396	-5.2614	-8.97502e-06	-0.00297845	0.0108003	-0.00563133
-9.81	-8.26188e-06	19.1234	49.8726	-8.64053e-06	-1.53399	-5.2613	-9.07013e-06	-0.00298314	0.0107439	-0.00565368
-9.8	-8.34874e-06	19.108	49.82	-8.73171e-06	-1.53402	-5.26119	-9.16626e-06	-0.00298785	0.0106872	-0.00567611
-9.79	-8.43652e-06	19.0927	49.7674	-8.82386e-06	-1.53405	-5.26108	-9.2634e-06	-0.00299256	0.0106303	-0.00569851
-9.78	-8.52522e-06	19.0773	49.7148	-8.91698e-06	-1.53408	-5.26098	-9.36158e-06	-0.00299728	0.0105732	-0.00572084
-9.77	-8.61486e-06	19.062	49.6622	-9.01109e-06	-1.53411	-5.26087	-9.46081e-06	-0.003002	0.0105159	-0.00574328
-9.76	-8.70545e-06	19.0466	49.6096	-9.1062e-06	-1.53414	-5.26077	-9.5611e-06	-0.00300674	0.0104584	-0.00576584
-9.75	-8.79699e-06	19.0313	49.557	-9.20232e-06	-1.53417	-5.26066	-9.66245e-06	-0.00301149	0.0104006	-0.00578843
-9.74	-8.8895e-06	19.016	49.5043	-9.29945e-06	-1.5342	-5.26056	-9.76488e-06	-0.00301625	0.0103426	-0.00581096
-9.73	-8.98298e-06	19.0006	49.4517	-9.39762e-06	-1.53423	-5.26045	-9.8684e-06	-0.00302101	0.0102844	-0.00583349
-9.72	-9.07745e-06	18.9853	49.3991	-9.49682e-06	-1.53426	-5.26035	-9.97303e-06	-0.00302579	0.0102259	-0.00585615
-9.71	-9.17292e-06	18.9699	49.3465	-9.59708e-06	-1.53429	-5.26025	-1.00788e-05	-0.00303057	0.0101673	-0.0058789
-9.7	-9.2694e-06	18.9546	49.2939	-9.6984e-06	-1.53432	-5.26015	-1.01856e-05	-0.00303536	0.0101084	-0.00590163
-9.69	-9.36689e-06	18.9393	49.2413	-9.8008e-06	-1.53435	-5.26005	-1.02936e-05	-0.00304017	0.0100492	-0.0059243
-9.68	-9.46542e-06	18.9239	49.1887	-9.90428e-06	-1.53438	-5.25995	-1.04028e-05	-0.00304498	0.00998988	-0.00594703
-9.67	-9.56498e-06	18.9086	49.1361	-1.00089e-05	-1.53441	-5.25985	-1.05131e-05	-0.0030498	0.0099303	-0.00596988
-9.66	-9.6656e-06	18.8932	49.0835	-1.01145e-05	-1.53444	-5.25975	-1.06246e-05	-0.00305463	0.00987049	-0.00599278
-9.65	-9.76728e-06	18.8779	49.0309	-1.02214e-05	-1.53447	-5.25965	-1.07373e-05	-0.00305947	0.00981044	-0.00601565
-9.64	-9.87003e-06	18.8625	48.9783	-1.03293e-05	-1.5345	-5.25955	-1.08512e-05	-0.00306432	0.00975017	-0.00603847
-9.63	-9.97387e-06	18.8472	48.9257	-1.04384e-05	-1.53453	-5.25946	-1.09663e-05	-0.00306917	0.00968967	-0.0060614
-9.62	-1.00788e-05	18.8318	48.8732	-1.05486e-05	-1.53456	-5.25936	-1.10826e-05	-0.00307404	0.00962895	-0.00608442
-9.61	-1.01848e-05	18.8165	48.8206	-1.066e-05	-1.53459	-5.25926	-1.12002e-05	-0.00307892	0.00956799	-0.00610746
-9.6	-1.0292e-05	18.8011	48.768	-1.07726e-05	-1.53462	-5.25917	-1.1319e-05	-0.00308381	0.0095068	-0.00613037
-9.59	-1.04003e-05	18.7858	48.7154	-1.08864e-05	-1.53466	-5.25907	-1.14391e-05	-0.0030887	0.00944538	-0.00615354
-9.58	-1.05097e-05	18.7705	48.6628	-1.10014e-05	-1.53469	-5.25898	-1.15605e-05	-0.00309361	0.00938373	-0.00617656
-9.57	-1.06203e-05	18.7551	48.6102	-1.11176e-05	-1.53472	-5.25889	-1.16831e-05	-0.00309852	0.00932185	-0.00619966
-9.56	-1.07321e-05	18.7398	48.5576	-1.12351e-05	-1.53475	-5.25879	-1.18071e-05	-0.00310345	0.00925974	-0.00622287
-9.55	-1.0845e-05	18.7244	48.505	-1.13538e-05	-1.53478	-5.2587	-1.19324e-05	-0.00310838	0.00919739	-0.00624592
-9.54	-1.09592e-05	18.7091	48.4524	-1.14737e-05	-1.53481	-5.25861	-1.2059e-05	-0.00311332	0.00913482	-0.00626925
-9.53	-1.10745e-05	18.6937	48.3998	-1.1595e-05	-1.53484	-5.25852	-1.2187e-05	-0.00311827	0.00907201	-0.00629236
-9.52	-1.11911e-05	18.6784	48.3473	-1.17175e-05	-1.53487	-5.25843	-1.23163e-05	-0.00312324	0.00900897	-0.00631565
-9.51	-1.13089e-05	18.663	48.2947	-1.18413e-05	-1.5349	-5.25834	-1.24471e-05	-0.00312821	0.0089457	-0.00633894
-9.5	-1.14279e-05	18.6477	48.2421	-1.19664e-05	-1.53494	-5.25825	-1.25792e-05	-0.00313319	0.00888219	-0.00636215
-9.49	-1.15482e-05	18.6323	48.1895	-1.20929e-05	-1.53497	-5.25816	-1.27127e-05	-0.00313818	0.00881845	-0.00638559
-9.48	-1.16698e-05	18.617	48.1369	-1.22207e-05	-1.535	-5.25807	-1.28477e-05	-0.00314318	0.00875448	-0.00640882
-9.47	-1.17926e-05	18.6016	48.0844	-1.23498e-05	-1.53503	-5.25798	-1.29841e-05	-0.00314819	0.00869028	-0.00643226
-9.46	-1.19168e-05	18.5863	48.0318	-1.24804e-05	-1.53506	-5.2579	-1.31219e-05	-0.00315321	0.00862584	-0.00645563
-9.45	-1.20422e-05	18.5709	47.9792	-1.26123e-05	-1.53509	-5.25781	-1.32612e-05	-0.00315824	0.00856117	-0.00647899
-9.44	-1.2169e-05	18.5556	47.9266	-1.27456e-05	-1.53512	-5.25773	-1.3402e-05	-0.00316328	0.00849626	-0.00650252
-9.43	-1.22972e-05	18.5402	47.874	-1.28803e-05	-1.53516	-5.25764	-1.35443e-05	-0.00316833	0.00843112	-0.00652586
-9.42	-1.24266e-05	18.5249	47.8215	-1.30165e-05	-1.53519	-5.25756	-1.36882e-05	-0.00317338	0.00836574	-0.00654944
-9.41	-1.25575e-05	18.5095	47.7689	-1.31541e-05	-1.53522	-5.25747	-1.38335e-05	-0.00317845	0.00830013	-0.00657287
-9.4	-1.26897e-05	18.4942	47.7163	-1.32932e-05	-1.53525	-5.25739	-1.39804e-05	-0.00318353	0.00823428	-0.00659637
-9.39	-1.28234e-05	18.4788	47.6637	-1.34337e-05	-1.53528	-5.25731	-1.41289e-05	-0.00318862	0.0081682	-0.00661997
-9.38	-1.29584e-05	18.4635	47.6112	-1.35758e-05	-1.53532	-5.25723	-1.4279e-05	-0.00319371	0.00810189	-0.00664341
-9.37	-1.30949e-05	18.4481	47.5586	-1.37193e-05	-1.53535	-5.25715	-1.44307e-05	-0.00319882	0.00803533	-0.0066671
-9.36	-1.32328e-05	18.4327	47.506	-1.38644e-05	-1.53538	-5.25707	-1.4584e-05	-0.00320394	0.00796855	-0.00669059
-9.35	-1.33722e-05	18.4174	47.4535	-1.4011e-05	-1.53541	-5.25699	-1.47389e-05	-0.00320906	0.00790152	-0.00671422
-9.34	-1.3513e-05	18.402	47.4009	-1.41592e-05	-1.53544	-5.25691	-1.48955e-05	-0.0032142	0.00783426	-0.00673785
-9.33	-1.36554e-05	18.3867	47.3483	-1.43089e-05	-1.53548	-5.25683	-1.50537e-05	-0.00321935	0.00776677	-0.0067614
-9.32	-1.37992e-05	18.3713	47.2958	-1.44602e-05	-1.53551	-5.25675	-1.52137e-05	-0.0032245	0.00769903	-0.00678516
-9.31	-1.39446e-05	18.356	47.2432	-1.46132e-05	-1.53554	-5.25668	-1.53753e-05	-0.00322967	0.00763106	-0.00680871
-9.3	-1.40915e-05	18.3406	47.1906	-1.47678e-05	-1.53557	-5.2566	-1.55387e-05	-0.00323484	0.00756286	-0.00683245
-9.29	-1.42399e-05	18.3253	47.1381	-1.4924e-05	-1.5356	-5.25653	-1.57038e-05	-0.00324003	0.00749442	-0.00685611
-9.28	-1.439e-05	18.3099	47.0855	-1.50818e-05	-1.53564	-5.25645	-1.58707e-05	-0.00324522	0.00742574	-0.00687975
-9.27	-1.45416e-05	18.2945	47.0329	-1.52414e-05	-1.53567	-5.25638	-1.60394e-05	-0.00325043	0.00735682	-0.00690354
-9.26	-1.46948e-05	18.2792	46.9804	-1.54026e-05	-1.5357	-5.2563	-1.62099e-05	-0.00325564	0.00728767	-0.00692715
-9.25	-1.48496e-05	18.2638	46.9278	-1.55656e-05	-1.53573	-5.25623	-1.63822e-05	-0.00326087	0.00721828	-0.00695097
-9.24	-1.50061e-05	18.2485	46.8752	-1.57303e-05	-1.53577	-5.25616	-1.65563e-05	-0.0032661	0.00714865	-0.00697464
-9.23	-1.51642e-05	18.2331	46.8227	-1.58967e-05	-1.5358	-5.25609	-1.67323e-05	-0.00327135	0.00707879	-0.00699837
-9.22	-1.5324e-05	18.2178	46.7701	-1.60649e-05	-1.53583	-5.25602	-1.69102e-05	-0.0032766	0.00700868	-0.00702217
-9.21	-1.54855e-05	18.2024	46.7176	-1.62349e-05	-1.53587	-5.25595	-1.709e-05	-0.00328187	0.00693834	-0.00704582
-9.2	-1.56488e-05	18.187	46.665	-1.64067e-05	-1.5359	-5.25588	-1.72717e-05	-0.00328714	0.00686777	-0.00706969
-9.19	-1.58137e-05	18.1717	46.6124	-1.65804e-05	-1.53593	-5.25581	-1.74553e-05	-0.00329243	0.00679695	-0.00709336
-9.18	-1.59804e-05	18.1563	46.5599	-1.67558e-05	-1.53596	-5.25574	-1.76409e-05	-0.00329772	0.0067259	-0.00711716
-9.17	-1.61488e-05	18.141	46.5073	-1.69332e-05	-1.536	-5.25568	-1.78285e-05	-0.00330303	0.00665461	-0.00714094
-9.16	-1.6319e-05	18.1256	46.4548	-1.71124e-05	-1.53603	-5.25561	-1.80181e-05	-0.00330834	0.00658308	-0.00716464
-9.15	-1.64911e-05	18.1102	46.4022	-1.72936e-05	-1.53606	-5.25555	-1.82097e-05	-0.00331367	0.00651132	-0.00718851
-9.14	-1.66649e-05	18.0949	46.3497	-1.74766e-05	-1.5361	-5.25548	-1.84034e-05	-0.003319	0.00643931	-0.00721218
-9.13	-1.68406e-05	18.0795	46.2971	-1.76616e-05	-1.53613	-5.25542	-1.85991e-05	-0.00332435	0.00636707	-0.00723602
-9.12	-1.70182e-05	18.0642	46.2445	-1.78486e-05	-1.53616	-5.25535	-1.8797e-05	-0.00332971	0.00629459	-0.00725976
-9.11	-1.71976e-05	18.0488	46.192	-1.80376e-05	-1.5362	-5.25529	-1.89969e-05	-0.00333507	0.00622188	-0.00728349
-9.1	-1.73789e-05	18.0334	46.1394	-1.82286e-05	-1.53623	-5.25523	-1.9199e-05	-0.00334045	0.00614892	-0.00730733
-9.09	-1.75622e-05	18.0181	46.0869	-1.84216e-05	-1.53626	-5.25517	-1.94033e-05	-0.00334583	0.00607573	-0.00733098
-9.08	-1.77473e-05	18.0027	46.0343	-1.86166e-05	-1.5363	-5.25511	-1.96097e-05	-0.00335123	0.0060023	-0.00735474
-9.07	-1.79345e-05	17.9873	45.9818	-1.88138e-05	-1.53633	-5.25505	-1.98184e-05	-0.00335664	0.00592864	-0.00737849
-9.06	-1.81236e-05	17.972	45.9292	-1.9013e-05	-1.53636	-5.25499	-2.00292e-05	-0.00336205	0.00585473	-0.00740224
-9.05	-1.83148e-05	17.9566	45.8767	-1.92144e-05	-1.5364	-5.25493	-2.02424e-05	-0.00336748	0.00578059	-0.00742597
-9.04	-1.85079e-05	17.9413	45.8241	-1.94179e-05	-1.53643	-5.25487	-2.04578e-05	-0.00337292	0.00570621	-0.00744971
