j	t1(j)	t2(j)	t3(j)	t4(j)
2.07	0.668205	1.9288	3.18637	4.46869
2.08	0.668194	1.93026	3.18875	4.47175
2.09	0.668176	1.9317	3.19111	4.4748
2.1	0.668148	1.93313	3.19346	4.47783
2.11	0.668112	1.93455	3.19579	4.48084
2.12	0.668068	1.93596	3.19811	4.48383
2.13	0.668015	1.93735	3.20041	4.4868
2.14	0.667954	1.93874	3.2027	4.48976
2.15	0.667885	1.94011	3.20497	4.49269
2.16	0.667807	1.94148	3.20723	4.49561
2.17	0.667722	1.94283	3.20948	4.49851
2.18	0.667628	1.94417	3.21171	4.5014
2.19	0.667526	1.94551	3.21393	4.50427
2.2	0.667416	1.94683	3.21614	4.50712
2.21	0.667299	1.94814	3.21833	4.50995
2.22	0.667173	1.94944	3.22051	4.51277
2.23	0.66704	1.95073	3.22267	4.51557
2.24	0.666898	1.95201	3.22482	4.51836
2.25	0.666749	1.95328	3.22696	4.52113
2.26	0.666593	1.95454	3.22909	4.52388
2.27	0.666428	1.95579	3.23121	4.52662
2.28	0.666256	1.95703	3.23331	4.52934
2.29	0.666077	1.95826	3.2354	4.53205
2.3	0.66589	1.95948	3.23747	4.53474
2.31	0.665696	1.96069	3.23954	4.53741
2.32	0.665494	1.96189	3.24159	4.54008
2.33	0.665285	1.96308	3.24363	4.54272
2.34	0.665068	1.96426	3.24566	4.54536
2.35	0.664845	1.96543	3.24768	4.54798
2.36	0.664614	1.96659	3.24968	4.55058
2.37	0.664376	1.96774	3.25168	4.55317
2.38	0.664131	1.96889	3.25366	4.55575
2.39	0.663878	1.97002	3.25563	4.55831
2.4	0.663619	1.97114	3.25759	4.56086
2.41	0.663353	1.97226	3.25954	4.56339
2.42	0.66308	1.97336	3.26148	4.56591
2.43	0.6628	1.97446	3.26341	4.56842
2.44	0.662513	1.97554	3.26532	4.57092
2.45	0.662219	1.97662	3.26723	4.5734
2.46	0.661919	1.97769	3.26912	4.57587
2.47	0.661612	1.97875	3.27101	4.57832
2.48	0.661298	1.9798	3.27288	4.58077
2.49	0.660978	1.98084	3.27475	4.5832
2.5	0.660651	1.98187	3.2766	4.58562
2.51	0.660317	1.9829	3.27844	4.58802
2.52	0.659977	1.98391	3.28027	4.59042
2.53	0.65963	1.98492	3.2821	4.5928
2.54	0.659277	1.98592	3.28391	4.59517
2.55	0.658918	1.9869	3.28571	4.59753
2.56	0.658552	1.98788	3.2875	4.59987
2.57	0.65818	1.98886	3.28929	4.60221
2.58	0.657802	1.98982	3.29106	4.60453
2.59	0.657418	1.99077	3.29282	4.60684
2.6	0.657027	1.99172	3.29458	4.60914
2.61	0.65663	1.99266	3.29632	4.61143
2.62	0.656227	1.99358	3.29805	4.6137
2.63	0.655818	1.99451	3.29978	4.61597
2.64	0.655403	1.99542	3.30149	4.61822
2.65	0.654982	1.99632	3.3032	4.62047
2.66	0.654555	1.99722	3.3049	4.6227
2.67	0.654123	1.9981	3.30659	4.62492
2.68	0.653684	1.99898	3.30826	4.62713
2.69	0.653239	1.99985	3.30993	4.62933
2.7	0.652789	2.00072	3.31159	4.63152
2.71	0.652333	2.00157	3.31325	4.6337
2.72	0.651871	2.00242	3.31489	4.63587
2.73	0.651403	2.00326	3.31652	4.63803
2.74	0.65093	2.00409	3.31815	4.64018
2.75	0.650451	2.00491	3.31976	4.64232
2.76	0.649967	2.00572	3.32137	4.64444
2.77	0.649477	2.00653	3.32297	4.64656
2.78	0.648982	2.00733	3.32456	4.64867
2.79	0.648481	2.00812	3.32614	4.65077
2.8	0.647974	2.0089	3.32772	4.65286
2.81	0.647462	2.00968	3.32928	4.65494
2.82	0.646945	2.01044	3.33084	4.657
2.83	0.646423	2.0112	3.33238	4.65906
2.84	0.645895	2.01195	3.33392	4.66111
2.85	0.645362	2.0127	3.33545	4.66315
2.86	0.644823	2.01343	3.33698	4.66519
2.87	0.64428	2.01416	3.33849	4.66721
2.88	0.643731	2.01488	3.34	4.66922
2.89	0.643177	2.0156	3.3415	4.67122
2.9	0.642618	2.0163	3.34299	4.67322
2.91	0.642054	2.017	3.34447	4.6752
2.92	0.641484	2.01769	3.34594	4.67718
2.93	0.64091	2.01838	3.34741	4.67915
2.94	0.640331	2.01905	3.34887	4.6811
2.95	0.639747	2.01972	3.35032	4.68305
2.96	0.639158	2.02039	3.35176	4.68499
2.97	0.638564	2.02104	3.3532	4.68693
2.98	0.637965	2.02169	3.35462	4.68885
2.99	0.637361	2.02233	3.35604	4.69076
3	0.636753	2.02296	3.35746	4.69267
3.01	0.63614	2.02358	3.35886	4.69457
3.02	0.635522	2.0242	3.36026	4.69646
3.03	0.634899	2.02481	3.36164	4.69834
3.04	0.634272	2.02542	3.36303	4.70021
3.05	0.63364	2.02601	3.3644	4.70207
3.06	0.633003	2.0266	3.36577	4.70393
3.07	0.632362	2.02718	3.36712	4.70578
3.08	0.631716	2.02776	3.36847	4.70762
3.09	0.631066	2.02833	3.36982	4.70945
3.1	0.630411	2.02889	3.37115	4.71127
3.11	0.629751	2.02944	3.37248	4.71309
3.12	0.629088	2.02999	3.37381	4.71489
3.13	0.628419	2.03053	3.37512	4.71669
3.14	0.627747	2.03106	3.37643	4.71848
3.15	0.62707	2.03159	3.37773	4.72027
3.16	0.626389	2.03211	3.37902	4.72204
3.17	0.625703	2.03262	3.3803	4.72381
3.18	0.625013	2.03313	3.38158	4.72557
3.19	0.624319	2.03363	3.38285	4.72732
3.2	0.62362	2.03412	3.38412	4.72907
3.21	0.622918	2.03461	3.38537	4.73081
3.22	0.622211	2.03509	3.38662	4.73254
3.23	0.6215	2.03556	3.38787	4.73426
3.24	0.620785	2.03602	3.3891	4.73597
3.25	0.620066	2.03648	3.39033	4.73768
3.26	0.619343	2.03694	3.39155	4.73938
3.27	0.618615	2.03738	3.39277	4.74107
3.28	0.617884	2.03782	3.39397	4.74276
3.29	0.617149	2.03825	3.39518	4.74444
3.3	0.616409	2.03868	3.39637	4.74611
3.31	0.615666	2.0391	3.39756	4.74777
3.32	0.614919	2.03951	3.39874	4.74943
3.33	0.614168	2.03992	3.39991	4.75108
3.34	0.613413	2.04032	3.40108	4.75272
3.35	0.612654	2.04071	3.40224	4.75435
3.36	0.611892	2.0411	3.40339	4.75598
3.37	0.611125	2.04148	3.40454	4.7576
3.38	0.610355	2.04186	3.40568	4.75922
3.39	0.609581	2.04223	3.40681	4.76082
3.4	0.608804	2.04259	3.40794	4.76242
3.41	0.608022	2.04295	3.40906	4.76401
3.42	0.607237	2.0433	3.41017	4.7656
3.43	0.606449	2.04364	3.41128	4.76718
3.44	0.605656	2.04398	3.41238	4.76875
3.45	0.60486	2.04431	3.41347	4.77032
3.46	0.604061	2.04463	3.41456	4.77188
3.47	0.603258	2.04495	3.41564	4.77343
3.48	0.602451	2.04527	3.41671	4.77498
