j	t1(j)	t2(j)	t3(j)	t4(j)
2.68	-3.79891	-1.27714	0.645109	2.22716
2.69	-3.8259	-1.29688	0.63037	2.21495
2.7	-3.8529	-1.31663	0.615618	2.20271
2.71	-3.87989	-1.3364	0.600852	2.19047
2.72	-3.90689	-1.35618	0.586074	2.17821
2.73	-3.93389	-1.37597	0.571284	2.16594
2.74	-3.9609	-1.39577	0.55648	2.15366
2.75	-3.9879	-1.41559	0.541664	2.14136
2.76	-4.01491	-1.43542	0.526835	2.12905
2.77	-4.04192	-1.45526	0.511994	2.11673
2.78	-4.06893	-1.47512	0.497141	2.1044
2.79	-4.09594	-1.49499	0.482275	2.09206
2.8	-4.12295	-1.51487	0.467397	2.0797
2.81	-4.14996	-1.53476	0.452507	2.06733
2.82	-4.17698	-1.55466	0.437606	2.05495
2.83	-4.20399	-1.57458	0.422692	2.04256
2.84	-4.23101	-1.59451	0.407767	2.03015
2.85	-4.25803	-1.61445	0.39283	2.01774
2.86	-4.28505	-1.6344	0.377881	2.00531
2.87	-4.31207	-1.65437	0.362921	1.99287
2.88	-4.3391	-1.67434	0.34795	1.98042
2.89	-4.36612	-1.69433	0.332967	1.96796
2.9	-4.39314	-1.71433	0.317973	1.95549
2.91	-4.42017	-1.73434	0.302968	1.943
2.92	-4.4472	-1.75436	0.287952	1.93051
2.93	-4.47422	-1.77439	0.272924	1.91801
2.94	-4.50125	-1.79444	0.257886	1.90549
2.95	-4.52828	-1.81449	0.242837	1.89296
2.96	-4.55531	-1.83456	0.227778	1.88043
2.97	-4.58234	-1.85463	0.212707	1.86788
2.98	-4.60937	-1.87472	0.197626	1.85532
2.99	-4.6364	-1.89482	0.182535	1.84275
3	-4.66343	-1.91493	0.167433	1.83018
3.01	-4.69047	-1.93505	0.152321	1.81759
3.02	-4.7175	-1.95518	0.137198	1.80499
3.03	-4.74453	-1.97532	0.122065	1.79238
3.04	-4.77157	-1.99547	0.106922	1.77977
3.05	-4.7986	-2.01563	0.0917691	1.76714
3.06	-4.82564	-2.0358	0.076606	1.7545
3.07	-4.85267	-2.05598	0.061433	1.74185
3.08	-4.8797	-2.07617	0.04625	1.7292
3.09	-4.90674	-2.09637	0.0310573	1.71653
3.1	-4.93377	-2.11658	0.0158548	1.70386
3.11	-4.96081	-2.1368	0.000642636	1.69117
3.12	-4.98784	-2.15703	-0.0145792	1.67848
3.13	-5.01488	-2.17727	-0.0298105	1.66578
3.14	-5.04191	-2.19752	-0.0450513	1.65307
3.15	-5.06895	-2.21778	-0.0603016	1.64035
3.16	-5.09598	-2.23805	-0.0755613	1.62762
3.17	-5.12302	-2.25832	-0.0908302	1.61488
3.18	-5.15005	-2.27861	-0.106108	1.60213
3.19	-5.17709	-2.29891	-0.121396	1.58938
3.2	-5.20412	-2.31921	-0.136692	1.57661
3.21	-5.23116	-2.33952	-0.151998	1.56384
3.22	-5.25819	-2.35985	-0.167312	1.55106
3.23	-5.28522	-2.38018	-0.182636	1.53827
3.24	-5.31226	-2.40052	-0.197968	1.52548
3.25	-5.33929	-2.42087	-0.21331	1.51267
3.26	-5.36632	-2.44123	-0.22866	1.49986
3.27	-5.39335	-2.46159	-0.244018	1.48704
3.28	-5.42038	-2.48197	-0.259386	1.47421
3.29	-5.44741	-2.50235	-0.274762	1.46137
3.3	-5.47444	-2.52274	-0.290147	1.44852
3.31	-5.50147	-2.54314	-0.30554	1.43567
3.32	-5.5285	-2.56355	-0.320942	1.42281
3.33	-5.55553	-2.58397	-0.336352	1.40994
3.34	-5.58255	-2.6044	-0.35177	1.39707
3.35	-5.60958	-2.62483	-0.367197	1.38419
3.36	-5.63661	-2.64527	-0.382632	1.3713
3.37	-5.66363	-2.66572	-0.398075	1.3584
3.38	-5.69066	-2.68618	-0.413526	1.34549
3.39	-5.71768	-2.70664	-0.428986	1.33258
3.4	-5.7447	-2.72712	-0.444453	1.31966
3.41	-5.77172	-2.7476	-0.459929	1.30674
3.42	-5.79874	-2.76809	-0.475413	1.2938
3.43	-5.82576	-2.78858	-0.490904	1.28087
