j	t1(j)	t2(j)	t3(j)	t4(j)
1.38	0.913865	2.00688	3.17755	4.39417
1.39	0.92171	2.015	3.18704	4.40463
1.4	0.929536	2.02309	3.19647	4.41502
1.41	0.937342	2.03115	3.20585	4.42535
1.42	0.94513	2.03918	3.21517	4.43562
1.43	0.952899	2.04718	3.22443	4.44583
1.44	0.960649	2.05514	3.23365	4.45598
1.45	0.96838	2.06308	3.24281	4.46607
1.46	0.976091	2.07099	3.25191	4.47611
1.47	0.983784	2.07888	3.26097	4.48608
1.48	0.991458	2.08674	3.26998	4.496
1.49	0.999113	2.09457	3.27894	4.50587
1.5	1.00675	2.10238	3.28786	4.51568
1.51	1.01436	2.11016	3.29673	4.52545
1.52	1.02196	2.11792	3.30555	4.53515
1.53	1.02954	2.12565	3.31433	4.54481
1.54	1.0371	2.13336	3.32307	4.55442
1.55	1.04464	2.14106	3.33176	4.56398
1.56	1.05216	2.14872	3.34041	4.57349
1.57	1.05966	2.15637	3.34902	4.58295
1.58	1.06714	2.164	3.3576	4.59237
1.59	1.07461	2.17161	3.36613	4.60173
1.6	1.08205	2.1792	3.37462	4.61106
1.61	1.08947	2.18677	3.38308	4.62034
1.62	1.09688	2.19432	3.3915	4.62957
1.63	1.10426	2.20185	3.39988	4.63876
1.64	1.11163	2.20936	3.40823	4.64791
1.65	1.11897	2.21686	3.41654	4.65702
1.66	1.1263	2.22434	3.42482	4.66609
1.67	1.1336	2.23181	3.43306	4.67511
1.68	1.14089	2.23926	3.44127	4.6841
1.69	1.14815	2.24669	3.44945	4.69304
1.7	1.1554	2.25411	3.45759	4.70195
1.71	1.16263	2.26151	3.46571	4.71082
1.72	1.16983	2.2689	3.47379	4.71965
1.73	1.17702	2.27628	3.48184	4.72844
1.74	1.18418	2.28364	3.48987	4.7372
1.75	1.19133	2.29099	3.49786	4.74592
1.76	1.19846	2.29833	3.50582	4.75461
1.77	1.20556	2.30565	3.51376	4.76326
1.78	1.21265	2.31296	3.52167	4.77187
1.79	1.21971	2.32026	3.52955	4.78046
1.8	1.22676	2.32754	3.5374	4.789
1.81	1.23378	2.33482	3.54523	4.79752
1.82	1.24079	2.34208	3.55303	4.806
1.83	1.24777	2.34934	3.56081	4.81445
1.84	1.25473	2.35658	3.56856	4.82287
1.85	1.26167	2.36381	3.57628	4.83126
1.86	1.2686	2.37103	3.58398	4.83962
1.87	1.2755	2.37824	3.59166	4.84795
1.88	1.28238	2.38544	3.59931	4.85624
1.89	1.28924	2.39264	3.60694	4.86451
1.9	1.29607	2.39982	3.61455	4.87275
1.91	1.30289	2.40699	3.62213	4.88096
1.92	1.30969	2.41416	3.6297	4.88914
1.93	1.31646	2.42132	3.63724	4.89729
1.94	1.32322	2.42847	3.64475	4.90542
1.95	1.32995	2.43561	3.65225	4.91352
1.96	1.33667	2.44274	3.65973	4.92159
1.97	1.34336	2.44986	3.66718	4.92964
1.98	1.35003	2.45698	3.67462	4.93766
1.99	1.35668	2.46409	3.68204	4.94565
2	1.36331	2.47119	3.68943	4.95362
2.01	1.36991	2.47829	3.69681	4.96156
2.02	1.3765	2.48537	3.70417	4.96948
2.03	1.38306	2.49245	3.7115	4.97737
2.04	1.38961	2.49953	3.71882	4.98524
2.05	1.39613	2.5066	3.72613	4.99309
2.06	1.40263	2.51366	3.73341	5.00091
