u	psi
0.000211761	0.00043683
0.000403458	0.00175945
0.000978539	0.00397097
0.00193697	0.00705441
0.00327868	0.010981
0.00500361	0.0157209
0.00711163	0.0212427
0.00960262	0.0275162
0.0124764	0.0345113
0.0157329	0.0421991
0.0193718	0.0505516
0.0233929	0.0595407
0.0277959	0.0691405
0.0325807	0.0793235
0.0377468	0.0900656
0.0432941	0.10134
0.049222	0.113123
0.0555304	0.125388
0.0622187	0.138115
0.0692866	0.151275
0.0767336	0.164848
0.0845593	0.178807
0.0927632	0.193132
0.101345	0.207795
0.110304	0.222778
0.119639	0.238051
0.12935	0.253597
0.139437	0.269383
0.149899	0.285397
0.160734	0.301602
0.171944	0.317986
0.183526	0.334512
0.19548	0.351169
0.207805	0.367917
0.220502	0.384747
0.233567	0.401616
0.247002	0.418515
0.260806	0.435402
0.274976	0.452268
0.289513	0.469067
0.304415	0.485793
0.319682	0.502397
0.335313	0.518875
0.351307	0.535174
0.367662	0.551293
0.384379	0.567178
0.401455	0.582828
0.41889	0.598185
0.436682	0.613254
0.454831	0.627974
0.473336	0.64235
0.492195	0.656321
0.511408	0.669894
0.530973	0.683007
0.550889	0.69567
0.571155	0.707819
0.591771	0.719468
0.612734	0.73055
0.634043	0.741086
0.655699	0.751007
0.677699	0.760338
0.700042	0.769009
0.722728	0.77705
0.745755	0.784392
0.769123	0.79107
0.792831	0.797014
0.816877	0.802266
0.841262	0.806755
0.865983	0.810531
0.891041	0.813524
0.916436	0.815789
0.942166	0.817256
0.968232	0.81799
0.994633	0.81792
1.02137	0.817118
1.04844	0.815516
1.07585	0.813192
1.1036	0.810078
1.13168	0.806261
1.1601	0.801674
1.18886	0.796411
1.21797	0.790405
1.24741	0.783759
1.27721	0.776405
1.30735	0.768452
1.33784	0.759835
1.36869	0.750668
1.3999	0.740885
1.43148	0.730607
1.46342	0.719766
1.49574	0.70849
1.52844	0.696709
1.56152	0.684556
1.595	0.671959
1.62889	0.659054
1.66318	0.645768
1.69789	0.632241
1.73304	0.618394
1.76862	0.604373
1.80466	0.590095
1.84117	0.575707
1.87815	0.561121
1.91563	0.546488
1.95361	0.531714
1.99212	0.516952
2.03117	0.502102
2.07077	0.487319
2.11096	0.472497
2.15175	0.457792
2.19315	0.443091
2.2352	0.428552
2.27792	0.414057
2.32133	0.399763
2.36546	0.385546
2.41034	0.371564
2.456	0.357688
2.50246	0.344077
2.54977	0.330594
2.59796	0.317401
2.64705	0.304356
2.6971	0.291621
2.74814	0.279049
2.80021	0.266804
2.85336	0.254735
2.90763	0.243008
2.96307	0.231466
3.01973	0.220279
3.07767	0.209285
3.13693	0.198658
3.19757	0.188233
3.25966	0.178184
3.32325	0.168344
3.3884	0.158891
3.45519	0.149655
3.52368	0.140817
3.59393	0.132201
3.66602	0.123994
3.74002	0.116016
3.816	0.108455
3.89404	0.101129
3.97422	0.0942264
4.05659	0.0875609
4.14126	0.0813228
4.22828	0.0753204
4.31773	0.0697445
4.40969	0.0643979
4.50422	0.0594716
4.60141	0.0547625
4.70132	0.0504614
4.80402	0.0463596
4.90957	0.0426479
5.01805	0.0391124
5.1295	0.0359443
5.244	0.0329254
5.3616	0.0302479
5.48236	0.0276904
5.60633	0.0254471
5.73357	0.0232941
5.86413	0.0214283
5.99806	0.0196242
6.13541	0.018082
