j	t1(j)	t2(j)	t3(j)	t4(j)
1.4	1.12232	2.27473	3.47553	4.73893
1.41	1.13534	2.2904	3.49367	4.75902
1.42	1.14837	2.30609	3.51183	4.7791
1.43	1.16139	2.3218	3.52998	4.79919
1.44	1.17442	2.33751	3.54815	4.81928
1.45	1.18744	2.35325	3.56632	4.83936
1.46	1.20048	2.36899	3.5845	4.85945
1.47	1.21351	2.38475	3.60269	4.87954
1.48	1.22654	2.40052	3.62088	4.89963
1.49	1.23958	2.41631	3.63908	4.91973
1.5	1.25262	2.43211	3.65728	4.93982
1.51	1.26567	2.44792	3.6755	4.95991
1.52	1.27871	2.46375	3.69372	4.98001
1.53	1.29176	2.47959	3.71194	5.0001
1.54	1.30482	2.49544	3.73018	5.0202
1.55	1.31787	2.51131	3.74842	5.0403
1.56	1.33093	2.52718	3.76666	5.0604
1.57	1.344	2.54308	3.78492	5.08051
1.58	1.35706	2.55898	3.80318	5.10061
1.59	1.37013	2.5749	3.82145	5.12072
1.6	1.38321	2.59083	3.83972	5.14083
1.61	1.39629	2.60677	3.858	5.16094
1.62	1.40937	2.62273	3.87629	5.18105
1.63	1.42246	2.6387	3.89459	5.20116
1.64	1.43555	2.65468	3.91289	5.22128
1.65	1.44865	2.67068	3.93121	5.2414
1.66	1.46175	2.68668	3.94952	5.26152
1.67	1.47485	2.7027	3.96785	5.28164
1.68	1.48796	2.71873	3.98618	5.30177
1.69	1.50108	2.73478	4.00452	5.3219
1.7	1.5142	2.75083	4.02287	5.34203
1.71	1.52733	2.7669	4.04122	5.36216
1.72	1.54046	2.78298	4.05958	5.3823
1.73	1.55359	2.79907	4.07795	5.40243
1.74	1.56674	2.81518	4.09633	5.42257
1.75	1.57988	2.83129	4.11471	5.44272
1.76	1.59304	2.84742	4.1331	5.46287
1.77	1.60619	2.86356	4.1515	5.48301
1.78	1.61936	2.87971	4.16991	5.50317
1.79	1.63253	2.89588	4.18832	5.52332
1.8	1.64571	2.91205	4.20674	5.54348
1.81	1.65889	2.92824	4.22517	5.56364
1.82	1.67208	2.94444	4.2436	5.58381
1.83	1.68527	2.96065	4.26204	5.60397
1.84	1.69847	2.97687	4.28049	5.62414
1.85	1.71168	2.9931	4.29895	5.64432
1.86	1.7249	3.00934	4.31741	5.6645
1.87	1.73812	3.0256	4.33589	5.68468
1.88	1.75134	3.04187	4.35436	5.70486
1.89	1.76458	3.05814	4.37285	5.72505
1.9	1.77782	3.07443	4.39134	5.74524
1.91	1.79107	3.09073	4.40985	5.76543
1.92	1.80432	3.10704	4.42835	5.78563
1.93	1.81759	3.12337	4.44687	5.80583
1.94	1.83085	3.1397	4.46539	5.82603
1.95	1.84413	3.15604	4.48392	5.84624
1.96	1.85741	3.1724	4.50246	5.86645
1.97	1.87071	3.18876	4.52101	5.88666
1.98	1.884	3.20514	4.53956	5.90688
1.99	1.89731	3.22153	4.55812	5.9271
2	1.91062	3.23793	4.57669	5.94733
2.01	1.92394	3.25434	4.59526	5.96756
2.02	1.93727	3.27076	4.61384	5.98779
2.03	1.95061	3.28719	4.63243	6.00803
2.04	1.96396	3.30363	4.65103	6.02827
2.05	1.97731	3.32008	4.66964	6.04851
2.06	1.99067	3.33654	4.68825	6.06876
2.07	2.00404	3.35301	4.70687	6.08901
2.08	2.01741	3.3695	4.72549	6.10927
2.09	2.0308	3.38599	4.74413	6.12953
2.1	2.04419	3.4025	4.76277	6.14979
2.11	2.05759	3.41901	4.78142	6.17006
2.12	2.071	3.43553	4.80007	6.19033
2.13	2.08442	3.45207	4.81874	6.2106
2.14	2.09784	3.46861	4.83741	6.23088
2.15	2.11128	3.48517	4.85609	6.25117
2.16	2.12472	3.50173	4.87477	6.27145
2.17	2.13817	3.51831	4.89347	6.29175
2.18	2.15163	3.5349	4.91217	6.31204
2.19	2.1651	3.55149	4.93087	6.33234
2.2	2.17858	3.5681	4.94959	6.35264
2.21	2.19207	3.58471	4.96831	6.37295
2.22	2.20556	3.60134	4.98704	6.39326
2.23	2.21907	3.61797	5.00578	6.41358
2.24	2.23258	3.63462	5.02452	6.4339
2.25	2.2461	3.65128	5.04327	6.45423
2.26	2.25963	3.66794	5.06203	6.47455
2.27	2.27317	3.68462	5.0808	6.49489
2.28	2.28672	3.7013	5.09957	6.51522
2.29	2.30028	3.718	5.11835	6.53557
2.3	2.31385	3.7347	5.13714	6.55591
2.31	2.32743	3.75142	5.15594	6.57626
2.32	2.34101	3.76814	5.17474	6.59661
2.33	2.35461	3.78487	5.19355	6.61697
2.34	2.36821	3.80162	5.21237	6.63734
2.35	2.38183	3.81837	5.23119	6.6577
2.36	2.39545	3.83513	5.25002	6.67807
2.37	2.40908	3.8519	5.26886	6.69845
2.38	2.42273	3.86869	5.28771	6.71883
2.39	2.43638	3.88548	5.30656	6.73922
2.4	2.45004	3.90228	5.32542	6.7596
2.41	2.46371	3.91909	5.34429	6.78
2.42	2.47739	3.93591	5.36317	6.8004
2.43	2.49108	3.95274	5.38205	6.8208
2.44	2.50479	3.96958	5.40094	6.84121
2.45	2.5185	3.98643	5.41984	6.86162
2.46	2.53222	4.00328	5.43874	6.88203
2.47	2.54595	4.02015	5.45765	6.90245
2.48	2.55969	4.03703	5.47657	6.92288
2.49	2.57344	4.05391	5.4955	6.94331
2.5	2.5872	4.07081	5.51443	6.96374
2.51	2.60097	4.08771	5.53337	6.98418
2.52	2.61475	4.10462	5.55232	7.00462
2.53	2.62854	4.12155	5.57127	7.02507
2.54	2.64234	4.13848	5.59023	7.04552
2.55	2.65615	4.15542	5.6092	7.06597
2.56	2.66997	4.17237	5.62818	7.08644
2.57	2.6838	4.18933	5.64716	7.1069
2.58	2.69764	4.2063	5.66615	7.12737
2.59	2.71149	4.22328	5.68515	7.14785
2.6	2.72535	4.24026	5.70415	7.16832
2.61	2.73922	4.25726	5.72316	7.18881
2.62	2.7531	4.27426	5.74218	7.2093
2.63	2.76699	4.29128	5.76121	7.22979
2.64	2.7809	4.3083	5.78024	7.25029
2.65	2.79481	4.32533	5.79928	7.27079
2.66	2.80873	4.34238	5.81833	7.2913
2.67	2.82266	4.35943	5.83738	7.31181
2.68	2.83661	4.37649	5.85644	7.33232
2.69	2.85056	4.39355	5.87551	7.35284
2.7	2.86453	4.41063	5.89459	7.37337
2.71	2.8785	4.42772	5.91367	7.3939
2.72	2.89249	4.44481	5.93276	7.41443
2.73	2.90648	4.46192	5.95186	7.43497
2.74	2.92049	4.47903	5.97096	7.45552
2.75	2.93451	4.49615	5.99007	7.47606
2.76	2.94854	4.51328	6.00919	7.49662
2.77	2.96257	4.53042	6.02831	7.51718
2.78	2.97662	4.54757	6.04744	7.53774
2.79	2.99068	4.56473	6.06658	7.55831
2.8	3.00475	4.58189	6.08573	7.57888
2.81	3.01883	4.59907	6.10488	7.59945
2.82	3.03293	4.61625	6.12404	7.62004
2.83	3.04703	4.63345	6.1432	7.64062
2.84	3.06114	4.65065	6.16238	7.66121
2.85	3.07527	4.66786	6.18156	7.68181
2.86	3.0894	4.68508	6.20074	7.70241
2.87	3.10355	4.7023	6.21994	7.72301
2.88	3.1177	4.71954	6.23914	7.74362
2.89	3.13187	4.73678	6.25835	7.76424
2.9	3.14605	4.75404	6.27756	7.78486
2.91	3.16024	4.7713	6.29678	7.80548
2.92	3.17444	4.78857	6.31601	7.82611
2.93	3.18865	4.80585	6.33525	7.84674
2.94	3.20287	4.82314	6.35449	7.86738
2.95	3.2171	4.84044	6.37374	7.88802
2.96	3.23135	4.85774	6.393	7.90867
2.97	3.2456	4.87506	6.41226	7.92932
2.98	3.25987	4.89238	6.43153	7.94998
2.99	3.27414	4.90971	6.45081	7.97064
3	3.28843	4.92705	6.47009	7.99131
3.01	3.30273	4.9444	6.48938	8.01198
