j	t1(j)	t2(j)	t3(j)	t4(j)
2.05	1.70186	3.23341	4.85071	6.53253
2.06	1.71211	3.2483	4.8702	6.55638
2.07	1.72236	3.26318	4.8897	6.58023
2.08	1.73262	3.27807	4.90918	6.60406
2.09	1.74289	3.29296	4.92867	6.62788
2.1	1.75316	3.30785	4.94814	6.65169
2.11	1.76343	3.32274	4.96762	6.67549
2.12	1.77371	3.33764	4.98709	6.69928
2.13	1.784	3.35254	5.00655	6.72306
2.14	1.7943	3.36744	5.02601	6.74683
2.15	1.8046	3.38234	5.04547	6.77058
2.16	1.81491	3.39725	5.06492	6.79433
2.17	1.82522	3.41216	5.08437	6.81807
2.18	1.83555	3.42707	5.10381	6.84179
2.19	1.84588	3.44199	5.12325	6.86551
2.2	1.85621	3.4569	5.14269	6.88921
2.21	1.86656	3.47182	5.16212	6.91291
2.22	1.87691	3.48675	5.18155	6.93659
2.23	1.88727	3.50167	5.20097	6.96027
2.24	1.89763	3.5166	5.22039	6.98393
2.25	1.90801	3.53154	5.23981	7.00759
2.26	1.91839	3.54647	5.25923	7.03124
2.27	1.92878	3.56141	5.27864	7.05488
2.28	1.93917	3.57636	5.29805	7.07851
2.29	1.94958	3.59131	5.31745	7.10213
2.3	1.95999	3.60626	5.33685	7.12574
2.31	1.97042	3.62121	5.35625	7.14934
2.32	1.98085	3.63617	5.37565	7.17293
2.33	1.99129	3.65113	5.39505	7.19652
2.34	2.00173	3.6661	5.41444	7.22009
2.35	2.01219	3.68107	5.43383	7.24366
2.36	2.02265	3.69604	5.45321	7.26722
2.37	2.03313	3.71102	5.4726	7.29077
2.38	2.04361	3.726	5.49198	7.31431
2.39	2.0541	3.74098	5.51136	7.33785
2.4	2.0646	3.75597	5.53073	7.36138
2.41	2.07511	3.77097	5.55011	7.3849
2.42	2.08563	3.78597	5.56948	7.40841
2.43	2.09616	3.80097	5.58885	7.43191
2.44	2.1067	3.81598	5.60822	7.45541
2.45	2.11725	3.83099	5.62759	7.47889
2.46	2.1278	3.846	5.64695	7.50238
2.47	2.13837	3.86103	5.66632	7.52585
2.48	2.14894	3.87605	5.68568	7.54932
2.49	2.15953	3.89108	5.70504	7.57278
2.5	2.17013	3.90612	5.7244	7.59623
2.51	2.18073	3.92116	5.74376	7.61967
2.52	2.19135	3.9362	5.76311	7.64311
2.53	2.20197	3.95125	5.78247	7.66654
2.54	2.21261	3.9663	5.80182	7.68997
2.55	2.22325	3.98136	5.82118	7.71339
2.56	2.23391	3.99643	5.84053	7.7368
2.57	2.24457	4.0115	5.85988	7.7602
2.58	2.25525	4.02657	5.87923	7.7836
2.59	2.26593	4.04165	5.89858	7.807
2.6	2.27663	4.05674	5.91792	7.83038
2.61	2.28734	4.07183	5.93727	7.85376
2.62	2.29805	4.08692	5.95662	7.87714
2.63	2.30878	4.10202	5.97596	7.90051
2.64	2.31952	4.11713	5.99531	7.92387
2.65	2.33027	4.13224	6.01466	7.94723
2.66	2.34103	4.14736	6.034	7.97058
2.67	2.3518	4.16248	6.05334	7.99392
2.68	2.36258	4.17761	6.07269	8.01726
2.69	2.37337	4.19274	6.09203	8.0406
2.7	2.38417	4.20788	6.11138	8.06393
2.71	2.39499	4.22303	6.13072	8.08725
2.72	2.40581	4.23818	6.15006	8.11057
2.73	2.41664	4.25334	6.1694	8.13388
2.74	2.42749	4.2685	6.18875	8.15719
2.75	2.43835	4.28367	6.20809	8.18049
2.76	2.44922	4.29884	6.22743	8.20379
2.77	2.4601	4.31402	6.24678	8.22709
2.78	2.47099	4.32921	6.26612	8.25038
2.79	2.48189	4.3444	6.28547	8.27366
2.8	2.4928	4.3596	6.30481	8.29694
2.81	2.50373	4.3748	6.32416	8.32021
2.82	2.51466	4.39001	6.3435	8.34348
2.83	2.52561	4.40523	6.36285	8.36675
2.84	2.53657	4.42045	6.3822	8.39001
2.85	2.54754	4.43568	6.40154	8.41327
2.86	2.55852	4.45092	6.42089	8.43652
2.87	2.56951	4.46616	6.44024	8.45977
2.88	2.58051	4.48141	6.45959	8.48301
2.89	2.59153	4.49666	6.47894	8.50625
2.9	2.60256	4.51192	6.49829	8.52949
2.91	2.6136	4.52719	6.51764	8.55272
2.92	2.62465	4.54246	6.537	8.57595
2.93	2.63571	4.55774	6.55635	8.59918
2.94	2.64678	4.57303	6.57571	8.6224
2.95	2.65787	4.58832	6.59506	8.64562
2.96	2.66896	4.60362	6.61442	8.66883
2.97	2.68007	4.61893	6.63378	8.69204
