j	t1(j)	t2(j)	t3(j)	t4(j)
2.54	-4.14176	-1.53397	0.448099	2.06075
2.55	-4.17369	-1.55761	0.430275	2.04586
2.56	-4.20561	-1.58127	0.412433	2.03096
2.57	-4.23754	-1.60495	0.394573	2.01604
2.58	-4.26948	-1.62864	0.376695	2.0011
2.59	-4.30142	-1.65236	0.3588	1.98614
2.6	-4.33336	-1.67609	0.340886	1.97117
2.61	-4.36531	-1.69985	0.322955	1.95618
2.62	-4.39726	-1.72362	0.305007	1.94117
2.63	-4.42921	-1.74741	0.287041	1.92615
2.64	-4.46117	-1.77121	0.269058	1.91111
2.65	-4.49313	-1.79504	0.251059	1.89605
2.66	-4.5251	-1.81888	0.233042	1.88098
2.67	-4.55707	-1.84274	0.215009	1.86589
2.68	-4.58904	-1.86661	0.196959	1.85078
2.69	-4.62102	-1.89051	0.178893	1.83566
2.7	-4.653	-1.91442	0.16081	1.82053
2.71	-4.68498	-1.93835	0.142711	1.80537
2.72	-4.71697	-1.96229	0.124596	1.79021
2.73	-4.74896	-1.98625	0.106465	1.77502
2.74	-4.78095	-2.01023	0.0883181	1.75983
2.75	-4.81295	-2.03422	0.0701554	1.74461
2.76	-4.84494	-2.05824	0.0519771	1.72939
2.77	-4.87695	-2.08226	0.0337833	1.71414
2.78	-4.90895	-2.1063	0.015574	1.69889
2.79	-4.94096	-2.13036	-0.00265057	1.68362
2.8	-4.97297	-2.15444	-0.0208904	1.66833
2.81	-5.00498	-2.17853	-0.0391453	1.65304
2.82	-5.03699	-2.20263	-0.0574152	1.63772
2.83	-5.06901	-2.22675	-0.0757	1.6224
2.84	-5.10103	-2.25089	-0.0939996	1.60706
2.85	-5.13305	-2.27504	-0.112314	1.5917
2.86	-5.16508	-2.29921	-0.130643	1.57634
2.87	-5.19711	-2.32339	-0.148986	1.56096
2.88	-5.22913	-2.34759	-0.167344	1.54556
2.89	-5.26117	-2.3718	-0.185716	1.53016
2.9	-5.2932	-2.39602	-0.204103	1.51474
2.91	-5.32523	-2.42026	-0.222503	1.49931
2.92	-5.35727	-2.44452	-0.240918	1.48386
2.93	-5.38931	-2.46879	-0.259346	1.46841
2.94	-5.42135	-2.49307	-0.277789	1.45294
2.95	-5.45339	-2.51737	-0.296245	1.43746
2.96	-5.48544	-2.54168	-0.314715	1.42197
2.97	-5.51749	-2.56601	-0.333198	1.40646
2.98	-5.54953	-2.59035	-0.351695	1.39094
2.99	-5.58158	-2.6147	-0.370206	1.37542
3	-5.61364	-2.63907	-0.38873	1.35988
3.01	-5.64569	-2.66345	-0.407267	1.34433
3.02	-5.67774	-2.68784	-0.425818	1.32876
3.03	-5.7098	-2.71225	-0.444381	1.31319
3.04	-5.74186	-2.73667	-0.462958	1.2976
3.05	-5.77391	-2.7611	-0.481547	1.28201
3.06	-5.80597	-2.78555	-0.50015	1.2664
3.07	-5.83803	-2.81001	-0.518765	1.25078
3.08	-5.8701	-2.83448	-0.537394	1.23515
