u	GluePotFac	MesonPotFac
0.41023	2.54051	0.354197
0.410577	2.5379	0.353859
0.410924	2.5353	0.353521
0.41127	2.53271	0.353185
0.411616	2.53014	0.35285
0.411961	2.52757	0.352516
0.412305	2.52501	0.352184
0.412649	2.52247	0.351852
0.412992	2.51993	0.351522
0.413334	2.51741	0.351193
0.413675	2.51489	0.350865
0.414016	2.51239	0.350539
0.414357	2.5099	0.350213
0.414696	2.50742	0.349889
0.415035	2.50495	0.349566
0.415373	2.50249	0.349244
0.415711	2.50003	0.348923
0.416048	2.49759	0.348604
0.416384	2.49516	0.348285
0.41672	2.49274	0.347968
0.417054	2.49034	0.347652
0.417389	2.48794	0.347337
0.417722	2.48555	0.347023
0.418055	2.48317	0.34671
0.418387	2.4808	0.346398
0.418719	2.47844	0.346088
0.41905	2.47609	0.345778
0.41938	2.47375	0.34547
0.419709	2.47142	0.345163
0.420038	2.4691	0.344857
0.420367	2.46679	0.344552
0.420694	2.46449	0.344248
0.421021	2.4622	0.343945
0.421347	2.45992	0.343644
0.421673	2.45765	0.343343
0.421998	2.45538	0.343043
0.422322	2.45313	0.342745
0.422646	2.45089	0.342447
0.422969	2.44865	0.342151
0.423291	2.44643	0.341856
0.423613	2.44421	0.341562
0.423934	2.44201	0.341268
0.424254	2.43981	0.340976
0.424574	2.43762	0.340685
0.424893	2.43544	0.340395
0.425212	2.43328	0.340106
0.425529	2.43111	0.339818
0.425847	2.42896	0.339531
0.426163	2.42682	0.339245
0.426479	2.42468	0.33896
0.426794	2.42256	0.338676
0.427109	2.42044	0.338393
0.427423	2.41833	0.338111
0.427736	2.41624	0.33783
0.428049	2.41414	0.33755
0.428361	2.41206	0.337271
0.428672	2.40999	0.336993
0.428983	2.40792	0.336716
0.429293	2.40587	0.33644
0.429603	2.40382	0.336165
0.429912	2.40178	0.335891
0.43022	2.39975	0.335617
0.430528	2.39772	0.335345
0.430835	2.39571	0.335074
0.431141	2.3937	0.334803
0.431447	2.3917	0.334534
0.431753	2.38971	0.334265
0.432057	2.38773	0.333998
0.432361	2.38575	0.333731
0.432665	2.38379	0.333466
0.432968	2.38183	0.333201
0.43327	2.37988	0.332937
0.433571	2.37793	0.332674
0.433872	2.376	0.332412
0.434173	2.37407	0.33215
0.434473	2.37215	0.33189
0.434772	2.37024	0.331631
0.435071	2.36833	0.331372
0.435369	2.36643	0.331115
0.435666	2.36454	0.330858
0.435963	2.36266	0.330602
0.436259	2.36078	0.330347
0.436555	2.35892	0.330093
0.43685	2.35706	0.329839
0.437145	2.3552	0.329587
0.437439	2.35336	0.329335
0.437732	2.35152	0.329084
0.438025	2.34969	0.328834
0.438317	2.34786	0.328585
0.438609	2.34605	0.328337
0.4389	2.34424	0.328089
0.439191	2.34243	0.327843
0.439481	2.34064	0.327597
0.43977	2.33885	0.327352
0.440059	2.33706	0.327108
0.440347	2.33529	0.326864
0.440635	2.33352	0.326622
0.440922	2.33176	0.32638
0.441209	2.33	0.326139
0.441495	2.32825	0.325899
0.441781	2.32651	0.325659
0.442066	2.32478	0.325421
0.44235	2.32305	0.325183
0.442634	2.32133	0.324946
0.442917	2.31961	0.324709
0.4432	2.3179	0.324474
0.443483	2.3162	0.324239
0.443764	2.3145	0.324005
0.444046	2.31281	0.323772
0.444326	2.31113	0.323539
0.444607	2.30945	0.323307
0.444886	2.30778	0.323076
0.445166	2.30612	0.322846
0.445444	2.30446	0.322616
0.445722	2.30281	0.322387
0.446	2.30116	0.322159
0.446277	2.29952	0.321932
0.446554	2.29789	0.321705
0.44683	2.29626	0.321479
0.447105	2.29464	0.321254
0.44738	2.29302	0.321029
0.447655	2.29141	0.320805
0.447929	2.28981	0.320582
0.448202	2.28821	0.32036
0.448475	2.28662	0.320138
0.448748	2.28503	0.319917
0.44902	2.28345	0.319697
0.449291	2.28187	0.319477
0.449563	2.2803	0.319258
0.449833	2.27874	0.319039
0.450103	2.27718	0.318822
0.450373	2.27563	0.318605
0.450642	2.27408	0.318388
0.45091	2.27254	0.318173
0.451179	2.271	0.317958
0.451446	2.26947	0.317743
0.451713	2.26795	0.31753
0.45198	2.26643	0.317316
0.452246	2.26491	0.317104
0.452512	2.2634	0.316892
0.452777	2.2619	0.316681
0.453042	2.2604	0.316471
0.453307	2.25891	0.316261
0.453571	2.25742	0.316051
0.453834	2.25594	0.315843
0.454097	2.25446	0.315635
0.454359	2.25299	0.315427
0.454621	2.25152	0.315221
0.454883	2.25006	0.315014
0.455144	2.2486	0.314809
0.455405	2.24715	0.314604
0.455665	2.2457	0.3144
0.455925	2.24426	0.314196
0.456184	2.24283	0.313993
0.456443	2.24139	0.31379
0.456702	2.23997	0.313588
0.45696	2.23854	0.313387
0.457217	2.23713	0.313186
0.457474	2.23571	0.312986
0.457731	2.23431	0.312786
0.457987	2.2329	0.312587
0.458243	2.2315	0.312389
0.458499	2.23011	0.312191
0.458753	2.22872	0.311993
0.459008	2.22734	0.311797
0.459262	2.22596	0.3116
0.459516	2.22458	0.311405
0.459769	2.22321	0.31121
0.460022	2.22185	0.311015
0.460274	2.22049	0.310821
0.460526	2.21913	0.310628
0.460778	2.21778	0.310435
0.461029	2.21643	0.310243
0.46128	2.21509	0.310051
0.46153	2.21375	0.309859
0.46178	2.21241	0.309669
0.46203	2.21108	0.309478
0.462279	2.20976	0.309289
0.462528	2.20844	0.3091
0.462776	2.20712	0.308911
0.463024	2.20581	0.308723
0.463271	2.2045	0.308535
0.463518	2.20319	0.308348
0.463765	2.20189	0.308162
0.464011	2.2006	0.307976
0.464257	2.19931	0.30779
0.464503	2.19802	0.307605
0.464748	2.19674	0.307421
0.464993	2.19546	0.307237
0.465237	2.19418	0.307053
0.465481	2.19291	0.30687
0.465725	2.19164	0.306688
0.465968	2.19038	0.306505
0.466211	2.18912	0.306324
0.466453	2.18787	0.306143
0.466695	2.18661	0.305962
0.466937	2.18537	0.305782
0.467178	2.18412	0.305603
0.467419	2.18288	0.305423
0.46766	2.18165	0.305245
0.4679	2.18042	0.305067
0.46814	2.17919	0.304889
0.468379	2.17797	0.304712
0.468618	2.17675	0.304535
0.468857	2.17553	0.304359
0.469095	2.17432	0.304183
0.469333	2.17311	0.304007
0.469571	2.1719	0.303832
0.469808	2.1707	0.303658
0.470045	2.1695	0.303484
0.470282	2.16831	0.30331
0.470518	2.16712	0.303137
0.470754	2.16593	0.302964
0.470989	2.16475	0.302792
0.471224	2.16357	0.30262
0.471459	2.16239	0.302449
0.471694	2.16122	0.302278
0.471928	2.16005	0.302108
0.472161	2.15889	0.301938
0.472395	2.15772	0.301768
0.472628	2.15657	0.301599
0.472861	2.15541	0.30143
0.473093	2.15426	0.301262
0.473325	2.15311	0.301094
0.473557	2.15197	0.300926
0.473788	2.15083	0.300759
0.474019	2.14969	0.300593
0.47425	2.14855	0.300427
0.47448	2.14742	0.300261
0.47471	2.14629	0.300095
0.47494	2.14517	0.29993
0.475169	2.14405	0.299766
0.475398	2.14293	0.299602
0.475627	2.14182	0.299438
0.475855	2.1407	0.299275
0.476083	2.1396	0.299112
0.476311	2.13849	0.298949
0.476538	2.13739	0.298787
0.476765	2.13629	0.298625
0.476992	2.1352	0.298464
0.477218	2.1341	0.298303
0.477444	2.13301	0.298142
0.47767	2.13193	0.297982
0.477896	2.13084	0.297822
0.478121	2.12977	0.297663
0.478346	2.12869	0.297504
0.47857	2.12761	0.297345
0.478794	2.12654	0.297187
0.479018	2.12548	0.297029
0.479242	2.12441	0.296871
0.479465	2.12335	0.296714
0.479688	2.12229	0.296558
0.479911	2.12124	0.296401
0.480133	2.12018	0.296245
0.480355	2.11913	0.296089
0.480577	2.11809	0.295934
0.480798	2.11704	0.295779
0.481019	2.116	0.295625
0.48124	2.11497	0.29547
0.481461	2.11393	0.295317
0.481681	2.1129	0.295163
0.481901	2.11187	0.29501
0.482121	2.11084	0.294857
0.48234	2.10982	0.294705
0.482559	2.1088	0.294553
0.482778	2.10778	0.294401
0.482996	2.10676	0.29425
0.483215	2.10575	0.294099
0.483433	2.10474	0.293948
0.48365	2.10374	0.293798
0.483868	2.10273	0.293648
0.484085	2.10173	0.293498
0.484301	2.10073	0.293349
0.484518	2.09973	0.2932
0.484734	2.09874	0.293051
0.48495	2.09775	0.292903
0.485166	2.09676	0.292755
0.485381	2.09578	0.292608
0.485596	2.09479	0.29246
0.485811	2.09381	0.292313
0.486025	2.09284	0.292167
0.48624	2.09186	0.29202
0.486454	2.09089	0.291874
0.486667	2.08992	0.291729
0.486881	2.08895	0.291584
0.487094	2.08799	0.291439
0.487307	2.08703	0.291294
0.487519	2.08607	0.29115
0.487732	2.08511	0.291006
0.487944	2.08415	0.290862
0.488156	2.0832	0.290718
0.488367	2.08225	0.290575
0.488579	2.08131	0.290433
0.48879	2.08036	0.29029
0.489	2.07942	0.290148
0.489211	2.07848	0.290006
0.489421	2.07754	0.289865
0.489631	2.07661	0.289723
0.489841	2.07567	0.289582
0.49005	2.07474	0.289442
0.490259	2.07382	0.289302
0.490468	2.07289	0.289162
0.490677	2.07197	0.289022
0.490885	2.07105	0.288882
0.491094	2.07013	0.288743
0.491301	2.06921	0.288604
0.491509	2.0683	0.288466
0.491717	2.06739	0.288328
0.491924	2.06648	0.28819
0.492131	2.06557	0.288052
0.492337	2.06467	0.287915
0.492544	2.06377	0.287778
0.49275	2.06287	0.287641
0.492956	2.06197	0.287504
0.493161	2.06107	0.287368
0.493367	2.06018	0.287232
0.493572	2.05929	0.287097
0.493777	2.0584	0.286961
0.493982	2.05751	0.286826
0.494186	2.05663	0.286692
0.49439	2.05575	0.286557
0.494594	2.05487	0.286423
0.494798	2.05399	0.286289
0.495001	2.05311	0.286155
0.495205	2.05224	0.286022
0.495408	2.05137	0.285889
0.495611	2.0505	0.285756
0.495813	2.04963	0.285623
0.496015	2.04877	0.285491
0.496217	2.0479	0.285359
0.496419	2.04704	0.285227
0.496621	2.04618	0.285096
0.496822	2.04533	0.284964
0.497023	2.04447	0.284833
0.497224	2.04362	0.284703
0.497425	2.04277	0.284572
0.497625	2.04192	0.284442
0.497826	2.04108	0.284312
0.498026	2.04023	0.284182
0.498225	2.03939	0.284053
0.498425	2.03855	0.283924
0.498624	2.03771	0.283795
0.498823	2.03687	0.283666
0.499022	2.03604	0.283538
0.499221	2.03521	0.28341
0.499419	2.03438	0.283282
0.499618	2.03355	0.283154
0.499816	2.03272	0.283027
0.500013	2.0319	0.2829
0.500211	2.03107	0.282773
0.500408	2.03025	0.282646
0.500605	2.02943	0.28252
0.500802	2.02862	0.282394
0.500999	2.0278	0.282268
0.501195	2.02699	0.282142
0.501392	2.02618	0.282017
0.501588	2.02537	0.281892
0.501783	2.02456	0.281767
0.501979	2.02376	0.281642
0.502174	2.02295	0.281517
0.50237	2.02215	0.281393
0.502565	2.02135	0.281269
0.502759	2.02055	0.281146
0.502954	2.01975	0.281022
0.503148	2.01896	0.280899
0.503342	2.01817	0.280776
0.503536	2.01738	0.280653
0.50373	2.01659	0.28053
0.503923	2.0158	0.280408
0.504117	2.01501	0.280286
0.50431	2.01423	0.280164
0.504503	2.01345	0.280043
0.504695	2.01267	0.279921
0.504888	2.01189	0.2798
0.50508	2.01111	0.279679
0.505272	2.01034	0.279558
0.505464	2.00956	0.279438
0.505656	2.00879	0.279318
0.505847	2.00802	0.279197
0.506039	2.00725	0.279078
0.50623	2.00649	0.278958
0.50642	2.00572	0.278839
0.506611	2.00496	0.278719
0.506802	2.0042	0.2786
0.506992	2.00344	0.278482
0.507182	2.00268	0.278363
0.507372	2.00192	0.278245
0.507562	2.00117	0.278127
0.507751	2.00042	0.278009
0.50794	1.99966	0.277891
0.50813	1.99891	0.277774
0.508318	1.99817	0.277657
0.508507	1.99742	0.27754
0.508696	1.99667	0.277423
0.508884	1.99593	0.277306
0.509072	1.99519	0.27719
0.50926	1.99445	0.277074
0.509448	1.99371	0.276958
0.509636	1.99297	0.276842
0.509823	1.99224	0.276726
0.51001	1.9915	0.276611
0.510197	1.99077	0.276496
0.510384	1.99004	0.276381
0.510571	1.98931	0.276266
0.510757	1.98858	0.276152
0.510944	1.98786	0.276037
0.51113	1.98713	0.275923
0.511316	1.98641	0.275809
0.511501	1.98569	0.275696
0.511687	1.98497	0.275582
0.511872	1.98425	0.275469
0.512057	1.98353	0.275356
0.512242	1.98282	0.275243
0.512427	1.9821	0.27513
0.512612	1.98139	0.275017
0.512796	1.98068	0.274905
0.512981	1.97997	0.274793
0.513165	1.97926	0.274681
0.513349	1.97856	0.274569
0.513533	1.97785	0.274458
0.513716	1.97715	0.274346
0.5139	1.97645	0.274235
0.514083	1.97575	0.274124
0.514266	1.97505	0.274013
0.514449	1.97435	0.273903
0.514631	1.97365	0.273792
0.514814	1.97296	0.273682
0.514996	1.97226	0.273572
0.515178	1.97157	0.273462
0.515361	1.97088	0.273352
0.515542	1.97019	0.273243
0.515724	1.9695	0.273134
0.515906	1.96882	0.273025
0.516087	1.96813	0.272916
0.516268	1.96745	0.272807
0.516449	1.96677	0.272698
0.51663	1.96609	0.27259
0.516811	1.96541	0.272482
0.516991	1.96473	0.272374
0.517171	1.96405	0.272266
0.517352	1.96338	0.272158
0.517532	1.9627	0.272051
0.517711	1.96203	0.271943
0.517891	1.96136	0.271836
0.518071	1.96069	0.271729
0.51825	1.96002	0.271622
0.518429	1.95935	0.271516
0.518608	1.95868	0.271409
0.518787	1.95802	0.271303
0.518966	1.95736	0.271197
0.519144	1.95669	0.271091
0.519322	1.95603	0.270985
0.519501	1.95537	0.27088
0.519679	1.95471	0.270774
0.519857	1.95406	0.270669
0.520034	1.9534	0.270564
0.520212	1.95275	0.270459
0.520389	1.95209	0.270355
0.520566	1.95144	0.27025
0.520744	1.95079	0.270146
0.52092	1.95014	0.270041
0.521097	1.94949	0.269937
0.521274	1.94885	0.269834
0.52145	1.9482	0.26973
0.521627	1.94756	0.269626
0.521803	1.94691	0.269523
0.521979	1.94627	0.26942
0.522155	1.94563	0.269317
0.52233	1.94499	0.269214
0.522506	1.94435	0.269111
0.522681	1.94371	0.269008
0.522856	1.94308	0.268906
0.523031	1.94244	0.268804
0.523206	1.94181	0.268702
0.523381	1.94118	0.2686
0.523556	1.94055	0.268498
0.52373	1.93992	0.268396
0.523905	1.93929	0.268295
0.524079	1.93866	0.268194
0.524253	1.93803	0.268093
0.524427	1.93741	0.267992
0.5246	1.93678	0.267891
0.524774	1.93616	0.26779
0.524947	1.93554	0.26769
0.525121	1.93492	0.267589
0.525294	1.9343	0.267489
0.525467	1.93368	0.267389
0.52564	1.93306	0.267289
0.525812	1.93245	0.267189
0.525985	1.93183	0.26709
0.526157	1.93122	0.26699
0.526329	1.93061	0.266891
0.526501	1.93	0.266792
0.526673	1.92939	0.266693
0.526845	1.92878	0.266594
0.527017	1.92817	0.266496
0.527188	1.92756	0.266397
0.52736	1.92696	0.266299
0.527531	1.92635	0.2662
0.527702	1.92575	0.266102
0.527873	1.92514	0.266004
0.528044	1.92454	0.265907
0.528215	1.92394	0.265809
0.528385	1.92334	0.265712
0.528556	1.92274	0.265614
0.528726	1.92215	0.265517
0.528896	1.92155	0.26542
0.529066	1.92096	0.265323
0.529236	1.92036	0.265226
0.529406	1.91977	0.26513
0.529575	1.91918	0.265033
0.529745	1.91859	0.264937
0.529914	1.918	0.264841
0.530083	1.91741	0.264745
0.530252	1.91682	0.264649
0.530421	1.91623	0.264553
0.53059	1.91565	0.264457
0.530758	1.91506	0.264362
0.530927	1.91448	0.264266
0.531095	1.9139	0.264171
0.531263	1.91331	0.264076
0.531431	1.91273	0.263981
0.531599	1.91215	0.263886
0.531767	1.91158	0.263792
0.531935	1.911	0.263697
0.532102	1.91042	0.263603
0.53227	1.90985	0.263509
0.532437	1.90927	0.263414
0.532604	1.9087	0.26332
0.532771	1.90813	0.263227
0.532938	1.90755	0.263133
0.533105	1.90698	0.263039
0.533272	1.90641	0.262946
0.533438	1.90585	0.262853
0.533605	1.90528	0.262759
0.533771	1.90471	0.262666
0.533937	1.90415	0.262573
0.534103	1.90358	0.262481
0.534269	1.90302	0.262388
0.534434	1.90246	0.262295
0.5346	1.90189	0.262203
0.534766	1.90133	0.262111
0.534931	1.90077	0.262019
0.535096	1.90021	0.261927
0.535261	1.89966	0.261835
0.535426	1.8991	0.261743
0.535591	1.89854	0.261651
0.535756	1.89799	0.26156
0.53592	1.89743	0.261469
0.536085	1.89688	0.261377
0.536249	1.89633	0.261286
0.536413	1.89578	0.261195
0.536577	1.89522	0.261104
0.536741	1.89468	0.261014
0.536905	1.89413	0.260923
0.537069	1.89358	0.260833
0.537233	1.89303	0.260742
0.537396	1.89249	0.260652
0.53756	1.89194	0.260562
0.537723	1.8914	0.260472
0.537886	1.89085	0.260382
0.538049	1.89031	0.260292
0.538212	1.88977	0.260203
0.538375	1.88923	0.260113
0.538537	1.88869	0.260024
0.5387	1.88815	0.259935
0.538862	1.88761	0.259845
0.539024	1.88707	0.259756
0.539187	1.88654	0.259668
0.539349	1.886	0.259579
0.53951	1.88547	0.25949
0.539672	1.88493	0.259402
0.539834	1.8844	0.259313
0.539996	1.88387	0.259225
0.540157	1.88334	0.259137
0.540318	1.88281	0.259049
0.54048	1.88228	0.258961
0.540641	1.88175	0.258873
0.540802	1.88122	0.258785
0.540963	1.8807	0.258698
0.541123	1.88017	0.25861
0.541284	1.87964	0.258523
0.541444	1.87912	0.258435
0.541605	1.8786	0.258348
0.541765	1.87807	0.258261
0.541925	1.87755	0.258174
0.542085	1.87703	0.258088
0.542245	1.87651	0.258001
0.542405	1.87599	0.257914
0.542565	1.87547	0.257828
0.542725	1.87495	0.257742
0.542884	1.87444	0.257655
0.543044	1.87392	0.257569
0.543203	1.87341	0.257483
0.543362	1.87289	0.257397
0.543521	1.87238	0.257312
0.54368	1.87186	0.257226
0.543839	1.87135	0.25714
0.543998	1.87084	0.257055
0.544156	1.87033	0.25697
0.544315	1.86982	0.256884
0.544473	1.86931	0.256799
0.544631	1.8688	0.256714
0.54479	1.8683	0.256629
0.544948	1.86779	0.256545
0.545106	1.86728	0.25646
0.545263	1.86678	0.256375
0.545421	1.86627	0.256291
0.545579	1.86577	0.256207
0.545736	1.86527	0.256122
0.545894	1.86477	0.256038
0.546051	1.86426	0.255954
0.546208	1.86376	0.25587
0.546365	1.86326	0.255786
0.546522	1.86277	0.255703
0.546679	1.86227	0.255619
0.546836	1.86177	0.255535
0.546993	1.86127	0.255452
0.547149	1.86078	0.255369
0.547306	1.86028	0.255286
0.547462	1.85979	0.255202
0.547618	1.85929	0.255119
0.547775	1.8588	0.255037
0.547931	1.85831	0.254954
0.548087	1.85782	0.254871
0.548242	1.85733	0.254789
0.548398	1.85683	0.254706
0.548554	1.85635	0.254624
0.548709	1.85586	0.254541
0.548865	1.85537	0.254459
0.54902	1.85488	0.254377
0.549175	1.8544	0.254295
0.54933	1.85391	0.254213
0.549485	1.85342	0.254132
0.54964	1.85294	0.25405
0.549795	1.85246	0.253968
0.54995	1.85197	0.253887
0.550105	1.85149	0.253805
0.550259	1.85101	0.253724
0.550413	1.85053	0.253643
0.550568	1.85005	0.253562
0.550722	1.84957	0.253481
0.550876	1.84909	0.2534
0.55103	1.84861	0.253319
0.551184	1.84813	0.253239
0.551338	1.84766	0.253158
0.551492	1.84718	0.253078
0.551645	1.84671	0.252997
0.551799	1.84623	0.252917
0.551952	1.84576	0.252837
0.552105	1.84528	0.252757
0.552259	1.84481	0.252677
0.552412	1.84434	0.252597
0.552565	1.84387	0.252517
0.552718	1.8434	0.252437
0.552871	1.84293	0.252357
0.553023	1.84246	0.252278
0.553176	1.84199	0.252198
0.553329	1.84152	0.252119
0.553481	1.84106	0.25204
0.553633	1.84059	0.251961
0.553786	1.84012	0.251882
0.553938	1.83966	0.251803
0.55409	1.83919	0.251724
0.554242	1.83873	0.251645
0.554394	1.83827	0.251566
0.554545	1.8378	0.251488
0.554697	1.83734	0.251409
0.554849	1.83688	0.251331
0.555	1.83642	0.251252
0.555152	1.83596	0.251174
0.555303	1.8355	0.251096
0.555454	1.83504	0.251018
0.555605	1.83458	0.25094
0.555756	1.83412	0.250862
0.555907	1.83367	0.250784
0.556058	1.83321	0.250706
0.556209	1.83275	0.250629
0.55636	1.8323	0.250551
0.55651	1.83184	0.250474
0.556661	1.83139	0.250397
0.556811	1.83094	0.250319
0.556961	1.83048	0.250242
0.557112	1.83003	0.250165
0.557262	1.82958	0.250088
0.557412	1.82913	0.250011
0.557562	1.82868	0.249934
0.557712	1.82823	0.249858
0.557861	1.82778	0.249781
0.558011	1.82733	0.249704
0.558161	1.82689	0.249628
0.55831	1.82644	0.249551
0.558459	1.82599	0.249475
0.558609	1.82555	0.249399
0.558758	1.8251	0.249323
0.558907	1.82466	0.249247
0.559056	1.82421	0.249171
0.559205	1.82377	0.249095
0.559354	1.82332	0.249019
0.559503	1.82288	0.248943
0.559651	1.82244	0.248868
0.5598	1.822	0.248792
0.559949	1.82156	0.248717
0.560097	1.82112	0.248641
0.560245	1.82068	0.248566
0.560394	1.82024	0.248491
0.560542	1.8198	0.248416
0.56069	1.81936	0.248341
0.560838	1.81893	0.248266
0.560986	1.81849	0.248191
0.561134	1.81805	0.248116
0.561281	1.81762	0.248041
0.561429	1.81718	0.247967
0.561577	1.81675	0.247892
0.561724	1.81631	0.247818
0.561871	1.81588	0.247743
0.562019	1.81545	0.247669
0.562166	1.81502	0.247595
0.562313	1.81459	0.24752
0.56246	1.81415	0.247446
0.562607	1.81372	0.247372
0.562754	1.81329	0.247299
0.562901	1.81286	0.247225
0.563048	1.81244	0.247151
0.563194	1.81201	0.247077
0.563341	1.81158	0.247004
0.563487	1.81115	0.24693
0.563634	1.81073	0.246857
0.56378	1.8103	0.246783
0.563926	1.80987	0.24671
0.564072	1.80945	0.246637
0.564218	1.80902	0.246564
0.564364	1.8086	0.246491
0.56451	1.80818	0.246418
0.564656	1.80775	0.246345
0.564802	1.80733	0.246272
0.564948	1.80691	0.246199
0.565093	1.80649	0.246127
0.565239	1.80607	0.246054
0.565384	1.80565	0.245981
0.565529	1.80523	0.245909
0.565675	1.80481	0.245837
0.56582	1.80439	0.245764
0.565965	1.80397	0.245692
0.56611	1.80355	0.24562
0.566255	1.80314	0.245548
0.5664	1.80272	0.245476
0.566544	1.8023	0.245404
0.566689	1.80189	0.245332
0.566834	1.80147	0.245261
0.566978	1.80106	0.245189
0.567123	1.80064	0.245117
0.567267	1.80023	0.245046
0.567411	1.79982	0.244974
0.567556	1.7994	0.244903
0.5677	1.79899	0.244832
0.567844	1.79858	0.24476
0.567988	1.79817	0.244689
0.568132	1.79776	0.244618
0.568276	1.79735	0.244547
0.568419	1.79694	0.244476
0.568563	1.79653	0.244405
0.568707	1.79612	0.244334
0.56885	1.79571	0.244264
0.568994	1.79531	0.244193
0.569137	1.7949	0.244122
0.56928	1.79449	0.244052
0.569424	1.79409	0.243981
0.569567	1.79368	0.243911
0.56971	1.79328	0.243841
0.569853	1.79287	0.24377
0.569996	1.79247	0.2437
0.570139	1.79206	0.24363
0.570281	1.79166	0.24356
0.570424	1.79126	0.24349
0.570567	1.79085	0.24342
0.570709	1.79045	0.243351
0.570852	1.79005	0.243281
0.570994	1.78965	0.243211
0.571136	1.78925	0.243142
0.571279	1.78885	0.243072
0.571421	1.78845	0.243003
0.571563	1.78805	0.242933
0.571705	1.78765	0.242864
0.571847	1.78725	0.242795
0.571989	1.78686	0.242725
0.57213	1.78646	0.242656
0.572272	1.78606	0.242587
0.572414	1.78567	0.242518
0.572555	1.78527	0.242449
0.572697	1.78487	0.24238
0.572838	1.78448	0.242312
0.57298	1.78409	0.242243
0.573121	1.78369	0.242174
0.573262	1.7833	0.242106
0.573403	1.7829	0.242037
0.573544	1.78251	0.241969
0.573685	1.78212	0.2419
0.573826	1.78173	0.241832
0.573967	1.78134	0.241764
0.574108	1.78095	0.241696
0.574249	1.78056	0.241627
0.574389	1.78016	0.241559
0.57453	1.77978	0.241491
0.574671	1.77939	0.241423
0.574811	1.779	0.241356
0.574951	1.77861	0.241288
0.575092	1.77822	0.24122
0.575232	1.77783	0.241152
0.575372	1.77745	0.241085
0.575512	1.77706	0.241017
0.575652	1.77667	0.24095
0.575792	1.77629	0.240882
0.575932	1.7759	0.240815
0.576072	1.77552	0.240748
0.576212	1.77513	0.240681
0.576351	1.77475	0.240613
0.576491	1.77437	0.240546
0.57663	1.77398	0.240479
0.57677	1.7736	0.240412
0.576909	1.77322	0.240345
0.577048	1.77284	0.240279
0.577188	1.77246	0.240212
0.577327	1.77207	0.240145
0.577466	1.77169	0.240078
0.577605	1.77131	0.240012
0.577744	1.77093	0.239945
0.577883	1.77055	0.239879
0.578022	1.77018	0.239812
0.578161	1.7698	0.239746
0.578299	1.76942	0.23968
0.578438	1.76904	0.239614
0.578577	1.76866	0.239547
0.578715	1.76829	0.239481
0.578854	1.76791	0.239415
0.578992	1.76753	0.239349
0.57913	1.76716	0.239283
0.579269	1.76678	0.239218
0.579407	1.76641	0.239152
0.579545	1.76603	0.239086
0.579683	1.76566	0.23902
0.579821	1.76529	0.238955
0.579959	1.76491	0.238889
0.580097	1.76454	0.238824
0.580234	1.76417	0.238758
0.580372	1.7638	0.238693
0.58051	1.76342	0.238628
0.580647	1.76305	0.238562
0.580785	1.76268	0.238497
0.580922	1.76231	0.238432
0.58106	1.76194	0.238367
0.581197	1.76157	0.238302
0.581334	1.7612	0.238237
0.581472	1.76083	0.238172
0.581609	1.76046	0.238107
0.581746	1.7601	0.238043
0.581883	1.75973	0.237978
0.58202	1.75936	0.237913
0.582157	1.75899	0.237849
0.582294	1.75863	0.237784
0.58243	1.75826	0.237719
0.582567	1.75789	0.237655
0.582704	1.75753	0.237591
0.58284	1.75716	0.237526
0.582977	1.7568	0.237462
0.583113	1.75643	0.237398
0.58325	1.75607	0.237334
0.583386	1.75571	0.23727
0.583522	1.75534	0.237206
0.583658	1.75498	0.237142
0.583794	1.75462	0.237078
0.583931	1.75425	0.237014
0.584067	1.75389	0.23695
0.584203	1.75353	0.236886
0.584338	1.75317	0.236823
0.584474	1.75281	0.236759
0.58461	1.75245	0.236695
0.584746	1.75209	0.236632
0.584881	1.75173	0.236568
0.585017	1.75137	0.236505
0.585152	1.75101	0.236442
0.585288	1.75065	0.236378
0.585423	1.75029	0.236315
0.585559	1.74994	0.236252
0.585694	1.74958	0.236189
0.585829	1.74922	0.236126
0.585964	1.74886	0.236062
0.586099	1.74851	0.236
0.586234	1.74815	0.235937
0.586369	1.7478	0.235874
0.586504	1.74744	0.235811
0.586639	1.74709	0.235748
0.586774	1.74673	0.235685
0.586909	1.74638	0.235623
0.587043	1.74602	0.23556
0.587178	1.74567	0.235498
0.587313	1.74532	0.235435
0.587447	1.74496	0.235373
0.587581	1.74461	0.23531
0.587716	1.74426	0.235248
0.58785	1.74391	0.235186
0.587984	1.74355	0.235123
0.588119	1.7432	0.235061
0.588253	1.74285	0.234999
0.588387	1.7425	0.234937
0.588521	1.74215	0.234875
0.588655	1.7418	0.234813
0.588789	1.74145	0.234751
0.588923	1.7411	0.234689
0.589056	1.74075	0.234627
0.58919	1.7404	0.234566
0.589324	1.74006	0.234504
0.589458	1.73971	0.234442
0.589591	1.73936	0.234381
0.589725	1.73901	0.234319
0.589858	1.73867	0.234258
0.589991	1.73832	0.234196
0.590125	1.73797	0.234135
0.590258	1.73763	0.234073
0.590391	1.73728	0.234012
0.590524	1.73694	0.233951
0.590658	1.73659	0.23389
0.590791	1.73625	0.233828
0.590924	1.7359	0.233767
0.591057	1.73556	0.233706
0.591189	1.73521	0.233645
0.591322	1.73487	0.233584
0.591455	1.73453	0.233523
0.591588	1.73418	0.233462
0.59172	1.73384	0.233402
0.591853	1.7335	0.233341
0.591986	1.73316	0.23328
0.592118	1.73282	0.23322
