u	GluePotFac	MesonPotFac
7.461	5.69745e-137	2.53567e-71
7.471	2.37935e-137	1.66101e-71
7.481	1.15642e-137	1.09874e-71
7.491	4.39895e-138	7.16476e-72
7.501	2.2398e-138	4.74105e-72
7.511	8.17319e-139	3.08632e-72
7.521	4.1002e-139	2.03695e-72
7.531	1.53253e-139	1.32778e-72
7.541	7.45714e-140	8.73582e-73
7.551	2.9122e-140	5.70549e-73
7.561	1.34923e-140	3.74014e-73
7.571	5.62779e-141	2.44886e-73
7.581	2.43314e-141	1.59873e-73
7.591	1.10818e-141	1.04991e-73
7.601	4.38467e-142	6.82354e-74
7.611	2.22315e-142	4.49634e-74
7.621	7.92211e-143	2.90824e-74
7.631	4.02687e-143	1.91275e-74
7.641	1.44081e-143	1.23788e-74
7.651	7.17903e-144	8.1184e-75
7.661	2.64922e-144	5.26245e-75
7.671	1.27179e-144	3.43966e-75
7.681	4.94498e-145	2.23455e-75
7.691	2.24197e-145	1.4549e-75
7.701	9.39937e-146	9.47776e-76
7.711	3.94076e-146	6.14421e-76
7.721	1.82179e-146	4.01556e-76
7.731	6.92543e-147	2.59093e-76
7.741	3.55114e-147	1.69841e-76
7.751	1.22107e-147	1.09104e-76
7.761	6.21477e-148	7.13466e-77
7.771	2.16895e-148	4.5884e-77
7.781	1.07971e-148	2.9916e-77
7.791	3.89857e-149	1.92731e-77
7.801	1.86386e-149	1.25219e-77
7.811	7.12023e-150	8.08608e-78
7.821	3.20137e-150	5.23255e-78
7.831	1.32531e-150	3.38879e-78
7.841	5.48195e-151	2.1831e-78
7.851	2.51683e-151	1.41867e-78
7.861	9.38384e-152	9.09478e-79
7.871	4.83168e-152	5.93036e-79
7.881	1.61132e-152	3.78361e-79
7.891	8.24801e-153	2.46116e-79
7.901	2.78704e-153	1.57201e-79
7.911	1.39744e-153	1.01952e-79
7.921	4.8779e-154	6.52339e-80
7.931	2.35178e-154	4.21582e-80
7.941	8.6758e-155	2.70389e-80
7.951	3.9361e-155	1.74037e-80
7.961	1.57314e-155	1.1195e-80
7.971	6.56329e-156	7.17315e-81
7.981	2.91201e-156	4.63012e-81
7.991	1.09306e-156	2.95208e-81
8.001	5.49744e-157	1.91292e-81
8.011	1.82414e-157	1.2132e-81
8.021	9.42599e-158	7.8537e-82
8.031	3.06281e-158	4.97925e-82
8.041	1.55893e-158	3.21414e-82
8.051	5.19776e-159	2.04106e-82
8.061	2.55966e-159	1.31303e-82
8.071	8.95624e-160	8.35672e-83
8.081	4.17647e-160	5.35479e-83
8.091	1.57283e-160	3.41769e-83
8.101	6.7818e-161	2.18024e-83
8.111	2.82095e-161	1.39625e-83
8.121	1.09825e-161	8.86333e-84
8.131	5.16634e-162	5.69814e-84
8.141	1.77881e-162	3.59799e-84
8.151	9.28223e-163	2.31896e-84
8.161	2.89223e-163	1.45858e-84
8.171	1.50043e-163	9.37642e-85
8.181	4.74168e-164	5.90529e-85
8.191	2.40654e-164	3.78427e-85
8.201	7.87599e-165	2.38797e-85
8.211	3.83233e-165	1.52462e-85
8.221	1.33134e-165	9.64535e-86
8.231	6.06564e-166	6.13211e-86
8.241	2.29775e-166	3.89165e-86
8.251	9.55686e-167	2.46243e-86
8.261	4.0539e-167	1.56852e-86
8.271	1.5023e-167	9.87327e-87
8.281	7.30249e-168	6.31527e-87
8.291	2.36339e-168	3.95309e-87
8.301	1.24586e-168	2.53177e-87
8.311	3.7355e-169	1.58062e-87
8.321	1.95519e-169	1.00955e-87
8.331	5.9596e-170	6.31201e-88
8.341	3.04417e-170	4.01827e-88
8.351	9.64466e-171	2.51761e-88
8.361	4.70509e-171	1.59657e-88
8.371	1.59042e-171	1.00304e-88
8.381	7.22624e-172	6.33298e-89
8.391	2.68064e-172	3.99186e-89
8.401	1.10448e-172	2.50804e-89
8.411	4.62227e-173	1.58701e-89
8.421	1.68365e-173	9.91755e-90
8.431	8.14052e-174	6.30278e-90
8.441	2.56748e-174	3.91607e-90
8.451	1.37086e-174	2.49357e-90
8.461	3.93209e-175	1.54422e-90
8.471	2.09136e-175	9.80626e-91
8.481	6.07645e-176	6.08157e-91
8.491	3.16457e-176	3.84934e-91
8.501	9.52393e-177	2.3922e-91
8.511	4.75169e-177	1.50835e-91
8.521	1.52127e-177	9.39909e-92
8.531	7.08552e-178	5.90041e-92
8.541	2.48506e-178	3.68894e-92
8.551	1.05059e-178	2.3044e-92
8.561	4.15682e-179	1.44631e-92
8.571	1.55186e-179	8.986e-93
8.581	7.11035e-180	5.66467e-93
8.591	2.2898e-180	3.49897e-93
8.601	1.23858e-180	2.21632e-93
8.611	3.38719e-181	1.36054e-93
8.621	1.83973e-181	8.5963e-94
8.631	5.04612e-182	5.28346e-94
8.641	2.70961e-182	3.32797e-94
8.651	7.61062e-183	2.04922e-94
8.661	3.95815e-183	1.28607e-94
8.671	1.16824e-183	7.93874e-95
8.681	5.73754e-184	4.96134e-95
8.691	1.83318e-184	3.07208e-95
8.701	8.26015e-185	1.91078e-95
8.711	2.94792e-185	1.18755e-95
8.721	1.18272e-185	7.34735e-96
8.731	4.8571e-186	4.58589e-96
8.741	1.68776e-186	2.82095e-96
8.751	8.17606e-187	1.7691e-96
8.761	2.40747e-187	1.08152e-96
8.771	1.33161e-187	6.80293e-97
8.781	3.44631e-188	4.14079e-97
8.791	1.91262e-188	2.59761e-97
8.801	4.9755e-189	1.58333e-97
8.811	2.72355e-189	9.90029e-98
8.821	7.28507e-190	6.0469e-98
8.831	3.84575e-190	3.76655e-98
8.841	1.08776e-190	2.3067e-98
8.851	5.38708e-191	1.43051e-98
8.861	1.66346e-191	8.78965e-99
8.871	7.49199e-192	5.42397e-99
8.881	2.61067e-192	3.34575e-99
8.891	1.0358e-192	2.05331e-99
8.901	4.2012e-193	1.27225e-99
8.911	1.42647e-193	7.76129e-100
8.921	6.9074e-194	4.83292e-100
8.931	1.96249e-194	2.92946e-100
8.941	1.11152e-194	1.83106e-100
8.951	2.70791e-195	1.1042e-100
8.961	1.54661e-195	6.88341e-101
8.971	3.76651e-196	4.15664e-101
8.981	2.1331e-196	2.58283e-101
8.991	5.31212e-197	1.5628e-101
9.001	2.9163e-197	9.67397e-102
9.011	7.64202e-198	5.86894e-102
9.021	3.95327e-198	3.61707e-102
9.031	1.12691e-198	2.20157e-102
9.041	5.31646e-199	1.35014e-102
9.051	1.70779e-199	8.24978e-103
9.061	7.09998e-200	5.03155e-103
9.071	2.65841e-200	3.0882e-103
9.081	9.43088e-201	1.87221e-103
9.091	4.23571e-201	1.15487e-103
9.101	1.249e-201	6.95611e-104
9.111	6.86949e-202	4.31441e-104
9.121	1.65503e-202	2.58088e-104
9.131	9.75222e-203	1.60024e-104
9.141	2.20456e-203	9.56294e-105
9.151	1.3056e-203	5.91173e-105
9.161	2.96928e-204	3.53886e-105
9.171	1.73213e-204	2.17995e-105
9.181	4.07026e-205	1.30802e-105
9.191	2.27729e-205	8.02423e-106
9.201	5.71342e-206	4.8291e-106
9.211	2.9677e-206	2.94858e-106
9.221	8.24832e-207	1.78092e-106
9.231	3.83532e-207	1.08168e-106
9.241	1.22629e-207	6.56092e-107
9.251	4.92016e-208	3.9618e-107
9.261	1.87338e-208	2.41459e-107
9.271	6.27545e-209	1.44884e-107
9.281	2.92592e-209	8.87742e-108
9.291	7.97778e-210	5.29067e-108
9.301	4.64137e-210	3.26059e-108
9.311	1.01456e-210	1.92927e-108
9.321	6.24745e-211	1.18765e-108
9.331	1.29724e-211	7.02583e-109
9.341	8.06534e-212	4.31191e-109
9.351	1.67826e-212	2.55535e-109
9.361	1.03155e-212	1.56262e-109
9.371	2.21262e-213	9.28281e-110
9.381	1.30696e-213	5.65275e-110
9.391	2.99307e-214	3.36828e-110
9.401	1.6404e-214	2.04134e-110
9.411	4.1742e-215	1.22084e-110
9.421	2.04023e-215	7.35941e-111
9.431	6.00964e-216	4.42031e-111
9.441	2.51613e-216	2.64893e-111
9.451	8.90841e-217	1.59883e-111
9.461	3.08062e-217	9.51967e-112
9.471	1.35184e-217	5.77716e-112
9.481	3.75215e-218	3.41607e-112
9.491	2.08478e-218	2.08543e-112
9.501	4.56081e-219	1.22409e-112
9.511	2.93494e-219	7.4893e-113
9.521	5.5583e-220	4.38032e-113
9.531	3.66368e-220	2.67239e-113
9.541	6.83457e-221	1.56543e-113
9.551	4.53025e-221	9.51808e-114
9.561	8.54457e-222	5.58758e-114
9.571	5.54748e-222	3.38385e-114
9.581	1.095e-222	1.99205e-114
9.591	6.72595e-223	1.2009e-114
9.601	1.44827e-223	7.09388e-115
9.611	8.07362e-224	4.25459e-115
9.621	1.98387e-224	2.52347e-115
9.631	9.59646e-225	1.50483e-115
9.641	2.81144e-225	8.9672e-116
9.651	1.13008e-225	5.31401e-116
9.661	4.10004e-226	3.18327e-116
9.671	1.31993e-226	1.87364e-116
9.681	6.10509e-227	1.12891e-116
9.691	1.53213e-227	6.59638e-117
9.701	9.20507e-228	3.99954e-117
9.711	1.77324e-228	2.31903e-117
9.721	1.22531e-228	1.40807e-117
9.731	2.05648e-229	8.1417e-118
9.741	1.46975e-229	4.92915e-118
9.751	2.40664e-230	2.85468e-118
9.761	1.74591e-230	1.72231e-118
9.771	2.86729e-231	9.99671e-119
9.781	2.05312e-231	6.00705e-119
9.791	3.51154e-232	3.49655e-119
9.801	2.38927e-232	2.09142e-119
9.811	4.45719e-233	1.22159e-119
9.821	2.75069e-233	7.26893e-120
9.831	5.88795e-234	4.2632e-120
9.841	3.13241e-234	2.52216e-120
9.851	8.08227e-235	1.48623e-120
9.861	3.52868e-235	8.73717e-121
9.871	1.14518e-235	5.17597e-121
9.881	3.93431e-236	3.02195e-121
9.891	1.65917e-236	1.80077e-121
9.901	4.3469e-237	1.04363e-121
9.911	2.43449e-237	6.25885e-122
9.921	4.77054e-238	3.59891e-122
9.931	3.50895e-238	2.17127e-122
9.941	5.22136e-239	1.23934e-122
9.951	4.05862e-239	7.45735e-123
9.961	5.73573e-240	4.2621e-123
9.971	4.64918e-240	2.55645e-123
9.981	6.38175e-241	1.46385e-123
9.991	5.2718e-241	8.7476e-124
