Q2:	9000

u	fQ	dfQ/du	fQ^2 + (dfQ/du)^2/Q2
4.84808e-05	1	-67.9356	1.51281
5.0221e-05	0.999914	-67.9294	1.51254
5.20201e-05	0.999826	-67.9229	1.51226
5.388e-05	0.999734	-67.9162	1.51198
5.58024e-05	0.999639	-67.9093	1.51169
5.77895e-05	0.999542	-67.9021	1.51138
5.9843e-05	0.99944	-67.8948	1.51107
6.19652e-05	0.999336	-67.8871	1.51075
6.41581e-05	0.999228	-67.8793	1.51041
6.64238e-05	0.999116	-67.8711	1.51007
6.87645e-05	0.999001	-67.8627	1.50971
7.11826e-05	0.998882	-67.854	1.50934
7.36802e-05	0.998759	-67.845	1.50896
7.62598e-05	0.998632	-67.8358	1.50857
7.89238e-05	0.998501	-67.8262	1.50816
8.16747e-05	0.998366	-67.8163	1.50774
8.4515e-05	0.998226	-67.8061	1.50731
8.74473e-05	0.998082	-67.7956	1.50686
9.04743e-05	0.997933	-67.7847	1.5064
9.35986e-05	0.997779	-67.7735	1.50592
9.68231e-05	0.997621	-67.7619	1.50543
0.00010015	0.997457	-67.75	1.50493
0.000103584	0.997288	-67.7377	1.5044
0.000107126	0.997114	-67.7249	1.50387
0.000110779	0.996934	-67.7118	1.50331
0.000114548	0.996749	-67.6983	1.50274
0.000118434	0.996558	-67.6844	1.50215
0.000122442	0.996361	-67.67	1.50154
0.000126573	0.996158	-67.6552	1.50091
0.000130832	0.995949	-67.6399	1.50027
0.000135222	0.995733	-67.6242	1.4996
0.000139746	0.995511	-67.608	1.49891
0.000144407	0.995282	-67.5912	1.49821
0.000149209	0.995047	-67.574	1.49748
0.000154155	0.994804	-67.5563	1.49673
0.000159249	0.994554	-67.5381	1.49596
0.000164494	0.994296	-67.5193	1.49516
0.000169894	0.994031	-67.4999	1.49435
0.000175452	0.993759	-67.48	1.49351
0.000181171	0.993478	-67.4596	1.49264
0.000187056	0.99319	-67.4385	1.49175
0.000193109	0.992893	-67.4169	1.49084
0.000199334	0.992588	-67.3946	1.4899
0.000205736	0.992274	-67.3717	1.48893
0.000212316	0.991952	-67.3482	1.48794
0.000219079	0.99162	-67.324	1.48692
0.000226028	0.99128	-67.2991	1.48588
0.000233166	0.99093	-67.2736	1.4848
0.000240497	0.990572	-67.2474	1.4837
0.000248024	0.990203	-67.2206	1.48257
0.00025575	0.989825	-67.193	1.48141
0.000263677	0.989437	-67.1647	1.48022
0.00027181	0.98904	-67.1357	1.479
0.000280151	0.988632	-67.1059	1.47775
0.000288702	0.988214	-67.0754	1.47647
0.000297467	0.987786	-67.0442	1.47516
0.000306447	0.987347	-67.0122	1.47381
0.000315645	0.986898	-66.9794	1.47244
0.000325064	0.986438	-66.9458	1.47103
0.000334705	0.985968	-66.9115	1.46959
0.00034457	0.985486	-66.8764	1.46812
0.000354662	0.984994	-66.8405	1.46662
0.000364981	0.984491	-66.8038	1.46508
0.00037553	0.983977	-66.7663	1.46351
0.000386308	0.983452	-66.7279	1.46191
0.000397319	0.982916	-66.6888	1.46028
0.000408561	0.982368	-66.6489	1.45861
0.000420037	0.98181	-66.6082	1.45691
0.000431747	0.98124	-66.5666	1.45518
0.000443691	0.98066	-66.5242	1.45341
0.000455869	0.980068	-66.4811	1.45161
0.000468282	0.979464	-66.4371	1.44978
0.00048093	0.97885	-66.3922	1.44792
0.000493813	0.978225	-66.3466	1.44602
0.00050693	0.977588	-66.3002	1.44409
0.000520282	0.976941	-66.253	1.44213
0.000533867	0.976282	-66.2049	1.44014
0.000547685	0.975612	-66.1561	1.43811
0.000561736	0.974932	-66.1064	1.43605
0.000576019	0.97424	-66.056	1.43397
0.000590534	0.973538	-66.0048	1.43185
0.000605279	0.972825	-65.9528	1.4297
0.000620254	0.972101	-65.9	1.42751
0.000635458	0.971366	-65.8464	1.4253
