Q2:	7628

u	fQ	dfQ/du	fQ^2 + (dfQ/du)^2/Q2
0.00732327	0.702307	-36.4085	0.667013
0.0073786	0.700332	-36.316	0.663361
0.00743413	0.698353	-36.2233	0.659713
0.00748988	0.696372	-36.1305	0.656068
0.00754584	0.694387	-36.0375	0.652428
0.00760201	0.692399	-35.9444	0.648792
0.00765839	0.690407	-35.8511	0.64516
0.00771498	0.688412	-35.7577	0.641533
0.00777178	0.686415	-35.6641	0.63791
0.00782879	0.684414	-35.5703	0.634291
0.00788601	0.68241	-35.4764	0.630678
0.00794344	0.680403	-35.3824	0.627069
0.00800108	0.678393	-35.2882	0.623466
0.00805893	0.67638	-35.1939	0.619867
0.008117	0.674365	-35.0994	0.616274
0.00817527	0.672346	-35.0048	0.612686
0.00823375	0.670325	-34.9101	0.609104
0.00829245	0.668301	-34.8152	0.605527
0.00835136	0.666274	-34.7202	0.601956
0.00841047	0.664245	-34.625	0.598391
0.0084698	0.662213	-34.5297	0.594832
0.00852934	0.660178	-34.4343	0.591278
0.00858908	0.658141	-34.3388	0.587731
0.00864904	0.656101	-34.2431	0.584191
0.00870921	0.654059	-34.1473	0.580656
0.00876959	0.652014	-34.0514	0.577129
0.00883018	0.649967	-33.9554	0.573607
0.00889099	0.647918	-33.8593	0.570093
0.008952	0.645867	-33.763	0.566585
0.00901322	0.643813	-33.6667	0.563085
0.00907465	0.641757	-33.5702	0.559591
0.0091363	0.639698	-33.4736	0.556105
0.00919816	0.637638	-33.3769	0.552626
0.00926022	0.635576	-33.2801	0.549154
0.0093225	0.633511	-33.1832	0.545689
0.00938499	0.631445	-33.0862	0.542233
0.00944769	0.629376	-32.9891	0.538784
0.0095106	0.627306	-32.8919	0.535342
0.00957372	0.625234	-32.7946	0.531909
0.00963705	0.62316	-32.6972	0.528484
0.00970059	0.621084	-32.5998	0.525066
0.00976434	0.619006	-32.5022	0.521657
0.00982831	0.616927	-32.4045	0.518256
0.00989248	0.614846	-32.3068	0.514864
0.00995687	0.612763	-32.209	0.51148
0.0100215	0.610679	-32.111	0.508105
0.0100863	0.608594	-32.0131	0.504738
0.0101513	0.606506	-31.915	0.50138
0.0102165	0.604418	-31.8168	0.498031
0.010282	0.602328	-31.7186	0.494691
0.0103476	0.600236	-31.6203	0.491359
0.0104135	0.598144	-31.522	0.488037
0.0104796	0.59605	-31.4235	0.484724
0.0105458	0.593954	-31.325	0.481421
0.0106123	0.591858	-31.2265	0.478127
0.010679	0.589761	-31.1278	0.474842
0.010746	0.587662	-31.0292	0.471567
0.0108131	0.585562	-30.9304	0.468301
0.0108804	0.583461	-30.8316	0.465045
0.010948	0.58136	-30.7327	0.461799
0.0110158	0.579257	-30.6338	0.458563
0.0110837	0.577153	-30.5349	0.455337
0.0111519	0.575049	-30.4359	0.452121
0.0112203	0.572944	-30.3368	0.448915
0.0112889	0.570838	-30.2377	0.445719
0.0113577	0.568731	-30.1385	0.442534
0.0114268	0.566624	-30.0393	0.439359
0.011496	0.564516	-29.9401	0.436194
0.0115655	0.562407	-29.8408	0.43304
0.0116351	0.560298	-29.7415	0.429896
0.011705	0.558188	-29.6422	0.426763
0.0117751	0.556078	-29.5428	0.423641
0.0118454	0.553967	-29.4434	0.420529
0.0119159	0.551856	-29.344	0.417428
0.0119866	0.549745	-29.2445	0.414339
0.0120576	0.547634	-29.1451	0.41126
0.0121287	0.545522	-29.0456	0.408192
0.0122001	0.54341	-28.946	0.405136
0.0122716	0.541297	-28.8465	0.40209
0.0123434	0.539185	-28.7469	0.399056
0.0124154	0.537072	-28.6473	0.396033
0.0124876	0.53496	-28.5478	0.393022
0.01256	0.532847	-28.4482	0.390022
0.0126326	0.530735	-28.3485	0.387033
0.0127055	0.528622	-28.2489	0.384057
0.0127785	0.52651	-28.1493	0.381091
0.0128518	0.524398	-28.0497	0.378138
0.0129253	0.522286	-27.9501	0.375196
0.0129989	0.520174	-27.8504	0.372265
0.0130728	0.518063	-27.7508	0.369347
0.0131469	0.515952	-27.6512	0.366441
0.0132213	0.513841	-27.5516	0.363546
0.0132958	0.511731	-27.452	0.360664
0.0133705	0.509621	-27.3524	0.357793
0.0134455	0.507512	-27.2528	0.354935
0.0135207	0.505403	-27.1532	0.352089
0.013596	0.503295	-27.0536	0.349255
0.0136716	0.501187	-26.9541	0.346433
0.0137474	0.49908	-26.8546	0.343623
0.0138234	0.496974	-26.7551	0.340826
0.0138997	0.494869	-26.6556	0.338041
0.0139761	0.492764	-26.5562	0.335269
0.0140527	0.49066	-26.4567	0.332509
0.0141296	0.488557	-26.3573	0.329762
0.0142067	0.486455	-26.258	0.327027
0.0142839	0.484354	-26.1586	0.324304
0.0143614	0.482254	-26.0593	0.321595
0.0144391	0.480155	-25.9601	0.318897
0.0145171	0.478057	-25.8608	0.316213
0.0145952	0.47596	-25.7616	0.313541
0.0146735	0.473864	-25.6625	0.310882
0.0147521	0.47177	-25.5634	0.308236
0.0148309	0.469676	-25.4643	0.305603
0.0149098	0.467584	-25.3653	0.302982
0.014989	0.465494	-25.2664	0.300375
0.0150684	0.463404	-25.1674	0.29778
0.015148	0.461317	-25.0686	0.295198
0.0152279	0.45923	-24.9698	0.292629
0.0153079	0.457145	-24.871	0.290073
0.0153881	0.455062	-24.7723	0.28753
0.0154686	0.45298	-24.6737	0.285001
0.0155493	0.450899	-24.5751	0.282484
0.0156302	0.448821	-24.4766	0.27998
0.0157113	0.446744	-24.3782	0.27749
0.0157926	0.444669	-24.2798	0.275012
0.0158741	0.442595	-24.1815	0.272548
0.0159558	0.440523	-24.0832	0.270097
0.0160378	0.438454	-23.9851	0.267659
0.0161199	0.436386	-23.887	0.265234
0.0162023	0.43432	-23.789	0.262823
0.0162849	0.432255	-23.691	0.260424
0.0163677	0.430193	-23.5932	0.258039
0.0164507	0.428133	-23.4954	0.255667
0.0165339	0.426075	-23.3977	0.253309
0.0166173	0.42402	-23.3001	0.250964
0.016701	0.421966	-23.2026	0.248632
0.0167848	0.419914	-23.1051	0.246313
0.0168689	0.417865	-23.0078	0.244008
0.0169532	0.415818	-22.9105	0.241716
0.0170377	0.413773	-22.8134	0.239437
0.0171224	0.411731	-22.7163	0.237172
0.0172073	0.409691	-22.6193	0.23492
0.0172924	0.407654	-22.5224	0.232681
0.0173778	0.405619	-22.4257	0.230456
0.0174633	0.403586	-22.329	0.228244
0.0175491	0.401556	-22.2324	0.226045
0.0176351	0.399529	-22.136	0.22386
0.0177213	0.397504	-22.0396	0.221688
0.0178077	0.395482	-21.9434	0.21953
0.0178943	0.393462	-21.8472	0.217385
0.0179811	0.391445	-21.7512	0.215253
0.0180682	0.389431	-21.6553	0.213134
0.0181554	0.38742	-21.5595	0.211029
0.0182429	0.385412	-21.4638	0.208938
0.0183306	0.383406	-21.3683	0.206859
0.0184185	0.381404	-21.2728	0.204794
0.0185066	0.379404	-21.1775	0.202742
0.0185949	0.377407	-21.0823	0.200704
0.0186834	0.375414	-20.9873	0.198679
0.0187722	0.373423	-20.8923	0.196667
0.0188611	0.371436	-20.7975	0.194668
0.0189503	0.369452	-20.7028	0.192683
0.0190397	0.36747	-20.6083	0.190711
0.0191293	0.365492	-20.5139	0.188752
0.0192191	0.363518	-20.4196	0.186807
0.0193091	0.361546	-20.3254	0.184875
0.0193994	0.359578	-20.2314	0.182955
0.0194898	0.357613	-20.1376	0.18105
0.0195805	0.355652	-20.0438	0.179157
0.0196713	0.353694	-19.9502	0.177277
0.0197624	0.35174	-19.8568	0.175411
0.0198537	0.349788	-19.7635	0.173558
0.0199452	0.347841	-19.6704	0.171717
0.020037	0.345897	-19.5774	0.16989
0.0201289	0.343957	-19.4845	0.168076
0.020221	0.34202	-19.3918	0.166275
0.0203134	0.340087	-19.2993	0.164487
0.020406	0.338157	-19.2069	0.162712
0.0204988	0.336232	-19.1147	0.16095
0.0205918	0.33431	-19.0226	0.159201
0.020685	0.332392	-18.9307	0.157465
0.0207784	0.330477	-18.839	0.155742
0.0208721	0.328567	-18.7474	0.154032
0.0209659	0.32666	-18.656	0.152334
0.02106	0.324758	-18.5647	0.150649
0.0211543	0.322859	-18.4736	0.148978
0.0212488	0.320964	-18.3827	0.147318
0.0213435	0.319074	-18.292	0.145672
0.0214384	0.317187	-18.2014	0.144038
0.0215335	0.315304	-18.111	0.142417
0.0216289	0.313426	-18.0207	0.140809
0.0217244	0.311552	-17.9307	0.139213
0.0218202	0.309682	-17.8408	0.13763
0.0219162	0.307816	-17.7511	0.136059
0.0220124	0.305954	-17.6616	0.134501
0.0221088	0.304097	-17.5723	0.132955
0.0222054	0.302244	-17.4831	0.131422
0.0223023	0.300395	-17.3941	0.129901
0.0223993	0.298551	-17.3054	0.128393
0.0224966	0.296711	-17.2168	0.126897
0.022594	0.294876	-17.1284	0.125413
0.0226917	0.293045	-17.0401	0.123941
0.0227896	0.291218	-16.9521	0.122482
0.0228878	0.289396	-16.8643	0.121034
0.0229861	0.287579	-16.7767	0.119599
0.0230846	0.285766	-16.6892	0.118176
0.0231834	0.283958	-16.602	0.116765
0.0232824	0.282154	-16.5149	0.115366
0.0233816	0.280355	-16.4281	0.113979
0.023481	0.278561	-16.3414	0.112604
0.0235806	0.276771	-16.255	0.111241
0.0236804	0.274987	-16.1687	0.10989
0.0237805	0.273207	-16.0827	0.10855
0.0238807	0.271432	-15.9969	0.107222
0.0239812	0.269661	-15.9112	0.105906
0.0240819	0.267896	-15.8258	0.104602
0.0241828	0.266135	-15.7406	0.103309
0.0242839	0.26438	-15.6556	0.102028
0.0243852	0.262629	-15.5708	0.100758
0.0244867	0.260883	-15.4862	0.0995
0.0245885	0.259143	-15.4019	0.0982532
0.0246904	0.257407	-15.3177	0.0970178
0.0247926	0.255677	-15.2338	0.0957938
0.024895	0.253951	-15.1501	0.094581
0.0249976	0.252231	-15.0666	0.0933794
0.0251004	0.250515	-14.9833	0.092189
0.0252035	0.248805	-14.9003	0.0910098
0.0253067	0.247101	-14.8174	0.0898417
0.0254102	0.245401	-14.7348	0.0886846
0.0255139	0.243706	-14.6525	0.0875384
0.0256177	0.242017	-14.5703	0.0864033
0.0257218	0.240333	-14.4884	0.0852789
0.0258262	0.238655	-14.4067	0.0841655
0.0259307	0.236982	-14.3252	0.0830628
0.0260354	0.235314	-14.244	0.0819708
0.0261404	0.233652	-14.163	0.0808895
0.0262456	0.231994	-14.0822	0.0798188
0.026351	0.230343	-14.0016	0.0787587
0.0264566	0.228697	-13.9213	0.0777091
0.0265624	0.227056	-13.8413	0.0766699
0.0266684	0.225421	-13.7614	0.0756411
0.0267746	0.223791	-13.6818	0.0746227
0.0268811	0.222167	-13.6025	0.0736146
0.0269878	0.220549	-13.5233	0.0726167
0.0270947	0.218936	-13.4445	0.071629
0.0272018	0.217329	-13.3658	0.0706514
0.0273091	0.215727	-13.2874	0.0696839
0.0274166	0.214131	-13.2093	0.0687264
0.0275244	0.212541	-13.1314	0.0677789
0.0276323	0.210956	-13.0537	0.0668412
0.0277405	0.209378	-12.9763	0.0659134
0.0278489	0.207804	-12.8991	0.0649954
0.0279575	0.206237	-12.8222	0.064087
0.0280663	0.204676	-12.7455	0.0631884
0.0281753	0.20312	-12.6691	0.0622994
0.0282846	0.20157	-12.5929	0.0614199
0.028394	0.200026	-12.517	0.0605499
0.0285037	0.198488	-12.4413	0.0596893
0.0286136	0.196956	-12.3659	0.0588381
0.0287237	0.195429	-12.2908	0.0579963
0.028834	0.193909	-12.2158	0.0571637
0.0289445	0.192394	-12.1412	0.0563403
0.0290553	0.190886	-12.0668	0.055526
0.0291662	0.189383	-11.9927	0.0547208
0.0292774	0.187887	-11.9188	0.0539246
0.0293888	0.186396	-11.8452	0.0531374
0.0295004	0.184912	-11.7718	0.052359
0.0296122	0.183433	-11.6987	0.0515896
0.0297242	0.181961	-11.6259	0.0508289
0.0298365	0.180495	-11.5533	0.0500769
0.029949	0.179034	-11.481	0.0493335
0.0300616	0.17758	-11.409	0.0485988
0.0301745	0.176132	-11.3372	0.0478726
0.0302876	0.174691	-11.2657	0.0471549
0.030401	0.173255	-11.1944	0.0464456
0.0305145	0.171826	-11.1234	0.0457446
0.0306282	0.170403	-11.0527	0.045052
0.0307422	0.168986	-10.9822	0.0443676
0.0308564	0.167575	-10.9121	0.0436913
0.0309708	0.16617	-10.8421	0.0430232
0.0310854	0.164772	-10.7725	0.0423631
0.0312002	0.16338	-10.7031	0.041711
0.0313153	0.161994	-10.634	0.0410668
0.0314305	0.160615	-10.5652	0.0404305
0.031546	0.159242	-10.4966	0.039802
0.0316617	0.157875	-10.4284	0.0391813
0.0317776	0.156515	-10.3603	0.0385683
0.0318937	0.155161	-10.2926	0.0379628
0.03201	0.153813	-10.2251	0.037365
0.0321266	0.152472	-10.158	0.0367746
0.0322433	0.151137	-10.091	0.0361917
0.0323603	0.149808	-10.0244	0.0356161
0.0324775	0.148486	-9.95804	0.0350479
0.0325949	0.14717	-9.89196	0.0344869
0.0327125	0.145861	-9.82615	0.0339332
0.0328303	0.144558	-9.76062	0.0333866
0.0329484	0.143262	-9.69537	0.032847
0.0330667	0.141972	-9.6304	0.0323145
0.0331852	0.140689	-9.56571	0.0317889
0.0333038	0.139412	-9.50129	0.0312702
0.0334228	0.138141	-9.43716	0.0307584
0.0335419	0.136877	-9.37331	0.0302534
0.0336612	0.13562	-9.30974	0.029755
0.0337808	0.134369	-9.24645	0.0292633
0.0339006	0.133125	-9.18344	0.0287782
0.0340206	0.131887	-9.12072	0.0282997
0.0341408	0.130656	-9.05827	0.0278276
0.0342612	0.129431	-8.99611	0.027362
0.0343818	0.128213	-8.93423	0.0269027
0.0345027	0.127001	-8.87264	0.0264497
0.0346237	0.125796	-8.81133	0.0260029
0.034745	0.124598	-8.7503	0.0255624
0.0348665	0.123406	-8.68956	0.0251279
0.0349882	0.122221	-8.6291	0.0246995
0.0351102	0.121042	-8.56893	0.0242771
0.0352323	0.11987	-8.50904	0.0238607
0.0353547	0.118705	-8.44944	0.0234502
0.0354772	0.117546	-8.39012	0.0230455
0.0356	0.116394	-8.33109	0.0226465
0.035723	0.115249	-8.27234	0.0222533
0.0358463	0.11411	-8.21389	0.0218658
0.0359697	0.112977	-8.15571	0.0214838
0.0360934	0.111852	-8.09783	0.0211074
0.0362172	0.110733	-8.04023	0.0207365
0.0363413	0.109621	-7.98291	0.020371
0.0364656	0.108515	-7.92589	0.0200109
0.0365901	0.107416	-7.86915	0.0196561
0.0367149	0.106324	-7.8127	0.0193066
0.0368398	0.105238	-7.75653	0.0189623
0.036965	0.104159	-7.70065	0.0186232
0.0370904	0.103087	-7.64506	0.0182891
0.037216	0.102021	-7.58976	0.0179601
0.0373418	0.100962	-7.53475	0.017636
0.0374678	0.0999102	-7.48002	0.0173169
0.0375941	0.0988646	-7.42558	0.0170027
0.0377205	0.0978256	-7.37143	0.0166933
0.0378472	0.0967934	-7.31756	0.0163887
0.0379741	0.0957678	-7.26399	0.0160888
0.0381012	0.0947489	-7.2107	0.0157936
0.0382285	0.0937367	-7.1577	0.015503
0.0383561	0.0927312	-7.10498	0.0152169
0.0384838	0.0917323	-7.05256	0.0149353
0.0386118	0.0907401	-7.00042	0.0146582
0.03874	0.0897546	-6.94857	0.0143855
0.0388684	0.0887757	-6.897	0.0141172
0.038997	0.0878035	-6.84572	0.0138531
0.0391259	0.086838	-6.79474	0.0135933
0.0392549	0.0858792	-6.74403	0.0133377
0.0393842	0.084927	-6.69362	0.0130863
0.0395137	0.0839814	-6.64349	0.0128389
0.0396434	0.0830425	-6.59365	0.0125956
0.0397733	0.0821103	-6.54409	0.0123563
0.0399035	0.0811847	-6.49482	0.0121209
0.0400338	0.0802658	-6.44584	0.0118895
0.0401644	0.0793535	-6.39714	0.0116619
0.0402952	0.0784478	-6.34873	0.0114381
