Q2:	1.6

u	fQ	dfQ/du	fQ^2 + (dfQ/du)^2/Q2
0.00767774	0.999748	-0.0544351	1.00135
0.00773572	0.999745	-0.0547328	1.00136
0.00779391	0.999742	-0.0550308	1.00138
0.00785232	0.999739	-0.0553292	1.00139
0.00791095	0.999736	-0.0556279	1.00141
0.0079698	0.999733	-0.055927	1.00142
0.00802888	0.999729	-0.0562265	1.00143
0.00808817	0.999726	-0.0565262	1.00145
0.00814768	0.999723	-0.0568264	1.00146
0.00820742	0.999719	-0.0571268	1.00148
0.00826737	0.999716	-0.0574275	1.00149
0.00832755	0.999713	-0.0577286	1.00151
0.00838794	0.999709	-0.0580299	1.00152
0.00844856	0.999706	-0.0583316	1.00154
0.00850939	0.999702	-0.0586335	1.00155
0.00857045	0.999699	-0.0589357	1.00157
0.00863173	0.999695	-0.0592382	1.00158
0.00869322	0.999691	-0.059541	1.0016
0.00875494	0.999688	-0.059844	1.00161
0.00881688	0.999684	-0.0601473	1.00163
0.00887904	0.99968	-0.0604508	1.00164
0.00894141	0.999677	-0.0607546	1.00166
0.00900401	0.999673	-0.0610586	1.00168
0.00906683	0.999669	-0.0613628	1.00169
0.00912987	0.999665	-0.0616672	1.00171
0.00919314	0.999662	-0.0619719	1.00172
0.00925662	0.999658	-0.0622768	1.00174
0.00932032	0.999654	-0.0625818	1.00176
0.00938424	0.99965	-0.0628871	1.00177
0.00944839	0.999646	-0.0631925	1.00179
0.00951275	0.999642	-0.0634982	1.0018
0.00957733	0.999638	-0.063804	1.00182
0.00964214	0.999634	-0.0641099	1.00184
0.00970717	0.99963	-0.0644161	1.00185
0.00977241	0.999625	-0.0647224	1.00187
0.00983788	0.999621	-0.0650288	1.00189
0.00990357	0.999617	-0.0653354	1.0019
0.00996948	0.999613	-0.0656421	1.00192
0.0100356	0.999609	-0.0659489	1.00194
0.010102	0.999604	-0.0662559	1.00195
0.0101685	0.9996	-0.0665629	1.00197
0.0102353	0.999595	-0.0668701	1.00199
0.0103023	0.999591	-0.0671774	1.002
0.0103696	0.999587	-0.0674848	1.00202
0.010437	0.999582	-0.0677922	1.00204
0.0105047	0.999578	-0.0680998	1.00205
0.0105726	0.999573	-0.0684074	1.00207
0.0106407	0.999568	-0.0687151	1.00209
0.010709	0.999564	-0.0690229	1.00211
0.0107776	0.999559	-0.0693307	1.00212
0.0108464	0.999554	-0.0696385	1.00214
0.0109154	0.99955	-0.0699464	1.00216
0.0109846	0.999545	-0.0702544	1.00217
0.011054	0.99954	-0.0705623	1.00219
0.0111237	0.999535	-0.0708703	1.00221
0.0111936	0.99953	-0.0711783	1.00223
0.0112637	0.999525	-0.0714864	1.00225
0.011334	0.99952	-0.0717944	1.00226
0.0114046	0.999515	-0.0721024	1.00228
0.0114753	0.99951	-0.0724104	1.0023
0.0115463	0.999505	-0.0727185	1.00232
0.0116175	0.9995	-0.0730264	1.00233
0.011689	0.999495	-0.0733344	1.00235
0.0117606	0.99949	-0.0736423	1.00237
0.0118325	0.999485	-0.0739502	1.00239
0.0119046	0.999479	-0.0742581	1.00241
0.0119769	0.999474	-0.0745659	1.00242
0.0120494	0.999469	-0.0748736	1.00244
0.0121222	0.999463	-0.0751813	1.00246
0.0121952	0.999458	-0.0754889	1.00248
0.0122684	0.999453	-0.0757965	1.0025
0.0123418	0.999447	-0.0761039	1.00251
0.0124154	0.999442	-0.0764113	1.00253
0.0124893	0.999436	-0.0767186	1.00255
0.0125634	0.99943	-0.0770258	1.00257
0.0126377	0.999425	-0.0773329	1.00259
0.0127122	0.999419	-0.0776398	1.00261
0.0127869	0.999413	-0.0779467	1.00262
0.0128619	0.999408	-0.0782534	1.00264
0.0129371	0.999402	-0.07856	1.00266
0.0130125	0.999396	-0.0788665	1.00268
0.0130881	0.99939	-0.0791728	1.0027
0.013164	0.999384	-0.079479	1.00272
0.0132401	0.999378	-0.079785	1.00274
0.0133164	0.999372	-0.0800909	1.00275
0.0133929	0.999366	-0.0803966	1.00277
0.0134696	0.99936	-0.0807022	1.00279
0.0135466	0.999354	-0.0810076	1.00281
0.0136238	0.999348	-0.0813128	1.00283
0.0137012	0.999341	-0.0816178	1.00285
0.0137788	0.999335	-0.0819226	1.00287
0.0138566	0.999329	-0.0822273	1.00288
0.0139347	0.999322	-0.0825317	1.0029
0.014013	0.999316	-0.0828359	1.00292
0.0140915	0.99931	-0.0831399	1.00294
0.0141702	0.999303	-0.0834437	1.00296
0.0142492	0.999297	-0.0837473	1.00298
0.0143284	0.99929	-0.0840507	1.003
0.0144078	0.999283	-0.0843538	1.00301
0.0144874	0.999277	-0.0846566	1.00303
0.0145672	0.99927	-0.0849593	1.00305
0.0146473	0.999263	-0.0852617	1.00307
0.0147276	0.999257	-0.0855638	1.00309
0.0148081	0.99925	-0.0858657	1.00311
0.0148888	0.999243	-0.0861673	1.00313
0.0149697	0.999236	-0.0864686	1.00315
0.0150509	0.999229	-0.0867697	1.00316
0.0151323	0.999222	-0.0870705	1.00318
0.0152139	0.999215	-0.087371	1.0032
0.0152957	0.999208	-0.0876712	1.00322
0.0153778	0.999201	-0.0879711	1.00324
0.0154601	0.999194	-0.0882707	1.00326
0.0155426	0.999187	-0.08857	1.00328
0.0156253	0.999179	-0.088869	1.0033
0.0157082	0.999172	-0.0891677	1.00331
0.0157914	0.999165	-0.0894661	1.00333
0.0158748	0.999157	-0.0897641	1.00335
0.0159584	0.99915	-0.0900619	1.00337
0.0160422	0.999142	-0.0903592	1.00339
0.0161263	0.999135	-0.0906563	1.00341
0.0162105	0.999127	-0.090953	1.00343
0.016295	0.99912	-0.0912494	1.00344
0.0163798	0.999112	-0.0915454	1.00346
0.0164647	0.999104	-0.091841	1.00348
0.0165499	0.999096	-0.0921363	1.0035
0.0166352	0.999089	-0.0924313	1.00352
0.0167208	0.999081	-0.0927258	1.00354
0.0168067	0.999073	-0.09302	1.00355
0.0168927	0.999065	-0.0933138	1.00357
0.016979	0.999057	-0.0936072	1.00359
0.0170655	0.999049	-0.0939003	1.00361
0.0171522	0.999041	-0.0941929	1.00363
0.0172391	0.999033	-0.0944852	1.00365
0.0173263	0.999024	-0.094777	1.00366
0.0174137	0.999016	-0.0950685	1.00368
0.0175013	0.999008	-0.0953595	1.0037
0.0175891	0.999	-0.0956502	1.00372
0.0176771	0.998991	-0.0959404	1.00374
0.0177654	0.998983	-0.0962302	1.00375
0.0178539	0.998974	-0.0965195	1.00377
0.0179426	0.998966	-0.0968085	1.00379
0.0180315	0.998957	-0.097097	1.00381
0.0181207	0.998949	-0.0973851	1.00383
0.0182101	0.99894	-0.0976727	1.00384
0.0182997	0.998931	-0.0979599	1.00386
0.0183895	0.998923	-0.0982467	1.00388
0.0184795	0.998914	-0.098533	1.0039
0.0185698	0.998905	-0.0988188	1.00391
0.0186603	0.998896	-0.0991042	1.00393
0.018751	0.998887	-0.0993891	1.00395
0.0188419	0.998878	-0.0996736	1.00397
0.0189331	0.998869	-0.0999576	1.00398
0.0190245	0.99886	-0.100241	1.004
0.0191161	0.998851	-0.100524	1.00402
0.0192079	0.998842	-0.100807	1.00404
0.0193	0.998832	-0.101089	1.00405
0.0193922	0.998823	-0.10137	1.00407
0.0194847	0.998814	-0.101651	1.00409
0.0195774	0.998804	-0.101932	1.0041
0.0196704	0.998795	-0.102212	1.00412
0.0197635	0.998785	-0.102492	1.00414
0.0198569	0.998776	-0.102771	1.00415
0.0199505	0.998766	-0.10305	1.00417
0.0200443	0.998757	-0.103328	1.00419
0.0201384	0.998747	-0.103605	1.0042
0.0202326	0.998737	-0.103882	1.00422
0.0203271	0.998727	-0.104159	1.00424
0.0204218	0.998718	-0.104435	1.00425
0.0205168	0.998708	-0.10471	1.00427
0.0206119	0.998698	-0.104985	1.00429
0.0207073	0.998688	-0.10526	1.0043
0.0208029	0.998678	-0.105534	1.00432
0.0208988	0.998668	-0.105807	1.00433
0.0209948	0.998657	-0.10608	1.00435
0.0210911	0.998647	-0.106352	1.00437
0.0211876	0.998637	-0.106624	1.00438
0.0212843	0.998627	-0.106895	1.0044
0.0213812	0.998616	-0.107166	1.00441
0.0214784	0.998606	-0.107436	1.00443
0.0215758	0.998596	-0.107706	1.00444
0.0216734	0.998585	-0.107975	1.00446
0.0217712	0.998574	-0.108243	1.00447
0.0218693	0.998564	-0.108511	1.00449
0.0219676	0.998553	-0.108779	1.0045
0.0220661	0.998542	-0.109045	1.00452
0.0221648	0.998532	-0.109312	1.00453
0.0222637	0.998521	-0.109577	1.00455
0.0223629	0.99851	-0.109842	1.00456
0.0224623	0.998499	-0.110107	1.00458
0.0225619	0.998488	-0.110371	1.00459
0.0226617	0.998477	-0.110634	1.00461
0.0227618	0.998466	-0.110897	1.00462
0.0228621	0.998455	-0.111159	1.00463
0.0229626	0.998444	-0.111421	1.00465
0.0230633	0.998432	-0.111682	1.00466
0.0231643	0.998421	-0.111942	1.00468
0.0232654	0.99841	-0.112202	1.00469
0.0233668	0.998398	-0.112461	1.0047
0.0234685	0.998387	-0.11272	1.00472
0.0235703	0.998375	-0.112978	1.00473
0.0236724	0.998364	-0.113236	1.00474
0.0237747	0.998352	-0.113493	1.00476
0.0238772	0.998341	-0.113749	1.00477
0.0239799	0.998329	-0.114005	1.00478
0.0240829	0.998317	-0.11426	1.0048
0.024186	0.998305	-0.114514	1.00481
0.0242895	0.998294	-0.114768	1.00482
0.0243931	0.998282	-0.115022	1.00483
0.0244969	0.99827	-0.115274	1.00485
0.024601	0.998258	-0.115526	1.00486
0.0247053	0.998245	-0.115778	1.00487
0.0248098	0.998233	-0.116029	1.00488
0.0249146	0.998221	-0.116279	1.0049
0.0250195	0.998209	-0.116529	1.00491
0.0251247	0.998197	-0.116778	1.00492
0.0252301	0.998184	-0.117026	1.00493
0.0253358	0.998172	-0.117274	1.00494
0.0254416	0.998159	-0.117521	1.00495
0.0255477	0.998147	-0.117768	1.00497
0.025654	0.998134	-0.118014	1.00498
0.0257606	0.998122	-0.118259	1.00499
0.0258673	0.998109	-0.118504	1.005
0.0259743	0.998096	-0.118748	1.00501
0.0260815	0.998083	-0.118991	1.00502
0.0261889	0.998071	-0.119234	1.00503
0.0262966	0.998058	-0.119476	1.00504
0.0264044	0.998045	-0.119718	1.00505
0.0265125	0.998032	-0.119959	1.00506
0.0266209	0.998019	-0.120199	1.00507
0.0267294	0.998006	-0.120439	1.00508
0.0268382	0.997992	-0.120678	1.00509
0.0269471	0.997979	-0.120917	1.0051
0.0270564	0.997966	-0.121155	1.00511
0.0271658	0.997953	-0.121392	1.00512
0.0272755	0.997939	-0.121629	1.00513
0.0273853	0.997926	-0.121865	1.00514
0.0274954	0.997912	-0.1221	1.00515
0.0276058	0.997899	-0.122335	1.00516
0.0277163	0.997885	-0.122569	1.00516
0.0278271	0.997871	-0.122802	1.00517
0.0279381	0.997858	-0.123035	1.00518
0.0280493	0.997844	-0.123268	1.00519
0.0281608	0.99783	-0.123499	1.0052
0.0282725	0.997816	-0.12373	1.00521
0.0283843	0.997802	-0.123961	1.00521
0.0284965	0.997788	-0.12419	1.00522
0.0286088	0.997774	-0.124419	1.00523
0.0287214	0.99776	-0.124648	1.00524
0.0288342	0.997746	-0.124876	1.00524
0.0289472	0.997732	-0.125103	1.00525
0.0290604	0.997718	-0.12533	1.00526
0.0291739	0.997703	-0.125556	1.00526
0.0292876	0.997689	-0.125781	1.00527
0.0294015	0.997675	-0.126006	1.00528
0.0295156	0.99766	-0.12623	1.00528
0.02963	0.997645	-0.126454	1.00529
0.0297446	0.997631	-0.126677	1.0053
0.0298594	0.997616	-0.126899	1.0053
0.0299744	0.997602	-0.12712	1.00531
0.0300897	0.997587	-0.127341	1.00531
0.0302051	0.997572	-0.127562	1.00532
0.0303208	0.997557	-0.127782	1.00533
0.0304368	0.997542	-0.128001	1.00533
0.0305529	0.997527	-0.128219	1.00534
0.0306693	0.997512	-0.128437	1.00534
0.0307859	0.997497	-0.128655	1.00535
0.0309027	0.997482	-0.128871	1.00535
0.0310198	0.997467	-0.129088	1.00535
0.031137	0.997451	-0.129303	1.00536
0.0312545	0.997436	-0.129518	1.00536
0.0313723	0.997421	-0.129732	1.00537
0.0314902	0.997405	-0.129946	1.00537
0.0316084	0.99739	-0.130159	1.00537
0.0317268	0.997374	-0.130371	1.00538
0.0318454	0.997359	-0.130583	1.00538
0.0319642	0.997343	-0.130794	1.00539
0.0320833	0.997327	-0.131005	1.00539
0.0322026	0.997312	-0.131215	1.00539
0.0323221	0.997296	-0.131425	1.00539
0.0324418	0.99728	-0.131633	1.0054
0.0325618	0.997264	-0.131842	1.0054
0.032682	0.997248	-0.132049	1.0054
0.0328024	0.997232	-0.132256	1.0054
0.032923	0.997216	-0.132463	1.00541
0.0330439	0.9972	-0.132668	1.00541
0.033165	0.997184	-0.132874	1.00541
0.0332863	0.997167	-0.133078	1.00541
0.0334078	0.997151	-0.133282	1.00541
0.0335296	0.997135	-0.133486	1.00541
0.0336516	0.997118	-0.133689	1.00542
0.0337738	0.997102	-0.133891	1.00542
0.0338962	0.997085	-0.134093	1.00542
0.0340189	0.997069	-0.134294	1.00542
0.0341417	0.997052	-0.134494	1.00542
0.0342648	0.997035	-0.134694	1.00542
0.0343882	0.997019	-0.134894	1.00542
0.0345117	0.997002	-0.135093	1.00542
0.0346355	0.996985	-0.135291	1.00542
0.0347595	0.996968	-0.135488	1.00542
0.0348838	0.996951	-0.135686	1.00542
0.0350082	0.996934	-0.135882	1.00542
0.0351329	0.996917	-0.136078	1.00542
0.0352578	0.9969	-0.136273	1.00542
0.0353829	0.996883	-0.136468	1.00541
0.0355083	0.996866	-0.136662	1.00541
0.0356339	0.996848	-0.136856	1.00541
0.0357597	0.996831	-0.137049	1.00541
0.0358857	0.996813	-0.137242	1.00541
0.0360119	0.996796	-0.137434	1.00541
0.0361384	0.996778	-0.137625	1.00541
0.0362651	0.996761	-0.137816	1.0054
0.0363921	0.996743	-0.138006	1.0054
0.0365192	0.996726	-0.138196	1.0054
0.0366466	0.996708	-0.138385	1.0054
0.0367742	0.99669	-0.138574	1.00539
0.036902	0.996672	-0.138762	1.00539
0.0370301	0.996654	-0.13895	1.00539
0.0371583	0.996636	-0.139137	1.00538
0.0372868	0.996618	-0.139324	1.00538
0.0374156	0.9966	-0.13951	1.00538
0.0375445	0.996582	-0.139695	1.00537
0.0376737	0.996564	-0.13988	1.00537
0.0378031	0.996546	-0.140064	1.00536
0.0379327	0.996527	-0.140248	1.00536
0.0380626	0.996509	-0.140432	1.00536
0.0381927	0.996491	-0.140614	1.00535
0.038323	0.996472	-0.140797	1.00535
0.0384535	0.996454	-0.140978	1.00534
0.0385843	0.996435	-0.14116	1.00534
0.0387153	0.996417	-0.14134	1.00533
0.0388465	0.996398	-0.141521	1.00533
0.0389779	0.996379	-0.1417	1.00532
0.0391095	0.99636	-0.141879	1.00532
0.0392414	0.996342	-0.142058	1.00531
0.0393735	0.996323	-0.142236	1.0053
0.0395059	0.996304	-0.142414	1.0053
0.0396384	0.996285	-0.142591	1.00529
0.0397712	0.996266	-0.142768	1.00528
0.0399042	0.996247	-0.142944	1.00528
0.0400375	0.996227	-0.143119	1.00527
0.0401709	0.996208	-0.143295	1.00526
0.0403046	0.996189	-0.143469	1.00526
0.0404385	0.99617	-0.143643	1.00525
0.0405726	0.99615	-0.143817	1.00524
0.040707	0.996131	-0.14399	1.00523
0.0408416	0.996111	-0.144163	1.00523
0.0409764	0.996092	-0.144335	1.00522
0.0411114	0.996072	-0.144507	1.00521
0.0412467	0.996053	-0.144678	1.0052
0.0413822	0.996033	-0.144849	1.00519
0.0415179	0.996013	-0.145019	1.00519
0.0416539	0.995993	-0.145189	1.00518
0.04179	0.995973	-0.145358	1.00517
0.0419264	0.995953	-0.145527	1.00516
0.042063	0.995933	-0.145695	1.00515
0.0421999	0.995913	-0.145863	1.00514
0.042337	0.995893	-0.146031	1.00513
0.0424743	0.995873	-0.146198	1.00512
0.0426118	0.995853	-0.146364	1.00511
0.0427495	0.995833	-0.14653	1.0051
0.0428875	0.995813	-0.146696	1.00509
0.0430257	0.995792	-0.146861	1.00508
0.0431641	0.995772	-0.147025	1.00507
0.0433028	0.995751	-0.147189	1.00506
0.0434417	0.995731	-0.147353	1.00505
0.0435808	0.99571	-0.147516	1.00504
0.0437201	0.99569	-0.147679	1.00503
