Q2:	100

z	fQ	dfQ/dz	fQ^2 + (dfQ/dz)^2/Q2
0.00120896	0.999557	-0.668376	1.00358
0.00123156	0.999542	-0.677966	1.00368
0.00125438	0.999527	-0.687595	1.00378
0.00127742	0.999511	-0.697265	1.00388
0.00130069	0.999494	-0.706974	1.00399
0.00132418	0.999478	-0.716721	1.00409
0.00134789	0.99946	-0.726506	1.0042
0.00137182	0.999443	-0.736328	1.00431
0.00139597	0.999425	-0.746187	1.00442
0.00142035	0.999407	-0.756081	1.00453
0.00144494	0.999388	-0.766012	1.00464
0.00146976	0.999369	-0.775977	1.00476
0.0014948	0.999349	-0.785976	1.00488
0.00152005	0.999329	-0.796009	1.005
0.00154553	0.999309	-0.806076	1.00512
0.00157123	0.999288	-0.816175	1.00524
0.00159715	0.999267	-0.826306	1.00536
0.00162329	0.999245	-0.836469	1.00549
0.00164965	0.999223	-0.846663	1.00561
0.00167624	0.9992	-0.856888	1.00574
0.00170304	0.999177	-0.867143	1.00587
0.00173006	0.999154	-0.877427	1.00601
0.0017573	0.999129	-0.88774	1.00614
0.00178476	0.999105	-0.898081	1.00628
0.00181244	0.99908	-0.908451	1.00641
0.00184034	0.999054	-0.918847	1.00655
0.00186845	0.999028	-0.929269	1.00669
0.00189679	0.999002	-0.939718	1.00684
0.00192535	0.998975	-0.950194	1.00698
0.00195413	0.998948	-0.960696	1.00713
0.00198313	0.99892	-0.971222	1.00727
0.00201234	0.998891	-0.981774	1.00742
0.00204178	0.998862	-0.99235	1.00757
0.00207143	0.998832	-1.00295	1.00773
0.00210131	0.998802	-1.01357	1.00788
0.0021314	0.998772	-1.02422	1.00803
0.00216171	0.99874	-1.03489	1.00819
0.00219224	0.998709	-1.04558	1.00835
0.002223	0.998676	-1.05629	1.00851
0.00225397	0.998643	-1.06702	1.00867
0.00228515	0.99861	-1.07778	1.00884
0.00231656	0.998576	-1.08855	1.009
0.00234819	0.998541	-1.09935	1.00917
0.00238004	0.998506	-1.11016	1.00934
0.0024121	0.99847	-1.12099	1.00951
0.00244439	0.998434	-1.13185	1.00968
0.00247689	0.998397	-1.14272	1.00985
0.00250961	0.998359	-1.15361	1.01003
0.00254256	0.998321	-1.16451	1.01021
0.00257572	0.998282	-1.17544	1.01038
0.0026091	0.998243	-1.18638	1.01056
0.0026427	0.998203	-1.19734	1.01075
0.00267651	0.998162	-1.20831	1.01093
0.00271055	0.998121	-1.2193	1.01111
0.00274481	0.998079	-1.23031	1.0113
0.00277928	0.998036	-1.24133	1.01149
0.00281398	0.997993	-1.25236	1.01167
0.00284889	0.997949	-1.26342	1.01186
0.00288402	0.997905	-1.27448	1.01206
0.00291937	0.997859	-1.28556	1.01225
0.00295494	0.997814	-1.29665	1.01244
0.00299073	0.997767	-1.30775	1.01264
0.00302674	0.99772	-1.31887	1.01284
0.00306297	0.997672	-1.33	1.01304
0.00309942	0.997623	-1.34114	1.01324
0.00313608	0.997574	-1.3523	1.01344
0.00317297	0.997524	-1.36346	1.01364
0.00321007	0.997473	-1.37464	1.01385
0.00324739	0.997421	-1.38583	1.01405
0.00328494	0.997369	-1.39702	1.01426
0.0033227	0.997316	-1.40823	1.01447
0.00336068	0.997262	-1.41945	1.01468
0.00339888	0.997208	-1.43068	1.01489
0.0034373	0.997153	-1.44191	1.0151
0.00347594	0.997097	-1.45316	1.01532
0.00351479	0.99704	-1.46441	1.01553
0.00355387	0.996983	-1.47567	1.01575
0.00359316	0.996924	-1.48694	1.01597
0.00363268	0.996865	-1.49822	1.01619
0.00367241	0.996806	-1.50951	1.01641
0.00371237	0.996745	-1.5208	1.01663
0.00375254	0.996684	-1.5321	1.01685
0.00379293	0.996622	-1.5434	1.01708
0.00383354	0.996559	-1.55471	1.0173
0.00387437	0.996495	-1.56603	1.01753
0.00391542	0.996431	-1.57735	1.01775
0.00395669	0.996365	-1.58868	1.01798
0.00399818	0.996299	-1.60001	1.01821
0.00403989	0.996232	-1.61135	1.01844
0.00408181	0.996164	-1.62269	1.01867
0.00412396	0.996096	-1.63404	1.01891
0.00416633	0.996026	-1.64539	1.01914
0.00420891	0.995956	-1.65675	1.01938
0.00425172	0.995885	-1.6681	1.01961
0.00429474	0.995813	-1.67947	1.01985
0.00433798	0.99574	-1.69083	1.02009
0.00438144	0.995666	-1.70219	1.02033
0.00442513	0.995592	-1.71356	1.02057
0.00446903	0.995516	-1.72493	1.02081
0.00451315	0.99544	-1.73631	1.02105
0.00455749	0.995362	-1.74768	1.02129
0.00460205	0.995284	-1.75905	1.02153
0.00464683	0.995205	-1.77043	1.02178
0.00469183	0.995125	-1.78181	1.02202
0.00473704	0.995045	-1.79318	1.02227
0.00478248	0.994963	-1.80456	1.02252
0.00482814	0.99488	-1.81594	1.02276
0.00487402	0.994797	-1.82731	1.02301
0.00492011	0.994712	-1.83869	1.02326
0.00496643	0.994627	-1.85006	1.02351
0.00501296	0.99454	-1.86144	1.02376
0.00505972	0.994453	-1.87281	1.02401
0.00510669	0.994365	-1.88418	1.02426
0.00515389	0.994276	-1.89555	1.02452
0.0052013	0.994185	-1.90692	1.02477
0.00524894	0.994094	-1.91829	1.02502
0.00529679	0.994002	-1.92965	1.02528
0.00534486	0.993909	-1.94101	1.02553
0.00539316	0.993815	-1.95237	1.02579
0.00544167	0.99372	-1.96372	1.02604
0.0054904	0.993624	-1.97507	1.0263
0.00553935	0.993527	-1.98642	1.02656
0.00558852	0.993429	-1.99776	1.02681
0.00563791	0.99333	-2.0091	1.02707
0.00568753	0.99323	-2.02043	1.02733
0.00573736	0.993129	-2.03176	1.02759
0.00578741	0.993028	-2.04309	1.02785
0.00583768	0.992925	-2.05441	1.02811
0.00588817	0.992821	-2.06572	1.02836
0.00593888	0.992715	-2.07703	1.02862
0.00598981	0.992609	-2.08834	1.02888
0.00604096	0.992502	-2.09964	1.02915
0.00609233	0.992394	-2.11093	1.02941
0.00614392	0.992285	-2.12221	1.02967
0.00619573	0.992175	-2.13349	1.02993
0.00624776	0.992063	-2.14476	1.03019
0.00630001	0.991951	-2.15603	1.03045
0.00635247	0.991838	-2.16729	1.03071
0.00640516	0.991723	-2.17854	1.03098
0.00645807	0.991608	-2.18978	1.03124
0.0065112	0.991491	-2.20101	1.0315
0.00656455	0.991373	-2.21224	1.03176
0.00661812	0.991254	-2.22346	1.03202
0.00667191	0.991135	-2.23467	1.03229
0.00672592	0.991014	-2.24587	1.03255
0.00678015	0.990891	-2.25707	1.03281
0.0068346	0.990768	-2.26825	1.03307
0.00688926	0.990644	-2.27942	1.03333
0.00694415	0.990518	-2.29059	1.03359
0.00699926	0.990392	-2.30175	1.03386
0.00705459	0.990264	-2.31289	1.03412
0.00711014	0.990135	-2.32403	1.03438
0.00716591	0.990006	-2.33515	1.03464
0.0072219	0.989875	-2.34627	1.0349
0.00727811	0.989742	-2.35737	1.03516
0.00733454	0.989609	-2.36847	1.03542
0.00739119	0.989474	-2.37955	1.03568
0.00744806	0.989339	-2.39062	1.03594
0.00750515	0.989202	-2.40168	1.0362
0.00756246	0.989064	-2.41273	1.03646
0.00761999	0.988925	-2.42377	1.03672
0.00767774	0.988785	-2.43479	1.03698
0.00773572	0.988643	-2.44581	1.03724
0.00779391	0.988501	-2.45681	1.03749
0.00785232	0.988357	-2.4678	1.03775
0.00791095	0.988212	-2.47877	1.03801
0.0079698	0.988066	-2.48974	1.03826
0.00802888	0.987918	-2.50069	1.03852
0.00808817	0.98777	-2.51162	1.03877
0.00814768	0.98762	-2.52255	1.03903
0.00820742	0.987469	-2.53346	1.03928
0.00826737	0.987316	-2.54436	1.03953
0.00832755	0.987163	-2.55524	1.03978
0.00838794	0.987008	-2.56611	1.04003
0.00844856	0.986853	-2.57697	1.04029
0.00850939	0.986695	-2.58781	1.04054
0.00857045	0.986537	-2.59864	1.04078
0.00863173	0.986378	-2.60945	1.04103
0.00869322	0.986217	-2.62025	1.04128
0.00875494	0.986055	-2.63103	1.04153
0.00881688	0.985891	-2.6418	1.04177
0.00887904	0.985727	-2.65255	1.04202
0.00894141	0.985561	-2.66329	1.04226
0.00900401	0.985394	-2.67401	1.0425
0.00906683	0.985226	-2.68471	1.04275
0.00912987	0.985056	-2.6954	1.04299
0.00919314	0.984885	-2.70607	1.04323
0.00925662	0.984713	-2.71673	1.04347
0.00932032	0.98454	-2.72737	1.0437
0.00938424	0.984365	-2.73799	1.04394
0.00944839	0.984189	-2.7486	1.04418
0.00951275	0.984012	-2.75919	1.04441
0.00957733	0.983833	-2.76976	1.04464
0.00964214	0.983653	-2.78031	1.04488
0.00970717	0.983472	-2.79085	1.04511
0.00977241	0.98329	-2.80137	1.04534
0.00983788	0.983106	-2.81188	1.04556
0.00990357	0.982921	-2.82236	1.04579
0.00996948	0.982735	-2.83283	1.04602
0.0100356	0.982547	-2.84328	1.04624
0.010102	0.982358	-2.85371	1.04646
0.0101685	0.982168	-2.86412	1.04669
0.0102353	0.981976	-2.87452	1.04691
0.0103023	0.981783	-2.88489	1.04712
0.0103696	0.981589	-2.89525	1.04734
0.010437	0.981393	-2.90559	1.04756
0.0105047	0.981196	-2.91591	1.04777
0.0105726	0.980998	-2.92621	1.04798
0.0106407	0.980798	-2.93649	1.04819
0.010709	0.980597	-2.94675	1.0484
0.0107776	0.980395	-2.95699	1.04861
0.0108464	0.980191	-2.96721	1.04882
0.0109154	0.979986	-2.97742	1.04902
0.0109846	0.979779	-2.9876	1.04923
0.011054	0.979572	-2.99776	1.04943
0.0111237	0.979362	-3.0079	1.04963
0.0111936	0.979152	-3.01803	1.04982
0.0112637	0.97894	-3.02813	1.05002
0.011334	0.978727	-3.03821	1.05021
0.0114046	0.978512	-3.04827	1.05041
0.0114753	0.978296	-3.05831	1.0506
0.0115463	0.978078	-3.06833	1.05078
0.0116175	0.97786	-3.07833	1.05097
0.011689	0.977639	-3.0883	1.05115
0.0117606	0.977418	-3.09826	1.05134
0.0118325	0.977195	-3.10819	1.05152
0.0119046	0.97697	-3.1181	1.0517
0.0119769	0.976744	-3.12799	1.05187
0.0120494	0.976517	-3.13786	1.05205
0.0121222	0.976289	-3.1477	1.05222
0.0121952	0.976058	-3.15752	1.05239
0.0122684	0.975827	-3.16732	1.05256
0.0123418	0.975594	-3.1771	1.05272
0.0124154	0.97536	-3.18686	1.05289
0.0124893	0.975124	-3.19659	1.05305
0.0125634	0.974887	-3.2063	1.05321
0.0126377	0.974648	-3.21599	1.05337
0.0127122	0.974408	-3.22566	1.05352
0.0127869	0.974167	-3.2353	1.05367
0.0128619	0.973924	-3.24492	1.05382
0.0129371	0.973679	-3.25452	1.05397
0.0130125	0.973434	-3.26409	1.05412
0.0130881	0.973186	-3.27364	1.05426
0.013164	0.972938	-3.28317	1.0544
0.0132401	0.972688	-3.29267	1.05454
0.0133164	0.972436	-3.30215	1.05467
0.0133929	0.972183	-3.3116	1.05481
0.0134696	0.971929	-3.32103	1.05494
0.0135466	0.971673	-3.33044	1.05507
0.0136238	0.971415	-3.33982	1.05519
0.0137012	0.971156	-3.34918	1.05531
0.0137788	0.970896	-3.35851	1.05543
0.0138566	0.970634	-3.36782	1.05555
0.0139347	0.970371	-3.3771	1.05567
0.014013	0.970106	-3.38636	1.05578
0.0140915	0.96984	-3.3956	1.05589
0.0141702	0.969572	-3.40481	1.056
0.0142492	0.969303	-3.41399	1.0561
0.0143284	0.969032	-3.42315	1.0562
0.0144078	0.96876	-3.43229	1.0563
0.0144874	0.968487	-3.4414	1.0564
0.0145672	0.968211	-3.45048	1.05649
0.0146473	0.967935	-3.45954	1.05658
0.0147276	0.967657	-3.46857	1.05667
0.0148081	0.967377	-3.47758	1.05675
0.0148888	0.967096	-3.48656	1.05684
0.0149697	0.966813	-3.49552	1.05691
0.0150509	0.966529	-3.50445	1.05699
0.0151323	0.966244	-3.51335	1.05706
0.0152139	0.965957	-3.52223	1.05713
0.0152957	0.965668	-3.53108	1.0572
0.0153778	0.965378	-3.53991	1.05726
0.0154601	0.965086	-3.5487	1.05732
0.0155426	0.964793	-3.55748	1.05738
0.0156253	0.964499	-3.56622	1.05744
0.0157082	0.964202	-3.57494	1.05749
0.0157914	0.963905	-3.58364	1.05754
0.0158748	0.963606	-3.5923	1.05758
0.0159584	0.963305	-3.60094	1.05762
0.0160422	0.963003	-3.60955	1.05766
0.0161263	0.962699	-3.61814	1.0577
0.0162105	0.962394	-3.6267	1.05773
0.016295	0.962087	-3.63523	1.05776
0.0163798	0.961778	-3.64373	1.05779
0.0164647	0.961469	-3.65221	1.05781
0.0165499	0.961157	-3.66065	1.05783
0.0166352	0.960844	-3.66908	1.05784
0.0167208	0.96053	-3.67747	1.05786
0.0168067	0.960214	-3.68583	1.05786
0.0168927	0.959896	-3.69417	1.05787
0.016979	0.959577	-3.70248	1.05787
0.0170655	0.959257	-3.71076	1.05787
0.0171522	0.958935	-3.71902	1.05787
0.0172391	0.958611	-3.72724	1.05786
0.0173263	0.958286	-3.73544	1.05785
0.0174137	0.957959	-3.74361	1.05783
0.0175013	0.957631	-3.75175	1.05781
0.0175891	0.957301	-3.75987	1.05779
0.0176771	0.956969	-3.76795	1.05776
0.0177654	0.956636	-3.77601	1.05774
0.0178539	0.956302	-3.78404	1.0577
0.0179426	0.955966	-3.79204	1.05767
0.0180315	0.955628	-3.80001	1.05763
0.0181207	0.955289	-3.80795	1.05758
0.0182101	0.954948	-3.81587	1.05753
0.0182997	0.954606	-3.82375	1.05748
0.0183895	0.954262	-3.83161	1.05743
0.0184795	0.953917	-3.83944	1.05737
0.0185698	0.95357	-3.84723	1.05731
0.0186603	0.953222	-3.855	1.05724
0.018751	0.952872	-3.86274	1.05717
0.0188419	0.95252	-3.87045	1.0571
0.0189331	0.952167	-3.87814	1.05702
0.0190245	0.951812	-3.88579	1.05694
0.0191161	0.951456	-3.89341	1.05685
0.0192079	0.951098	-3.901	1.05677
0.0193	0.950739	-3.90857	1.05667
0.0193922	0.950378	-3.9161	1.05658
0.0194847	0.950015	-3.92361	1.05648
0.0195774	0.949651	-3.93108	1.05637
0.0196704	0.949285	-3.93853	1.05626
0.0197635	0.948918	-3.94594	1.05615
0.0198569	0.948549	-3.95333	1.05603
0.0199505	0.948179	-3.96068	1.05591
0.0200443	0.947807	-3.96801	1.05579
0.0201384	0.947433	-3.9753	1.05566
0.0202326	0.947058	-3.98257	1.05553
0.0203271	0.946682	-3.9898	1.05539
0.0204218	0.946303	-3.99701	1.05525
0.0205168	0.945923	-4.00418	1.05511
0.0206119	0.945542	-4.01133	1.05496
0.0207073	0.945159	-4.01844	1.0548
0.0208029	0.944775	-4.02552	1.05465
0.0208988	0.944388	-4.03258	1.05449
0.0209948	0.944001	-4.0396	1.05432
0.0210911	0.943612	-4.04659	1.05415
0.0211876	0.943221	-4.05355	1.05398
0.0212843	0.942828	-4.06048	1.0538
0.0213812	0.942434	-4.06738	1.05362
0.0214784	0.942039	-4.07425	1.05343
0.0215758	0.941642	-4.08109	1.05324
0.0216734	0.941243	-4.0879	1.05305
0.0217712	0.940843	-4.09468	1.05285
0.0218693	0.940441	-4.10143	1.05265
0.0219676	0.940038	-4.10814	1.05244
0.0220661	0.939633	-4.11483	1.05223
0.0221648	0.939226	-4.12148	1.05201
0.0222637	0.938818	-4.1281	1.05179
0.0223629	0.938408	-4.1347	1.05157
0.0224623	0.937997	-4.14126	1.05134
0.0225619	0.937584	-4.14779	1.05111
0.0226617	0.93717	-4.15429	1.05087
0.0227618	0.936754	-4.16075	1.05063
0.0228621	0.936336	-4.16719	1.05038
0.0229626	0.935917	-4.1736	1.05013
0.0230633	0.935496	-4.17997	1.04987
0.0231643	0.935074	-4.18631	1.04962
0.0232654	0.93465	-4.19263	1.04935
0.0233668	0.934225	-4.19891	1.04908
0.0234685	0.933798	-4.20516	1.04881
0.0235703	0.933369	-4.21137	1.04853
0.0236724	0.932939	-4.21756	1.04825
0.0237747	0.932507	-4.22372	1.04797
0.0238772	0.932074	-4.22984	1.04768
0.0239799	0.931639	-4.23593	1.04738
0.0240829	0.931203	-4.24199	1.04708
0.024186	0.930765	-4.24802	1.04678
0.0242895	0.930325	-4.25402	1.04647
0.0243931	0.929884	-4.25998	1.04616
0.0244969	0.929441	-4.26592	1.04584
0.024601	0.928997	-4.27182	1.04552
0.0247053	0.928551	-4.27769	1.04519
0.0248098	0.928104	-4.28353	1.04486
0.0249146	0.927655	-4.28933	1.04453
0.0250195	0.927204	-4.29511	1.04419
0.0251247	0.926752	-4.30085	1.04384
0.0252301	0.926298	-4.30656	1.04349
0.0253358	0.925843	-4.31224	1.04314
0.0254416	0.925386	-4.31788	1.04278
0.0255477	0.924928	-4.3235	1.04242
0.025654	0.924468	-4.32908	1.04205
0.0257606	0.924006	-4.33463	1.04168
0.0258673	0.923543	-4.34015	1.0413
0.0259743	0.923079	-4.34564	1.04092
0.0260815	0.922613	-4.35109	1.04053
0.0261889	0.922145	-4.35651	1.04014
0.0262966	0.921676	-4.3619	1.03975
0.0264044	0.921205	-4.36726	1.03935
0.0265125	0.920733	-4.37259	1.03894
0.0266208	0.920259	-4.37788	1.03853
0.0267294	0.919783	-4.38315	1.03812
0.0268382	0.919306	-4.38838	1.0377
0.0269471	0.918828	-4.39357	1.03728
0.0270564	0.918347	-4.39874	1.03685
0.0271658	0.917866	-4.40387	1.03642
0.0272755	0.917383	-4.40898	1.03598
0.0273853	0.916898	-4.41404	1.03554
0.0274954	0.916412	-4.41908	1.03509
0.0276058	0.915924	-4.42409	1.03464
0.0277163	0.915434	-4.42906	1.03419
0.0278271	0.914943	-4.434	1.03372
0.0279381	0.914451	-4.43891	1.03326
0.0280493	0.913957	-4.44378	1.03279
0.0281608	0.913461	-4.44863	1.03231
0.0282725	0.912964	-4.45344	1.03184
0.0283843	0.912466	-4.45822	1.03135
0.0284965	0.911966	-4.46296	1.03086
0.0286088	0.911464	-4.46768	1.03037
0.0287214	0.910961	-4.47236	1.02987
0.0288342	0.910456	-4.47701	1.02937
0.0289472	0.90995	-4.48163	1.02886
0.0290604	0.909442	-4.48621	1.02835
0.0291739	0.908933	-4.49076	1.02783
0.0292876	0.908422	-4.49528	1.02731
0.0294015	0.90791	-4.49977	1.02678
0.0295156	0.907396	-4.50423	1.02625
0.02963	0.906881	-4.50865	1.02571
0.0297446	0.906364	-4.51304	1.02517
0.0298594	0.905845	-4.5174	1.02462
0.0299744	0.905325	-4.52172	1.02407
0.0300897	0.904804	-4.52602	1.02352
0.0302051	0.904281	-4.53028	1.02296
0.0303208	0.903757	-4.53451	1.02239
0.0304368	0.903231	-4.5387	1.02182
0.0305529	0.902703	-4.54287	1.02125
0.0306693	0.902174	-4.547	1.02067
0.0307859	0.901644	-4.5511	1.02009
0.0309027	0.901112	-4.55516	1.0195
0.0310198	0.900579	-4.5592	1.0189
0.031137	0.900044	-4.5632	1.01831
0.0312545	0.899507	-4.56717	1.0177
0.0313722	0.89897	-4.57111	1.0171
0.0314902	0.89843	-4.57501	1.01648
0.0316084	0.897889	-4.57889	1.01587
0.0317268	0.897347	-4.58273	1.01525
0.0318454	0.896803	-4.58653	1.01462
0.0319642	0.896258	-4.59031	1.01399
0.0320833	0.895711	-4.59405	1.01335
0.0322026	0.895163	-4.59777	1.01271
0.0323221	0.894613	-4.60144	1.01207
0.0324418	0.894062	-4.60509	1.01142
0.0325618	0.893509	-4.60871	1.01076
0.032682	0.892955	-4.61229	1.0101
0.0328024	0.8924	-4.61584	1.00944
0.032923	0.891843	-4.61936	1.00877
0.0330439	0.891284	-4.62284	1.00809
0.033165	0.890724	-4.62629	1.00742
0.0332863	0.890163	-4.62972	1.00673
0.0334078	0.8896	-4.63311	1.00604
0.0335296	0.889035	-4.63646	1.00535
0.0336516	0.88847	-4.63979	1.00465
0.0337738	0.887902	-4.64308	1.00395
0.0338962	0.887334	-4.64634	1.00325
0.0340189	0.886764	-4.64957	1.00253
0.0341417	0.886192	-4.65276	1.00182
0.0342648	0.885619	-4.65593	1.0011
0.0343882	0.885045	-4.65906	1.00037
0.0345117	0.884469	-4.66216	0.999642
0.0346355	0.883892	-4.66522	0.998907
0.0347595	0.883313	-4.66826	0.998168
0.0348837	0.882733	-4.67126	0.997424
0.0350082	0.882151	-4.67423	0.996675
0.0351329	0.881568	-4.67717	0.995922
0.0352578	0.880984	-4.68008	0.995164
0.0353829	0.880398	-4.68295	0.994401
0.0355083	0.879811	-4.6858	0.993634
0.0356338	0.879222	-4.68861	0.992862
0.0357597	0.878632	-4.69139	0.992085
0.0358857	0.878041	-4.69413	0.991304
0.0360119	0.877448	-4.69685	0.990519
0.0361384	0.876854	-4.69953	0.989729
0.0362651	0.876258	-4.70219	0.988934
0.036392	0.875661	-4.70481	0.988134
0.0365192	0.875063	-4.7074	0.987331
0.0366466	0.874463	-4.70995	0.986522
0.0367742	0.873862	-4.71248	0.985709
0.036902	0.873259	-4.71497	0.984891
0.0370301	0.872655	-4.71744	0.984069
0.0371583	0.87205	-4.71987	0.983243
0.0372868	0.871443	-4.72227	0.982411
0.0374156	0.870835	-4.72463	0.981576
0.0375445	0.870226	-4.72697	0.980735
0.0376737	0.869615	-4.72927	0.979891
0.0378031	0.869003	-4.73155	0.979042
0.0379327	0.86839	-4.73379	0.978188
0.0380626	0.867775	-4.736	0.97733
0.0381927	0.867158	-4.73818	0.976467
0.038323	0.866541	-4.74032	0.9756
0.0384535	0.865922	-4.74244	0.974728
0.0385843	0.865302	-4.74452	0.973852
0.0387152	0.86468	-4.74658	0.972972
0.0388465	0.864057	-4.7486	0.972087
0.0389779	0.863433	-4.75059	0.971197
0.0391095	0.862808	-4.75255	0.970304
0.0392414	0.862181	-4.75447	0.969406
0.0393735	0.861552	-4.75637	0.968503
0.0395059	0.860923	-4.75824	0.967596
0.0396384	0.860292	-4.76007	0.966685
0.0397712	0.85966	-4.76187	0.965769
0.0399042	0.859026	-4.76364	0.964849
0.0400374	0.858392	-4.76539	0.963925
0.0401709	0.857755	-4.76709	0.962996
0.0403046	0.857118	-4.76877	0.962063
0.0404385	0.856479	-4.77042	0.961126
0.0405726	0.855839	-4.77204	0.960184
0.040707	0.855198	-4.77362	0.959238
0.0408416	0.854555	-4.77518	0.958288
0.0409764	0.853912	-4.7767	0.957334
0.0411114	0.853266	-4.7782	0.956375
0.0412467	0.85262	-4.77966	0.955412
0.0413822	0.851972	-4.78109	0.954445
0.0415179	0.851323	-4.78249	0.953474
0.0416539	0.850673	-4.78386	0.952498
0.04179	0.850022	-4.7852	0.951518
0.0419264	0.849369	-4.78651	0.950534
0.042063	0.848715	-4.78779	0.949546
0.0421999	0.84806	-4.78904	0.948554
0.042337	0.847403	-4.79026	0.947557
0.0424742	0.846745	-4.79145	0.946557
0.0426118	0.846086	-4.7926	0.945552
0.0427495	0.845426	-4.79373	0.944543
0.0428875	0.844764	-4.79483	0.94353
0.0430257	0.844102	-4.79589	0.942513
0.0431641	0.843438	-4.79693	0.941492
0.0433028	0.842773	-4.79794	0.940467
0.0434416	0.842106	-4.79891	0.939438
0.0435807	0.841439	-4.79986	0.938405
0.0437201	0.84077	-4.80077	0.937368
0.0438596	0.8401	-4.80166	0.936327
0.0439994	0.839428	-4.80252	0.935282
0.0441394	0.838756	-4.80334	0.934232
0.0442797	0.838082	-4.80414	0.933179
0.0444201	0.837408	-4.80491	0.932122
0.0445608	0.836731	-4.80564	0.931061
0.0447017	0.836054	-4.80635	0.929997
0.0448429	0.835376	-4.80703	0.928928
0.0449842	0.834696	-4.80768	0.927855
0.0451258	0.834016	-4.80829	0.926779
0.0452676	0.833334	-4.80888	0.925698
0.0454097	0.83265	-4.80944	0.924614
0.0455519	0.831966	-4.80997	0.923526
0.0456944	0.831281	-4.81047	0.922434
0.0458371	0.830594	-4.81094	0.921338
0.0459801	0.829906	-4.81139	0.920239
0.0461233	0.829218	-4.8118	0.919136
0.0462667	0.828528	-4.81218	0.918029
0.0464103	0.827836	-4.81254	0.916918
0.0465542	0.827144	-4.81286	0.915804
0.0466982	0.826451	-4.81316	0.914685
0.0468425	0.825756	-4.81343	0.913564
