Q2:	10.756

z	fQ	dfQ/dz	fQ^2 + (dfQ/dz)^2/Q2
0.000139098	0.999998	-0.0160412	1.00002
0.000143708	0.999998	-0.016383	1.00002
0.000148456	0.999998	-0.0167348	1.00002
0.000153347	0.999998	-0.0170968	1.00002
0.000158384	0.999998	-0.0174692	1.00002
0.00016357	0.999998	-0.0178522	1.00003
0.000168909	0.999998	-0.0182461	1.00003
0.000174405	0.999998	-0.018651	1.00003
0.000180061	0.999998	-0.0190673	1.00003
0.000185881	0.999997	-0.0194951	1.00003
0.000191868	0.999997	-0.0199347	1.00003
0.000198026	0.999997	-0.0203862	1.00003
0.000204359	0.999997	-0.0208499	1.00003
0.000210871	0.999997	-0.0213261	1.00004
0.000217564	0.999997	-0.0218149	1.00004
0.000224443	0.999997	-0.0223165	1.00004
0.000231511	0.999996	-0.0228311	1.00004
0.000238772	0.999996	-0.0233589	1.00004
0.000246228	0.999996	-0.0239002	1.00005
0.000253885	0.999996	-0.024455	1.00005
0.000261744	0.999996	-0.0250237	1.00005
0.000269809	0.999995	-0.0256063	1.00005
0.000278084	0.999995	-0.0262029	1.00005
0.000286571	0.999995	-0.0268139	1.00006
0.000295274	0.999995	-0.0274392	1.00006
0.000304195	0.999994	-0.028079	1.00006
0.000313338	0.999994	-0.0287335	1.00007
0.000322705	0.999994	-0.0294026	1.00007
0.000332298	0.999994	-0.0300867	1.00007
0.000342121	0.999993	-0.0307856	1.00007
0.000352174	0.999993	-0.0314995	1.00008
0.000362461	0.999993	-0.0322284	1.00008
0.000372984	0.999992	-0.0329724	1.00009
0.000383743	0.999992	-0.0337314	1.00009
0.000394741	0.999992	-0.0345056	1.00009
0.00040598	0.999991	-0.0352948	1.0001
0.00041746	0.999991	-0.0360991	1.0001
0.000429183	0.99999	-0.0369184	1.00011
0.000441149	0.99999	-0.0377527	1.00011
0.00045336	0.999989	-0.0386019	1.00012
0.000465816	0.999989	-0.0394659	1.00012
0.000478517	0.999988	-0.0403446	1.00013
0.000491464	0.999988	-0.0412381	1.00013
0.000504657	0.999987	-0.042146	1.00014
0.000518097	0.999987	-0.0430683	1.00015
0.000531782	0.999986	-0.0440049	1.00015
0.000545713	0.999986	-0.0449556	1.00016
0.000559889	0.999985	-0.0459203	1.00017
0.000574311	0.999984	-0.0468988	1.00017
0.000588977	0.999984	-0.047891	1.00018
0.000603887	0.999983	-0.0488966	1.00019
0.00061904	0.999982	-0.0499155	1.0002
0.000634437	0.999981	-0.0509475	1.0002
0.000650075	0.99998	-0.0519924	1.00021
0.000665954	0.99998	-0.0530501	1.00022
0.000682074	0.999979	-0.0541203	1.00023
0.000698433	0.999978	-0.0552028	1.00024
0.000715031	0.999977	-0.0562975	1.00025
0.000731867	0.999976	-0.0574042	1.00026
0.00074894	0.999975	-0.0585226	1.00027
0.00076625	0.999974	-0.0596527	1.00028
0.000783795	0.999973	-0.0607941	1.00029
0.000801574	0.999972	-0.0619467	1.0003
0.000819587	0.999971	-0.0631103	1.00031
0.000837834	0.99997	-0.0642847	1.00032
0.000856312	0.999968	-0.0654698	1.00034
0.000875023	0.999967	-0.0666653	1.00035
0.000893964	0.999966	-0.067871	1.00036
0.000913135	0.999965	-0.0690869	1.00037
0.000932536	0.999963	-0.0703127	1.00039
0.000952166	0.999962	-0.0715482	1.0004
0.000972025	0.999961	-0.0727933	1.00041
0.000992111	0.999959	-0.0740477	1.00043
0.00101242	0.999958	-0.0753114	1.00044
0.00103296	0.999956	-0.0765842	1.00046
0.00105373	0.999954	-0.0778658	1.00047
0.00107472	0.999953	-0.0791562	1.00049
0.00109594	0.999951	-0.0804552	1.0005
0.00111739	0.999949	-0.0817626	1.00052
0.00113905	0.999948	-0.0830783	1.00054
0.00116094	0.999946	-0.0844021	1.00055
0.00118306	0.999944	-0.0857338	1.00057
0.0012054	0.999942	-0.0870734	1.00059
0.00122796	0.99994	-0.0884207	1.00061
0.00125075	0.999938	-0.0897754	1.00063
0.00127376	0.999936	-0.0911376	1.00064
0.00129699	0.999934	-0.0925071	1.00066
0.00132044	0.999932	-0.0938836	1.00068
0.00134411	0.999929	-0.0952671	1.0007
0.00136801	0.999927	-0.0966575	1.00072
0.00139213	0.999925	-0.0980546	1.00074
0.00141647	0.999922	-0.0994583	1.00076
0.00144103	0.99992	-0.100868	1.00079
0.00146581	0.999918	-0.102285	1.00081
0.00149082	0.999915	-0.103708	1.00083
0.00151604	0.999912	-0.105136	1.00085
0.00154148	0.99991	-0.106571	1.00088
0.00156715	0.999907	-0.108012	1.0009
0.00159303	0.999904	-0.109458	1.00092
0.00161914	0.999901	-0.11091	1.00095
0.00164547	0.999898	-0.112368	1.00097
0.00167201	0.999895	-0.11383	1.001
0.00169878	0.999892	-0.115299	1.00102
0.00172576	0.999889	-0.116772	1.00105
0.00175297	0.999886	-0.11825	1.00107
0.0017804	0.999883	-0.119734	1.0011
0.00180804	0.99988	-0.121222	1.00113
0.00183591	0.999876	-0.122715	1.00115
0.00186399	0.999873	-0.124213	1.00118
0.00189229	0.999869	-0.125715	1.00121
0.00192082	0.999866	-0.127222	1.00124
0.00194956	0.999862	-0.128733	1.00126
0.00197852	0.999858	-0.130248	1.00129
0.00200771	0.999854	-0.131768	1.00132
0.00203711	0.999851	-0.133292	1.00135
0.00206673	0.999847	-0.13482	1.00138
0.00209657	0.999843	-0.136352	1.00141
0.00212663	0.999838	-0.137887	1.00144
0.0021569	0.999834	-0.139427	1.00148
0.0021874	0.99983	-0.14097	1.00151
0.00221812	0.999826	-0.142517	1.00154
0.00224905	0.999821	-0.144068	1.00157
0.00228021	0.999817	-0.145622	1.00161
0.00231158	0.999812	-0.147179	1.00164
0.00234317	0.999807	-0.14874	1.00167
0.00237499	0.999803	-0.150304	1.00171
0.00240702	0.999798	-0.151872	1.00174
0.00243927	0.999793	-0.153442	1.00177
0.00247174	0.999788	-0.155016	1.00181
0.00250443	0.999783	-0.156593	1.00185
0.00253733	0.999778	-0.158173	1.00188
0.00257046	0.999772	-0.159755	1.00192
0.00260381	0.999767	-0.161341	1.00195
0.00263737	0.999762	-0.16293	1.00199
0.00267115	0.999756	-0.164521	1.00203
0.00270516	0.99975	-0.166116	1.00207
0.00273938	0.999745	-0.167713	1.0021
0.00277382	0.999739	-0.169312	1.00214
0.00280848	0.999733	-0.170915	1.00218
0.00284336	0.999727	-0.17252	1.00222
0.00287846	0.999721	-0.174128	1.00226
0.00291377	0.999715	-0.175738	1.0023
0.00294931	0.999709	-0.177351	1.00234
0.00298507	0.999702	-0.178966	1.00238
0.00302104	0.999696	-0.180584	1.00242
0.00305723	0.999689	-0.182204	1.00246
0.00309365	0.999682	-0.183827	1.00251
0.00313028	0.999676	-0.185452	1.00255
0.00316713	0.999669	-0.18708	1.00259
0.0032042	0.999662	-0.18871	1.00263
0.00324149	0.999655	-0.190342	1.00268
0.00327899	0.999647	-0.191977	1.00272
0.00331672	0.99964	-0.193614	1.00277
0.00335467	0.999633	-0.195253	1.00281
0.00339283	0.999625	-0.196895	1.00286
0.00343122	0.999618	-0.198539	1.0029
0.00346982	0.99961	-0.200186	1.00295
0.00350865	0.999602	-0.201834	1.00299
0.00354769	0.999594	-0.203486	1.00304
0.00358695	0.999586	-0.205139	1.00308
0.00362643	0.999578	-0.206795	1.00313
0.00366613	0.99957	-0.208453	1.00318
0.00370605	0.999561	-0.210114	1.00323
0.00374619	0.999553	-0.211777	1.00328
0.00378654	0.999544	-0.213442	1.00332
0.00382712	0.999536	-0.21511	1.00337
0.00386792	0.999527	-0.21678	1.00342
0.00390893	0.999518	-0.218452	1.00347
0.00395017	0.999509	-0.220127	1.00352
0.00399162	0.999499	-0.221804	1.00357
0.00403329	0.99949	-0.223484	1.00362
0.00407519	0.999481	-0.225166	1.00368
0.0041173	0.999471	-0.22685	1.00373
0.00415963	0.999462	-0.228537	1.00378
0.00420218	0.999452	-0.230227	1.00383
0.00424495	0.999442	-0.231919	1.00388
0.00428794	0.999432	-0.233613	1.00394
0.00433115	0.999422	-0.235311	1.00399
0.00437458	0.999411	-0.23701	1.00405
0.00441823	0.999401	-0.238712	1.0041
0.00446209	0.99939	-0.240417	1.00415
0.00450618	0.99938	-0.242125	1.00421
0.00455049	0.999369	-0.243835	1.00427
0.00459501	0.999358	-0.245547	1.00432
0.00463976	0.999347	-0.247263	1.00438
0.00468472	0.999336	-0.248981	1.00444
0.0047299	0.999324	-0.250701	1.00449
0.00477531	0.999313	-0.252425	1.00455
0.00482093	0.999301	-0.254151	1.00461
0.00486677	0.99929	-0.25588	1.00467
0.00491284	0.999278	-0.257611	1.00473
0.00495912	0.999266	-0.259345	1.00479
0.00500562	0.999254	-0.261082	1.00485
0.00505234	0.999242	-0.262822	1.00491
0.00509928	0.999229	-0.264565	1.00497
0.00514644	0.999217	-0.26631	1.00503
0.00519382	0.999204	-0.268058	1.00509
0.00524142	0.999191	-0.269809	1.00515
0.00528924	0.999178	-0.271562	1.00521
0.00533728	0.999165	-0.273318	1.00528
0.00538554	0.999152	-0.275077	1.00534
0.00543402	0.999139	-0.276839	1.0054
0.00548271	0.999125	-0.278603	1.00547
0.00553163	0.999111	-0.28037	1.00553
0.00558077	0.999098	-0.28214	1.0056
0.00563013	0.999084	-0.283912	1.00566
0.0056797	0.999069	-0.285687	1.00573
0.0057295	0.999055	-0.287465	1.00579
0.00577952	0.999041	-0.289245	1.00586
0.00582975	0.999026	-0.291027	1.00593
0.00588021	0.999012	-0.292812	1.006
0.00593088	0.998997	-0.294599	1.00606
0.00598178	0.998982	-0.296388	1.00613
0.0060329	0.998966	-0.29818	1.0062
0.00608423	0.998951	-0.299974	1.00627
0.00613579	0.998936	-0.30177	1.00634
0.00618756	0.99892	-0.303568	1.00641
0.00623956	0.998904	-0.305367	1.00648
0.00629177	0.998888	-0.307169	1.00655
0.00634421	0.998872	-0.308972	1.00662
0.00639686	0.998856	-0.310777	1.00669
0.00644974	0.998839	-0.312584	1.00676
0.00650283	0.998823	-0.314391	1.00684
0.00655615	0.998806	-0.3162	1.00691
0.00660968	0.998789	-0.318011	1.00698
0.00666344	0.998772	-0.319822	1.00706
0.00671741	0.998755	-0.321633	1.00713
0.00677161	0.998737	-0.323446	1.0072
0.00682602	0.99872	-0.325259	1.00728
0.00688066	0.998702	-0.327072	1.00735
0.00693551	0.998684	-0.328885	1.00743
0.00699059	0.998666	-0.330698	1.0075
0.00704588	0.998648	-0.33251	1.00758
0.0071014	0.998629	-0.334322	1.00765
0.00715713	0.99861	-0.336133	1.00773
0.00721309	0.998592	-0.337943	1.0078
0.00726926	0.998573	-0.339752	1.00788
0.00732566	0.998553	-0.341559	1.00796
0.00738228	0.998534	-0.343364	1.00803
0.00743911	0.998514	-0.345167	1.00811
0.00749617	0.998495	-0.346967	1.00818
0.00755344	0.998475	-0.348765	1.00826
0.00761094	0.998455	-0.350559	1.00834
0.00766866	0.998434	-0.35235	1.00841
0.0077266	0.998414	-0.354137	1.00849
0.00778475	0.998393	-0.355919	1.00857
0.00784313	0.998372	-0.357697	1.00864
0.00790173	0.998351	-0.359469	1.00872
0.00796055	0.99833	-0.361236	1.00879
0.00801959	0.998308	-0.363016	1.00887
0.00807885	0.998287	-0.36482	1.00895
0.00813833	0.998265	-0.366623	1.00903
0.00819802	0.998243	-0.368427	1.00911
0.00825794	0.998221	-0.370231	1.00919
0.00831809	0.998199	-0.372035	1.00927
0.00837845	0.998176	-0.373839	1.00935
0.00843903	0.998154	-0.375644	1.00943
0.00849983	0.998131	-0.377449	1.00951
0.00856085	0.998108	-0.379254	1.00959
0.00862209	0.998084	-0.381058	1.00967
0.00868356	0.998061	-0.382863	1.00975
0.00874524	0.998037	-0.384668	1.00983
0.00880714	0.998013	-0.386473	1.00992
0.00886927	0.997989	-0.388278	1.01
0.00893161	0.997965	-0.390083	1.01008
0.00899418	0.99794	-0.391888	1.01016
0.00905696	0.997916	-0.393692	1.01025
0.00911997	0.997891	-0.395497	1.01033
0.0091832	0.997866	-0.397301	1.01041
0.00924665	0.997841	-0.399105	1.01049
0.00931031	0.997815	-0.400909	1.01058
0.0093742	0.997789	-0.402712	1.01066
0.00943831	0.997764	-0.404515	1.01075
0.00950264	0.997737	-0.406318	1.01083
0.00956719	0.997711	-0.408121	1.01091
0.00963196	0.997685	-0.409923	1.011
0.00969695	0.997658	-0.411725	1.01108
0.00976217	0.997631	-0.413526	1.01117
0.0098276	0.997604	-0.415327	1.01125
0.00989325	0.997577	-0.417128	1.01134
0.00995913	0.997549	-0.418928	1.01142
0.0100252	0.997521	-0.420728	1.01151
0.0100915	0.997493	-0.422527	1.01159
0.0101581	0.997465	-0.424325	1.01168
0.0102248	0.997437	-0.426123	1.01176
0.0102918	0.997408	-0.42792	1.01185
0.010359	0.997379	-0.429717	1.01193
0.0104264	0.99735	-0.431513	1.01202
0.0104941	0.997321	-0.433309	1.01211
0.0105619	0.997292	-0.435103	1.01219
0.01063	0.997262	-0.436897	1.01228
0.0106983	0.997232	-0.438691	1.01236
0.0107668	0.997202	-0.440483	1.01245
0.0108356	0.997172	-0.442275	1.01254
0.0109046	0.997141	-0.444066	1.01262
0.0109737	0.99711	-0.445856	1.01271
0.0110431	0.997079	-0.447646	1.0128
0.0111128	0.997048	-0.449435	1.01288
0.0111826	0.997017	-0.451222	1.01297
0.0112527	0.996985	-0.453009	1.01306
0.011323	0.996953	-0.454795	1.01315
0.0113935	0.996921	-0.45658	1.01323
0.0114642	0.996889	-0.458365	1.01332
0.0115352	0.996856	-0.460148	1.01341
0.0116064	0.996823	-0.46193	1.01349
0.0116778	0.99679	-0.463711	1.01358
0.0117494	0.996757	-0.465492	1.01367
0.0118212	0.996723	-0.467271	1.01376
0.0118933	0.99669	-0.469049	1.01384
0.0119656	0.996656	-0.470827	1.01393
0.0120381	0.996621	-0.472603	1.01402
0.0121108	0.996587	-0.474378	1.01411
0.0121837	0.996552	-0.476152	1.01419
0.0122569	0.996517	-0.477925	1.01428
0.0123303	0.996482	-0.479696	1.01437
0.0124039	0.996447	-0.481467	1.01446
0.0124777	0.996411	-0.483237	1.01455
0.0125518	0.996375	-0.485005	1.01463
0.012626	0.996339	-0.486772	1.01472
0.0127005	0.996303	-0.488538	1.01481
0.0127752	0.996266	-0.490302	1.0149
0.0128502	0.99623	-0.492066	1.01498
0.0129253	0.996193	-0.493828	1.01507
0.0130007	0.996155	-0.495589	1.01516
0.0130763	0.996118	-0.497348	1.01525
0.0131521	0.99608	-0.499107	1.01534
0.0132282	0.996042	-0.500863	1.01542
0.0133044	0.996004	-0.502619	1.01551
0.0133809	0.995965	-0.504373	1.0156
0.0134576	0.995926	-0.506126	1.01569
0.0135345	0.995887	-0.507877	1.01577
0.0136117	0.995848	-0.509628	1.01586
0.0136891	0.995809	-0.511376	1.01595
0.0137666	0.995769	-0.513123	1.01603
0.0138445	0.995729	-0.514869	1.01612
0.0139225	0.995689	-0.516613	1.01621
0.0140007	0.995648	-0.518356	1.0163
0.0140792	0.995607	-0.520097	1.01638
0.0141579	0.995566	-0.521837	1.01647
0.0142368	0.995525	-0.523575	1.01656
0.014316	0.995484	-0.525311	1.01664
0.0143953	0.995442	-0.527046	1.01673
0.0144749	0.9954	-0.528779	1.01682
0.0145547	0.995358	-0.530511	1.0169
0.0146348	0.995315	-0.532241	1.01699
0.014715	0.995272	-0.533969	1.01708
0.0147955	0.995229	-0.535696	1.01716
0.0148762	0.995186	-0.537421	1.01725
0.0149571	0.995142	-0.539144	1.01733
0.0150382	0.995099	-0.540866	1.01742
0.0151196	0.995055	-0.542585	1.0175
0.0152012	0.99501	-0.544303	1.01759
0.015283	0.994966	-0.546019	1.01767
0.015365	0.994921	-0.547733	1.01776
0.0154472	0.994876	-0.549445	1.01784
0.0155297	0.99483	-0.551156	1.01793
0.0156124	0.994785	-0.552864	1.01801
0.0156953	0.994739	-0.55457	1.0181
0.0157784	0.994693	-0.556275	1.01818
0.0158618	0.994646	-0.557977	1.01827
0.0159453	0.994599	-0.559678	1.01835
0.0160291	0.994552	-0.561376	1.01843
0.0161131	0.994505	-0.563073	1.01852
0.0161974	0.994458	-0.564768	1.0186
0.0162818	0.99441	-0.566461	1.01868
0.0163665	0.994362	-0.568152	1.01877
0.0164514	0.994314	-0.569841	1.01885
0.0165366	0.994265	-0.571528	1.01893
0.0166219	0.994216	-0.573213	1.01901
0.0167075	0.994167	-0.574896	1.0191
0.0167933	0.994118	-0.576577	1.01918
0.0168793	0.994068	-0.578256	1.01926
0.0169655	0.994018	-0.579933	1.01934
0.017052	0.993968	-0.581607	1.01942
0.0171387	0.993917	-0.58328	1.0195
0.0172256	0.993867	-0.584951	1.01958
0.0173127	0.993816	-0.586619	1.01966
0.0174	0.993764	-0.588285	1.01974
0.0174876	0.993713	-0.58995	1.01982
0.0175754	0.993661	-0.591612	1.0199
0.0176634	0.993609	-0.593271	1.01998
0.0177516	0.993556	-0.594929	1.02006
0.0178401	0.993504	-0.596584	1.02014
0.0179288	0.993451	-0.598237	1.02022
0.0180177	0.993397	-0.599888	1.0203
0.0181068	0.993344	-0.601536	1.02037
0.0181961	0.99329	-0.603183	1.02045
0.0182857	0.993236	-0.604827	1.02053
0.0183755	0.993181	-0.606468	1.0206
0.0184655	0.993127	-0.608107	1.02068
0.0185557	0.993072	-0.609744	1.02076
0.0186462	0.993017	-0.611379	1.02083
0.0187369	0.992961	-0.613011	1.02091
0.0188278	0.992905	-0.614641	1.02098
0.0189189	0.992849	-0.616268	1.02106
0.0190102	0.992793	-0.617893	1.02113
0.0191018	0.992736	-0.619515	1.02121
0.0191936	0.992679	-0.621135	1.02128
0.0192856	0.992622	-0.622753	1.02135
0.0193778	0.992565	-0.624368	1.02143
0.0194703	0.992507	-0.625981	1.0215
0.019563	0.992449	-0.627591	1.02157
0.0196559	0.99239	-0.629198	1.02164
0.019749	0.992332	-0.630803	1.02172
0.0198423	0.992273	-0.632406	1.02179
0.0199359	0.992213	-0.634006	1.02186
0.0200297	0.992154	-0.635603	1.02193
0.0201237	0.992094	-0.637198	1.022
0.020218	0.992034	-0.63879	1.02207
0.0203124	0.991974	-0.64038	1.02214
0.0204071	0.991913	-0.641967	1.02221
0.020502	0.991852	-0.643551	1.02227
0.0205971	0.99179	-0.645133	1.02234
0.0206925	0.991729	-0.646712	1.02241
0.020788	0.991667	-0.648288	1.02248
0.0208838	0.991605	-0.649862	1.02254
0.0209799	0.991542	-0.651433	1.02261
0.0210761	0.99148	-0.653001	1.02268
0.0211726	0.991417	-0.654567	1.02274
0.0212692	0.991353	-0.65613	1.02281
0.0213661	0.99129	-0.65769	1.02287
0.0214633	0.991226	-0.659248	1.02293
0.0215606	0.991161	-0.660802	1.023
0.0216582	0.991097	-0.662354	1.02306
0.021756	0.991032	-0.663903	1.02312
0.021854	0.990967	-0.66545	1.02318
0.0219523	0.990901	-0.666993	1.02325
0.0220507	0.990836	-0.668534	1.02331
0.0221494	0.990769	-0.670072	1.02337
0.0222483	0.990703	-0.671607	1.02343
0.0223475	0.990636	-0.67314	1.02349
0.0224468	0.99057	-0.674669	1.02355
0.0225464	0.990502	-0.676196	1.02361
0.0226462	0.990435	-0.67772	1.02366
0.0227462	0.990367	-0.679241	1.02372
0.0228465	0.990299	-0.680759	1.02378
0.022947	0.99023	-0.682274	1.02383
0.0230476	0.990161	-0.683786	1.02389
0.0231486	0.990092	-0.685295	1.02394
0.0232497	0.990023	-0.686801	1.024
0.0233511	0.989953	-0.688305	1.02405
0.0234527	0.989883	-0.689805	1.02411
0.0235545	0.989813	-0.691303	1.02416
0.0236565	0.989742	-0.692797	1.02421
0.0237588	0.989671	-0.694289	1.02427
0.0238612	0.9896	-0.695777	1.02432
0.0239639	0.989529	-0.697263	1.02437
0.0240669	0.989457	-0.698746	1.02442
0.02417	0.989385	-0.700225	1.02447
0.0242734	0.989312	-0.701702	1.02452
0.024377	0.989239	-0.703175	1.02456
0.0244808	0.989166	-0.704645	1.02461
0.0245848	0.989093	-0.706113	1.02466
0.0246891	0.989019	-0.707577	1.02471
0.0247936	0.988945	-0.709038	1.02475
0.0248983	0.988871	-0.710496	1.0248
0.0250032	0.988796	-0.711951	1.02484
0.0251084	0.988721	-0.713403	1.02489
0.0252138	0.988646	-0.714852	1.02493
0.0253194	0.988571	-0.716297	1.02497
0.0254252	0.988495	-0.71774	1.02502
0.0255312	0.988418	-0.719179	1.02506
0.0256375	0.988342	-0.720615	1.0251
0.025744	0.988265	-0.722048	1.02514
0.0258507	0.988188	-0.723477	1.02518
0.0259577	0.988111	-0.724904	1.02522
0.0260648	0.988033	-0.726327	1.02526
0.0261722	0.987955	-0.727747	1.02529
0.0262799	0.987876	-0.729164	1.02533
0.0263877	0.987798	-0.730577	1.02537
0.0264958	0.987719	-0.731987	1.0254
0.026604	0.987639	-0.733394	1.02544
0.0267125	0.98756	-0.734798	1.02547
0.0268213	0.98748	-0.736198	1.02551
0.0269302	0.987399	-0.737595	1.02554
0.0270394	0.987319	-0.738988	1.02557
0.0271488	0.987238	-0.740378	1.0256
0.0272584	0.987157	-0.741765	1.02563
0.0273683	0.987075	-0.743149	1.02566
0.0274784	0.986993	-0.74453	1.02569
0.0275887	0.986911	-0.745907	1.02572
0.0276992	0.986828	-0.747281	1.02575
0.0278099	0.986746	-0.748651	1.02578
0.0279209	0.986662	-0.750018	1.0258
0.0280321	0.986579	-0.751382	1.02583
0.0281435	0.986495	-0.752742	1.02585
0.0282551	0.986411	-0.754099	1.02588
0.028367	0.986327	-0.755453	1.0259
0.0284791	0.986242	-0.756803	1.02592
0.0285914	0.986157	-0.75815	1.02594
0.0287039	0.986071	-0.759493	1.02597
0.0288167	0.985986	-0.760833	1.02599
0.0289297	0.9859	-0.76217	1.02601
0.0290429	0.985813	-0.763503	1.02602
0.0291563	0.985727	-0.764832	1.02604
0.02927	0.98564	-0.766158	1.02606
0.0293838	0.985552	-0.767481	1.02608
0.0294979	0.985465	-0.7688	1.02609
0.0296123	0.985377	-0.770116	1.02611
0.0297268	0.985288	-0.771428	1.02612
0.0298416	0.9852	-0.772737	1.02613
0.0299566	0.985111	-0.774042	1.02615
0.0300718	0.985022	-0.775343	1.02616
0.0301872	0.984932	-0.776642	1.02617
0.0303029	0.984842	-0.777936	1.02618
0.0304188	0.984752	-0.779227	1.02619
