Q2:	6619.09

z	fQ	dfQ/dz	fQ^2 + (dfQ/dz)^2/Q2
1.48027e-05	0.999969	-1.91622	1.00049
1.53619e-05	0.999968	-1.92961	1.0005
1.59413e-05	0.999966	-1.94347	1.0005
1.65414e-05	0.999965	-1.95783	1.00051
1.7163e-05	0.999963	-1.97269	1.00051
1.78069e-05	0.999962	-1.98808	1.00052
1.84738e-05	0.99996	-2.00402	1.00053
1.91644e-05	0.999958	-2.02051	1.00053
1.98796e-05	0.999956	-2.03758	1.00054
2.06202e-05	0.999954	-2.05525	1.00055
2.1387e-05	0.999953	-2.07353	1.00055
2.2181e-05	0.999951	-2.09245	1.00056
2.30029e-05	0.999948	-2.11203	1.00057
2.38538e-05	0.999946	-2.13229	1.00058
2.47346e-05	0.999944	-2.15324	1.00059
2.56463e-05	0.999941	-2.17492	1.0006
2.65899e-05	0.999939	-2.19734	1.00061
2.75665e-05	0.999936	-2.22053	1.00062
2.85771e-05	0.999934	-2.24451	1.00063
2.96228e-05	0.999931	-2.26931	1.00064
3.07049e-05	0.999928	-2.29495	1.00065
3.18244e-05	0.999925	-2.32145	1.00066
3.29826e-05	0.999922	-2.34886	1.00068
3.41808e-05	0.999918	-2.37718	1.00069
3.54202e-05	0.999915	-2.40646	1.0007
3.67022e-05	0.999911	-2.43671	1.00072
3.80281e-05	0.999907	-2.46798	1.00073
3.93993e-05	0.999903	-2.50028	1.00075
4.08173e-05	0.999899	-2.53365	1.00077
4.22836e-05	0.999895	-2.56813	1.00079
4.37996e-05	0.99989	-2.60373	1.0008
4.5367e-05	0.999885	-2.64051	1.00082
4.69874e-05	0.99988	-2.67849	1.00084
4.86625e-05	0.999875	-2.7177	1.00087
5.03938e-05	0.99987	-2.75819	1.00089
5.21833e-05	0.999864	-2.79998	1.00091
5.40326e-05	0.999858	-2.84312	1.00094
5.59437e-05	0.999852	-2.88764	1.00096
5.79185e-05	0.999845	-2.93358	1.00099
5.99588e-05	0.999838	-2.98098	1.00102
6.20667e-05	0.999831	-3.02989	1.00105
6.42443e-05	0.999824	-3.08033	1.00108
6.64936e-05	0.999816	-3.13236	1.00111
6.88169e-05	0.999808	-3.18601	1.00115
7.12163e-05	0.999799	-3.24134	1.00119
7.3694e-05	0.99979	-3.29837	1.00122
7.62525e-05	0.999781	-3.35716	1.00126
7.88941e-05	0.999771	-3.41775	1.00131
8.16212e-05	0.999761	-3.48019	1.00135
8.44363e-05	0.99975	-3.54452	1.0014
8.73421e-05	0.999738	-3.61079	1.00145
9.0341e-05	0.999727	-3.67905	1.0015
9.34357e-05	0.999714	-3.74934	1.00155
9.66291e-05	0.999701	-3.82171	1.00161
9.99238e-05	0.999687	-3.89622	1.00167
0.000103323	0.999673	-3.9729	1.00173
0.000106829	0.999658	-4.05181	1.0018
0.000110445	0.999642	-4.133	1.00186
0.000114174	0.999625	-4.21652	1.00194
0.000118019	0.999608	-4.30241	1.00201
0.000121984	0.99959	-4.39073	1.00209
0.000126071	0.999571	-4.48152	1.00218
0.000130283	0.99955	-4.57484	1.00226
0.000134625	0.999529	-4.67073	1.00235
0.000139098	0.999507	-4.76924	1.00245
0.000143708	0.999484	-4.87041	1.00255
0.000148456	0.99946	-4.97431	1.00266
0.000153347	0.999434	-5.08096	1.00277
0.000158384	0.999407	-5.19042	1.00288
0.00016357	0.999379	-5.30273	1.00301
0.000168909	0.99935	-5.41793	1.00313
0.000174405	0.999319	-5.53607	1.00327
0.000180061	0.999286	-5.65719	1.00341
0.000185881	0.999252	-5.78131	1.00355
0.000191868	0.999216	-5.90849	1.00371
0.000198026	0.999179	-6.03875	1.00387
0.000204359	0.999139	-6.17213	1.00403
0.000210871	0.999098	-6.30865	1.00421
0.000217564	0.999054	-6.44835	1.00439
0.000224443	0.999009	-6.59124	1.00458
0.000231511	0.998961	-6.73735	1.00478
0.000238772	0.998911	-6.8867	1.00499
0.000246228	0.998859	-7.0393	1.00521
0.000253885	0.998804	-7.19515	1.00543
0.000261744	0.998747	-7.35428	1.00567
0.000269809	0.998687	-7.51668	1.00591
0.000278084	0.998624	-7.68235	1.00617
0.000286571	0.998558	-7.85129	1.00643
0.000295274	0.998489	-8.02348	1.00671
0.000304195	0.998417	-8.19891	1.00699
0.000313338	0.998341	-8.37757	1.00729
0.000322705	0.998262	-8.55942	1.0076
0.000332298	0.998179	-8.74444	1.00791
0.000342121	0.998093	-8.93259	1.00824
0.000352174	0.998003	-9.12384	1.00859
0.000362461	0.997909	-9.31814	1.00894
0.000372984	0.997811	-9.51544	1.00931
0.000383743	0.997709	-9.71569	1.00968
0.000394741	0.997602	-9.91883	1.01007
0.00040598	0.99749	-10.1248	1.01047
0.00041746	0.997374	-10.3335	1.01089
0.000429183	0.997254	-10.5449	1.01131
0.000441149	0.997128	-10.7589	1.01175
0.00045336	0.996997	-10.9754	1.0122
0.000465816	0.996861	-11.1944	1.01266
0.000478517	0.996719	-11.4157	1.01314
0.000491464	0.996572	-11.6393	1.01362
0.000504657	0.99642	-11.865	1.01412
0.000518097	0.996261	-12.0928	1.01463
0.000531782	0.996097	-12.3226	1.01515
0.000545713	0.995926	-12.5542	1.01568
0.000559889	0.995749	-12.7876	1.01622
0.000574311	0.995566	-13.0226	1.01677
0.000588977	0.995376	-13.2592	1.01733
0.000603887	0.99518	-13.4972	1.01791
0.00061904	0.994977	-13.7365	1.01849
0.000634437	0.994767	-13.9771	1.01908
0.000650075	0.99455	-14.2188	1.01967
0.000665954	0.994326	-14.4615	1.02028
0.000682074	0.994095	-14.7051	1.02089
0.000698433	0.993856	-14.9496	1.02151
0.000715031	0.993609	-15.1947	1.02214
0.000731867	0.993355	-15.4404	1.02277
0.00074894	0.993093	-15.6866	1.02341
0.00076625	0.992823	-15.9333	1.02405
0.000783795	0.992546	-16.1802	1.0247
0.000801574	0.99226	-16.4273	1.02535
0.000819587	0.991965	-16.6746	1.026
0.000837834	0.991663	-16.9219	1.02666
0.000856312	0.991352	-17.1691	1.02731
0.000875023	0.991032	-17.4162	1.02797
0.000893964	0.990704	-17.663	1.02863
0.000913135	0.990366	-17.9096	1.02928
0.000932536	0.99002	-18.1557	1.02994
0.000952166	0.989665	-18.4014	1.03059
0.000972025	0.9893	-18.6465	1.03124
0.000992111	0.988927	-18.8911	1.03189
0.00101242	0.988544	-19.1349	1.03254
0.00103296	0.988151	-19.378	1.03317
0.00105373	0.987749	-19.6203	1.03381
0.00107472	0.987338	-19.8617	1.03443
0.00109594	0.986917	-20.1022	1.03505
0.00111739	0.986485	-20.3417	1.03567
0.00113905	0.986044	-20.5802	1.03627
0.00116094	0.985593	-20.8175	1.03687
0.00118306	0.985132	-21.0538	1.03745
0.0012054	0.984661	-21.2888	1.03803
0.00122796	0.984179	-21.5226	1.03859
0.00125075	0.983688	-21.7551	1.03914
0.00127376	0.983185	-21.9864	1.03968
0.00129699	0.982673	-22.2162	1.04021
0.00132044	0.982149	-22.4447	1.04073
0.00134411	0.981616	-22.6718	1.04123
0.00136801	0.981071	-22.8975	1.04171
0.00139213	0.980516	-23.1216	1.04218
0.00141647	0.97995	-23.3443	1.04263
0.00144103	0.979373	-23.5655	1.04307
0.00146581	0.978785	-23.7851	1.04349
0.00149082	0.978186	-24.0032	1.04389
0.00151604	0.977576	-24.2197	1.04428
0.00154148	0.976955	-24.4347	1.04464
0.00156715	0.976322	-24.648	1.04499
0.00159303	0.975679	-24.8598	1.04532
0.00161914	0.975024	-25.07	1.04563
0.00164547	0.974358	-25.2785	1.04591
0.00167201	0.973681	-25.4855	1.04618
0.00169878	0.972993	-25.6909	1.04643
0.00172576	0.972293	-25.8946	1.04666
0.00175297	0.971581	-26.0968	1.04686
0.0017804	0.970858	-26.2973	1.04704
0.00180804	0.970124	-26.4963	1.04721
0.00183591	0.969378	-26.6937	1.04735
0.00186399	0.96862	-26.8896	1.04746
0.00189229	0.967851	-27.0839	1.04756
0.00192082	0.967071	-27.2767	1.04763
0.00194956	0.966278	-27.4679	1.04768
0.00197852	0.965474	-27.6577	1.04771
0.00200771	0.964659	-27.8459	1.04771
0.00203711	0.963832	-28.0327	1.04769
0.00206673	0.962993	-28.2181	1.04765
0.00209657	0.962142	-28.402	1.04759
0.00212663	0.96128	-28.5846	1.0475
0.0021569	0.960406	-28.7657	1.04739
0.0021874	0.95952	-28.9455	1.04726
0.00221812	0.958622	-29.124	1.0471
0.00224905	0.957713	-29.3012	1.04692
0.00228021	0.956792	-29.4771	1.04672
0.00231158	0.955859	-29.6517	1.0465
0.00234317	0.954914	-29.8251	1.04625
0.00237499	0.953958	-29.9973	1.04598
0.00240702	0.95299	-30.1684	1.04569
0.00243927	0.95201	-30.3382	1.04538
0.00247174	0.951018	-30.5069	1.04504
0.00250443	0.950014	-30.6745	1.04468
0.00253733	0.948999	-30.841	1.0443
0.00257046	0.947972	-31.0064	1.0439
0.00260381	0.946933	-31.1708	1.04347
0.00263737	0.945882	-31.3341	1.04303
0.00267115	0.944819	-31.4964	1.04256
0.00270516	0.943745	-31.6576	1.04207
0.00273938	0.942658	-31.8178	1.04155
0.00277382	0.94156	-31.977	1.04102
0.00280848	0.94045	-32.1352	1.04046
0.00284336	0.939328	-32.2923	1.03988
0.00287846	0.938194	-32.4485	1.03928
0.00291377	0.937048	-32.6036	1.03865
0.00294931	0.93589	-32.7577	1.03801
0.00298507	0.93472	-32.9107	1.03734
0.00302104	0.933537	-33.0626	1.03664
0.00305723	0.932343	-33.2135	1.03592
0.00309365	0.931137	-33.3631	1.03518
0.00313028	0.929918	-33.5117	1.03441
0.00316713	0.928687	-33.6589	1.03362
0.0032042	0.927444	-33.8049	1.0328
0.00324149	0.926188	-33.9496	1.03195
0.00327899	0.92492	-34.0929	1.03108
0.00331672	0.92364	-34.2347	1.03018
0.00335467	0.922346	-34.375	1.02924
0.00339283	0.92104	-34.5136	1.02828
0.00343122	0.919722	-34.6505	1.02728
0.00346982	0.91839	-34.7856	1.02625
0.00350865	0.917045	-34.9187	1.02518
0.00354769	0.915687	-35.0497	1.02408
0.00358695	0.914316	-35.1786	1.02294
0.00362643	0.912931	-35.305	1.02175
0.00366613	0.911533	-35.429	1.02053
0.00370605	0.910121	-35.5502	1.01926
0.00374619	0.908695	-35.6686	1.01794
0.00378654	0.907255	-35.784	1.01657
0.00382712	0.9058	-35.896	1.01514
0.00386792	0.904331	-36.0046	1.01366
0.00390893	0.902848	-36.1095	1.01212
0.00395017	0.901349	-36.2104	1.01052
0.00399162	0.899835	-36.307	1.00885
0.00403329	0.898306	-36.3991	1.00712
0.00407519	0.89676	-36.4864	1.0053
0.0041173	0.895215	-36.5807	1.00357
0.00415963	0.893664	-36.6779	1.00188
0.00420218	0.892101	-36.7734	1.00015
0.00424495	0.890526	-36.8672	0.998381
0.00428794	0.888939	-36.9593	0.996583
0.00433115	0.88734	-37.0496	0.994753
0.00437458	0.885729	-37.1381	0.992889
0.00441823	0.884106	-37.225	0.990992
0.00446209	0.882471	-37.31	0.989062
0.00450618	0.880825	-37.3933	0.987099
0.00455049	0.879166	-37.4749	0.985103
0.00459501	0.877496	-37.5547	0.983073
0.00463976	0.875814	-37.6327	0.981011
0.00468472	0.87412	-37.709	0.978915
0.0047299	0.872415	-37.7835	0.976786
0.00477531	0.870698	-37.8562	0.974625
0.00482093	0.86897	-37.9272	0.97243
0.00486677	0.86723	-37.9964	0.970203
0.00491284	0.865478	-38.0638	0.967942
0.00495912	0.863715	-38.1294	0.96565
0.00500562	0.861941	-38.1933	0.963324
0.00505234	0.860155	-38.2554	0.960967
0.00509928	0.858358	-38.3158	0.958577
0.00514644	0.85655	-38.3744	0.956155
0.00519382	0.854731	-38.4312	0.9537
0.00524142	0.8529	-38.4863	0.951214
0.00528924	0.851059	-38.5396	0.948697
0.00533728	0.849206	-38.5911	0.946148
0.00538554	0.847342	-38.6409	0.943567
0.00543402	0.845468	-38.689	0.940956
0.00548271	0.843583	-38.7353	0.938313
0.00553163	0.841687	-38.7799	0.93564
0.00558077	0.83978	-38.8227	0.932936
0.00563013	0.837863	-38.8638	0.930202
0.0056797	0.835935	-38.9032	0.927438
0.0057295	0.833997	-38.9409	0.924644
0.00577952	0.832048	-38.9768	0.921821
0.00582975	0.830089	-39.0111	0.918968
0.00588021	0.82812	-39.0437	0.916087
0.00593088	0.82614	-39.0745	0.913176
0.00598178	0.82415	-39.1037	0.910237
0.0060329	0.822151	-39.1312	0.90727
0.00608423	0.820141	-39.157	0.904275
0.00613579	0.818121	-39.1812	0.901252
0.00618756	0.816092	-39.2037	0.898202
0.00623956	0.814053	-39.2245	0.895125
0.00629177	0.812004	-39.2437	0.892021
0.00634421	0.809945	-39.2613	0.888891
0.00639686	0.807877	-39.2773	0.885734
0.00644974	0.8058	-39.2916	0.882552
0.00650283	0.803713	-39.3043	0.879344
0.00655615	0.801617	-39.3154	0.876112
0.00660968	0.799512	-39.3249	0.872854
0.00666344	0.797398	-39.3328	0.869572
0.00671741	0.795275	-39.3391	0.866265
0.00677161	0.793142	-39.3439	0.862935
0.00682602	0.791001	-39.3471	0.859582
0.00688066	0.788852	-39.3487	0.856205
0.00693551	0.786693	-39.3488	0.852805
0.00699059	0.784526	-39.3474	0.849383
0.00704588	0.782351	-39.3444	0.845938
0.0071014	0.780167	-39.3398	0.842472
0.00715713	0.777974	-39.3338	0.838984
0.00721309	0.775774	-39.3262	0.835476
0.00726926	0.773565	-39.3172	0.831946
0.00732566	0.771349	-39.3066	0.828395
0.00738228	0.769124	-39.2945	0.824825
0.00743911	0.766891	-39.2809	0.821234
0.00749617	0.764651	-39.2659	0.817624
0.00755344	0.762402	-39.2494	0.813995
0.00761094	0.760146	-39.2314	0.810347
0.00766866	0.757883	-39.2119	0.80668
0.0077266	0.755612	-39.1909	0.802995
0.00778475	0.753333	-39.1685	0.799291
0.00784313	0.751048	-39.1446	0.79557
0.00790173	0.748755	-39.1193	0.791831
0.00796055	0.746454	-39.0925	0.788076
0.00801959	0.744147	-39.0643	0.784303
0.00807885	0.741833	-39.0345	0.780513
0.00813833	0.739511	-39.0034	0.776707
0.00819802	0.737183	-38.9708	0.772886
0.00825794	0.734849	-38.9371	0.769052
0.00831809	0.732508	-38.9019	0.765204
0.00837845	0.730161	-38.8655	0.761343
0.00843903	0.727808	-38.8276	0.757468
0.00849983	0.725448	-38.7885	0.753579
0.00856085	0.723083	-38.748	0.749679
0.00862209	0.720711	-38.7062	0.745766
0.00868356	0.718333	-38.6632	0.74184
0.00874524	0.71595	-38.6188	0.737904
0.00880714	0.713561	-38.5731	0.733956
0.00886927	0.711166	-38.5262	0.729997
0.00893161	0.708765	-38.4779	0.726027
0.00899418	0.70636	-38.4284	0.722048
0.00905696	0.703949	-38.3777	0.718059
0.00911997	0.701532	-38.3257	0.71406
0.0091832	0.699111	-38.2725	0.710053
0.00924665	0.696684	-38.2181	0.706037
0.00931031	0.694253	-38.1624	0.702013
0.0093742	0.691816	-38.1056	0.697981
0.00943831	0.689375	-38.0475	0.693941
0.00950264	0.68693	-37.9883	0.689894
0.00956719	0.68448	-37.9278	0.685841
0.00963196	0.682025	-37.8663	0.681782
0.00969695	0.679566	-37.8035	0.677717
0.00976217	0.677103	-37.7396	0.673646
0.0098276	0.674635	-37.6746	0.66957
0.00989325	0.672164	-37.6085	0.665489
0.00995913	0.669689	-37.5412	0.661404
0.0100252	0.66721	-37.4729	0.657315
0.0100915	0.664727	-37.4034	0.653223
0.0101581	0.66224	-37.3329	0.649127
0.0102248	0.65975	-37.2613	0.645029
0.0102918	0.657257	-37.1887	0.640928
0.010359	0.65476	-37.115	0.636825
0.0104264	0.652261	-37.0402	0.63272
0.0104941	0.649758	-36.9645	0.628614
0.0105619	0.647252	-36.8877	0.624507
0.01063	0.644743	-36.8099	0.6204
0.0106983	0.642231	-36.7312	0.616292
0.0107668	0.639717	-36.6514	0.612185
0.0108356	0.6372	-36.5707	0.608078
0.0109046	0.634681	-36.489	0.603972
0.0109737	0.632159	-36.4063	0.599868
0.0110431	0.629635	-36.3228	0.595765
0.0111128	0.627109	-36.2383	0.591663
0.0111826	0.624581	-36.1528	0.587565
0.0112527	0.622051	-36.0665	0.583468
0.011323	0.619519	-35.9793	0.579375
0.0113935	0.616985	-35.8912	0.575285
0.0114642	0.614449	-35.8022	0.571199
0.0115352	0.611912	-35.7123	0.567117
0.0116064	0.609374	-35.6216	0.563039
0.0116778	0.606834	-35.53	0.558966
0.0117494	0.604293	-35.4376	0.554897
0.0118212	0.60175	-35.3444	0.550834
0.0118933	0.599207	-35.2503	0.546776
0.0119656	0.596662	-35.1554	0.542724
0.0120381	0.594117	-35.0598	0.538679
0.0121108	0.591571	-34.9633	0.534639
0.0121837	0.589024	-34.8661	0.530606
0.0122569	0.586476	-34.768	0.52658
0.0123303	0.583928	-34.6693	0.522562
0.0124039	0.58138	-34.5698	0.518552
0.0124777	0.578832	-34.4696	0.51455
0.0125518	0.576283	-34.3687	0.510556
0.012626	0.573734	-34.267	0.506571
0.0127005	0.571185	-34.1647	0.502595
0.0127752	0.568637	-34.0617	0.498628
0.0128502	0.566088	-33.958	0.494671
0.0129253	0.56354	-33.8536	0.490723
0.0130007	0.560992	-33.7486	0.486785
0.0130763	0.558445	-33.6429	0.482858
0.0131521	0.555898	-33.5366	0.478941
0.0132282	0.553352	-33.4297	0.475035
0.0133044	0.550807	-33.3222	0.47114
0.0133809	0.548262	-33.214	0.467256
0.0134576	0.545719	-33.1053	0.463384
0.0135345	0.543176	-32.9959	0.459524
0.0136117	0.540635	-32.886	0.455676
0.0136891	0.538095	-32.7755	0.45184
0.0137666	0.535556	-32.6645	0.448016
0.0138445	0.533019	-32.5529	0.444206
0.0139225	0.530483	-32.4408	0.440408
0.0140007	0.527949	-32.3282	0.436623
0.0140792	0.525416	-32.2151	0.432852
0.0141579	0.522885	-32.1014	0.429095
0.0142368	0.520356	-31.9873	0.425352
0.014316	0.517829	-31.8726	0.421622
0.0143953	0.515304	-31.7575	0.417907
0.0144749	0.512782	-31.642	0.414207
0.0145547	0.510261	-31.526	0.410521
0.0146348	0.507743	-31.4095	0.40685
0.014715	0.505227	-31.2926	0.403194
0.0147955	0.502713	-31.1753	0.399554
0.0148762	0.500203	-31.0576	0.395929
0.0149571	0.497694	-30.9395	0.392319
0.0150382	0.495189	-30.8209	0.388726
0.0151196	0.492686	-30.702	0.385148
0.0152012	0.490187	-30.5827	0.381587
0.015283	0.48769	-30.4631	0.378042
0.015365	0.485196	-30.3431	0.374513
0.0154472	0.482706	-30.2228	0.371002
0.0155297	0.480218	-30.1021	0.367507
0.0156124	0.477734	-29.9811	0.364029
0.0156953	0.475254	-29.8597	0.360568
0.0157784	0.472776	-29.7381	0.357124
0.0158618	0.470303	-29.6162	0.353698
0.0159453	0.467833	-29.4939	0.350289
0.0160291	0.465367	-29.3714	0.346898
0.0161131	0.462904	-29.2486	0.343525
0.0161974	0.460445	-29.1256	0.340169
0.0162818	0.45799	-29.0023	0.336832
0.0163665	0.45554	-28.8787	0.333513
0.0164514	0.453093	-28.7549	0.330212
0.0165366	0.45065	-28.6309	0.326929
0.0166219	0.448212	-28.5067	0.323665
0.0167075	0.445778	-28.3822	0.320419
0.0167933	0.443349	-28.2576	0.317193
0.0168793	0.440923	-28.1328	0.313985
0.0169655	0.438503	-28.0078	0.310796
0.017052	0.436087	-27.8826	0.307625
0.0171387	0.433675	-27.7572	0.304474
0.0172256	0.431269	-27.6317	0.301342
0.0173127	0.428867	-27.5061	0.29823
0.0174	0.42647	-27.3803	0.295136
0.0174876	0.424077	-27.2543	0.292062
0.0175754	0.42169	-27.1283	0.289008
0.0176634	0.419308	-27.0021	0.285972
0.0177516	0.416931	-26.8758	0.282957
0.0178401	0.41456	-26.7494	0.279961
0.0179288	0.412193	-26.6229	0.276984
0.0180177	0.409832	-26.4964	0.274028
0.0181068	0.407476	-26.3697	0.271091
0.0181961	0.405126	-26.243	0.268174
0.0182857	0.402781	-26.1163	0.265277
0.0183755	0.400442	-25.9894	0.262399
0.0184655	0.398108	-25.8626	0.259542
0.0185557	0.39578	-25.7357	0.256705
0.0186462	0.393458	-25.6087	0.253887
0.0187369	0.391141	-25.4818	0.25109
0.0188278	0.388831	-25.3548	0.248313
0.0189189	0.386526	-25.2279	0.245556
0.0190102	0.384228	-25.1009	0.242818
0.0191018	0.381935	-24.9739	0.240101
0.0191936	0.379649	-24.847	0.237405
0.0192856	0.377368	-24.7201	0.234728
0.0193778	0.375094	-24.5932	0.232071
0.0194703	0.372826	-24.4663	0.229435
0.019563	0.370564	-24.3395	0.226819
0.0196559	0.368309	-24.2128	0.224222
0.019749	0.36606	-24.0861	0.221646
0.0198423	0.363818	-23.9594	0.219091
0.0199359	0.361582	-23.8329	0.216555
0.0200297	0.359353	-23.7064	0.214039
0.0201237	0.35713	-23.58	0.211543
0.020218	0.354914	-23.4537	0.209068
0.0203124	0.352704	-23.3274	0.206612
0.0204071	0.350502	-23.2013	0.204177
0.020502	0.348306	-23.0753	0.201761
0.0205971	0.346117	-22.9494	0.199366
0.0206925	0.343934	-22.8237	0.196991
0.020788	0.341759	-22.698	0.194635
0.0208838	0.339591	-22.5726	0.192299
0.0209799	0.337429	-22.4472	0.189983
0.0210761	0.335275	-22.322	0.187687
0.0211726	0.333128	-22.197	0.185411
0.0212692	0.330988	-22.0721	0.183155
0.0213661	0.328855	-21.9473	0.180918
0.0214633	0.326729	-21.8228	0.178701
0.0215606	0.324611	-21.6984	0.176503
0.0216582	0.3225	-21.5742	0.174325
0.021756	0.320396	-21.4502	0.172166
0.021854	0.318299	-21.3264	0.170027
0.0219523	0.31621	-21.2028	0.167908
0.0220507	0.314129	-21.0794	0.165807
0.0221494	0.312054	-20.9562	0.163726
0.0222483	0.309988	-20.8332	0.161664
0.0223475	0.307929	-20.7105	0.159621
0.0224468	0.305877	-20.5879	0.157597
0.0225464	0.303833	-20.4657	0.155592
0.0226462	0.301796	-20.3436	0.153606
0.0227462	0.299768	-20.2218	0.151639
0.0228465	0.297746	-20.1002	0.149691
0.022947	0.295733	-19.9789	0.147762
0.0230476	0.293727	-19.8578	0.145851
0.0231486	0.291729	-19.737	0.143958
0.0232497	0.289739	-19.6165	0.142085
0.0233511	0.287757	-19.4962	0.140229
0.0234527	0.285783	-19.3762	0.138392
0.0235545	0.283816	-19.2565	0.136573
0.0236565	0.281857	-19.1371	0.134772
0.0237588	0.279907	-19.0179	0.13299
0.0238612	0.277964	-18.8991	0.131225
0.0239639	0.276029	-18.7805	0.129478
0.0240669	0.274102	-18.6623	0.127749
0.02417	0.272183	-18.5443	0.126038
0.0242734	0.270272	-18.4267	0.124345
0.024377	0.268369	-18.3094	0.122669
0.0244808	0.266475	-18.1924	0.12101
0.0245848	0.264588	-18.0757	0.119369
0.0246891	0.262709	-17.9593	0.117745
0.0247936	0.260839	-17.8433	0.116138
0.0248983	0.258977	-17.7276	0.114548
0.0250032	0.257122	-17.6122	0.112975
0.0251084	0.255276	-17.4972	0.111419
0.0252138	0.253439	-17.3825	0.10988
0.0253194	0.251609	-17.2682	0.108357
0.0254252	0.249788	-17.1542	0.106851
0.0255312	0.247974	-17.0406	0.105362
0.0256375	0.246169	-16.9273	0.103889
0.025744	0.244373	-16.8144	0.102432
0.0258507	0.242584	-16.7019	0.100991
0.0259577	0.240804	-16.5897	0.0995662
0.0260648	0.239032	-16.4779	0.0981574
0.0261722	0.237269	-16.3665	0.0967645
0.0262799	0.235513	-16.2554	0.0953873
0.0263877	0.233766	-16.1447	0.0940257
0.0264958	0.232028	-16.0344	0.0926796
0.026604	0.230297	-15.9245	0.0913489
0.0267125	0.228576	-15.815	0.0900336
0.0268213	0.226862	-15.7059	0.0887334
0.0269302	0.225157	-15.5971	0.0874483
0.0270394	0.22346	-15.4888	0.0861782
0.0271488	0.221771	-15.3808	0.084923
0.0272584	0.220091	-15.2733	0.0836825
0.0273683	0.218419	-15.1661	0.0824566
0.0274784	0.216755	-15.0594	0.0812453
0.0275887	0.2151	-14.9531	0.0800484
0.0276992	0.213454	-14.8472	0.0788658
0.0278099	0.211815	-14.7416	0.0776974
0.0279209	0.210185	-14.6366	0.0765431
0.0280321	0.208563	-14.5319	0.0754027
0.0281435	0.20695	-14.4276	0.0742762
0.0282551	0.205345	-14.3238	0.0731635
0.028367	0.203749	-14.2204	0.0720644
0.0284791	0.202161	-14.1174	0.0709789
0.0285914	0.200581	-14.0148	0.0699067
0.0287039	0.19901	-13.9127	0.0688478
