Q2:	107.56

z	fQ	dfQ/dz	fQ^2 + (dfQ/dz)^2/Q2
1.02606e-06	1	-0.00594721	1
1.06939e-06	1	-0.00598793	1
1.11449e-06	1	-0.00603029	1
1.16141e-06	1	-0.00607436	1
1.21023e-06	1	-0.00612022	1
1.26102e-06	1	-0.00616793	1
1.31386e-06	1	-0.00621755	1
1.36883e-06	1	-0.00626917	1
1.42601e-06	1	-0.00632285	1
1.48548e-06	1	-0.00637869	1
1.54734e-06	1	-0.00643675	1
1.61167e-06	1	-0.00649714	1
1.67856e-06	1	-0.00655992	1
1.74813e-06	1	-0.0066252	1
1.82046e-06	1	-0.00669307	1
1.89566e-06	1	-0.00676362	1
1.97385e-06	1	-0.00683696	1
2.05512e-06	1	-0.0069132	1
2.13962e-06	1	-0.00699244	1
2.22744e-06	1	-0.00707478	1
2.31872e-06	1	-0.00716036	1
2.41359e-06	1	-0.00724929	1
2.51219e-06	1	-0.0073417	1
2.61464e-06	1	-0.0074377	1
2.7211e-06	1	-0.00753745	1
2.83172e-06	1	-0.00764106	1
2.94665e-06	1	-0.0077487	1
3.06605e-06	1	-0.0078605	1
3.19009e-06	1	-0.00797662	1
3.31894e-06	1	-0.00809721	1
3.45277e-06	1	-0.00822244	1
3.59178e-06	1	-0.00835248	1
3.73614e-06	1	-0.0084875	1
3.88606e-06	1	-0.00862769	1
4.04175e-06	1	-0.00877322	1
4.2034e-06	1	-0.00892429	1
4.37125e-06	1	-0.00908111	1
4.54551e-06	1	-0.00924387	1
4.72643e-06	1	-0.00941279	1
4.91423e-06	1	-0.0095881	1
5.10918e-06	1	-0.00977	1
5.31152e-06	1	-0.00995875	1
5.52153e-06	1	-0.0101546	1
5.73948e-06	1	-0.0103577	1
5.96567e-06	1	-0.0105685	1
6.20037e-06	1	-0.0107871	1
6.44391e-06	1	-0.0110138	1
6.69658e-06	1	-0.011249	1
6.95874e-06	1	-0.0114928	1
7.23069e-06	1	-0.0117457	1
7.51281e-06	1	-0.0120079	1
7.80544e-06	1	-0.0122797	1
8.10896e-06	1	-0.0125615	1
8.42376e-06	1	-0.0128536	1
8.75022e-06	1	-0.0131564	1
9.08877e-06	1	-0.0134702	1
9.43983e-06	1	-0.0137954	1
9.80382e-06	1	-0.0141324	1
1.01812e-05	1	-0.0144816	1
1.05725e-05	1	-0.0148434	1
1.09781e-05	1	-0.0152181	1
1.13985e-05	1	-0.0156063	1
1.18343e-05	1	-0.0160085	1
1.2286e-05	1	-0.0164249	1
1.27542e-05	1	-0.0168562	1
1.32393e-05	1	-0.0173028	1
1.37421e-05	1	-0.0177651	1
1.4263e-05	1	-0.0182439	1
1.48027e-05	1	-0.0187394	1
1.53619e-05	1	-0.0192523	1
1.59413e-05	1	-0.0197832	1
1.65414e-05	1	-0.0203326	1
1.7163e-05	1	-0.0209011	1
1.78069e-05	1	-0.0214894	1
1.84738e-05	1	-0.0220979	1
1.91644e-05	1	-0.0227275	1
1.98796e-05	1	-0.0233786	1
2.06202e-05	1	-0.024052	1
2.1387e-05	1	-0.0247485	1.00001
2.2181e-05	1	-0.0254686	1.00001
2.30029e-05	1	-0.0262131	1.00001
2.38538e-05	1	-0.0269827	1.00001
2.47346e-05	1	-0.0277782	1.00001
2.56463e-05	1	-0.0286005	1.00001
2.65899e-05	1	-0.0294501	1.00001
2.75665e-05	0.999999	-0.0303281	1.00001
2.85771e-05	0.999999	-0.0312352	1.00001
2.96228e-05	0.999999	-0.0321722	1.00001
3.07049e-05	0.999999	-0.03314	1.00001
3.18244e-05	0.999999	-0.0341396	1.00001
3.29826e-05	0.999999	-0.0351718	1.00001
3.41808e-05	0.999999	-0.0362375	1.00001
3.54202e-05	0.999999	-0.0373376	1.00001
3.67022e-05	0.999999	-0.0384733	1.00001
3.80281e-05	0.999999	-0.0396453	1.00001
3.93993e-05	0.999999	-0.0408547	1.00001
4.08173e-05	0.999999	-0.0421026	1.00001
4.22836e-05	0.999999	-0.0433899	1.00002
4.37996e-05	0.999999	-0.0447177	1.00002
4.5367e-05	0.999999	-0.0460871	1.00002
4.69874e-05	0.999999	-0.0474992	1.00002
4.86625e-05	0.999999	-0.048955	1.00002
5.03938e-05	0.999999	-0.0504556	1.00002
5.21833e-05	0.999998	-0.0520023	1.00002
5.40326e-05	0.999998	-0.0535961	1.00002
5.59437e-05	0.999998	-0.0552383	1.00002
5.79185e-05	0.999998	-0.0569299	1.00003
5.99588e-05	0.999998	-0.0586722	1.00003
6.20667e-05	0.999998	-0.0604663	1.00003
6.42443e-05	0.999998	-0.0623136	1.00003
6.64936e-05	0.999998	-0.0642151	1.00003
6.88169e-05	0.999997	-0.0661722	1.00004
7.12163e-05	0.999997	-0.0681861	1.00004
7.3694e-05	0.999997	-0.0702579	1.00004
7.62525e-05	0.999997	-0.0723891	1.00004
7.88941e-05	0.999997	-0.0745808	1.00005
8.16212e-05	0.999997	-0.0768342	1.00005
8.44363e-05	0.999996	-0.0791507	1.00005
8.73421e-05	0.999996	-0.0815316	1.00005
9.0341e-05	0.999996	-0.083978	1.00006
9.34357e-05	0.999996	-0.0864912	1.00006
9.66291e-05	0.999995	-0.0890725	1.00006
9.99238e-05	0.999995	-0.0917232	1.00007
0.000103323	0.999995	-0.0944445	1.00007
0.000106829	0.999994	-0.0972375	1.00008
0.000110445	0.999994	-0.100104	1.00008
0.000114174	0.999994	-0.103044	1.00009
0.000118019	0.999993	-0.10606	1.00009
0.000121984	0.999993	-0.109152	1.0001
0.000126071	0.999992	-0.112323	1.0001
0.000130283	0.999992	-0.115572	1.00011
0.000134625	0.999991	-0.118901	1.00011
0.000139098	0.999991	-0.122312	1.00012
0.000143708	0.99999	-0.125804	1.00013
0.000148456	0.99999	-0.12938	1.00014
0.000153347	0.999989	-0.133041	1.00014
0.000158384	0.999988	-0.136786	1.00015
0.00016357	0.999988	-0.140618	1.00016
0.000168909	0.999987	-0.144538	1.00017
0.000174405	0.999986	-0.148545	1.00018
0.000180061	0.999985	-0.152642	1.00019
0.000185881	0.999984	-0.156828	1.0002
0.000191868	0.999983	-0.161105	1.00021
0.000198026	0.999982	-0.165474	1.00022
0.000204359	0.999981	-0.169935	1.00023
0.000210871	0.99998	-0.174489	1.00024
0.000217564	0.999979	-0.179136	1.00026
0.000224443	0.999978	-0.183878	1.00027
0.000231511	0.999976	-0.188715	1.00028
0.000238772	0.999975	-0.193647	1.0003
0.000246228	0.999974	-0.198676	1.00031
0.000253885	0.999972	-0.203802	1.00033
0.000261744	0.99997	-0.209024	1.00035
0.000269809	0.999969	-0.214345	1.00036
0.000278084	0.999967	-0.219764	1.00038
0.000286571	0.999965	-0.225281	1.0004
0.000295274	0.999963	-0.230898	1.00042
0.000304195	0.999961	-0.236615	1.00044
0.000313338	0.999959	-0.242432	1.00046
0.000322705	0.999956	-0.248349	1.00049
0.000332298	0.999954	-0.254368	1.00051
0.000342121	0.999952	-0.260487	1.00053
0.000352174	0.999949	-0.266709	1.00056
0.000362461	0.999946	-0.273033	1.00059
0.000372984	0.999943	-0.279459	1.00061
0.000383743	0.99994	-0.285989	1.00064
0.000394741	0.999937	-0.292621	1.00067
0.00040598	0.999934	-0.299357	1.0007
0.00041746	0.99993	-0.306196	1.00073
0.000429183	0.999927	-0.313139	1.00076
0.000441149	0.999923	-0.320186	1.0008
0.00045336	0.999919	-0.327336	1.00083
0.000465816	0.999915	-0.334591	1.00087
0.000478517	0.99991	-0.341948	1.00091
0.000491464	0.999906	-0.349408	1.00095
0.000504657	0.999901	-0.356971	1.00099
0.000518097	0.999896	-0.364635	1.00103
0.000531782	0.999891	-0.372399	1.00107
0.000545713	0.999886	-0.380262	1.00112
0.000559889	0.999881	-0.388222	1.00116
0.000574311	0.999875	-0.396276	1.00121
0.000588977	0.999869	-0.404423	1.00126
0.000603887	0.999863	-0.412659	1.00131
0.00061904	0.999857	-0.42098	1.00136
0.000634437	0.99985	-0.429382	1.00141
0.000650075	0.999843	-0.43786	1.00147
0.000665954	0.999836	-0.446408	1.00153
0.000682074	0.999829	-0.455018	1.00158
0.000698433	0.999822	-0.463685	1.00164
0.000715031	0.999814	-0.472397	1.0017
0.000731867	0.999806	-0.481146	1.00176
0.00074894	0.999798	-0.489934	1.00183
0.00076625	0.999789	-0.49887	1.00189
0.000783795	0.99978	-0.507873	1.00196
0.000801574	0.999771	-0.516943	1.00203
0.000819587	0.999762	-0.526077	1.0021
0.000837834	0.999752	-0.535275	1.00217
0.000856312	0.999742	-0.544534	1.00224
0.000875023	0.999732	-0.553853	1.00232
0.000893964	0.999721	-0.563232	1.00239
0.000913135	0.99971	-0.572668	1.00247
0.000932536	0.999699	-0.582161	1.00255
0.000952166	0.999687	-0.59171	1.00263
0.000972025	0.999676	-0.601313	1.00271
0.000992111	0.999663	-0.610968	1.0028
0.00101242	0.999651	-0.620677	1.00288
0.00103296	0.999638	-0.630436	1.00297
0.00105373	0.999625	-0.640246	1.00306
0.00107472	0.999611	-0.650105	1.00315
0.00109594	0.999597	-0.660012	1.00325
0.00111739	0.999583	-0.669967	1.00334
0.00113905	0.999569	-0.679969	1.00344
0.00116094	0.999554	-0.690018	1.00353
0.00118306	0.999538	-0.700111	1.00363
0.0012054	0.999522	-0.710249	1.00374
0.00122796	0.999506	-0.72043	1.00384
0.00125075	0.99949	-0.730655	1.00394
0.00127376	0.999473	-0.740922	1.00405
0.00129699	0.999456	-0.75123	1.00416
0.00132044	0.999438	-0.761579	1.00427
0.00134411	0.99942	-0.771969	1.00438
0.00136801	0.999401	-0.782397	1.00449
0.00139213	0.999382	-0.792864	1.00461
0.00141647	0.999363	-0.803369	1.00473
0.00144103	0.999343	-0.81391	1.00484
0.00146581	0.999322	-0.824488	1.00497
0.00149082	0.999302	-0.8351	1.00509
0.00151604	0.999281	-0.845749	1.00521
0.00154148	0.999259	-0.856432	1.00534
0.00156715	0.999237	-0.86715	1.00547
0.00159303	0.999214	-0.877902	1.00559
0.00161914	0.999191	-0.888686	1.00573
0.00164547	0.999168	-0.899503	1.00586
0.00167201	0.999144	-0.910352	1.00599
0.00169878	0.999119	-0.921232	1.00613
0.00172576	0.999094	-0.932142	1.00627
0.00175297	0.999069	-0.943083	1.00641
0.0017804	0.999043	-0.954053	1.00655
0.00180804	0.999016	-0.965052	1.00669
0.00183591	0.998989	-0.97608	1.00684
0.00186399	0.998961	-0.987136	1.00698
